degrees , closeness , betweenness
1835721, 1, 1.00853218226194e-05, 0 
2956440, 1, 1.11059283445503e-05, 0 
251538, 4, 1.31295625229767e-05, 53555.7777713906 
2704651, 1, 1.27059959594933e-05, 0 
2755405, 1, 1.24865769298005e-05, 0 
2811091, 3, 1.3387239283515e-05, 46023 
1031542, 2, 1.09313511149978e-05, 7674 
2799564, 1, 1.27059959594933e-05, 0 
2608247, 4, 1.19320351279114e-05, 30637.9058618963 
945, 2, 1.31898280046428e-05, 7674 
171281, 3, 1.21406371406371e-05, 15347 
2097, 2, 1.3846579894766e-05, 7674 
2124, 1, 1.21385739603311e-05, 0 
2767887, 1, 1.32999946800021e-05, 0 
2792859, 1, 1.37887290928395e-05, 0 
29501, 1, 1.21385739603311e-05, 0 
2984146, 1, 1.11059283445503e-05, 0 
3071081, 1, 1.32923927636214e-05, 0 
2015871, 1, 1.07409078215291e-05, 0 
225842, 1, 1.33850890108419e-05, 0 
362837, 2, 1.27318793527113e-05, 13.9069617338442 
48003, 2, 1.09442717681565e-05, 136.820447940588 
488546, 2, 1.32927461484268e-05, 7674 
519450, 3, 1.21406371406371e-05, 15347 
83171, 1, 1.46019508206296e-05, 0 
1812111, 1, 1.4228596633514e-05, 0 
2025360, 2, 1.07459863740893e-05, 233.424389965848 
202747, 3, 1.52262622571411e-05, 19931.6636141042 
2138, 1, 1.51247031777001e-05, 0 
2811778, 2, 1.30417204637636e-05, 23016 
2983210, 1, 1.23199743744533e-05, 0 
3004105, 1, 1.44112984579911e-05, 0 
3015169, 1, 1.38102472034249e-05, 0 
31984, 2, 1.60686452525188e-05, 23016 
92758, 2, 1.35532575254462e-05, 7674 
954, 1, 1.37872082282059e-05, 0 
111844, 2, 1.42511044605957e-05, 0 
1281486, 1, 1.11059283445503e-05, 0 
2840371, 2, 1.35528901538253e-05, 7674 
81852, 1, 1.38534855369611e-05, 0 
1068590, 2, 1.28907508862391e-05, 7674 
1945658, 5, 1.38098657681047e-05, 23003.8237665299 
1987921, 1, 1.37240101557675e-05, 0 
2116, 3, 1.50235870316397e-05, 9212.0109368759 
2681470, 2, 1.09262152682932e-05, 7674 
2719911, 2, 1.54185361641766e-05, 7674 
29379, 4, 1.54923467806903e-05, 15434.0061095076 
669502, 4, 1.45949180495352e-05, 107117.392967469 
708186, 1, 1.11059283445503e-05, 0 
1346, 3, 1.55233704341887e-05, 8506.75516142632 
147709, 3, 1.48023150820788e-05, 23018 
1982153, 4, 1.17057639181533e-05, 15564.0515919349 
2133959, 2, 1.51726649268678e-05, 7674 
214888, 2, 1.33854473416502e-05, 7674 
264636, 2, 1.39458343792709e-05, 5260.07236663039 
634, 1, 1.36041465438666e-05, 0 
955, 2, 1.36362396705484e-05, 4608.06861792384 
1204537, 1, 1.12593593424534e-05, 0 
1814128, 1, 1.46019508206296e-05, 0 
1840297, 1, 1.4215449350354e-05, 0 
28199, 8, 1.72197062318117e-05, 17003.9950134741 
295596, 1, 1.53683013416527e-05, 0 
2956059, 2, 1.18557862164629e-05, 15346 
106648, 2, 1.48117427496519e-05, 7674 
1155388, 1, 1.49586393621636e-05, 0 
1471399, 13, 1.59969285897108e-05, 54377.6948542979 
1476901, 1, 1.5376572254513e-05, 0 
149016, 3, 1.52427406447679e-05, 10.1629931295851 
1660063, 1, 1.09259765091505e-05, 0 
1932669, 2, 1.42383210171857e-05, 24.6399051418177 
1982369, 2, 1.24903200019985e-05, 7631.67015921073 
2003316, 8, 1.71847880256397e-05, 11447.7421384719 
2024608, 2, 1.48515586710825e-05, 22.3429809304639 
2024979, 1, 1.5037141740098e-05, 0 
208596, 8, 1.71715090322138e-05, 23469.4167677705 
2180, 2, 1.6790355619732e-05, 4309.25077259876 
225148, 2, 1.56340384284665e-05, 24.3021264716307 
255507, 2, 1.48969133595519e-05, 7674 
2601668, 1, 1.37196795082867e-05, 0 
2817969, 2, 1.48969133595519e-05, 7674 
