"","vcXtM2TOMPOOB050180","iYASM2TOMPOOA050195","XR8LM2TOMPOOB051125","TECcM2TOMPOOA051310","FvY2M2TOMPOOB051329","abKIM2TOMPOOA051320","cuu6M2TOMPOOB051315","s9OmM2TOMPOOB051285","Nm8MM2TOMPOOA051300","IGpcM2TOMPOOB051290","a50wM2TOMPOOB051350","OeS0M2TOMPOOA051355","dSz8M2TOMPOOA051340","aFJgM2TOMPOOM090325","cSObM2TOMPOOM080315","wQqUM2TOMPOOA080335","X0n7bM2TOMPOOA100365","X1qGgM2TOMPOOM080340","X9JUZM2TOMPOOB100355","AYtCM2TOMPOOA100360","DYZgM2TOMPOOB100370","nG3jM2TOMPOOA051345","nodos","degrees","closeness","betweenness"
"Pluralibacter",0.000121292588158092,0.00013297423911112,9.74408240214384e-05,0.000116512007821475,0.000134056293914571,0.000111966943726851,0.000109517752690487,0.000119769822320575,0.000116274976609758,0.000106975880577131,0.000107744173010973,0.000112746435307438,0.000105676608704515,6.53888520113377e-05,0.000101566569734419,8.60931367962152e-05,0.000123498480681482,7.40748412435383e-05,8.38844139882773e-05,9.40498338662031e-05,0.000129264822977155,0.000102901267936098,"v_433",108,0.000158102766798419,11875.6447430207
"Acidithiobacillus",0.000175088097165246,0.000201852981672275,0.00014959225096249,0.000199371836252345,0.000206075226554821,0.000160763348256459,0.000166367660113353,0.000174611121560113,0.000177858472825634,0.000153378902760648,0.000156608659271572,0.000158964881430942,0.000169420039147215,0.000128075685344521,0.000170892186632129,0.000147284704904088,0.00019580379270838,0.000159845710051846,0.000143801852551332,0.000148948287949097,0.000193156886109621,0.000139323875004127,"v_766",108,0.000152439024390244,13474.4771547803
"Desulfomicrobium",0.000125784906238022,0.000141823244231824,0.000111164883742768,0.000144157619723596,0.000161726725928983,0.000108940810112612,0.000127160827407928,0.00013707132650441,0.000136358162499653,0.000112656580679377,0.000116063250837158,0.000110611086153888,0.0001121759388673,6.0345083812116e-05,0.000104669572237482,8.34584998360151e-05,0.000131308462119927,6.76464902155736e-05,8.67604510393039e-05,9.99333561319821e-05,0.000128376404949821,9.71269521814106e-05,"v_720",107,0.000153444836581249,4982.57325450399
"Bradymonas",0.000191260442252992,0.000213253051332281,0.000148869932029788,0.000202606141823067,0.0002257224967751,0.00017354876277662,0.000183880045388443,0.000195679373887293,0.000186825504163926,0.000165506240057578,0.000167754608203741,0.000156212653633033,0.000182106231676498,0.000130237300287044,0.000154771710213775,0.00013130690656481,0.000191621673615535,0.000106901096724303,0.000149074587144881,0.0001455739148849,0.000191750224233008,0.000160940544239624,"v_738",107,0.000149253731343284,6970.27185438547
"Thermosynechococcus",2.38654397996246e-05,3.36421636120459e-05,2.34031334195301e-05,3.11109392993231e-05,3.16504256603204e-05,2.91265360370526e-05,2.61378884702833e-05,2.64949233811506e-05,2.74939555909626e-05,2.2467488044839e-05,2.2211130118454e-05,2.34888406890496e-05,2.36850589586111e-05,1.13484784482487e-05,2.02830407517319e-05,2.04821776583296e-05,2.48407796719586e-05,1.77077262112918e-05,1.86942408316732e-05,2.24525592348479e-05,2.50978092721968e-05,1.71748878857372e-05,"v_1314",107,0.000156788962057071,12864.0721700759
"Akkermansia",0.000121966435870082,0.000137279160521192,9.12288812002051e-05,0.000122287553483478,0.000137846764053531,0.000106141636519441,0.00010794947938227,0.000114087778511123,0.000114051745699438,0.000107741817669569,0.000100878914610724,9.87954875042452e-05,0.000116425500896814,5.81834688695925e-05,9.88419821707531e-05,9.5866790035667e-05,0.000123044997888282,0.000116335297075529,9.15538461243483e-05,8.7214565351548e-05,0.000123045896785815,0.000106602752394231,"v_1445",106,0.000159464200287036,10218.9271727542
"Guyparkeria",0.000189800438877015,0.000200577449402624,0.000157826686795288,0.000181352133786896,0.0002016530113927,0.000148658813799502,0.000163035079333392,0.000177867124192495,0.00017956294985688,0.000169208269337694,0.000153701020419702,0.000171966785165891,0.000179169034391393,0.00010123563314152,0.000157723346741079,0.000121703229903435,0.00018743955452269,0.000121067277693336,0.000118396858600597,0.000138652123983984,0.000182940078795276,0.000164197850562781,"v_521",105,0.000151217299259035,5585.4515901785
"Methylogaea",0.000148920344349658,0.000145410678740217,0.000107842216652341,0.000140769299601888,0.00015559879920433,0.000123920171503096,0.000131081510678471,0.00012640951396308,0.00013168937758798,0.000114252282955289,0.000122928509237407,0.000129497063111953,0.000132298864948231,7.33147734672574e-05,0.000117687046152773,0.000110739740617442,0.00014990125664113,0.000114162752515152,0.000101140636294437,0.000106595579874114,0.000145256347469175,0.000126294649711499,"v_564",105,0.000157059839798963,14322.072504414
"Pelobacter",0.000117754887670148,0.000138714134324549,0.000109792477770635,0.000143849590621623,0.000145048657317556,0.000115371344042871,0.000134414091458432,0.000134581442138471,0.000137099239469759,0.0001151458762298,0.000109601831166335,0.000108902806831048,0.000115488097507951,4.89966053638673e-05,9.83122012555959e-05,8.94926683577636e-05,0.00012888988722286,5.83610942862911e-05,8.5801772022295e-05,9.73809457372691e-05,0.000128450439785432,9.66827740464347e-05,"v_707",105,0.000152998776009792,4070.49970697218
"Acidaminococcus",2.17877426876573e-05,2.94169629688269e-05,2.23918869137479e-05,2.60284591167604e-05,3.08923316325283e-05,2.39064555524899e-05,2.77715064996761e-05,2.56649619258375e-05,2.23064168002149e-05,2.03611610406353e-05,2.39880205279303e-05,2.17331091627975e-05,2.06853681142487e-05,9.90740181989965e-06,1.97532598365747e-05,1.63177514954327e-05,2.28756875680917e-05,1.45233115816982e-05,1.53388642721421e-05,1.96838428744813e-05,2.63564014775872e-05,1.74710066423879e-05,"v_1257",105,0.000146348602370847,6118.78204196543
"Halorhodospira",0.000181658112357143,0.00019571448262458,0.000155731961890453,0.000185048483010578,0.000207149193094193,0.00014003433299892,0.000166825073161583,0.00017109974617225,0.000180452242221008,0.000143613204832067,0.000152247200993766,0.000165797998722302,0.000166857803217656,0.00010916155459744,0.000168091916080584,0.000135726297594823,0.00020215255181318,0.000113954426324431,0.000117917519092093,0.000144838474601678,0.000192564607424732,0.000156202644133214,"v_501",104,0.000151653017895056,6784.62750510681
"Methylomagnum",0.000160600371357474,0.000152426106223298,0.000129439552740117,0.000148084990773758,0.000174172102885236,0.000136176012640765,0.000148463206511209,0.000144094077280137,0.000143917147594742,0.000124720089885271,0.000128824554687033,0.000138987503794397,0.000134486139522245,7.60167921454118e-05,0.000126541955734685,0.000107765150501087,0.000157509690171486,0.000108091532099852,9.63472412093928e-05,0.00011702152741862,0.000155769294125965,0.000123777640279968,"v_562",104,0.000154559505409583,6823.71790621502
"Geoalkalibacter",0.000113206415614219,0.000144772912605392,9.97522446060834e-05,0.000148547034426719,0.000157241336264546,0.000121877531313485,0.000121671870829169,0.000127303318607263,0.000133023316134172,0.000113550173953888,0.000124947702884539,0.000100978288861207,0.000106176557178576,5.98046800764851e-05,0.000107772574740545,8.38834412812087e-05,0.000131913105844194,5.36886354372612e-05,8.38844139882773e-05,8.98534981325224e-05,0.000134521296305551,0.000103345446071074,"v_704",104,0.000153327200245324,4961.38568760207
"Desulfatibacillum",4.92470369512254e-05,5.82758805696814e-05,4.28335127092016e-05,5.76014420690438e-05,6.36167238322209e-05,4.25928306204172e-05,5.2210432219391e-05,5.14576102294154e-05,5.28387879686154e-05,4.04031816260883e-05,4.15953891309229e-05,4.00971118833272e-05,4.32455430062239e-05,1.98148036397993e-05,4.2760888151972e-05,3.05957840539363e-05,5.40652263448511e-05,3.05346673828326e-05,3.35537655953109e-05,3.71181037061648e-05,5.28608726263969e-05,3.30172413665466e-05,"v_724",104,0.000163318634656214,14422.4546155206
"Desulfobulbus",0.000159533445813491,0.000206078182315494,0.00014020210483737,0.000188051766754819,0.000209360300675253,0.000160385081554679,0.000174731784423844,0.000173270414593838,0.00016978073385147,0.000139528207005733,0.000150793381567831,0.000144491959390214,0.000148984645269997,7.691746503813e-05,0.000141754236298484,0.000122298147926706,0.000181846600073222,9.30027637147679e-05,0.000131339025330217,0.000130648803254799,0.000168799425193536,0.000138879696869151,"v_730",104,0.000150375939849624,4432.34034536167
"Syntrophobacter",0.000129322606725966,0.000173392667905687,0.000106325346893667,0.00016456454772934,0.000168928619193008,0.000132015078921186,0.000154474920859375,0.000152968280533101,0.000145028763049902,0.000126507276434292,0.000122605438253866,0.000115925732936057,0.00011167599039324,4.86363362067801e-05,0.000107772574740545,9.33171413645057e-05,0.000158819751574064,4.70817191029641e-05,0.000104496012853968,0.000102139676981649,0.000148513880236067,0.000108675583690786,"v_739",104,0.000153444836581249,4985.25677867492
