"","X1ayWM2CHIPOOB100705","oAVVM2CHIPOOB051360","X3xfYM2CHIPOOA051365","jYxWM2CHIPOOB051110","hoQoM2CHIPOOA051115","eBCjM2CHIPOOBXX1180","j1iWM2CHIPOOBXX1561","nodos","degrees","closeness","betweenness"
"Pseudodesulfovibrio_tunisiensis",3.62828586021999e-05,4.80454324293634e-05,4.93430318508623e-05,6.27483608347747e-05,6.02089798956743e-05,4.65919150527114e-05,3.88174444166345e-05,"v_3049",249,3.71774853148933e-05,47090.0363962507
"Caloranaerobacter_azorensis",3.15503118279999e-06,6.60102462942558e-06,5.43938933789033e-06,3.69108004910439e-06,4.19467829349642e-06,5.43842910894018e-06,3.33401363087659e-06,"v_5397",58,3.00688576840966e-05,47068.9006999653
"Enterobacter_sp._JBIWA005",2.85924700941249e-06,4.76276460604124e-06,5.82791714773964e-06,0,4.80853365352029e-06,3.81501743462968e-06,0,"v_2002",94,2.86147594929465e-05,47029.6103361814
"Paecilomyces_variotii",1.04017434307937e-05,5.51478007015302e-06,5.95742641768941e-06,7.38216009820878e-06,1.0793623413753e-05,1.92374283405794e-05,5.00102044631488e-06,"v_6716",24,3.12548835755587e-05,46995.5623921793
"Pusillimonas_thiosulfatoxidans",5.84666716062624e-05,6.85169645079617e-05,6.0221810526643e-05,8.51119634852307e-05,7.40207254962113e-05,4.86211796455995e-05,5.00102044631488e-05,"v_1308",228,3.573087504913e-05,46992.1631675076
"Weissella_cibaria",3.15503118279999e-06,3.92719186813927e-06,5.18037079799079e-06,0,3.01812218678401e-06,3.32799393233653e-06,0,"v_5066",122,2.7526218723334e-05,46936.8714535563
"Calothrix_brevissima",1.00073645329437e-05,1.06953310451452e-05,1.35984733447258e-05,1.15074848589725e-05,1.43744463472255e-05,2.19972281869073e-05,1.33360545235063e-05,"v_5631",76,3.32336324360253e-05,46909.9630873921
"Scandinavium_goeteborgense",1.13383933131875e-05,1.28678201636904e-05,1.33394548048263e-05,1.97581343805e-05,1.30444264005072e-05,1.13638817201735e-05,1.07164723849605e-05,"v_2096",158,3.56264918593466e-05,46861.3216809408
"Synechococcus_sp._MIT_S9220",4.88043886089374e-06,6.76813917700597e-06,6.60497276743826e-06,5.42805889574175e-06,7.57088277362769e-06,5.92545261123333e-06,4.52473278476108e-06,"v_5557",68,3.1854235020546e-05,46860.9415476432
"Novisyntrophococcus_fermenticellae",1.92259712701875e-06,3.34229095160789e-06,2.07214831919632e-06,0,3.78544138681384e-06,3.49033509976758e-06,0,"v_5334",63,2.57539467923459e-05,46739.3032168752
"Nitrosophilus_alvini",2.66205756048749e-06,5.59833734394321e-06,6.73448203738803e-06,0,5.42238901354416e-06,6.8183290321041e-06,0,"v_3175",72,2.90360046457607e-05,46671.8171285905
"Rhodococcus_sp._S2-17",6.92134965726748e-05,6.45062153660322e-05,8.12023122585057e-05,8.57633305527197e-05,9.95468775505371e-05,9.08298831776725e-05,7.0728717740739e-05,"v_4025",159,3.44910840547718e-05,46466.3255346872
"Penicillium_italicum",1.11412038642625e-05,4.67920733225104e-06,4.01478736844286e-06,5.86230360740109e-06,7.8266558403043e-06,1.4529534485079e-05,4.76287661553798e-06,"v_6707",23,2.88492052043966e-05,46433.6488328865
"Cedecea_neteri",4.15083789987124e-05,5.18890670237125e-05,5.27102728695563e-05,6.03600149206483e-05,5.19219325353521e-05,4.57802092155561e-05,3.16731294933276e-05,"v_2070",208,3.69603784742756e-05,46375.960398696
"Ethanoligenens_harbinense",2.30711655242249e-05,3.5595398634624e-05,3.80757253652323e-05,4.0819002895978e-05,4.79830273085322e-05,3.32799393233653e-05,3.23875609856583e-05,"v_5194",244,3.74419649543208e-05,46358.5074978925
"Mucilaginibacter_paludis",2.48951679267812e-05,1.11131174140962e-05,1.21738713752784e-05,1.30273413497802e-05,9.00321194701671e-06,7.71120545297488e-06,1.11927600465143e-05,"v_6345",49,3.11012969240817e-05,46136.6269278299
"Deinococcus_deserti",3.18953933636187e-05,4.57893860370281e-05,4.94725411208121e-05,4.73326735708681e-05,5.14103864019988e-05,4.26957270343662e-05,4.19133142167342e-05,"v_5509",239,3.71926953546324e-05,46089.2024534096
"Citrobacter_farmeri",1.13876906754187e-05,1.70456838532002e-05,1.89083534126664e-05,2.1060868515478e-05,1.75971869873508e-05,1.48542168199411e-05,1.19071915388449e-05,"v_2035",192,3.62108922363847e-05,45977.3131446477
"Treponema_socranskii",7.04952279906873e-06,7.52015464111775e-06,9.84270451618251e-06,8.03352716569779e-06,8.18473813365156e-06,9.740470045863e-06,6.66802726175317e-06,"v_6518",70,3.27782876622525e-05,45943.4512959391
"Halopseudomonas_sabulinigri",3.50504245464187e-05,4.42853551088045e-05,3.83347439051319e-05,4.97210194849945e-05,4.53229874150955e-05,2.98707748073132e-05,3.66741499396424e-05,"v_1936",219,3.696584356055e-05,45898.811736138
"Capnocytophaga_haemolytica",4.97903358535624e-06,6.51746735563538e-06,5.05086152804102e-06,3.25683533744505e-06,4.65506981351432e-06,4.05852918577625e-06,4.52473278476108e-06,"v_6118",33,2.91987853305302e-05,45887.6560503043
"Aeromonas_sp._FDAARGOS_1408",5.57060193213124e-06,5.51478007015302e-06,0,0,7.87781045363962e-06,1.20132463898977e-05,0,"v_2508",27,2.70219147728808e-05,45869.5743650928
"Corynebacterium_doosanense",5.61989929436249e-05,7.15250263644088e-05,7.11005892024236e-05,8.05523940128076e-05,9.01344286968378e-05,8.31998483084132e-05,7.90637518179305e-05,"v_4094",157,3.42794460441519e-05,45716.2119466158
"Brevibacterium_oceani",4.70296835686124e-05,5.77380761890263e-05,5.72430973177983e-05,6.42682173255824e-05,7.02352841093974e-05,6.27448612121008e-05,5.47730810786868e-05,"v_3545",168,3.60230547550432e-05,45692.4546928252
"Aureimonas_sp._SA4125",0.000333398060769943,0.000321611946818469,0.000324161702684274,0.000382786713327708,0.000381971497774851,0.000294811560054787,0.000314349856625507,"v_321",63,2.71879503004268e-05,45670.7442927056
"Bacillus_aquiflavi",6.70444126344998e-06,1.42882938181237e-05,1.74837514432189e-05,8.46777187735713e-06,1.46302194139022e-05,5.95792084471954e-05,1.23834792003987e-05,"v_4659",73,3.35480407944176e-05,45659.9234505223
"Corynebacterium_glyciniphilum",3.52969113575749e-05,3.91883614076025e-05,4.36446239730724e-05,5.23264877549505e-05,5.11546133353222e-05,4.23710446995041e-05,3.95318759089652e-05,"v_4102",154,3.68012365215471e-05,45657.9654817855
"Ruania_alkalisoli",9.96792664315873e-05,0.000102190545845411,0.000109176314567656,0.000109646789693983,0.000126454204164917,0.000118346711057235,0.00010906987449582,"v_3564",215,3.30272805337209e-05,45656.2454324613
"Ahniella_affigens",9.12001201278123e-05,0.000104864378606697,9.86860637017246e-05,0.000121805641620445,9.87795583505072e-05,7.89789779552058e-05,9.28760940029906e-05,"v_1608",190,3.3819202543204e-05,45587.415560295
"Spiribacter_salinus",3.63321559644312e-05,4.24470950854202e-05,4.57167722922688e-05,6.20969937672856e-05,5.56050646954953e-05,3.69326155905639e-05,3.59597184473117e-05,"v_2289",243,3.72897788716113e-05,45567.0541309002
"Actinomyces_sp._oral_taxon_897",3.02685804099874e-05,3.66816431938966e-05,3.937081806473e-05,5.12408759758021e-05,5.3661189388753e-05,4.0504121274047e-05,5.02483482939257e-05,"v_4448",126,3.58127708340794e-05,45532.65998816
"Ruegeria_pomeroyi",9.3911475050531e-05,0.000100018056726866,9.66139153825283e-05,0.000107692688491516,0.000123333772751462,8.23069718875424e-05,8.69224982335681e-05,"v_702",205,3.41716785128485e-05,45522.7707236516
"Geminocystis_herdmanii",2.80994964718124e-06,5.68189461773341e-06,5.95742641768941e-06,3.90820240493406e-06,3.01812218678401e-06,6.25013494609543e-06,0,"v_5692",67,2.9016626527e-05,45519.0787994338
"Raoultella_sp._HC6",2.29232734375312e-05,2.4148052125367e-05,2.57723447200042e-05,3.12656192394725e-05,3.06927680011933e-05,2.60557573726835e-05,2.3576239246913e-05,"v_1974",148,3.6726898780667e-05,45501.9035724713
"Clostridium_sporogenes",8.23265949261873e-06,1.21158046995786e-05,0,0,9.92399498705251e-06,1.68834814128292e-05,0,"v_5267",12,2.89754288363468e-05,45492.6191918319
"Cutibacterium_modestum",1.56272638273062e-05,1.85497147814238e-05,1.72247329033194e-05,2.0409501447989e-05,2.48099874676313e-05,1.76951872499845e-05,1.26216230311756e-05,"v_4290",147,3.64497904137051e-05,45347.0441709045
"Rhodoferax_antarcticus",5.48186668011499e-05,8.9824069324462e-05,5.65955509680494e-05,5.18922430432912e-05,4.63460796818019e-05,3.7257297925426e-05,3.762672526275e-05,"v_1030",92,3.35255464664074e-05,45285.6828592855
"Bacillus_weihaiensis",7.88757795699998e-06,1.44554083657041e-05,1.77427699831185e-05,9.11913894484614e-06,2.02572268807876e-05,5.47901440079794e-05,1.00020408926298e-05,"v_4656",75,3.37917750819451e-05,45210.3783393796
"Hymenobacter_sp._PAMC_26554",5.23045013273561e-05,5.81558625579773e-05,6.39775793551863e-05,6.4485339681412e-05,6.87518003226731e-05,6.41247611352648e-05,6.31081151558782e-05,"v_5854",180,3.57398141529664e-05,45149.0283708009
"Streptococcus_equi",1.774705040325e-06,1.08624455927256e-06,1.81312977929678e-06,0,2.25080298675418e-06,2.84097043004338e-06,0,"v_5114",82,2.40870989498025e-05,45075.4431505762
"Rathayibacter_iranicus",6.08329449933624e-05,6.07461380454734e-05,6.190543103599e-05,5.77545466506923e-05,7.40718801095466e-05,6.50988081398511e-05,5.47730810786868e-05,"v_3302",29,3.27493040772884e-05,44961.074776752
"Pseudomonas_sp._TKP",7.54249642138123e-06,1.41211792705433e-05,2.39592149407074e-05,1.25930966381209e-05,1.57556209072792e-05,5.68194086008675e-06,0,"v_1748",114,3.48517059910083e-05,44956.6082749025
"Allosaccharopolyspora_coralli",0.000165589839734768,0.000209561642665815,0.000214855878846668,0.000237314734921829,0.000288256246144541,0.000219322917199349,0.000200040817852595,"v_4410",161,3.00084023526587e-05,44806.9471131695
"Candidatus_Mikella_endobia",1.2817314180125e-06,0,0,0,1.17655610671241e-06,8.92876420870775e-07,0,"v_2084",74,1.90099612196791e-05,44714.2232215691
"Marinobacter_adhaerens",1.99654317036562e-05,2.03044175310179e-05,2.49952891003056e-05,3.99505134726593e-05,2.74188727477327e-05,1.7938699001131e-05,1.71463558159367e-05,"v_1961",214,3.72342406076628e-05,44680.0678764095
"Pseudarthrobacter_sp._NBSH8",6.83261440525123e-05,3.90212468600221e-05,4.2220022003625e-05,4.84182853500164e-05,5.71908577088902e-05,5.08939559896342e-05,3.97700197397421e-05,"v_3432",28,3.24633164524088e-05,44673.3978608133
"Synechococcus_sp._CBW1004",5.72835349127124e-05,7.09401254478774e-05,8.00367288289578e-05,8.25064952152746e-05,8.75766980300717e-05,7.92224897063524e-05,7.33482998792849e-05,"v_5529",183,3.55897216883764e-05,44578.0598624382
"Intestinimonas_butyriciproducens",2.28246787130687e-05,4.21964232640496e-05,4.48102074026204e-05,4.95038971291648e-05,5.11034587219869e-05,4.07476330251936e-05,4.38184648629494e-05,"v_5222",196,3.69398987846773e-05,44464.1500714459
"Spirochaeta_africana",1.12890959509562e-05,1.46225229132845e-05,1.52820938540728e-05,1.60670543313956e-05,1.90806707740752e-05,1.56659226570963e-05,1.50030613389446e-05,"v_6533",98,3.52870602350118e-05,44378.2853616098
"Caproicibacter_fermentans",1.05496355174875e-05,1.66278974842492e-05,1.70952236333696e-05,1.7804033178033e-05,2.03595361074582e-05,1.99679635940192e-05,1.66700681543829e-05,"v_5203",84,3.51160585735857e-05,44298.2218348788
"Bdellovibrio_bacteriovorus",3.25362590726249e-05,7.45330882208559e-05,7.79645805097614e-05,4.1470369963467e-05,3.71382492814439e-05,3.06824806444685e-05,3.072055417022e-05,"v_3192",146,3.49699258637572e-05,44234.140343197
"Geobacillus_sp._JS12",6.01427819221249e-06,0,7.51153765708665e-06,0,1.00774588270585e-05,1.12015405527425e-05,0,"v_4677",17,2.88134616492825e-05,44209.597828641
"Gynuella_sunshinyii",9.51439091063123e-06,9.77620103345307e-06,1.15263250255295e-05,1.45471978405879e-05,1.21236433604714e-05,8.27939953898355e-06,6.90617109253007e-06,"v_2424",153,3.43938091143594e-05,43960.279815596
"Cyanobium_gracile",6.00441871976624e-05,7.94629673744776e-05,8.88433591855421e-05,9.33626130067582e-05,0.000100007269070555,8.1008242548094e-05,8.40647722642454e-05,"v_5587",162,3.49125440770869e-05,43959.0843711107
"Tolumonas_auensis",8.72563311493123e-06,1.270070561611e-05,1.03607415959816e-05,1.21588519264615e-05,1.26351894938246e-05,9.00993479242328e-06,7.62060258486077e-06,"v_2533",123,3.44994135099703e-05,43931.4375562853
"Rhodophyticola_sp._CCM32",3.98815660450812e-05,3.67652004676868e-05,3.47084843465383e-05,4.64641841475494e-05,4.44022043750597e-05,3.03577983096064e-05,3.00061226778893e-05,"v_645",127,3.59841669665347e-05,43925.565359423
"Gardnerella_vaginalis",3.20432854503124e-06,4.59565005846085e-06,5.95742641768941e-06,0,3.88775061348449e-06,5.5195996926557e-06,0,"v_4531",108,2.84567883668649e-05,43918.5207107032
"Mobiluncus_curtisii",9.07071465054998e-06,1.3118491985061e-05,1.68362050934701e-05,1.75869108222033e-05,1.78529600540275e-05,1.51788991548032e-05,1.00020408926298e-05,"v_4491",145,3.57577057855968e-05,43909.4400575452
"Thalassolituus_sp._C2-1",1.24722326445062e-05,1.42047365443335e-05,1.25623991851277e-05,1.45471978405879e-05,1.31978902405131e-05,9.33461712728538e-06,8.81132173874526e-06,"v_2410",157,3.49944008958567e-05,43830.8509352876
"Glutamicibacter_halophytocola",3.75152926579812e-05,3.45091540753514e-05,3.83347439051319e-05,4.12532476076373e-05,4.52718328017602e-05,3.88807095997365e-05,2.64339652162358e-05,"v_3449",94,3.67107195301028e-05,43748.7818338219
"Synechococcus_sp._NOUM97013",9.21860673724373e-06,1.11131174140962e-05,1.50230753141733e-05,1.30273413497802e-05,1.41698278938843e-05,1.10391993853114e-05,7.38245875408387e-06,"v_5547",150,3.52447749621119e-05,43747.6021147559
"Methylomonas_koyamae",5.99948898354311e-05,7.31126145664226e-05,6.85104038034282e-05,9.07571447368021e-05,7.9852351416438e-05,5.58453615962812e-05,5.85833823711172e-05,"v_2473",224,3.55429180735738e-05,43663.0102840374
"Megasphaera_elsdenii",2.31204628864562e-05,2.91614885527788e-05,3.25068267573922e-05,3.23512310186208e-05,3.03858403211814e-05,2.87343866352959e-05,2.28618077545823e-05,"v_5443",191,3.72800477184611e-05,43590.2027209986
"Bifidobacterium_subtile",2.74093334005749e-05,3.66816431938966e-05,4.04068922243282e-05,3.99505134726593e-05,4.32256482683473e-05,3.49033509976758e-05,3.64360061088655e-05,"v_4514",214,3.72717107715244e-05,43579.8174784033
"Curvibacter_sp._AEP1-3",6.04385660955124e-05,0.000111465403236123,6.29415051955881e-05,6.33997279022637e-05,4.98757480019392e-05,4.35886034552369e-05,3.66741499396424e-05,"v_1068",66,3.36292709174065e-05,43502.5313749525
"Granulosicoccus_antarcticus",2.22824077285249e-05,2.18920057330317e-05,2.31821593210088e-05,2.67060497670494e-05,2.67538627743735e-05,2.09420105986055e-05,1.61937804928291e-05,"v_2328",137,3.68378398290724e-05,43449.9962247966
"Caballeronia_sp._SBC1",7.45376116936498e-05,8.4309289254309e-05,9.31171650938845e-05,0.000116811827436363,0.000106657368804147,6.4774125804989e-05,8.28740531103609e-05,"v_1188",208,3.48310693138279e-05,43362.0292424938
"Koleobacter_methoxysyntrophicus",4.28887051411874e-06,9.44197193829228e-06,1.0101723056082e-05,8.6848942331868e-06,9.41244885369929e-06,7.54886428554383e-06,2.61958213854589e-06,"v_5428",111,3.30338266384778e-05,43277.477792014
"Pseudarthrobacter_sulfonivorans",8.28688659107311e-05,4.61236151321889e-05,5.27102728695563e-05,5.08066312641428e-05,7.11049125360979e-05,5.57641910125657e-05,5.04864921247026e-05,"v_3440",37,3.17530879878068e-05,43201.7035052332
"Desulfovibrio_ferrophilus",2.21838130040624e-05,3.25037795043867e-05,3.48379936164881e-05,3.21341086627912e-05,3.5245528588037e-05,2.65427808749767e-05,1.8813362631375e-05,"v_3060",181,3.71996131240235e-05,43059.3088369192
"Streptomyces_sp._RLB1-9",0.000184372134744875,0.000178979680458602,0.000237779019627777,0.000251861932762417,0.00029613405659818,0.000417541482632661,0.000399129060382083,"v_3710",223,2.76946936966877e-05,42981.3992185695
"Natranaerofaba_carboxydovora",2.85924700941249e-06,6.18323826047459e-06,6.73448203738803e-06,3.25683533744505e-06,5.62700746688544e-06,6.57481728095753e-06,3.09586980009969e-06,"v_5426",68,3.04136253041363e-05,42958.364995146
"Allofrancisella_guangzhouensis",1.23243405578125e-06,2.25604639233532e-06,1.81312977929678e-06,0,1.8415660800716e-06,0,0,"v_2933",54,2.27562352084471e-05,42949.7183366198
"Paraburkholderia_pallida",0.000229725707997624,0.000283259158148769,0.000278703948931905,0.000359337498898104,0.000315112418145585,0.000278820955062828,0.000349118855918934,"v_1140",154,2.80914658126861e-05,42935.2974761353
"Congregibacter_litoralis",3.37193957661749e-05,4.1945751442679e-05,3.65216141258351e-05,5.68860572273736e-05,4.81876457618735e-05,3.27117452373566e-05,3.26257048164352e-05,"v_2458",221,3.7243947858473e-05,42920.9318734129
"Rhodoferax_sp._PAMC_29310",5.15650408938874e-05,9.12445429788953e-05,5.86676992872457e-05,4.90696524175054e-05,4.75226357885143e-05,4.28580682017972e-05,3.97700197397421e-05,"v_1024",93,3.35604255461959e-05,42899.3424627493
"Alicyclobacillus_acidocaldarius",9.69186141466373e-05,0.000146141671859055,0.000157094744449071,0.000160670543313956,0.000167991750193198,0.000157470932408119,0.000147887318912454,"v_4965",210,3.22830578512397e-05,42879.2895019043
"Synechococcus_sp._NIES-970",3.15503118279999e-06,5.68189461773341e-06,3.49675028864379e-06,5.21093653991208e-06,7.21280048028043e-06,5.35725852522465e-06,0,"v_5568",30,2.966038855109e-05,42849.9956849864
"Streptomyces_cinereoruber",6.61570601143373e-05,8.45599610756796e-05,9.13040353145877e-05,0.000113772114454747,0.000116530209177864,0.000102761958983855,9.906783360319e-05,"v_3858",215,3.39224532718206e-05,42828.0821745853
"Blautia_pseudococcoides",2.76065228494999e-06,3.59296277297848e-06,6.08693568763918e-06,2.60546826995604e-06,4.75737904018497e-06,4.2208703532073e-06,0,"v_5299",86,2.8724901617212e-05,42779.5927219538
"Geitlerinema_sp._PCC_7407",3.91421056116124e-05,5.57327016180615e-05,8.79367942958937e-05,5.68860572273736e-05,5.87766507222852e-05,5.13809794919273e-05,4.45328963552801e-05,"v_5670",178,3.62963231824616e-05,42752.5336954753
"Aeromonas_dhakensis",4.79170360887749e-05,6.09132525930538e-05,6.56611998645333e-05,7.07818880004725e-05,7.06956756294153e-05,4.95140560664703e-05,5.33442180940254e-05,"v_2523",248,3.63504180298073e-05,42570.276952268
"Woeseia_oceani",7.04952279906873e-05,6.91018654244931e-05,6.91579501531771e-05,9.90077942583296e-05,0.000110391655577625,4.88646913967461e-05,4.19133142167342e-05,"v_2324",100,3.46824818784032e-05,42566.3135411001
"Pseudodesulfovibrio_mercurii",8.18829186661061e-05,0.000106869753177662,0.000114097666825747,0.000126365211092868,0.000147427595632399,0.000109580288015959,9.83534021108593e-05,"v_3043",205,3.37404683177003e-05,42233.9682603144
"Pandoraea_norimbergensis",9.70172088710998e-05,0.000136114799004231,0.0001126730648563,0.00015111715965745,0.000118781012164618,0.000105765270581329,0.000114309038772912,"v_1175",168,3.27160897729503e-05,42230.0071684565
"Corynebacterium_pelargi",7.98617268146248e-06,1.05282164975648e-05,1.28214177250272e-05,8.25064952152746e-06,1.35559725338604e-05,1.25002698921909e-05,9.28760940029906e-06,"v_4154",60,3.35176805765041e-05,42212.1315912398
"Limnohabitans_sp._63ED37-2",7.13332831486186e-05,0.000149149733715502,8.65121923264462e-05,6.29654831906043e-05,4.84434188285501e-05,4.42379681249611e-05,4.61999031707184e-05,"v_1066",76,3.24128095423311e-05,42183.582210443
"Pistricoccus_aurantiacus",4.24943262433374e-05,6.1414596235795e-05,6.20349403059397e-05,6.79592973746867e-05,7.03375933360681e-05,4.70789385550045e-05,5.38205057555792e-05,"v_2385",252,3.65376886258175e-05,42159.9985324071
"Pseudomonas_sp._SDM007",1.96203501680375e-05,2.61534266963317e-05,3.63921048558853e-05,2.25807250062857e-05,2.78792642677506e-05,1.70458225802603e-05,9.76389706185286e-06,"v_1675",171,3.68147848175827e-05,42144.0579047591
"Anthocerotibacter_panamensis",1.52821822916875e-05,2.39809375777866e-05,2.60313632599037e-05,2.19293579387967e-05,2.63957804810263e-05,2.32959575263557e-05,1.83370749698212e-05,"v_5669",102,3.65163410626255e-05,42135.2485146195
"Caballeronia_sp._Sq4a",8.81436836694748e-05,0.000120656703353045,0.000109564842377505,0.000145471978405879,0.000130495418618407,0.000118671393392098,0.000128121380957972,"v_1185",192,3.30272805337209e-05,42118.2075891467
"Polynucleobacter_asymbioticus",9.41579618616873e-06,1.74634702221512e-05,1.13968157555797e-05,8.03352716569779e-06,7.67319200029833e-06,6.89949961581963e-06,5.71545193864558e-06,"v_1229",36,3.22476620445018e-05,42066.7853350754
"Actinomyces_sp._MAS-1",5.84666716062624e-05,7.23605991023108e-05,7.55039043807158e-05,8.25064952152746e-05,0.000101439598243944,8.1008242548094e-05,8.00163271410381e-05,"v_4442",186,3.47379025254455e-05,42035.0102461452
"Desulfovibrio_sulfodismutans",5.96498082998124e-05,7.97136391958481e-05,8.87138499155923e-05,0.000101179017816626,0.000112949386244391,8.58784775710255e-05,6.76328479406393e-05,"v_3056",213,3.53157225596836e-05,42030.1772140825
"Sulfuriroseicoccus_oceanibius",3.18460960013874e-05,3.75172159317985e-05,3.63921048558853e-05,3.92991464051703e-05,4.03098353082339e-05,3.34422804907963e-05,3.14349856625507e-05,"v_5825",244,3.74013539290122e-05,41872.789927933
"Rathayibacter_sp._VKM_Ac-2805",7.53756668515811e-05,6.64280326632068e-05,8.65121923264462e-05,8.81516764668461e-05,9.09529025102029e-05,8.9044130335931e-05,6.85854232637469e-05,"v_3299",108,3.43170899107756e-05,41857.9816795785
"Pandoraea_sp._XY-2",0.000118855940339543,0.000173047114019498,0.000151396336571281,0.000213865520492225,0.000181496568113723,0.000145376515434505,0.000163366667912953,"v_1176",203,3.16385610782422e-05,41788.5078529284
"Deinococcus_geothermalis",4.84593070733186e-05,6.5676017199095e-05,7.3690774601419e-05,7.05647656446428e-05,7.99546606431086e-05,7.06184078325068e-05,6.14411083404399e-05,"v_5507",142,3.52112676056338e-05,41786.4191833867
"Lelliottia_amnigena",3.32264221438624e-05,3.42584822539809e-05,3.75576882854333e-05,4.45100829450824e-05,3.99517530148867e-05,3.19000394002013e-05,3.38164239703197e-05,"v_2064",221,3.72217672895109e-05,41730.8768461747
"Leucobacter_coleopterorum",2.24795971774499e-05,2.10564329951297e-05,2.14985388116618e-05,1.97581343805e-05,2.37868952009248e-05,2.4270004530942e-05,1.90515064621519e-05,"v_3317",19,3.18725099601594e-05,41704.3459194893
"Actinomyces_gaoshouyii",3.16982039146937e-05,3.71829868366378e-05,4.11839478440268e-05,4.16874923192967e-05,5.8418568428938e-05,4.62672327178493e-05,5.59638002325713e-05,"v_4465",89,3.45160844953748e-05,41570.1878978126
"Zygosaccharomyces_rouxii",1.380326142475e-06,9.19130011692169e-07,0,0,2.19964837341886e-06,2.5974586788968e-06,0,"v_6741",163,2.21611559258931e-05,41497.0188091358
"Thalassospira_indica",2.68670624160312e-05,3.23366649568063e-05,3.49675028864379e-05,4.16874923192967e-05,3.72405585081146e-05,2.71109749609854e-05,2.81009720316741e-05,"v_819",232,3.71913121094912e-05,41481.2635373624
"Calothrix_sp._PCC_7716",1.07468249664125e-05,1.42882938181237e-05,1.6318168013671e-05,1.67184213988846e-05,1.89783615474045e-05,2.28089340240625e-05,1.61937804928291e-05,"v_5625",81,3.45041750051756e-05,41457.1692613634
"Chromobacterium_haemolyticum",6.10794318045186e-05,9.85140257986425e-05,9.24696187441357e-05,0.000103784486086582,0.000100467660590573,8.53102834850168e-05,9.21616625106599e-05,"v_1405",227,3.46200450060585e-05,41442.3343124416
"Aeromonas_sp._FDAARGOS_1415",2.58318178091749e-05,3.81856741221201e-05,3.14707525977941e-05,3.92991464051703e-05,3.88263515215096e-05,2.71921455447009e-05,2.92916911855586e-05,"v_2488",230,3.71085052694077e-05,41416.9096780131
"Arthrobacter_sp._C1-1",2.13950552083624e-05,1.67114547580394e-05,1.68362050934701e-05,1.62841766872253e-05,2.35311221342482e-05,2.37018104449333e-05,1.50030613389446e-05,"v_3403",19,3.17389786396674e-05,41380.9297908194
"Pseudomonas_sp._So3.2b",6.21146764113749e-06,9.94331558103347e-06,1.55411123939724e-05,0,9.71937653371122e-06,4.46438210435388e-06,0,"v_1753",63,3.18319274232055e-05,41345.6952930564
"Solibaculum_mannosilyticum",1.18313669355e-05,2.08893184475493e-05,1.69657143634198e-05,2.41005814970934e-05,2.16895560541766e-05,1.88315754220018e-05,1.57174928312753e-05,"v_5209",151,3.6067229315444e-05,41341.7893416359
"Celeribacter_ethanolicus",7.18262567709311e-05,7.27783854712618e-05,7.57629229206153e-05,8.07695163686373e-05,8.21031544031922e-05,6.25013494609543e-05,6.64421287867548e-05,"v_686",208,3.55795915462891e-05,41331.7546485861
"Pseudanabaena_sp._PCC_7367",4.92973622312499e-06,7.43659736732755e-06,8.93613962653412e-06,8.46777187735713e-06,7.77550122696898e-06,7.54886428554383e-06,4.76287661553798e-06,"v_5664",86,3.25764732710037e-05,41309.1156990591
"Herbaspirillum_sp._meg3",6.83261440525123e-05,8.84035956700286e-05,7.70580156201131e-05,8.4894841129401e-05,7.59646008029535e-05,6.6478708063015e-05,6.42988343097627e-05,"v_955",121,3.41915410127534e-05,41241.0588467106
"Diaphorobacter_sp._HDW4A",0.000230514465793324,0.000296377650133829,0.000239333130867175,0.000290509712100099,0.000238994353502625,0.000178007090088146,0.000228379933715046,"v_1034",91,2.82302458854417e-05,41156.1745278075
"Diaphorobacter_nitroreducens",7.86292927588436e-05,0.000174384030400142,0.000125235464041427,6.60051961722197e-05,6.59382965892304e-05,4.59425503829872e-05,5.71545193864558e-05,"v_1042",69,3.1864385176688e-05,41026.3726579568
"Adhaeretor_mobilis",0.000136750882829487,0.000119904687888933,0.000112155027776501,0.000145254856050049,0.000154435777659338,7.50827899368606e-05,4.50091840168339e-05,"v_5756",100,3.22487019897449e-05,41005.8084382826
"Chloracidobacterium_aggregatum",8.80943863072435e-05,0.000115476152378053,0.000127437121630574,0.000190416306062621,0.000158886229019511,0.000133200927877177,0.000111689456634366,"v_6501",165,3.26850792613172e-05,40946.3507356465
"Acetobacter_oryzoeni",1.92259712701875e-06,4.34497823709026e-06,6.73448203738803e-06,0,3.99005984015513e-06,5.27608794150913e-06,0,"v_777",109,2.8366380166227e-05,40942.7970905848
"Pseudoclavibacter_sp._Marseille-Q3772",2.00640264281187e-05,2.32289221136748e-05,2.91395857386982e-05,2.38834591412637e-05,2.64980897076969e-05,2.2565422272916e-05,2.26236639238054e-05,"v_3371",199,3.69822485207101e-05,40921.2824082928
"Aeromonas_enteropelogenes",3.49025324597249e-05,3.89376895862319e-05,4.20905127336752e-05,5.62346901598846e-05,4.93642018685859e-05,3.60397391696931e-05,4.11988827244035e-05,"v_2522",191,3.69767785830498e-05,40909.5144747852
"Geobacter_sp._SVR",6.77838730679686e-05,0.000103778134047425,0.000108658277487857,0.000120285785129637,0.000116376745337858,0.000109986140934536,7.93018956487074e-05,"v_3023",167,3.4195048556969e-05,40907.4197979953
