"","X1ayWM2CHIPOOB100705","oAVVM2CHIPOOB051360","X3xfYM2CHIPOOA051365","jYxWM2CHIPOOB051110","hoQoM2CHIPOOA051115","eBCjM2CHIPOOBXX1180","j1iWM2CHIPOOBXX1561","nodos","degrees","closeness","betweenness"
"Streptomyces_cyaneochromogenes",0.000330982490020612,0.000377678877531691,0.000697277909409561,0.000444449462383335,0.000618817357517393,0.000667709221643909,0.000461046456384076,"v_3754",51,2.4265954865324e-05,1544.05677425806
"Staphylococcus_saccharolyticus",6.90163071237498e-07,0,0,0,1.07424688004177e-06,4.05852918577625e-06,0,"v_5008",70,2.09568916738269e-05,1543.54700424403
"Duganella_sp._GN2-R2",0.000708255203176367,0.000417535697129615,0.000353171779153022,0.000442061116469208,0.000375167934201253,0.000393190307518003,0.000411036251920928,"v_936",11,2.36736819677564e-05,1539.97628616
"Streptomyces_sp._LRE541",0.000265515592977512,0.000302477331120514,0.000403421375893533,0.000355863541204829,0.0004389577370304,0.000461211256671613,0.000420323861321227,"v_3595",191,2.61588364549545e-05,1536.78732517402
"Turicibacter_sp._TJ11",7.00022543683748e-06,1.92181729717454e-06,0,0,1.8415660800716e-06,3.49033509976758e-06,0,"v_5456",47,2.28937728937729e-05,1530.72899055828
"Streptosporangium_roseum",0.00215680889497941,0.000684918973258247,0.000956814486388899,0.00111383768540621,0.00114969993471137,0.00125254327731427,0.0010752193959577,"v_4420",23,2.04687340088016e-05,1528.81443176042
"Flavobacterium_haoranii",1.21764484711187e-05,2.00537457096473e-06,2.07214831919632e-06,0,8.69628426700478e-07,1.86692342545708e-06,4.52473278476108e-06,"v_6082",18,2.43973846003708e-05,1527.74908906121
"Egibacter_rhizosphaerae",0.000235789283552068,0.000312253532153967,0.000336983120409301,0.000311136335903917,0.000423355579963127,0.000375900973186596,0.000349118855918934,"v_4598",176,2.66006969382598e-05,1527.22598819817
"Bacillus_safensis",4.71775756553061e-05,0.000112384533247815,0.000372209641835638,4.86354077058461e-05,5.79581769089201e-05,0.000147243438859962,2.81009720316741e-05,"v_4649",11,2.82677521483492e-05,1526.43258223202
"Acinetobacter_wanghuae",2.61276019825624e-06,1.83826002338434e-06,0,0,5.62700746688544e-07,0,0,"v_2728",45,2.03653544589944e-05,1526.34681646919
"Streptomyces_fodineus",0.000168449086744181,0.000216413339116611,0.000282718736300348,0.000253381789253225,0.000309792338358711,0.000737840605974122,0.000396509478243537,"v_3819",183,2.64739364096047e-05,1523.31631430425
"Bulleidia_sp._zg-1006",1.42962350470625e-06,1.58758820201375e-06,0,4.77669182825274e-06,2.14849376008353e-06,2.5974586788968e-06,0,"v_5469",29,2.37259181930341e-05,1522.5795919385
"Sphingopyxis_sp._EG6",0.000294403847245024,0.000307490767547926,0.000259925104789188,0.000214951132271373,0.000227842647795525,0.00013677243356066,0.000278628282008972,"v_466",60,2.54867978387195e-05,1521.3440286512
"Enterobacter_sp._N18-03635",2.61276019825624e-06,5.8490091653138e-06,0,0,3.52966832013723e-06,0,0,"v_2004",21,2.40378837047186e-05,1499.47805556708
"Listeria_sp._PSOL-1",1.2817314180125e-06,1.83826002338434e-06,1.94263904924655e-06,0,1.79041146673628e-06,7.22418195068173e-06,0,"v_5029",65,2.53678335870117e-05,1498.57040291521
"Acinetobacter_chinensis",1.0845419690875e-06,1.33691638064316e-06,0,0,1.17655610671241e-06,0,0,"v_2746",50,1.92074986074564e-05,1498.06012472847
"Flavobacterium_sp._CECT_9288",1.33102878024375e-05,2.33960366612552e-06,4.01478736844286e-06,0,1.17655610671241e-06,0,0,"v_6057",30,2.55957408687194e-05,1497.80238507772
"Photorhabdus_asymbiotica",2.21838130040624e-06,1.58758820201375e-06,1.81312977929678e-06,3.90820240493406e-06,1.8415660800716e-06,2.02926459288813e-06,0,"v_2264",22,2.4011909907314e-05,1493.72133531578
"Vibrio_splendidus",4.43676260081249e-06,3.50940549918828e-06,3.62625955859356e-06,0,3.99005984015513e-06,2.35394692775023e-06,5.95359576942247e-06,"v_2810",14,2.3997504259557e-05,1492.93608417895
"Sulfurovum_indicum",2.41557074933124e-06,2.50671821370592e-06,1.55411123939724e-06,3.25683533744505e-06,2.35311221342482e-06,1.86692342545708e-06,0,"v_3159",37,2.50526104820122e-05,1490.66286867011
"Micromonospora_siamensis",0.000439091605393743,0.000771818538000052,0.000502754985945007,0.000641813683832505,0.0006215797066375,0.000537186923029345,0.00167629442483859,"v_4315",35,2.28315714970661e-05,1488.7332702445
"Nostoc_sp._PCC_7107",2.80994964718124e-06,5.59833734394321e-06,4.79184298814148e-06,1.12903625031428e-05,7.26395509361576e-06,2.07796694311744e-05,0,"v_5607",45,3.04998932503736e-05,1488.3955387071
"Niastella_koreensis",0.00019837258561855,0.000116896626032486,0.000192450775145358,0.000162841766872253,9.41244885369929e-05,0.000293350489547907,0.000364836348750209,"v_6282",16,2.40598609340038e-05,1479.30459476419
"Nocardioides_dongkuii",0.000712790560501642,0.000481206339757746,0.000585770427982809,0.000514797105672148,0.000769570003016588,0.000695875414193196,0.00048843299692342,"v_4238",44,2.34301780693533e-05,1474.78601730584
"Micromonospora_echinaurantiaca",0.000599554519456461,0.00443613922279536,0.00173840293053576,0.000871094891588636,0.000999765763025538,0.000672254774331978,0.00202112669180354,"v_4305",15,1.9147917663954e-05,1474.73853970871
"Lactobacillus_panisapium",9.36649882393748e-07,1.58758820201375e-06,2.07214831919632e-06,0,1.68810224006563e-06,1.37989992316393e-06,0,"v_5044",78,2.29885057471264e-05,1468.61281618407
"Protaetiibacter_sp._SSC-01",0.000241803561744281,0.000232790564779489,0.000260572651138937,0.000205397748614868,0.00021270088224827,0.000263155032405732,0.000239334549930783,"v_3328",7,2.29853353560428e-05,1467.67207247815
"Vagococcus_zengguangii",8.38055157931248e-07,1.58758820201375e-06,2.20165758914609e-06,0,1.58579301339499e-06,2.19160576031918e-06,0,"v_5162",111,2.34087876588871e-05,1467.25622824442
"Deefgea_sp._D13",5.27481775874374e-06,7.35304009353735e-06,5.5688986078401e-06,7.16503774237911e-06,6.03624437356802e-06,5.11374677407808e-06,9.52575323107596e-06,"v_1427",17,2.78504985239236e-05,1466.12771671526
"Stenotrophomonas_sp._SI-NJAU-1",0.000114024798840881,2.16413339116611e-05,2.31821593210088e-05,1.7804033178033e-05,1.84668154140513e-05,1.26626110596219e-05,2.69102528777896e-05,"v_1524",4,2.63803519138945e-05,1465.98395317755
"Micromonospora_krabiensis",0.000520678739886461,0.000756778228717816,0.000578388399595672,0.000745815292274917,0.000715704195174493,0.000659916845607218,0.00145982168266239,"v_4307",34,2.26228988982648e-05,1464.12448267543
"Lacticaseibacillus_zeae",2.21838130040624e-06,2.25604639233532e-06,2.84920393889494e-06,3.47395769327472e-06,3.78544138681384e-06,2.02926459288813e-06,0,"v_5059",47,2.59168070493715e-05,1463.34205578938
"Leifsonia_sp._ZF2019",0.000174068986038543,0.000190176355146489,0.000197501636673399,0.000186073858946027,0.000210194306194839,0.00021875472311334,0.000275294268378095,"v_3319",149,2.78388686283789e-05,1462.5654968004
"Mycolicibacterium_moriokaense",0.000256888554587043,0.000206219351714207,0.000240498714296723,0.000205180626259038,0.000220578692701909,0.000382475790467554,0.000170749126667037,"v_3879",39,2.55401746947949e-05,1462.08002305283
"Bifidobacterium_bifidum",7.81856164987623e-05,5.79051907366067e-05,6.88989316132775e-05,6.40510949697527e-05,7.91873414430788e-05,5.94980378634798e-05,6.834727943297e-05,"v_4511",6,2.70789894121151e-05,1461.53107844917
"Pseudarthrobacter_sp._NIBRBAC000502770",8.57774102823748e-05,5.04685933692791e-05,5.47824211887526e-05,4.62470617917197e-05,6.69102342426015e-05,0.000108362729260226,7.88256079871536e-05,"v_3434",11,2.75999116802826e-05,1459.91058775884
"Leptospira_kmetyi",3.99308634073124e-06,5.01343642741183e-06,6.73448203738803e-06,3.69108004910439e-06,4.96199749352626e-06,5.5195996926557e-06,6.90617109253007e-06,"v_6543",17,2.68860568908964e-05,1459.47455087824
"Ehrlichia_ruminantium",2.66205756048749e-06,3.0080618564471e-06,2.84920393889494e-06,4.12532476076373e-06,3.27389525346062e-06,2.51628809518128e-06,4.76287661553798e-06,"v_879",20,2.55898459491274e-05,1457.55668987584
"Streptomyces_sp._EAS-AB2608",0.000116686856401368,0.000173381343114659,0.000224698583362851,0.000194758753179214,0.000220322919635233,0.000575093585624495,0.000232190235007477,"v_3663",129,2.72754548182091e-05,1455.17346662018
"Treponema_medium",2.95784173387499e-06,3.76007732055887e-06,4.92135225809125e-06,0,4.04121445349046e-06,4.95140560664703e-06,1.00020408926298e-05,"v_6526",18,2.51300479983917e-05,1449.55671692905
"Planococcus_faecalis",5.27481775874374e-06,0,0,0,2.40426682676014e-06,6.8183290321041e-06,0,"v_4923",26,2.33062204302328e-05,1447.00234465875
"Ralstonia_pickettii",9.9432779620431e-05,0.000145974557311475,0.000120443621053286,0.000140695286577626,0.000140572877445465,0.000139532233406988,0.00011978634688078,"v_1166",106,3.14030900640623e-05,1444.74668009534
"Streptomyces_sp._NA02536",0.000237563988592393,0.000282256470863286,0.000864215358374814,0.000325249289032846,0.000375474861881265,0.000292619954294468,0.000326018904333575,"v_3649",20,2.59929299230609e-05,1443.16856407757
"Keratinibaculum_paraultunense",2.26767866263749e-06,1.50403092822355e-06,3.10822247879448e-06,3.47395769327472e-06,3.63197754680788e-06,3.65267626719863e-06,0,"v_5484",22,2.59868506535693e-05,1442.73561590966
"Bacillus_sp._N447-1",0,1.79648138648924e-05,1.68362050934701e-05,0,9.56591269370526e-06,2.97896042235977e-05,0,"v_6800",31,3.01941483740451e-05,1440.10928523447
"Flavobacterium_fluviale",2.48458705645499e-05,2.9245045826569e-06,2.79740023091503e-05,4.12532476076373e-06,2.04618453341289e-06,1.70458225802603e-06,3.57215746165349e-06,"v_6070",11,2.74551794195975e-05,1425.97403249655
"Streptomyces_avermitilis",0.000215035094052712,0.000278914179911678,0.000367417798847497,0.000302017196959071,0.000392713966575269,0.000513241600833265,0.000666802726175317,"v_3786",151,2.57771820384596e-05,1424.55708953397
"Vibrio_sp._THAF190c",2.61276019825624e-06,2.75739003507651e-06,2.71969466894517e-06,4.55956947242307e-06,2.86465834677804e-06,1.86692342545708e-06,0,"v_2782",67,2.62570565839569e-05,1423.37473309361
"Yersinia_frederiksenii",6.55654917675623e-06,5.18055097499223e-06,7.12300984723734e-06,1.12903625031428e-05,7.11049125360979e-06,3.97735860206073e-06,1.09546162157374e-05,"v_2141",26,2.92243848266994e-05,1420.90750870969
"Lentilactobacillus_parabuchneri",1.5775155914e-06,2.25604639233532e-06,1.81312977929678e-06,0,1.68810224006563e-06,1.78575284174155e-06,0,"v_5080",120,2.38447231627641e-05,1413.91128168919
"Acetoanaerobium_sticklandii",1.62681295363125e-06,1.00268728548237e-06,1.68362050934701e-06,2.60546826995604e-06,1.79041146673628e-06,2.5974586788968e-06,0,"v_5360",28,2.34373168959618e-05,1411.85136246412
"Azoarcus_sp._KH32C",0.000271431276445262,0.000473101284200097,0.000379462160952826,0.000456825436665626,0.000417728572496241,0.000363563044461837,0.000361978622780886,"v_1332",73,2.60722200495372e-05,1410.53763221576
"Streptomyces_spectabilis",0.000321961072732293,0.000433745808244914,0.000473874418746208,0.000450311765990736,0.00054766129036796,0.000529800399911232,0.000541539071186668,"v_3756",147,2.546537981614e-05,1404.86230271423
"Psychrobacter_sp._P11G3",5.91568346774999e-06,1.25335910685296e-06,6.21644495758895e-06,0,1.3811745600537e-06,0,0,"v_2749",31,2.43973846003708e-05,1403.77994881922
"Micromonospora_sp._L5",0.000258219583367287,0.00032186261863984,0.000244643010935115,0.000404281826554846,0.000305137268545197,0.000312587917888487,0.00066585015085221,"v_4302",39,2.58698745311085e-05,1402.65455309793
"Synechococcus_sp._PCC_8807",4.43676260081249e-06,0,0,0,4.19467829349642e-06,0,0,"v_5580",10,2.03520911773685e-05,1398.48355684919
"Sulfuriferula_plumbiphila",7.15797699597748e-05,0.000457810303096491,0.000102830360340117,0.000132444637056099,0.000113205159311068,7.95471720412145e-05,8.73987858951219e-05,"v_1381",91,3.07427447122479e-05,1397.52647621216
"Changpingibacter_yushuensis",1.43455324092937e-05,1.52074238298159e-05,1.65771865535705e-05,1.41129531289286e-05,2.26103390942124e-05,1.52600697385187e-05,1.95277941237057e-05,"v_4490",20,3.18167356029271e-05,1395.56052179338
"Neisseria_sp._ZJ785",5.12692567204999e-06,9.27485739071189e-06,5.18037079799079e-06,6.07942596323076e-06,5.72931669355609e-06,4.78906443921598e-06,6.19173960019937e-06,"v_1430",14,2.75862068965517e-05,1391.60247762551
"Acinetobacter_gyllenbergii",3.20432854503124e-06,1.75470274959414e-06,1.81312977929678e-06,0,1.22771072004773e-06,1.2987293394484e-06,0,"v_2725",102,2.37755587256301e-05,1391.42760122646
"Sideroxydans_sp._MIZ01",9.06085517810373e-05,0.000190928370610601,0.000117594417114391,0.000182599901252753,0.000144307164218944,0.00012135002265471,0.000113832751111358,"v_1371",109,3.12178066369057e-05,1382.08036214539
"Oleiharenicola_sp._KSB-15",0.00016287848481205,0.000244070796741166,0.000260831669678836,0.000241005814970934,0.000199809919687769,0.00017630250783012,0.000288154035240048,"v_5816",19,2.68204371731259e-05,1378.60186417615
"Pseudomonas_sp._TMW_2.1634",6.65514390121873e-06,1.11966746878864e-05,1.41165104245249e-05,0,7.8266558403043e-06,0,0,"v_1744",33,3.025535519787e-05,1369.76598246472
"Microvirga_sp._17_mud_1-3",0.000602117982292486,0.000528583313996788,0.000477241659764902,0.000530212792936054,0.000489140412712351,0.00104815574751857,0.000364598204919432,"v_282",7,2.0314467964084e-05,1366.78552603267
"Nocardioides_sp._LMS-CY",0.001041801156033,0.00066962799215464,0.000840126634164157,0.00069088333625001,0.000955312404037143,0.00107891939874676,0.000694903698206991,"v_4212",28,2.16394010213797e-05,1366.5312712952
"Devosia_sp._SL43",0.00136672007049917,0.000178394779542071,0.000176909662751386,0.000203009402700742,0.000184412381073837,0.000137097115895522,0.000210757290237556,"v_249",10,2.37045465320248e-05,1361.95351938505
"Staphylococcus_simiae",1.23243405578125e-06,1.67114547580394e-06,0,0,1.89272069340692e-06,7.1430113669662e-06,0,"v_4993",39,2.27510579241935e-05,1360.08325257994
"Kluyveromyces_lactis",2.07048921371249e-06,0,0,0,9.71937653371122e-07,9.740470045863e-07,0,"v_6729",56,1.95713866327429e-05,1357.66966064609
"Staphylococcus_muscae",7.88757795699998e-07,0,2.46067612904563e-06,0,2.14849376008353e-06,2.2727763440347e-06,0,"v_5005",48,2.25978486848052e-05,1356.60220658567
"Enterobacter_cloacae_complex_sp._ECNIH7",4.48605996304374e-06,0,0,0,7.72434661363366e-06,0,0,"v_1988",9,2.22059378677858e-05,1356.45056806697
"Mycobacterium_tuberculosis",0.000387230780326468,0.00091110851340831,0.00102105108428399,0.000998111469748993,0.000895359197208145,0.000645224969954708,0.00193825263869318,"v_3958",15,2.0633872565203e-05,1352.89905031735
"Salinibacterium_sp._M195",2.45993837533937e-05,2.72396712556043e-05,2.56428354500544e-05,1.9106767313011e-05,2.72142542943914e-05,2.80850219655717e-05,2.02422256160364e-05,"v_3334",16,3.15397716520532e-05,1351.41152182446
"Maribacter_sp._HTCC2170",4.68324941196874e-06,2.08893184475493e-06,2.46067612904563e-06,0,1.48348378672434e-06,1.21755875573288e-06,3.81030129243038e-06,"v_6177",20,2.28508751885197e-05,1347.70943321919
"Microbacterium_chengjingii",3.72688058468249e-05,4.3199110549532e-05,4.83069576912641e-05,3.56080663560659e-05,4.76760996285203e-05,4.30204093692283e-05,4.57236155091646e-05,"v_3261",17,3.23394347066813e-05,1347.34204390157
"Paraflavitalea_soli",7.75447507897561e-05,6.21666116999067e-05,7.74465434299624e-05,9.53167142092252e-05,4.32256482683473e-05,4.92705443153237e-05,0.000109546162157374,"v_6288",5,2.59490878895607e-05,1343.91686810411
"Paludibaculum_fermentans",0.000396153602890324,0.000406422579715519,0.000447713546216354,0.000655492392249774,0.00056121726290182,0.000583535326330909,0.000490100003738858,"v_6500",77,2.52270433905146e-05,1342.25506565666
"Methylobacterium_oryzae",0.000398569173639655,0.000417535697129615,0.000406141070562478,0.000474846592199489,0.000465353517511426,0.000486861161125719,0.000439851655444932,"v_278",80,2.55826447338126e-05,1332.25657084603
"Bradyrhizobium_sp._S2-11-4",0.000421936123337268,0.000224852623769421,0.00023052650051059,0.000364114190726357,0.000262730094090215,0.000375982143770312,0.000308634404686861,"v_19",29,2.46262959588248e-05,1330.1386969834
"Sphingopyxis_alaskensis",0.00020310513239275,0.000242232536717782,0.000208768943159029,0.000180645800050286,0.000195717550620943,0.000113882328952882,0.000210757290237556,"v_474",31,2.56660335711719e-05,1329.82811235419
"Lacinutrix_sp._WUR7",4.33816787634999e-06,1.16980183306276e-06,1.94263904924655e-06,0,0,9.740470045863e-07,0,"v_6206",54,2.23823805899996e-05,1320.54022439972
"Stenotrophomonas_sp._ZAC14D2_NAIMI4_7",0.000251810926277224,6.85169645079617e-05,4.62348093720678e-05,4.53785723684011e-05,4.45556682150657e-05,3.36857922419429e-05,5.14390674478102e-05,"v_1511",15,2.75694750771945e-05,1319.98589949813
"Pseudomonas_sp._3-2",1.46906139449125e-05,1.6544340210459e-05,2.56428354500544e-05,1.36787084172692e-05,1.40163640538783e-05,1.49353874036566e-05,1.30979106927294e-05,"v_1700",28,3.1379440190787e-05,1318.99221917498
"Eubacterium_callanderi",4.38746523858124e-06,5.8490091653138e-06,7.38202838713688e-06,6.29654831906043e-06,7.00818202693915e-06,5.43842910894018e-06,7.85874641563767e-06,"v_5377",23,2.85624518008626e-05,1318.71505474666
"Corynebacterium_rouxii",5.76779138105624e-06,7.01881099837657e-06,4.01478736844286e-06,4.99381418408241e-06,7.8266558403043e-06,4.38321152063835e-06,5.95359576942247e-06,"v_4164",4,2.61192080656115e-05,1317.38939285149
"Bacillus_inaquosorum",0,0,0,0,1.15097880004475e-05,3.25494040699255e-05,0,"v_6898",5,2.60525218841184e-05,1313.09303291521
"Citrobacter_portucalensis",3.50504245464187e-05,2.99970612906808e-05,3.82052346351821e-05,4.86354077058461e-05,2.63957804810263e-05,2.72733161284164e-05,0,"v_2023",21,3.30917634600748e-05,1304.42252167667
"Brevundimonas_sp._GW460-12-10-14-LB2",0.000356370631569705,7.06058963527166e-05,6.09988661463416e-05,6.94791538654944e-05,6.73194711492841e-05,5.43842910894018e-05,9.31142378337675e-05,"v_828",36,2.74883861568487e-05,1304.07594159689
"Usitatibacter_palustris",0.000803497707007142,0.000826548552332631,0.000755039043807158,0.00120133799480556,0.000985954017425001,0.000799854931932784,0.00232214049390554,"v_1356",15,2.14748958467551e-05,1299.69232199226
"Candidatus_Atelocyanobacterium_thalassa",8.38055157931248e-07,0,2.33116685909586e-06,0,1.43232917338902e-06,1.13638817201735e-06,0,"v_5689",30,2.15063013462945e-05,1298.25029375966
"Bradyrhizobium_cosmicum",0.000314763657846531,0.000251590951382284,0.000250470928082855,0.00035521217413734,0.000282475774837649,0.0003733035145077,0.000381268273073815,"v_54",54,2.5160397534281e-05,1297.58242077521
"Streptomyces_griseoviridis",0.000242345832728824,0.000301140414739871,0.000356280001631817,0.000333717060910203,0.000401870642362291,0.000505611565964005,0.000426515600921426,"v_3777",170,2.60933096753992e-05,1291.82836914524
"Niabella_ginsenosidivorans",2.98742015121374e-05,3.17517640402749e-05,3.01756598982964e-05,3.32197204419395e-05,1.50906109339201e-05,1.74516754988379e-05,3.00061226778893e-05,"v_6291",13,3.21812447705477e-05,1290.41601303029
"Levilactobacillus_koreensis",2.11978657594375e-06,2.33960366612552e-06,2.97871320884471e-06,3.47395769327472e-06,2.19964837341886e-06,3.40916451605205e-06,0,"v_5055",48,2.58980136223552e-05,1284.64510308761
"Nocardia_brasiliensis",0.000461965581469043,0.00053827595775645,0.000559868573992855,0.000588401584298406,0.000692838083013604,0.000646767211045303,0.000643226486928404,"v_4057",127,2.4403933914147e-05,1275.64409514634
"Streptomyces_sp._MG28",0.000283311940742993,0.000290445083694725,0.000624882227507639,0.000292463813302566,0.000381613415481504,0.000600256466576308,0.000420800148982781,"v_3597",61,2.47432883830261e-05,1271.32934068744
"Pseudoalteromonas_translucida",4.68324941196874e-06,0,8.54761181668481e-06,0,4.1435236801611e-06,3.246823348621e-06,0,"v_2655",17,2.62701623496033e-05,1266.11703609478
"Pediococcus_acidilactici",1.23243405578125e-06,2.59027548749611e-06,2.71969466894517e-06,6.94791538654944e-06,3.58082293347256e-06,2.11043517660365e-06,0,"v_5092",68,2.6754421168098e-05,1262.69808959359
"Sphingomonas_sp._HDW15A",0.00106398496903707,0.00135671945453143,0.00103970041915675,0.000807478041330543,0.00080016046179111,0.000272570820116733,0.000996393787970546,"v_415",14,2.09336403600586e-05,1262.01847293002
"Stenotrophomonas_acidaminiphila",0.00111426827851294,0.000854958025421298,0.000593670493449745,0.000627049363636087,0.000605977549570227,0.000390430507671675,0.000517486544278202,"v_1533",46,2.26721382093545e-05,1260.5032650852
"Leptospira_tipperaryensis",2.02119185148125e-06,3.50940549918828e-06,1.94263904924655e-06,3.47395769327472e-06,2.91581296011337e-06,3.00331159747443e-06,2.85772596932279e-06,"v_6547",17,2.47365556819868e-05,1258.99899065087
"Rodentibacter_haemolyticus",1.5775155914e-06,2.67383276128631e-06,1.68362050934701e-06,0,1.43232917338902e-06,1.05521758830183e-06,0,"v_2968",108,2.34752805296023e-05,1254.15379367599
"Bartonella_sp._HY038",4.92973622312499e-06,4.84632187983144e-06,4.79184298814148e-06,5.64518125157142e-06,5.37123440020883e-06,5.35725852522465e-06,5.47730810786868e-06,"v_399",15,2.63949743968748e-05,1254.07077659341
"Helicobacter_canis",6.90163071237498e-07,2.33960366612552e-06,2.07214831919632e-06,3.47395769327472e-06,2.45542144009547e-06,0,0,"v_3149",29,2.39000023900002e-05,1253.14368523919
"Trichoderma_gamsii",1.34088825269e-05,7.68726918869814e-06,9.58368597628297e-06,9.33626130067581e-06,7.92896506697495e-06,1.01463229644406e-05,8.57317790796836e-06,"v_6677",7,2.74250610207608e-05,1241.47797690984
"Nostoc_sp._PCC_7524",4.53535732527499e-06,7.77082646248834e-06,7.25251911718711e-06,7.16503774237911e-06,6.80356357359786e-06,3.62020803371242e-05,3.81030129243038e-06,"v_5603",29,3.04127003436635e-05,1237.81236179544
"Anoxybacillus_sp._PDR2",5.91568346774999e-06,1.09460028665158e-05,1.17853435654291e-05,0,1.22771072004773e-05,3.4172815744236e-05,1.42886298466139e-05,"v_4697",47,3.00987238141103e-05,1237.09769880479
"Shigella_flexneri",0.0001869355975809,4.69591878700908e-05,0,0,0.000146148730299016,6.20143259586611e-05,0,"v_2100",4,2.59848248622804e-05,1231.47851472178
"Brucella_pseudogrignonensis",0.000170075899697812,2.55685257798003e-05,2.49952891003056e-05,2.3666336785434e-05,2.37868952009248e-05,2.11043517660365e-05,2.38143830776899e-05,"v_356",6,2.750123755569e-05,1229.98957011005
"Colwellia_sp._MT41",1.52821822916875e-06,1.75470274959414e-06,2.20165758914609e-06,0,1.02309226670644e-06,8.92876420870775e-07,0,"v_2670",103,2.29121319738802e-05,1228.7409684601
"Acinetobacter_nosocomialis",1.97189448925e-06,1.67114547580394e-06,1.94263904924655e-06,0,1.63694762673031e-06,1.54224109059498e-06,0,"v_2717",91,2.36568806037236e-05,1220.68783584499
"Clostridium_acetobutylicum",9.85947244624998e-07,1.50403092822355e-06,1.42460196944747e-06,0,8.18473813365156e-07,5.11374677407808e-06,0,"v_5276",52,2.33290563396711e-05,1218.93464377751
"Cellulomonas_sp._zg-ZUI222",0.000337095362937287,0.000243402338550844,0.000239074112327275,0.000264455029400538,0.000299459106464976,0.00029367517188277,0.000274341693054988,"v_3479",53,2.6492171563303e-05,1215.20197842443
"Kosakonia_sp._MUSA4",7.69038850807498e-06,9.35841466450209e-06,8.80663035658435e-06,7.59928245403845e-06,9.56591269370526e-06,7.4676937018283e-06,7.62060258486077e-06,"v_2043",22,3.15159155373464e-05,1213.47812887419
"Octadecabacter_arcticus",1.97189448925e-05,1.95524020669061e-05,1.94263904924655e-05,1.99752567363297e-05,2.36845859742542e-05,1.81822107522776e-05,2.14329447699209e-05,"v_718",19,3.19203268641471e-05,1212.99888992271
"Sphingomonas_koreensis",0.000802807543935904,0.000763379253347242,0.000645344692159703,0.00064507051916995,0.000634317205357996,0.000308285876951564,0.000817547771057094,"v_444",17,2.23094770658576e-05,1210.08741230708
"Fusarium_acuminatum",0.000435246411139705,0.000172629327650547,0.000186752367267568,0.000290726834455928,0.000237817797395913,0.00113995967770083,0.000238143830776899,"v_6634",31,2.4682825689885e-05,1207.09207340835
"Sphingopyxis_sp._OPL5",0.000309636732174481,0.000315010922189044,0.000260961178948786,0.000239268836124296,0.000251936470676462,0.000147730462362256,0.000309348836179192,"v_464",56,2.54065040650407e-05,1203.51994148057
"Anaeromyxobacter_sp._Red232",0.000745918387921042,0.00136064664639957,0.00151318631009311,0.00118092849335758,0.00118867975007288,0.00132648967907911,0.00101758858890969,"v_3005",6,1.90603259315734e-05,1199.96628344404
"Bradyrhizobium_betae",0.000211436386609831,0.000204882435333564,0.000204754155790586,0.00026358653997722,0.000208301585501432,0.00027281433186788,0.000312444705979292,"v_64",48,2.56765778257074e-05,1199.05783374543
"Bradyrhizobium_sp._172",0.000139511535114437,0.000114974808735311,0.000156835725909171,0.000152637016148258,0.000144358318832279,0.000142373203837031,0.000196230516560165,"v_36",12,2.82031756775813e-05,1188.31688974842
"Microvirgula_aerodenitrificans",9.3714285601606e-05,0.00016945415124652,0.000120055093243437,0.000167401336344676,0.000145483720325656,0.000120538316817555,0.000116928620911457,"v_1420",108,3.12139089178138e-05,1188.05246989381
"Chryseobacterium_taklimakanense",5.66426692037061e-05,9.77620103345307e-06,1.16558342954793e-05,1.32444637056099e-05,7.57088277362769e-06,1.03898347155872e-05,1.19071915388449e-05,"v_5979",18,2.8673835125448e-05,1184.28960946481
"Swingsia_samuiensis",1.97189448925e-06,2.25604639233532e-06,2.07214831919632e-06,0,2.40426682676014e-06,3.65267626719863e-06,3.33401363087659e-06,"v_796",9,2.40026883010897e-05,1181.89249814472
"Gramella_salexigens",4.33816787634999e-06,2.42316093991572e-06,2.97871320884471e-06,3.69108004910439e-06,9.207830400358e-07,1.13638817201735e-06,0,"v_6133",43,2.51819395129813e-05,1181.19996308972
"Bartonella_vinsonii",1.6761103158625e-06,1.92181729717454e-06,0,8.03352716569779e-06,3.47851370680191e-06,2.11043517660365e-06,0,"v_405",27,2.46378239873854e-05,1180.4328846802
"Shewanella_aestuarii",1.774705040325e-06,2.59027548749611e-06,3.10822247879448e-06,3.03971298161538e-06,2.04618453341289e-06,1.21755875573288e-06,0,"v_2593",58,2.55043484914178e-05,1180.08018904671
"Streptomyces_sp._PBH53",0.000105940031434956,0.000133273851695365,0.000187270404347367,0.000169138315191313,0.000184207762620495,0.00053345307617843,0.00020194596849881,"v_3667",116,2.73770087880198e-05,1177.75463413839
"Rhodococcus_sp._LW-XY12",3.89942135249187e-05,3.58460704559946e-05,4.31265868932734e-05,2.95286403928351e-05,4.84945734418855e-05,6.75339256513168e-05,3.69122937704193e-05,"v_4034",10,3.14920954840335e-05,1176.39733170686
"Geobacillus_thermodenitrificans",1.19299616599625e-05,2.13071048165003e-05,1.58001309338719e-05,3.47395769327472e-05,4.57322243217781e-05,1.69646519965447e-05,0.000108117299172712,"v_4682",31,3.21729618428673e-05,1173.21267209113
"Terricaulis_silvestris",0.000462113473555736,0.000333226407875306,0.000369619456436643,0.000680461463170186,0.000676826689039648,0.000214127999841555,0.000515343249801209,"v_856",8,2.40743415667582e-05,1168.37163583391
