degrees , closeness , betweenness
degrees , closeness , betweenness
1505907, 1, 1.92726501821265e-05, 0 
186328, 1, 1.21903647357129e-05, 0 
103808, 3, 1.85494342422556e-05, 660.755350363288 
550542, 1, 1.55559703814324e-05, 0 
2846436, 6, 1.239433826628e-05, 7034 
2601575, 1, 1.66880830399012e-05, 0 
1963026, 2, 1.40230819929604e-05, 0 
2603296, 1, 1.14004286561175e-05, 0 
2234087, 5, 1.90552411440767e-05, 18.4242731340849 
1168287, 6, 2.04306787071467e-05, 6.43805043908444 
135618, 1, 2.16689419055667e-05, 0 
884684, 1, 2.09485503603151e-05, 0 
92400, 7, 1.35760735280142e-05, 7338.34640582068 
2749994, 4, 1.49790293588975e-05, 0.291666666666667 
2762286, 3, 1.49790293588975e-05, 0.371794871794872 
2979332, 13, 2.1822149481724e-05, 22.6295898610584 
160233, 14, 2.07701574377934e-05, 726.361793221085 
2993455, 3, 1.35749677594516e-05, 3.04722222222222 
1184387, 10, 2.11416490486258e-05, 27.7937194461019 
2494525, 6, 1.33374234765328e-05, 172.894917858822 
2050, 7, 1.89075233035225e-05, 13425.7850379584 
2898580, 5, 1.23941846485629e-05, 0 
31953, 3, 2.03041562607866e-05, 106.147285056774 
122420, 2, 1.82089660949051e-05, 7034 
2732593, 2, 1.35733094443087e-05, 0 
309806, 1, 2.0299210360717e-05, 0 
33951, 2, 1.96359494963379e-05, 0 
186534, 9, 1.35768108071414e-05, 10515.7538505068 
2282309, 2, 2.08042940062829e-05, 0.118253968253968 
2271, 2, 2.09568916738269e-05, 0.0396654719235364 
543349, 2, 1.66958844644795e-05, 2.91951572523862 
3004096, 2, 1.40230819929604e-05, 0 
3020715, 1, 2.08289939595918e-05, 0 
242703, 5, 2.04181639986932e-05, 0.53209772060483 
2940302, 1, 1.8490782345001e-05, 0 
1687, 2, 2.03053931124107e-05, 0 
2506420, 1, 1.74629784856105e-05, 0 
323273, 1, 1.35512372279589e-05, 0 
2983235, 5, 2.34334723719361e-05, 27.4336971556517 
72803, 26, 2.34087876588871e-05, 30.4919572836954 
2320431, 36, 2.30324527258908e-05, 699.122335916301 
263819, 12, 2.27634873662645e-05, 0.49043808948098 
2801844, 39, 2.22301262671172e-05, 428.543383790267 
2991499, 6, 1.61697173533407e-05, 1775.90606115572 
326454, 10, 2.35693410012256e-05, 1.62145267620252 
37636, 10, 2.22950527277997e-05, 7035.04699401338 
1441386, 142, 2.36804091974709e-05, 25247.6704155153 
1968788, 5, 2.1612742873198e-05, 0.32844941933604 
2018052, 17, 2.22350691510651e-05, 33.7158332799854 
1050657, 28, 2.34565584537437e-05, 624.46043213162 
1331736, 11, 2.41797035568344e-05, 8.31142164277531 
1737359, 12, 2.29457791239302e-05, 6.6017855980925 
2742683, 9, 2.37096047608886e-05, 0.0327131756296388 
3046369, 9, 2.18765723786397e-05, 2.62457350323136 
309805, 117, 2.39790902333165e-05, 8163.76541933114 
38027, 15, 2.33290563396711e-05, 27.1309077051728 
38986, 2, 2.13192342131071e-05, 0 
484770, 3, 2.28008573122349e-05, 0 
556053, 1, 2.17993155014933e-05, 0 
88233, 30, 2.34378662166596e-05, 513.145738455803 
113653, 7, 2.12829353424424e-05, 29.3373350211924 
85020, 54, 2.27769679300292e-05, 7438.77438450958 
221345, 2, 2.24537452847135e-05, 0.623299898737018 
2717, 1, 2.06385569520979e-05, 0 
112040, 3, 1.49790293588975e-05, 7034 
1743159, 7, 2.29215852568364e-05, 7044.76924333641 
1845000, 8, 1.50051017345898e-05, 21389.9885252567 
2613334, 12, 2.10428854004461e-05, 3933.31130939394 
2711221, 1, 2.11055064266267e-05, 0 
1912795, 21, 2.41919876137023e-05, 1.88595298023579 
194196, 2, 2.16099405726634e-05, 0 
2018065, 13, 2.228710245381e-05, 7.44822197776935 
