degrees , closeness , betweenness
39768, 2, 1.41779617762151e-05, 27648 
786, 1, 1.36866308989379e-05, 0 
2745558, 1, 1.48949163650446e-05, 0 
2972784, 1, 1.50584266955788e-05, 0 
57372, 6, 1.52483188728443e-05, 49.9553064603347 
74969, 21, 1.56865205728717e-05, 568.928250353909 
781, 1, 1.37769511607081e-05, 0 
3003392, 1, 1.26087504728281e-05, 0 
994695, 1, 1.45815106445028e-05, 0 
2083300, 1, 1.12405017759993e-05, 0 
2715232, 3, 1.25398139091616e-05, 18435 
1006005, 4, 1.57718755914453e-05, 0.650223543998853 
1316593, 5, 1.66055030637153e-05, 59.4297249484658 
1500960, 1, 1.5439961708895e-05, 0 
1505596, 1, 1.37936742210022e-05, 0 
216964, 17, 1.58030310213499e-05, 9612.37318263813 
2261, 1, 1.4909573437104e-05, 0 
2719988, 1, 1.63212012404113e-05, 0 
2759660, 1, 1.53730264877246e-05, 0 
2866384, 8, 1.73919092838012e-05, 531.712303256657 
51364, 1, 1.46156094709149e-05, 0 
67760, 1, 1.60851871511525e-05, 0 
739, 1, 1.387424385371e-05, 0 
754517, 1, 1.53730264877246e-05, 0 
84156, 2, 1.75608042848362e-05, 1.79186621818902 
955, 6, 1.68344500185179e-05, 26.2744132791448 
114883, 1, 1.62890325943542e-05, 0 
1850254, 3, 1.62248109809521e-05, 28.6324615872281 
2124, 7, 1.57299482484703e-05, 133.633378291946 
216945, 13, 1.6887327749257e-05, 2234.6022727814 
2675795, 1, 1.28889232593509e-05, 0 
292486, 1, 1.41823854772373e-05, 0 
50339, 1, 1.31175066243408e-05, 0 
51365, 5, 1.47307947263755e-05, 9242.35211765118 
538220, 5, 1.52311324346965e-05, 9240.54464543493 
74968, 2, 1.46267259536625e-05, 9218 
807, 10, 1.66455822624675e-05, 1184.50082194572 
86660, 16, 1.72654914622145e-05, 20534.2249301944 
88916, 2, 1.48931417082434e-05, 20.6902280410571 
92400, 10, 1.65818230056212e-05, 81.1372313239675 
994696, 6, 1.49423226346303e-05, 95.1344151258306 
111844, 1, 1.67036931865635e-05, 0 
2097, 3, 1.66911470156229e-05, 50.2383595303088 
233181, 1, 1.41733399475586e-05, 0 
2601575, 4, 1.5913937426398e-05, 34.8271446704902 
2819098, 1, 1.46089903726753e-05, 0 
2878390, 4, 1.56976014065051e-05, 14.6525662744836 
2984146, 11, 1.54588177096216e-05, 150.761952560228 
3004105, 2, 1.54440154440154e-05, 149.320680082574 
386487, 13, 1.74316244530828e-05, 6476.41756455749 
428411, 2, 1.42669634195058e-05, 9218 
48003, 5, 1.54102200579424e-05, 11.983373285427 
671211, 13, 1.5509165917057e-05, 222.230496072993 
92402, 1, 1.47080453007795e-05, 0 
1501269, 4, 1.62636004358645e-05, 0 
2215, 9, 1.63730434213112e-05, 62.9735664174781 
2704652, 1, 1.12405017759993e-05, 0 
2756107, 3, 1.46280097129984e-05, 0 
2761623, 3, 1.61574380766186e-05, 37.2543885736684 
169402, 12, 1.90632327430086e-05, 18738.5061187767 
2004647, 3, 1.81702552920869e-05, 41.2313643382022 
2025351, 4, 1.85673437558023e-05, 17921.1257399561 
