"","Ia7iM2MAIPOOB100245","P0ZQM2MAIPOOA100240","qU3SM2MAIPOOM070605","B7zTM2MAIPOOA070610","c5isM2MAIPOOA070615","TgLUM2MAIPOOM070620","pse1M2MAIPOOA100685","AJwcM2MAIPOOA100700","nodos","degrees","closeness","betweenness"
"Phlebiopsis_gigantea",1.95066907949427e-05,2.14570114516572e-05,2.29287799228404e-05,2.81476060461058e-05,3.17009063948976e-05,5.4980900737808e-05,1.85061415477825e-05,2.87658381439655e-05,"v_6424",278,3.95898491626747e-05,230014.69559853
"Neisseria_bacilliformis",2.42940471438846e-05,2.49016152967393e-05,2.49634156839115e-05,2.70650058135632e-05,3.02664762412823e-05,3.53337709543822e-05,2.42003389471002e-05,2.98992013729022e-05,"v_2841",275,3.95460117847115e-05,130764.169588728
"Serratia_fonticola",2.16502831899913e-05,2.66239172192804e-05,2.58242231212878e-05,3.24780069762759e-05,3.04099192566439e-05,3.60326807095239e-05,2.34885642721855e-05,2.74165962047551e-05,"v_1519",365,3.94913513940447e-05,56193.3526252082
"Aeromonas_rivuli",2.58660149002536e-05,2.61215791585393e-05,2.6919796223403e-05,3.03128065111908e-05,3.13422988564938e-05,3.25381319338157e-05,2.66915503093017e-05,3.14103523448179e-05,"v_1868",278,3.94042083694539e-05,83276.5343749359
"Marinobacter_fonticola",3.48691029594579e-05,3.81059300362207e-05,3.71712302503385e-05,3.89736083715311e-05,4.10247023933969e-05,4.63610137577279e-05,3.48769590708209e-05,3.90740465595329e-05,"v_1366",332,3.93669789780332e-05,111090.004434487
"Mixta_gaviniae",2.42225940640497e-05,3.18625855670094e-05,3.37280005008334e-05,3.57258076739035e-05,3.91599431936971e-05,3.92166029273913e-05,3.06063110213326e-05,3.42707452559439e-05,"v_1588",345,3.93499390075945e-05,79562.2481849536
"Tichowtungia_aerotolerans",1.87207069167582e-05,2.61933417386451e-05,2.01898471675523e-05,2.48998053484782e-05,3.15574633795361e-05,3.24604752943556e-05,2.17091275848987e-05,2.64991116860921e-05,"v_5544",144,3.93313667649951e-05,95964.0120086121
"Anaerohalosphaera_lusitana",1.50051467653405e-05,2.22463998328219e-05,2.24592485933624e-05,3.13954067437334e-05,3.16291848872169e-05,3.23051620154352e-05,1.70825921979531e-05,2.43942942609239e-05,"v_5518",315,3.9309721294076e-05,46076.5303602038
"Desulfurispirillum_indicum",1.92208784756028e-05,2.11699611312337e-05,2.73110723313013e-05,3.24780069762759e-05,3.3422222579236e-05,3.33146983284175e-05,2.0997352909984e-05,3.12484433121126e-05,"v_6294",299,3.93019965414243e-05,51145.8230689176
"Bradymonadales_bacterium_V1718",3.10820897282053e-05,3.97564693786559e-05,4.1866543545118e-05,4.33040093017012e-05,5.2858751160723e-05,5.60680936902505e-05,3.30975223835341e-05,4.69536194845216e-05,"v_3002",333,3.92911869867589e-05,84640.4283432204
"Slackia_heliotrinireducens",1.63627552822047e-05,2.50451404569511e-05,2.80936245470979e-05,2.38172051159357e-05,3.15574633795361e-05,3.23051620154352e-05,1.77943668728678e-05,2.82801110458498e-05,"v_4452",172,3.92850127676292e-05,69282.9001160737
"Parolsenella_catena",2.72950764969527e-05,3.66706784341032e-05,4.90660239304468e-05,5.3047411394584e-05,5.33608017144883e-05,5.42043343432062e-05,4.73330158818283e-05,5.40776169235524e-05,"v_4460",315,3.92788404886288e-05,103725.305506217
"Brenneria_izadpanahii",3.52263683586327e-05,3.54507145723033e-05,3.46670631597893e-05,4.00562086040736e-05,4.01640443012277e-05,4.31770915398605e-05,1.92179162226972e-05,3.81025923633014e-05,"v_1618",289,3.92372282821941e-05,111491.046135602
"Roseobacter_ponti",3.13679020475452e-05,3.75318293953737e-05,3.8658079460352e-05,4.33040093017012e-05,4.01640443012277e-05,5.03215023701971e-05,3.95034944577665e-05,4.40932265733955e-05,"v_796",308,3.92079984316801e-05,64159.8639113007
"Syntrophotalea_carbinolica",2.50085779422342e-05,3.05708591251036e-05,3.33367243929351e-05,4.65518099993288e-05,4.38935627006275e-05,4.69822668734093e-05,3.096219835879e-05,3.45945633213544e-05,"v_2942",388,3.91987769981577e-05,38608.3998284832
"Corynebacterium_sp._NML98-0116",1.44335221266609e-05,2.5691003677904e-05,2.72328171097216e-05,2.70650058135632e-05,3.04816407643246e-05,3.00531194710899e-05,2.49121136220149e-05,2.96293529850602e-05,"v_3585",203,3.91957041508251e-05,90828.0887938574
"Oscillibacter_sp._NSJ-62",1.33617259291366e-05,2.00217598495397e-05,2.53546917918098e-05,2.16520046508506e-05,2.8258274026221e-05,3.06743725867714e-05,1.53031555106663e-05,2.98452316953338e-05,"v_4958",197,3.91957041508251e-05,215419.800705803
"Deinococcus_sp._QL22",2.42940471438846e-05,2.82026939816097e-05,3.31019587281961e-05,3.78910081389885e-05,4.18136389778853e-05,4.19345853084976e-05,2.31326769347281e-05,3.56199871951543e-05,"v_5394",333,3.91818822976256e-05,72284.7519518153
"Desulfobacca_acetoxidans",1.70772860805542e-05,2.23899249930336e-05,3.1067322967125e-05,3.13954067437334e-05,3.27050075024283e-05,3.68869037435859e-05,2.5979775634387e-05,2.73086568496183e-05,"v_3006",289,3.91604010025063e-05,45219.1653807062
"Prosthecochloris_sp._GSB1",1.78632699587387e-05,2.60498165784334e-05,2.80153693255182e-05,2.48998053484782e-05,2.69672868879672e-05,3.17615655392139e-05,2.31326769347281e-05,3.10865342794074e-05,"v_6162",131,3.91604010025063e-05,79789.906908647
"Staphylospora_marina",1.84348945974183e-05,2.59062914182216e-05,3.24759169555589e-05,3.03128065111908e-05,3.67214119325511e-05,3.94495728457718e-05,3.13180856962473e-05,3.64835020362489e-05,"v_4802",154,3.91542678151919e-05,178970.961337905
"Brevibacillus_sp._MMS20-4M-10-Y",1.27901012904569e-05,1.79406450264693e-05,2.11289098265082e-05,1.62390034881379e-05,2.49590846729058e-05,2.60926308586207e-05,1.13883947986354e-05,2.41784155506502e-05,"v_4741",164,3.91512019418996e-05,319764.557973842
"Raoultibacter_timonensis",3.24396982450695e-05,3.50919016717739e-05,4.1866543545118e-05,4.65518099993288e-05,5.07071059303e-05,5.19522917988609e-05,3.66563957581077e-05,4.60361349658585e-05,"v_4450",351,3.91312854627275e-05,74061.5458358346
"Thalassobius_gelatinovorus",2.57945618204187e-05,3.04990965449978e-05,2.87979215413148e-05,3.24780069762759e-05,3.09119698104092e-05,3.63433072673646e-05,2.88268743340458e-05,3.63755626811121e-05,"v_815",220,3.91175089970271e-05,36319.3434286275
"Aeromonas_sp._CA23",1.79347230385737e-05,1.91606088882692e-05,2.04246128322912e-05,2.27346048833931e-05,2.62500718111596e-05,2.88106132397271e-05,1.56590428481237e-05,2.28831432890082e-05,"v_1838",245,3.91175089970271e-05,199770.767742493
"Gibbsiella_quercinecans",2.379387558504e-05,2.5691003677904e-05,2.55894574565488e-05,2.48998053484782e-05,3.26332859947475e-05,3.74305002198071e-05,1.95738035601546e-05,2.81721716907129e-05,"v_1551",150,3.91083300743058e-05,83508.8278519523
"Ruegeria_sp._TM1040",2.97959342911762e-05,3.48766139314563e-05,3.38845109439927e-05,3.57258076739035e-05,3.65779689171896e-05,4.06920790771347e-05,2.34885642721855e-05,3.42707452559439e-05,"v_786",312,3.90899851458056e-05,87896.384983747
"Halomonas_sp._Y2R2",2.26506263076807e-05,2.31075507940924e-05,2.43373739112742e-05,2.59824055810207e-05,2.72541729186903e-05,3.44795479203203e-05,2.0997352909984e-05,2.61752936206816e-05,"v_1720",269,3.90762377398304e-05,52343.4352526078
"Thalassoglobus_polymorphus",2.95101219718363e-05,3.41589881303975e-05,3.20846408476606e-05,4.00562086040736e-05,3.46414882098089e-05,4.74482067101704e-05,3.27416350460767e-05,3.95058039800802e-05,"v_5510",352,3.90716574197077e-05,30497.2340476489
"Hymenobacter_qilianensis",2.43655002237196e-05,2.56192410977981e-05,2.56677126781284e-05,3.13954067437334e-05,2.95492611644747e-05,3.29264151311166e-05,2.5979775634387e-05,2.69848387842078e-05,"v_5608",321,3.90686044694484e-05,38048.3773443842
"Brevibacterium_siliguriense",2.35080632657001e-05,2.59780539983275e-05,3.41192766087317e-05,3.13954067437334e-05,3.57890323327012e-05,3.68092471041257e-05,3.06063110213326e-05,4.33376510874377e-05,"v_4055",187,3.90335298021e-05,68933.4542147996
"Paenibacillus_chitinolyticus",2.23648139883409e-05,2.87767946224567e-05,3.27106826202978e-05,3.35606072088184e-05,3.77972345477625e-05,3.71975303014266e-05,2.98945363464179e-05,3.60517446157016e-05,"v_4691",264,3.90289594879401e-05,36702.2047566587
"Kyrpidia_spormannii",1.41477098073211e-05,1.81559327667869e-05,2.63720096723454e-05,2.59824055810207e-05,3.48566527328512e-05,2.82670167635058e-05,2.42003389471002e-05,2.95214136299233e-05,"v_4796",161,3.90137328339576e-05,98126.6255207504
"Pseudodesulfovibrio_profundus",2.43655002237196e-05,3.42307507105034e-05,3.05195364160674e-05,4.33040093017012e-05,3.62193613787857e-05,4.16239587506569e-05,2.77592123216738e-05,3.66454110689542e-05,"v_2961",390,3.90076454985177e-05,21595.2124089428
"Tannerella_serpentiformis",1.70058330007192e-05,2.18875869322925e-05,2.33983112523183e-05,2.16520046508506e-05,3.03381977489631e-05,2.97424929132492e-05,1.81502542103251e-05,2.47720820039028e-05,"v_6117",151,3.90015600624025e-05,229856.419200324
"Paenibacillus_thiaminolyticus",2.30078917068555e-05,2.66239172192804e-05,3.78755272445554e-05,3.13954067437334e-05,4.56866003926466e-05,4.57397606420465e-05,2.52680009594723e-05,3.5835865905428e-05,"v_4692",216,3.89878747709462e-05,79121.8876977418
"Synechococcus_sp._CBW1108",1.83634415175834e-05,2.41839894956806e-05,2.94239633139521e-05,2.38172051159357e-05,3.05533622720054e-05,3.74305002198071e-05,3.02504236838752e-05,3.21659278307757e-05,"v_5224",128,3.89848348992242e-05,54371.7426371304
"Spirochaeta_thermophila",2.40796879043798e-05,3.14320100863742e-05,4.15535226587994e-05,2.59824055810207e-05,4.1598474454843e-05,4.43419411317632e-05,3.59446210831929e-05,4.20963485033642e-05,"v_6222",143,3.89772372934206e-05,97051.4868014087
"Pyramidobacter_piscolens",2.47227656228944e-05,3.60965777932562e-05,4.26490957609146e-05,4.22214090691587e-05,4.81251316537925e-05,5.03991590096573e-05,3.48769590708209e-05,4.77091949704794e-05,"v_6243",255,3.89741990802089e-05,61494.8416487822
"Intestinimonas_butyriciproducens",2.15073770303214e-05,2.56192410977981e-05,3.74842511366571e-05,3.24780069762759e-05,3.77255130400818e-05,4.24781817847189e-05,3.2029860371162e-05,3.69152594567963e-05,"v_4977",213,3.89574973703689e-05,82507.5299434527
"Deinococcus_proteolyticus",2.67949049381081e-05,3.05708591251036e-05,4.02231838919452e-05,4.65518099993288e-05,4.88423467306002e-05,4.70599235128695e-05,3.52328464082782e-05,4.6359953031269e-05,"v_5409",334,3.89574973703689e-05,49474.7920746499
"Brevibacillus_agri",2.48656717825643e-05,3.33695997492328e-05,4.03014391135249e-05,4.33040093017012e-05,5.22132575915961e-05,4.9855562533436e-05,3.66563957581077e-05,4.34455904425746e-05,"v_4740",287,3.89544622336489e-05,49332.8516582149
"Candidatus_Bipolaricaulis_anaerobius",1.92208784756028e-05,2.83462191418214e-05,4.37446688630299e-05,5.62952120922116e-05,4.53279928542427e-05,5.21076050777813e-05,3.38092970584488e-05,4.95981336853739e-05,"v_6258",385,3.89514275698204e-05,37285.3929746392
"Thalassospira_indica",2.62947333792634e-05,2.90638449428802e-05,2.86414110981555e-05,4.97996106969564e-05,3.30636150408321e-05,3.75858134987275e-05,2.84709869965885e-05,3.27595942840283e-05,"v_674",400,3.89438429784251e-05,18878.8640890947
"Celeribacter_baekdonensis",2.58660149002536e-05,3.22213984675388e-05,2.6450264893925e-05,3.35606072088184e-05,3.39959946406821e-05,3.48678311176212e-05,2.7047437646759e-05,3.18421097653652e-05,"v_775",281,3.89347453667653e-05,20454.6803610163
"Komagataeibacter_nataicola",3.33685882829239e-05,3.46613261911386e-05,3.56061258187453e-05,5.19648111620414e-05,4.15267529471623e-05,4.6826953594489e-05,3.30975223835341e-05,4.13947426949748e-05,"v_615",393,3.89135341271694e-05,35127.3712638129
"Aminomonas_paucivorans",1.77918168789037e-05,2.69109675397039e-05,4.03796943351045e-05,3.6808407906446e-05,4.48259423004774e-05,4.5118507526365e-05,2.63356629718443e-05,4.03693188211749e-05,"v_6245",218,3.89135341271694e-05,93091.9505834563
"Ruthenibacterium_lactatiformans",2.12215647109816e-05,2.28922630537748e-05,3.21628960692402e-05,4.11388088366161e-05,3.93033862090586e-05,3.92166029273913e-05,2.24209022598134e-05,3.47564723540597e-05,"v_4950",343,3.89089918680207e-05,24664.1983494911
"Methylomonas_sp._LL1",3.11535428080403e-05,3.3297837169127e-05,3.30237035066165e-05,4.22214090691587e-05,3.88013356552932e-05,4.10803622744356e-05,2.31326769347281e-05,3.41088362232387e-05,"v_1818",373,3.89074780172749e-05,24348.3264048748
"Parvularcula_bermudensis",2.43655002237196e-05,3.35848874895505e-05,3.77972720229757e-05,3.6808407906446e-05,3.84427281168894e-05,4.55844473631261e-05,2.52680009594723e-05,3.57818962278595e-05,"v_864",242,3.89014237921108e-05,67673.1192091814
"Desulfoluna_sp._ASN36",2.80810603751372e-05,3.46613261911386e-05,4.00666734487859e-05,3.78910081389885e-05,4.65472584848157e-05,4.82247731047722e-05,2.5979775634387e-05,4.01534401109012e-05,"v_2983",207,3.88862964691243e-05,46420.7339156971
"Acidithiobacillus_caldus",2.89384973331567e-05,3.72447790749502e-05,4.42924554140875e-05,6.27908134874667e-05,4.5256271346562e-05,5.61457503297107e-05,4.02152691326812e-05,4.92743156199634e-05,"v_3059",391,3.88802488335925e-05,29454.7900516491
"Alcaligenes_aquatilis",2.56516556607488e-05,3.12167223460565e-05,3.39627661655724e-05,5.95430127898391e-05,3.65062474095088e-05,4.91566527782944e-05,2.95386490089605e-05,3.75628955876173e-05,"v_2640",403,3.88772257211725e-05,30366.4098848393
"Trichlorobacter_lovleyi",2.70092641776129e-05,3.17908229869035e-05,3.68582093640198e-05,5.3047411394584e-05,5.72337631292495e-05,5.42819909826663e-05,2.13532402474413e-05,3.74549562324804e-05,"v_2935",311,3.88726919339164e-05,29790.6613205321
"Desulfovibrio_sp._G11",1.70058330007192e-05,2.47580901365276e-05,2.69980514449827e-05,2.59824055810207e-05,3.15574633795361e-05,3.38582948046388e-05,2.66915503093017e-05,2.94674439523549e-05,"v_2946",146,3.88711809064759e-05,49097.3247162124
"Rugosibacter_aromaticivorans",3.6369617635992e-05,4.11917209807734e-05,3.32584691713555e-05,4.33040093017012e-05,4.68341445155388e-05,5.12533820437193e-05,2.95386490089605e-05,4.29058936668904e-05,"v_2799",305,3.88696699965017e-05,60663.6818060173
"Corynebacterium_falsenii",2.77237949759625e-05,3.26519739481741e-05,4.2101309209857e-05,3.35606072088184e-05,4.08095378703546e-05,4.24781817847189e-05,2.98945363464179e-05,4.72774375499321e-05,"v_3612",156,3.88681592039801e-05,56666.0640871624
"Paenibacillus_stellifer",2.15073770303214e-05,2.92791326831978e-05,3.12238334102843e-05,4.87170104644138e-05,3.84427281168894e-05,3.96825427641524e-05,2.63356629718443e-05,3.57818962278595e-05,"v_4693",386,3.88681592039801e-05,19329.4711347508
"Hymenobacter_sp._BRD67",3.59408991569823e-05,3.93258938980206e-05,3.98319077840469e-05,4.87170104644138e-05,5.22849790992768e-05,5.03991590096573e-05,2.98945363464179e-05,4.07471065641538e-05,"v_5596",312,3.88575869438508e-05,46991.9340891283
"Dysosmobacter_sp._Marseille-Q4140",2.65090926187682e-05,3.6168340373362e-05,4.98485761462434e-05,5.08822109294989e-05,5.93136868519917e-05,5.42819909826663e-05,3.95034944577665e-05,5.58586162833102e-05,"v_4945",270,3.88530577356438e-05,75944.7416884385
"Deinococcus_deserti",2.42940471438846e-05,3.10731971858448e-05,3.83450585740334e-05,5.84604125572966e-05,4.5543157377285e-05,4.58174172815066e-05,3.13180856962473e-05,4.16106214052484e-05,"v_5408",397,3.88470204335328e-05,33455.9346547431
"Deinococcus_psychrotolerans",2.63661864590983e-05,3.06426217052095e-05,3.69364645855995e-05,4.97996106969564e-05,4.61886509464119e-05,4.65939836761084e-05,3.59446210831929e-05,4.24741362463431e-05,"v_5407",395,3.88440024860162e-05,32757.7235861693
"Alistipes_senegalensis",2.40796879043798e-05,3.12167223460565e-05,3.89711003466706e-05,5.3047411394584e-05,4.48976638081582e-05,4.79141465469315e-05,3.84358324453944e-05,3.92899252698066e-05,"v_6056",394,3.88424936880948e-05,32436.8342623275
"Desulfomicrobium_orale",2.57231087405837e-05,3.49483765115621e-05,4.29621166472333e-05,5.73778123247541e-05,4.47542207927966e-05,5.76212264794541e-05,3.63005084206503e-05,4.40392568958271e-05,"v_2976",391,3.88259046435782e-05,26588.5870416816
"Synechococcus_sp._SynAce01",1.97925031142825e-05,2.66956797993863e-05,3.53713601540063e-05,3.24780069762759e-05,3.3709108609959e-05,3.60326807095239e-05,2.81150996591311e-05,3.46485329989228e-05,"v_5223",162,3.88168620448723e-05,50631.6946187762
"Sulfurimonas_sp._HSL-3221",2.72950764969527e-05,2.80591688213979e-05,3.8423313795613e-05,4.11388088366161e-05,4.21005250086084e-05,4.37206880160818e-05,3.2029860371162e-05,3.65914413913858e-05,"v_3025",311,3.88138487812451e-05,26114.4649925022
"Musicola_paradisiaca",1.77203637990688e-05,1.89453211479515e-05,2.14419307128268e-05,2.59824055810207e-05,2.72541729186903e-05,3.01307761105501e-05,1.74384795354104e-05,2.18037497376399e-05,"v_1623",284,3.88123423248593e-05,23802.7077408842
"Candidatus_Velamenicoccus_archaeovorus",1.15039458534277e-05,1.73665443856223e-05,1.76856800770031e-05,1.73216037206805e-05,2.53894137189904e-05,2.2753395361833e-05,1.67267048604957e-05,2.2073598125482e-05,"v_5551",148,3.87972841901067e-05,227765.096447563
"Ammonifex_degensii",1.41477098073211e-05,1.82276953468928e-05,2.93457080923725e-05,3.24780069762759e-05,3.23463999640245e-05,3.26934452127361e-05,2.42003389471002e-05,2.93055349196497e-05,"v_5143",320,3.87927690278532e-05,18748.3485953774
"Cloacibacillus_porcorum",1.86492538369232e-05,2.55474785176922e-05,3.20846408476606e-05,2.81476060461058e-05,3.85144496245702e-05,3.49454877570813e-05,2.42003389471002e-05,3.70771684895015e-05,"v_6246",164,3.87912642073005e-05,60677.4320964085
"Sutterella_wadsworthensis",1.77203637990688e-05,2.20311120925043e-05,1.87812531791184e-05,2.05694044183081e-05,2.45287556268212e-05,2.80340468451252e-05,2.34885642721855e-05,2.50959000693133e-05,"v_2733",89,3.87897595034911e-05,60890.9597892657
"Desulfovibrio_fairfieldensis",2.87955911734868e-05,3.77471171356913e-05,4.2570840539335e-05,6.17082132549242e-05,5.50103963911459e-05,5.52138706561885e-05,3.23857477086194e-05,4.49027717369218e-05,"v_2951",403,3.87867504460476e-05,23067.2644078812
"Sulfitobacter_sp._BSw21498",1.71487391603892e-05,1.93041340484809e-05,1.94855501733353e-05,1.73216037206805e-05,1.98668576275716e-05,2.34523051169746e-05,1.88620288852399e-05,2.52038394244501e-05,"v_756",143,3.87822377351173e-05,143922.064211535
"Brevibacillus_composti",2.5294390261574e-05,2.99249959041507e-05,4.53097732946231e-05,4.43866095342437e-05,4.17419174702046e-05,4.54291340842057e-05,3.55887337457356e-05,4.55504078677428e-05,"v_4739",185,3.87822377351173e-05,47202.5142533248
"Paenibacillus_dendritiformis",2.62232802994284e-05,3.43742758707151e-05,4.35881584198706e-05,8.55254183708599e-05,4.99898908534924e-05,4.77588332680112e-05,4.12829311450533e-05,4.50107110920586e-05,"v_4690",361,3.87792298444953e-05,39461.244118959
"Pantoea_sp._Z09",3.74414138335163e-05,4.2626972582891e-05,4.29621166472333e-05,6.27908134874667e-05,5.18546500531923e-05,5.49032440983478e-05,3.30975223835341e-05,4.51186504471954e-05,"v_1556",384,3.87596899224806e-05,26121.7820390336
"Vescimonas_coprocola",1.76489107192338e-05,2.40404643354688e-05,3.4980084046108e-05,5.84604125572966e-05,3.59324753480627e-05,4.40313145739225e-05,2.77592123216738e-05,3.52421994521754e-05,"v_4948",377,3.87596899224806e-05,19414.7332373449
"Brevibacillus_marinus",3.37258536820987e-05,4.04023325996088e-05,5.03181074757213e-05,6.17082132549242e-05,5.88116362982264e-05,6.42220408335695e-05,4.306236783234e-05,5.86650395168678e-05,"v_4738",389,3.87566855282536e-05,37651.2320271729
"Hahella_chejuensis",2.94386688920014e-05,3.3871937809974e-05,2.46503947975929e-05,3.4643207441361e-05,3.1270577348813e-05,3.54890842333026e-05,1.95738035601546e-05,3.15182916999547e-05,"v_1804",236,3.87551835057939e-05,46266.0643794275
"Xylella_fastidiosa",2.15073770303214e-05,2.30357882139865e-05,1.92507845085963e-05,2.05694044183081e-05,2.51025276882673e-05,2.80340468451252e-05,1.28119441484648e-05,2.7146747816913e-05,"v_997",104,3.8753681599752e-05,161811.64562318
"Pseudomonas_cedrina",2.35795163455351e-05,3.27954991083858e-05,2.81718797686776e-05,3.78910081389885e-05,3.28484505177898e-05,3.54114275938424e-05,2.02855782350693e-05,3.02230194383127e-05,"v_1218",345,3.87506781368674e-05,19805.1233481459
"Eggerthella_sp._YY7918",1.63627552822047e-05,1.95194217887986e-05,2.61372440076064e-05,1.94868041857655e-05,3.33505010715552e-05,2.99754628316298e-05,2.20650149223561e-05,2.86039291112603e-05,"v_4444",135,3.87506781368674e-05,56006.731896148
"Synechococcus_sp._NB0720_10",1.586258372336e-05,1.77971198662575e-05,2.40243530249556e-05,1.8404203953223e-05,2.65369578418826e-05,2.43065281510366e-05,1.99296908976119e-05,3.09246252467021e-05,"v_5227",134,3.87506781368674e-05,170860.264424112
"Mixta_theicola",1.83634415175834e-05,2.66956797993863e-05,2.21462277070438e-05,2.27346048833931e-05,2.43853126114597e-05,2.82670167635058e-05,1.45913808357516e-05,2.43942942609239e-05,"v_1590",124,3.87491765799977e-05,108041.498037237
"Methylomicrobium_sp._wino1",3.23682451652345e-05,3.56660023126209e-05,3.67016989208605e-05,4.65518099993288e-05,4.05943733473123e-05,4.21675552268781e-05,3.59446210831929e-05,3.81565620408698e-05,"v_1828",385,3.87491765799977e-05,21640.246544073
"Denitrobacterium_detoxificans",2.02926746731272e-05,2.2174637252716e-05,2.55112022349691e-05,2.27346048833931e-05,3.10554128257707e-05,2.92765530764881e-05,2.52680009594723e-05,2.97912620177654e-05,"v_4453",132,3.87476751394916e-05,38525.6924520734
"Hahella_sp._KA22",2.32937040261953e-05,3.70294913346326e-05,2.51981813486505e-05,4.11388088366161e-05,3.22746784563437e-05,3.89059763695506e-05,2.17091275848987e-05,3.34612000924177e-05,"v_1805",261,3.87461738153357e-05,31354.6077402067
"Megasphaera_elsdenii",1.83634415175834e-05,1.92323714683751e-05,2.60589887860267e-05,2.70650058135632e-05,3.21312354409822e-05,2.88106132397271e-05,2.20650149223561e-05,2.77404142701656e-05,"v_5193",259,3.87446726075165e-05,23568.8009324868
"Alistipes_sp._dk3624",2.14359239504864e-05,2.23899249930336e-05,3.05195364160674e-05,2.70650058135632e-05,3.36373871022782e-05,3.84400365327895e-05,2.77592123216738e-05,2.98452316953338e-05,"v_6059",141,3.87416705408337e-05,48756.2778870366
"Desulfuromonas_sp._AOP6",3.1653714366885e-05,4.48516125661732e-05,5.15701910209959e-05,6.71212144176369e-05,6.39038633435606e-05,7.16770782217468e-05,4.41300298447121e-05,5.39157078908472e-05,"v_2938",391,3.87356678029129e-05,47594.8523663583
"Nissabacter_sp._SGAir0207",4.33005663799826e-05,4.3775173864585e-05,4.70313881693756e-05,5.19648111620414e-05,5.35759662375306e-05,5.90190459897374e-05,4.76889032192857e-05,5.17029511105422e-05,"v_1550",330,3.87296669248644e-05,52306.1545781648
"Desulfatibacillum_aliphaticivorans",2.82954196146421e-05,3.62401029534679e-05,4.29621166472333e-05,5.08822109294989e-05,5.40062952836152e-05,5.28841714723831e-05,3.66563957581077e-05,4.63059833537006e-05,"v_2982",332,3.87266671830222e-05,36181.9785085183
"Parolsenella_massiliensis",3.39402129216035e-05,3.98282319587618e-05,5.52481864352399e-05,5.95430127898391e-05,5.76640921753341e-05,5.79318530372948e-05,5.48066499684328e-05,5.93126756476888e-05,"v_4459",370,3.87221684414327e-05,54973.5102679432
"Actinomyces_sp._oral_taxon_897",2.01497685134573e-05,2.66956797993863e-05,3.62321675913825e-05,6.71212144176369e-05,3.70082979632741e-05,3.96048861246922e-05,3.41651843959062e-05,4.52265898023323e-05,"v_4325",357,3.87206690931619e-05,25970.825839545
"Alistipes_indistinctus",2.35795163455351e-05,1.82276953468928e-05,2.59024783428674e-05,2.38172051159357e-05,3.15574633795361e-05,3.7818783417108e-05,2.06414655725266e-05,2.80102626580077e-05,"v_6057",142,3.87191698609982e-05,37231.0585286916
"Paenibacillus_sp._H1-7",1.85778007570883e-05,2.21028746726101e-05,3.25541721771385e-05,3.78910081389885e-05,3.65779689171896e-05,3.42465780019397e-05,2.7047437646759e-05,3.30294426718703e-05,"v_4654",323,3.87146728610143e-05,11144.5727786113
"Thermus_sp._CCB_US3_UF1",1.24328358912821e-05,1.84429830872104e-05,3.27889378418775e-05,2.59824055810207e-05,3.38525516253205e-05,3.60326807095239e-05,2.88268743340458e-05,2.95214136299233e-05,"v_5414",140,3.87131740931439e-05,49374.6630508448
"Lonsdalea_britannica",1.40048036476511e-05,1.79406450264693e-05,1.76074248554235e-05,1.94868041857655e-05,2.10144017504638e-05,2.4073558232656e-05,1.24560568110075e-05,2.077832586384e-05,"v_1622",216,3.87086784857165e-05,134427.175341786
"Desulfovibrio_ferrophilus",1.76489107192338e-05,2.36098888548336e-05,3.11455781887046e-05,2.59824055810207e-05,3.29918935331514e-05,3.18392221786741e-05,2.52680009594723e-05,2.87658381439655e-05,"v_2952",182,3.87056819941167e-05,56237.5056648345
"Pseudodesulfovibrio_tunisiensis",3.12249958878753e-05,3.89670809974913e-05,5.07093835836196e-05,5.84604125572966e-05,5.72337631292495e-05,6.01838955816401e-05,4.09270438075959e-05,4.90044672321214e-05,"v_2960",355,3.86981927943965e-05,45036.8315819602
"Collinsella_stercoris",3.20824328458947e-05,3.66706784341032e-05,4.71096433909553e-05,5.41300116271265e-05,4.53279928542427e-05,5.09427554858786e-05,3.77240577704797e-05,5.74777066103626e-05,"v_4466",274,3.86907064923006e-05,33235.5206865727
"Synechococcus_sp._CBW1107",2.80096072953023e-05,4.13352461409852e-05,5.27440193446908e-05,6.82038146501794e-05,4.95595618074078e-05,6.04945221394808e-05,4.59094665319989e-05,5.80713730636152e-05,"v_5222",361,3.86787344318094e-05,33850.5993921455
"Actinomyces_sp._oral_taxon_171",2.43655002237196e-05,2.97097081638331e-05,3.59191467050639e-05,2.92302062786483e-05,3.55738678096589e-05,3.93719162063116e-05,3.34534097209914e-05,4.27979543117536e-05,"v_4321",127,3.8677238445175e-05,104539.291033663
"Mixta_calida",2.5365843341409e-05,3.150377266648e-05,2.91109424276335e-05,4.76344102318713e-05,3.29918935331514e-05,3.76634701381877e-05,2.27767895972708e-05,3.51342600970386e-05,"v_1589",349,3.86742468190432e-05,15503.0477236232
"Gallionella_capsiferriformans",2.51514841019041e-05,3.41589881303975e-05,2.44938843544335e-05,4.00562086040736e-05,3.66496904248703e-05,4.00708259614533e-05,2.27767895972708e-05,3.11405039569758e-05,"v_2757",290,3.86712556556711e-05,35102.2102072597
"Neisseria_shayeganii",1.70772860805542e-05,1.97347095291162e-05,1.85464875143794e-05,2.05694044183081e-05,2.3381211503929e-05,2.57043476613198e-05,2.17091275848987e-05,2.26132949011661e-05,"v_2842",107,3.86712556556711e-05,60334.4818858556
