"","Ia7iM2MAIPOOB100245","P0ZQM2MAIPOOA100240","qU3SM2MAIPOOM070605","B7zTM2MAIPOOA070610","c5isM2MAIPOOA070615","TgLUM2MAIPOOM070620","pse1M2MAIPOOA100685","AJwcM2MAIPOOA100700","nodos","degrees","closeness","betweenness"
"Pandoraea_oxalativorans",9.06739583105577e-05,0.000121781098439673,9.37497554524326e-05,0.000133159828602731,0.00012859666327161,0.000130230184374723,8.18540876151918e-05,0.000115171291930999,"v_2542",361,3.47717236343406e-05,29922.0655166636
"Hydrogenibacillus_sp._N12",6.24499917757505e-05,7.81494497353001e-05,0.000128260308169063,0.000132077228370189,0.000133473725793902,0.000126425009041174,9.82249051382302e-05,0.000134168618435081,"v_4557",201,3.47705146036161e-05,21493.2258006689
"Deinococcus_maricopensis",8.48148057640914e-05,9.85300224853692e-05,0.000118869681579503,0.000141820630463071,0.000141434813146466,0.000139316011191564,0.000103207327862633,0.000126990651318482,"v_5395",334,3.47705146036161e-05,18338.4919020271
"Phaeobacter_sp._LSS9",6.57368334481584e-06,8.03740897185823e-06,1.47119816569761e-05,0,7.74592282952249e-06,1.29686587898502e-05,1.13883947986354e-05,1.22511168080303e-05,"v_781",109,3.47680967943815e-05,18387.0885610802
"Salinibacterium_sp._M195",2.61518272195935e-05,2.15287740317631e-05,2.44156291328539e-05,2.16520046508506e-05,2.35246545192905e-05,2.72574804505234e-05,3.48769590708209e-05,2.90356865318076e-05,"v_3842",24,3.47656793213739e-05,6220.84869920243
"Asticcacaulis_excentricus",0.000103178247281675,0.000111519049484533,9.93058761845884e-05,0.000113673024416966,0.000119846639334556,0.000127745171911997,8.64806230021375e-05,0.000104161477707042,"v_851",294,3.47632621845234e-05,24349.0509573045
"Corynebacterium_epidermidicanis",1.19326643324375e-05,1.15537753970462e-05,1.36164085548608e-05,1.62390034881379e-05,1.75000478741064e-05,1.39781951028325e-05,2.02855782350693e-05,1.69464787564825e-05,"v_3636",25,3.47608453837597e-05,8865.20101819683
"Rosistilla_carotiformis",9.18886606677519e-05,0.000114030739788239,8.78806138339581e-05,0.000115838224882051,9.49592761693313e-05,0.000140869143980768,0.000106766201237207,0.000123212773888693,"v_5470",111,3.47572208126238e-05,11649.3539178228
"Acidothermus_cellulolyticus",5.95918685823523e-05,6.56627607968775e-05,0.000109713820654683,8.66080186034024e-05,9.4457225615566e-05,9.12465513657124e-05,9.46660317636566e-05,0.000122781016468146,"v_4416",244,3.47560127902127e-05,26187.0217406265
"Zymobacter_palmae",1.62913022023697e-05,1.80124076065751e-05,1.41641951059184e-05,2.05694044183081e-05,1.74283263664256e-05,2.00354129807266e-05,9.60895811134861e-06,1.71083877891877e-05,"v_1768",174,3.47511815401724e-05,3512.30267046927
"Serratia_sp._1D1416",8.50291650035962e-06,8.53974703259937e-06,1.35381533332812e-05,0,1.31250359055798e-05,1.36675685449918e-05,0,7.33987614930452e-06,"v_1509",135,3.47499739375195e-05,15586.2767487946
"Thiomonas_arsenitoxydans",9.37464407434607e-05,0.000105634517915851,8.11506647781073e-05,0.000113673024416966,0.000119918360842237,0.000138151161599662,0.000102495553187718,0.000118571381617809,"v_2722",255,3.47487664187921e-05,13212.8483860594
"Arthrobacter_dokdonellae",6.78089727633721e-05,7.32695942881005e-05,8.76458481692191e-05,7.3616815812892e-05,7.86784939257979e-05,7.43950606028531e-05,0.000101783778512804,0.000117491988066441,"v_3923",211,3.47487664187921e-05,11456.3116105747
"Shewanella_marisflavi",7.57402646250521e-06,8.25269671217586e-06,9.15586092482021e-06,0,1.032789710603e-05,1.17261525584873e-05,1.24560568110075e-05,8.47323937824125e-06,"v_1944",188,3.47475589839814e-05,8521.66085359341
"Leucobacter_sp._H21R-36",8.81016474364993e-05,8.755034772917e-05,0.000117069811483171,0.000101764421858998,0.000115399905858349,0.000111980874101581,9.82249051382302e-05,0.000121809562271914,"v_3826",214,3.47475589839814e-05,23676.6507507358
"Lysobacter_sp._HDW10",5.83771662251581e-05,5.10949570353845e-05,3.30237035066165e-05,5.41300116271265e-05,3.39242731330013e-05,4.5972730560427e-05,2.34885642721855e-05,3.97216826903539e-05,"v_907",60,3.47463516330785e-05,11166.2686566735
"Microbacterium_sp._PAMC21962",5.03029682038082e-05,3.17908229869035e-05,3.96753973408876e-05,0,3.96619937474624e-05,5.61457503297107e-05,0,4.16106214052484e-05,"v_3740",16,3.47463516330785e-05,4669.25980817237
"Paenibacillus_bovis",6.6451364246508e-06,7.10449543048183e-06,8.52981915218293e-06,0,9.03690996777624e-06,1.02506764087439e-05,1.1032507461178e-05,9.71454196231481e-06,"v_4718",194,3.47439371829616e-05,53055.7719881687
"Comamonas_fluminis",6.45221310909642e-05,6.57345233769834e-05,3.98319077840469e-05,6.60386141850943e-05,7.136290014236e-05,6.39114142757288e-05,4.37741425072548e-05,5.00838607834897e-05,"v_2394",54,3.474273008373e-05,1068.67360149063
"Plantibacter_sp._PA-3-X8",7.29535945114889e-05,7.07579039843948e-05,8.70198063965818e-05,6.17082132549242e-05,7.65985702030558e-05,7.8200235936402e-05,8.22099749526492e-05,9.00753918616856e-05,"v_3853",148,3.474273008373e-05,17757.5196861708
"Dietzia_psychralcaliphila",7.21676106333044e-05,8.31728303427115e-05,0.000111200669864697,9.2021019766115e-05,9.25924664158661e-05,9.6682516127925e-05,0.000103207327862633,0.000123428652598966,"v_3705",265,3.47391092892378e-05,29934.0045205661
"Comamonas_piscis",7.00240182382557e-05,9.31478289774284e-05,5.8221884855267e-05,8.11950174406897e-05,8.97236061086356e-05,8.11511882358889e-05,5.94331853553784e-05,6.09857356523096e-05,"v_2392",103,3.47366958454912e-05,15539.083425766
"Planococcus_sp._MB-3u-03",1.33617259291366e-05,2.56192410977981e-05,8.06028782270497e-06,0,9.39551750618006e-06,1.15708392795669e-05,9.60895811134861e-06,1.62448729480931e-05,"v_4759",84,3.47366958454912e-05,26557.7052990251
"Gordonia_pseudoamarae",7.55259053855472e-05,8.2311679381441e-05,0.000107366164007293,8.55254183708599e-05,8.70699103244473e-05,9.72261126041463e-05,0.000101072003837889,0.000122781016468146,"v_3692",257,3.47354892493661e-05,18489.0786368131
"Rothia_terrae",8.43146342052467e-06,6.02805672889367e-06,8.52981915218293e-06,0,8.89346695241472e-06,9.86239321144295e-06,8.8971834364339e-06,1.1819359387483e-05,"v_3973",178,3.47342827370615e-05,7859.98388909569
"Flavihumibacter_sp._IMCC34838",6.85949566415566e-05,4.99467557536904e-05,4.50750076298841e-05,5.41300116271265e-05,5.94571298673532e-05,7.14441083033663e-05,3.77240577704797e-05,3.1032564601839e-05,"v_5564",42,3.47318699638789e-05,7436.51436836205
"Cupriavidus_sp._USMAHM13",8.33142910875573e-05,0.00011783415653385,0.000102905616377253,0.000127746827440019,0.000132971675240136,0.000148557151287326,9.03953837141684e-05,0.000137514738444323,"v_2490",310,3.47294575258734e-05,25338.3925584599
"Rhodococcus_sp._WMMA185",4.78735634894197e-05,6.04240924491485e-05,6.81602979958838e-05,5.73778123247541e-05,5.77358136830149e-05,5.59904370507903e-05,6.86862561292697e-05,7.63131240817397e-05,"v_3521",102,3.47270454229754e-05,15580.4012519818
"Pantoea_sp._SO10",2.08642993118068e-05,2.05240979102808e-05,1.77639352985828e-05,3.13954067437334e-05,2.03689081813369e-05,2.22874555250719e-05,1.56590428481237e-05,2.12640529619557e-05,"v_1557",105,3.47258394971698e-05,1115.49097818683
"Syntrophobacter_fumaroxidans",7.44541091880229e-05,0.00010757210757871,0.000126069161964832,0.000146151031393242,0.00013612742157809,0.000155080309001981,8.64806230021375e-05,0.000119542835814041,"v_3003",342,3.47246336551149e-05,18988.0277472553
"Serratia_ficaria",7.57402646250521e-06,9.68794831429341e-06,1.11122414643117e-05,0,8.89346695241472e-06,1.18814658374077e-05,0,1.56512064948405e-05,"v_1528",136,3.47198111242275e-05,6469.99671218153
"Janthinobacterium_sp._Marseille",4.53727056951963e-05,0.000128239730649202,3.92841212329893e-05,5.3047411394584e-05,4.33197906391814e-05,5.56798104929496e-05,4.48418045196268e-05,4.23122272136378e-05,"v_2692",61,3.4717400361061e-05,7158.98659558974
"Paracoccus_contaminans",8.40288218859069e-05,0.000112308437865698,0.000123878015760602,0.000145068431160699,0.000103637578598704,0.000132404570279608,0.000125628230122447,0.000132009831332345,"v_693",195,3.47161951050165e-05,16988.3448307493
"Vibrio_cholerae",2.27220793875156e-05,2.77003559208686e-05,1.87812531791184e-05,5.73778123247541e-05,2.10861232581446e-05,2.35299617564348e-05,1.53031555106663e-05,1.82417510181245e-05,"v_2084",118,3.47161951050165e-05,3106.25145990883
"Metarhizium_acridum",2.12215647109816e-05,1.84429830872104e-05,1.87029979575387e-05,3.03128065111908e-05,2.40984265807367e-05,2.29863652802135e-05,3.13180856962473e-05,2.57975058777027e-05,"v_6335",44,3.47089653257436e-05,768.441232263633
"Rhizobium_sp._ZX09",7.85269347386153e-05,3.8536505516856e-05,5.30570402310094e-05,9.31036199986576e-05,5.64448265447611e-05,6.81825294460387e-05,4.09270438075959e-05,3.52421994521754e-05,"v_103",44,3.47077606552825e-05,16445.5336626197
"Paraburkholderia_dioscoreae",8.23854010497029e-05,0.000115250703650039,8.28722796528598e-05,9.85166211613702e-05,0.000130604865486671,0.000121843267313024,8.61247356646801e-05,9.72533589782849e-05,"v_2525",207,3.47077606552825e-05,19078.3496130605
"Alteromonas_mediterranea",8.07419802134989e-06,1.19125882975756e-05,1.1268751907471e-05,0,9.75412504458388e-06,1.64632075655583e-05,0,5.8826948549573e-06,"v_1984",133,3.47041471455839e-05,17772.0273810372
"Mycobacterium_paraseoulense",7.86698408982853e-05,7.03990910838654e-05,0.000103922934257788,0.000103929622324083,8.8074011431978e-05,8.62765264402608e-05,9.78690178007728e-05,0.000102380478347284,"v_3472",185,3.47041471455839e-05,4518.26508181111
"Mycobacterium_mantenii",0.000104821668117879,8.10917155196411e-05,0.000111670201194175,0.000110425223719338,0.000113319982135607,0.000108796951883713,0.000101072003837889,0.000113120444183399,"v_3446",89,3.47029428095503e-05,6449.35355437761
"Mycobacterium_heidelbergense",7.89556532176251e-05,7.8221212315406e-05,0.000116443769710534,0.000116920825114593,0.00010514373026,9.40421903862789e-05,0.000102139665850261,0.000109504475786315,"v_3444",184,3.47005343882296e-05,8795.58623775865
"Brevundimonas_vesicularis",6.93094874399062e-05,8.84832612705464e-05,7.56727992675311e-05,0.000113673024416966,7.79612788489903e-05,8.11511882358889e-05,5.37389879560607e-05,6.79478240586352e-05,"v_847",117,3.46993303029252e-05,2317.30179392018
"Methylocystis_sp._SB2",8.46718996044215e-05,0.00011087318626358,9.14020988050428e-05,0.000108260023254253,0.000103924464629427,0.000114310573285386,0.000100004341825517,0.000113714110636652,"v_359",135,3.46981263011797e-05,5314.21402200096
"Pseudomonas_sp._R32",7.21676106333044e-06,1.15537753970462e-05,7.43424605006769e-06,0,1.25512638441337e-05,1.06389596060448e-05,0,9.71454196231481e-06,"v_1161",202,3.46957185483311e-05,24478.6349262452
"Rahnella_victoriana",1.15753989332627e-05,1.59312927835047e-05,1.38511742195998e-05,2.48998053484782e-05,1.67828327972987e-05,1.6307894286638e-05,6.4059720742324e-06,1.43019645556301e-05,"v_1533",195,3.46921075455334e-05,5798.77565838131
"Thiohalobacter_sp._COW1",9.33891753442859e-05,9.96782237670633e-05,0.000100088428400385,0.000132077228370189,9.68240353690312e-05,0.00012448359305467,7.75834395657036e-05,9.51485415531167e-05,"v_1703",160,3.46921075455334e-05,16929.1797399406
"Curtobacterium_sp._24E2",8.79587412768294e-05,8.83397361103347e-05,9.78972821961545e-05,0.000101764421858998,9.50309976770121e-05,8.95381052975884e-05,0.000109257412599408,0.000116412594515072,"v_3788",274,3.46921075455334e-05,14995.7445193676
"Octadecabacter_antarcticus",1.63627552822047e-05,1.97347095291162e-05,1.72161487475252e-05,1.94868041857655e-05,1.72848833510641e-05,1.89482200282841e-05,1.42354934982942e-05,1.96449626349033e-05,"v_804",60,3.46909040449594e-05,1493.57925536386
"Pseudomonas_sp._Leaf58",6.13781955782262e-05,0.000152280194984671,2.85631558765759e-05,4.65518099993288e-05,3.53587032866166e-05,3.72751869408868e-05,2.81150996591311e-05,3.33532607372808e-05,"v_1033",74,3.46909040449594e-05,4943.1935905857
"Vibrio_campbellii",8.43146342052467e-06,1.07643870158816e-05,9.15586092482021e-06,0,1.1834048767326e-05,1.79386837153018e-05,1.81502542103251e-05,8.85102712122016e-06,"v_2065",112,3.46897006278836e-05,2464.44360494331
"Mucilaginibacter_xinganensis",2.63661864590983e-05,1.8658270827528e-05,9.46888181113885e-06,0,1.49897951052796e-05,1.7628057157461e-05,1.35237188233795e-05,1.03082084155674e-05,"v_6008",84,3.46884972942972e-05,45752.2735657848
"Klebsiella_aerogenes",6.49508495699739e-05,7.74318239342414e-05,3.59974019266436e-05,4.22214090691587e-05,4.47542207927966e-05,4.37983446555419e-05,3.2029860371162e-05,4.31217723771641e-05,"v_1379",52,3.46800762961678e-05,41391.2676485854
"Campylobacter_showae",6.6451364246508e-06,8.61150961270525e-06,1.65901069748879e-05,0,1.05430616290723e-05,1.39781951028325e-05,1.42354934982942e-05,1.14955413220725e-05,"v_3012",115,3.46800762961678e-05,11176.9191033445
"Yersinia_enterocolitica",1.31473666896317e-05,1.31325521593755e-05,1.11904966858914e-05,0,1.85041489816371e-05,1.41335083817529e-05,2.45562262845575e-05,9.12087550906224e-06,"v_1538",52,3.46788736301845e-05,8937.39150793607
"Microbulbifer_variabilis",9.93197809705872e-06,1.01902863750345e-05,9.70364747587783e-06,0,9.68240353690312e-06,1.19591224768678e-05,7.47363408660447e-06,9.98439035015689e-06,"v_1894",124,3.46776710476124e-05,5541.54569208184
"Parasaccharibacter_sp._TMW_2.1888",9.6461657777189e-06,1.04055741153522e-05,8.68632959534225e-06,0,9.61068202922235e-06,1.31239720687705e-05,0,1.03082084155674e-05,"v_648",182,3.46752661326676e-05,22912.1730752349
"Microbacterium_sp._SGAir0570",7.10243613559451e-05,5.74100640847017e-05,6.76907666664058e-05,0.000150481432323412,8.29817843866438e-05,9.45857868625001e-05,9.68013557884008e-05,8.45704847497073e-05,"v_3736",65,3.46752661326676e-05,1424.58823026278
"Treponema_socranskii",7.85983878184503e-06,7.53507091111709e-06,7.66901171480667e-06,0,9.39551750618006e-06,1.04836463271244e-05,9.96484544880596e-06,8.79705744365174e-06,"v_6208",166,3.46704573033318e-05,9454.28649503504
"Pseudomonas_sp._B14-6",7.85983878184503e-06,1.21996386179991e-05,6.49518339111177e-06,0,1.26229853518144e-05,1.04059896876642e-05,0,1.07939355136831e-05,"v_1158",163,3.46680533888022e-05,20606.8590297007
"Bacillus_atrophaeus",5.35898098762161e-06,1.1697300557258e-05,1.79987009633218e-05,0,1.11168336905184e-05,1.36675685449918e-05,2.5979775634387e-05,1.41400555229249e-05,"v_4506",83,3.46656498076056e-05,20217.4818936698
"Plantibacter_sp._M259",6.8023332002877e-05,7.15472923655594e-05,8.18549617723243e-05,6.27908134874667e-05,7.18649506961254e-05,7.26866145347292e-05,7.97187635904477e-05,9.64977834923271e-05,"v_3854",142,3.46644481419856e-05,7408.99363160374
"Serratia_grimesii",6.78804258432071e-06,8.68327219281113e-06,7.98203260112531e-06,0,9.96928956762617e-06,9.47411001414205e-06,5.33831006186034e-06,7.93354260255709e-06,"v_1524",254,3.46620450606586e-05,33864.3650782833
"Streptomyces_sp._endophyte_N2",6.60226457674983e-05,5.42525105600431e-05,9.33584793445343e-05,6.60386141850943e-05,8.69981888167665e-05,8.48787069299776e-05,8.57688483272227e-05,7.76623660209501e-05,"v_3190",48,3.46620450606586e-05,2934.53007329635
"Pseudopedobacter_saltans",1.80061761184086e-05,1.33478398996931e-05,1.18165384585286e-05,0,1.24078208287721e-05,1.46771048579742e-05,1.21001694735501e-05,6.53033098577829e-06,"v_6050",95,3.46608436449343e-05,15732.2172929849
"Streptomyces_sp._XC_2026",8.30999318480525e-05,8.95596999721346e-05,0.000129668902157496,0.000119086025579678,9.28793524465892e-05,0.000105845999584226,0.000110680961949238,0.000112472808052578,"v_3162",262,3.4658441063321e-05,12238.1987262537
"Corynebacterium_choanae",6.85949566415566e-06,7.31978317079946e-06,8.45156393060327e-06,0,8.67830242937242e-06,8.77520025900042e-06,7.47363408660447e-06,8.74308776608333e-06,"v_3648",275,3.4658441063321e-05,31441.4424383125
"Faecalibaculum_rodentium",6.43077718514593e-06,9.25737283365814e-06,1.00949235837761e-05,0,9.39551750618006e-06,1.21920923952484e-05,9.96484544880596e-06,9.60660260717798e-06,"v_5174",155,3.46536368991926e-05,10777.8007987386
"Streptomyces_auratus",8.25283072093728e-05,6.96814652828066e-05,0.000117539342812649,9.09384195335725e-05,0.000111455222935907,0.000103904583597722,9.39542570887419e-05,0.000115009382898294,"v_3344",200,3.46488340667337e-05,31892.6131940262
"Bacillus_badius",5.8591525464663e-06,8.03740897185823e-06,2.07376337186099e-05,0,1.2766428367176e-05,1.3745225184452e-05,1.53031555106663e-05,1.09558445463884e-05,"v_4515",108,3.46488340667337e-05,3841.97697793933
"Nitrogeniibacter_aestuarii",9.12455829492373e-05,0.000118623544915015,0.000100479704508283,0.000126664227207476,0.000127520840656398,0.00013302582339529,9.18189330639978e-05,0.000112202959664736,"v_2788",349,3.46464331497072e-05,20780.9714263311
"Rhodococcus_sp._PSBB049",3.96564593083999e-05,3.95411816383383e-05,0.000100636214951443,0,4.81968531614733e-05,4.61280438393474e-05,0.000107477975912121,7.10240956800349e-05,"v_3537",90,3.46452328159645e-05,13048.826584176
"Pseudomonas_sp._PP3",2.35080632657001e-05,3.71730164948443e-05,1.94855501733353e-05,4.54692097667863e-05,2.48156416575443e-05,2.89659265186474e-05,2.56238882969296e-05,2.23434465133241e-05,"v_1074",88,3.46416323137146e-05,2157.34490232324
"Kocuria_sp._BT304",3.158226128705e-05,3.35848874895505e-05,4.60923255104197e-05,0,3.3709108609959e-05,3.01307761105501e-05,4.98242272440298e-05,4.8950497554553e-05,"v_3935",54,3.46404323125953e-05,8908.9193122148
"Trichoderma_pleuroti",1.70058330007192e-05,2.71980178601274e-05,1.38511742195998e-05,1.8404203953223e-05,1.77869339048294e-05,1.83269669126027e-05,2.42003389471002e-05,2.33149007095555e-05,"v_6343",17,3.4636832808008e-05,13821.5929365261
"Maridesulfovibrio_salexigens",6.28787102547602e-06,7.10449543048183e-06,7.43424605006769e-06,0,8.89346695241472e-06,1.06389596060448e-05,8.18540876151918e-06,9.06690583149382e-06,"v_2971",260,3.46356331393738e-05,24997.0068583181
"Bacillus_sp._JY-23",3.92991939092252e-06,1.20561134577873e-05,3.64669332561215e-05,5.3047411394584e-05,2.18033383349522e-05,3.19168788181343e-05,1.67267048604957e-05,1.06859961585463e-05,"v_4482",152,3.46332340513957e-05,6388.01489983689
"Alteromonas_sp._RKMC-009",6.93094874399062e-06,7.10449543048183e-06,8.92109526008123e-06,0,9.96928956762617e-06,8.93051353792078e-06,1.03207327862633e-05,1.090187486882e-05,"v_1979",179,3.46296360425252e-05,30678.8171768456
"Acutalibacter_muris",7.93129186167999e-06,1.21996386179991e-05,1.4946747321715e-05,2.05694044183081e-05,1.5778731689768e-05,1.77833704363814e-05,1.63708175230384e-05,1.66766303686404e-05,"v_4959",178,3.46272377852419e-05,5387.21429867846
"Paenibacillus_xylanilyticus",1.28615543702919e-05,4.4349274505432e-05,3.62321675913825e-05,3.24780069762759e-05,2.73976159340518e-05,2.16662024093904e-05,6.05008473677505e-05,4.71155285172268e-05,"v_4702",30,3.46212435950699e-05,6817.6967729679
"Corynebacterium_lactis",1.4219162887156e-05,1.72947818055164e-05,2.7154561888142e-05,3.78910081389885e-05,2.38115405500136e-05,2.42288715115764e-05,2.66915503093017e-05,2.622926329825e-05,"v_3629",83,3.46200450060585e-05,2958.15715486091
"Citrobacter_freundii",8.64582266002953e-05,9.62336199219812e-05,0.000100166683621965,0.000147233631625784,0.00012952904287146,0.000135433179218555,0.000106054426562292,0.000100005812534274,"v_1422",255,3.4616449736915e-05,12433.6120471626
"Flaviflexus_ciconiae",1.65771145217095e-05,1.77253572861516e-05,2.53546917918098e-05,3.03128065111908e-05,2.37398190423328e-05,2.12002625726293e-05,2.38444516096428e-05,2.94134742747865e-05,"v_4353",92,3.46092614383609e-05,2989.52176360179
"Pseudomonas_sp._R2-37-08W",1.29330074501268e-05,1.39219405405402e-05,1.75291696338438e-05,0,1.17623272596453e-05,1.51430446947352e-05,0,1.58670852051142e-05,"v_1159",38,3.46080636788372e-05,2039.41832684579
"Streptomyces_rochei",5.80199008259833e-05,4.71480151295612e-05,7.79422006933413e-05,0,6.82071538044064e-05,5.80871663162152e-05,7.15333548289285e-05,7.02145505165087e-05,"v_3362",88,3.46080636788372e-05,2313.06911406768
"Dongshaea_marina",8.36001034068971e-06,1.04773366954581e-05,1.03296892485151e-05,2.27346048833931e-05,1.45594660591951e-05,1.56089845314963e-05,9.60895811134861e-06,1.13876019669357e-05,"v_1878",196,3.46032734696702e-05,3993.4456324418
"Pseudomonas_amygdali",6.19498202169058e-05,6.54474730565599e-05,6.47170682463787e-05,0,8.87195050011049e-05,8.43351104537563e-05,6.05008473677505e-05,6.30365833999094e-05,"v_1235",33,3.46020761245675e-05,913.494949864592
"Campylobacter_curvus",5.8591525464663e-06,6.31510704931718e-06,7.98203260112531e-06,0,8.60658092169166e-06,1.00953631298235e-05,5.33831006186034e-06,8.25736066796759e-06,"v_3013",329,3.46020761245675e-05,54707.9916090475
"Thermus_scotoductus",7.50257338267026e-06,8.61150961270525e-06,1.72161487475252e-05,3.35606072088184e-05,1.46311875668758e-05,1.98024430623461e-05,1.13883947986354e-05,1.52734187518616e-05,"v_5419",226,3.45996816829285e-05,7778.36228414643
"Pseudovibrio_brasiliensis",1.79347230385737e-05,2.46145649763158e-05,2.21462277070438e-05,2.81476060461058e-05,2.23053888887176e-05,2.33746484775144e-05,2.77592123216738e-05,2.66610207187973e-05,"v_372",59,3.45972875726543e-05,4611.44107874045
"Microcoleus_vaginatus",1.27901012904569e-05,3.17190604067977e-05,5.81436296336873e-05,1.94868041857655e-05,2.33094899962482e-05,2.04236961780275e-05,9.96484544880596e-06,1.65147213359352e-05,"v_5361",13,3.45960906417575e-05,2552.22424487016
"Sinorhizobium_sp._CCBAU_05631",5.26609198383617e-05,6.82462136806891e-05,7.53597783812125e-05,7.3616815812892e-05,4.94161187920463e-05,7.27642711741894e-05,5.19595512687739e-05,6.80557634137721e-05,"v_157",17,3.45889107951991e-05,2219.42150355969
"Paracoccus_marcusii",5.50188714729152e-05,0.000158810589774306,7.76291798070226e-05,9.31036199986576e-05,6.63423946047065e-05,8.8062629147845e-05,7.82952142406183e-05,8.47323937824125e-05,"v_697",52,3.45877144438295e-05,3599.72115955404
"Actinobacillus_sp._GY-402",6.93094874399062e-06,7.31978317079946e-06,5.79088639689483e-06,0,9.3237959984993e-06,9.08582681684115e-06,6.76185941168976e-06,7.50178518200977e-06,"v_2294",266,3.45877144438295e-05,32795.059340231
"Sodalis_glossinidius",1.36475382484764e-05,1.44242786012813e-05,1.72161487475252e-05,1.73216037206805e-05,1.5778731689768e-05,1.70844606812398e-05,1.13883947986354e-05,1.84036600508297e-05,"v_1658",94,3.45865181752153e-05,725.482179760578
"Stenotrophomonas_sp._ASS1",4.00137247075747e-05,2.47580901365276e-05,1.63553413101489e-05,0,2.16598953195907e-05,3.05967159473112e-05,2.27767895972708e-05,2.70388084617762e-05,"v_950",38,3.45841258862182e-05,9263.98990591676
"Corynebacterium_sp._FDAARGOS_1242",8.07419802134989e-06,9.54442315408165e-06,1.9563805394915e-05,0,1.19057702750068e-05,1.59196110893371e-05,2.17091275848987e-05,1.17653897099146e-05,"v_3588",101,3.45805380731724e-05,4575.44898490351
"Streptomyces_sp._S063",9.38178938232957e-05,9.37936921983813e-05,0.000124425802311659,0.000143985830928156,9.82584655226465e-05,0.000115397766237829,0.000101427891175346,0.000150143642995332,"v_3155",264,3.45793423009094e-05,11587.8744267173
"Kosakonia_radicincitans",1.00034311768937e-05,1.636186826414e-05,1.52597682080337e-05,2.27346048833931e-05,1.8217262950914e-05,2.22097988856117e-05,1.17442821360927e-05,1.17653897099146e-05,"v_1453",215,3.45781466113416e-05,3856.41350044994
"Paenibacillus_sp._19GGS1-52",4.64445018927206e-06,7.17625801058771e-06,7.35599082848803e-06,0,7.88936584488402e-06,1.00953631298235e-05,7.82952142406183e-06,1.03082084155674e-05,"v_4672",239,3.45781466113416e-05,40327.0364017252
"Bacillus_sp._FJAT-18017",1.02892434962335e-05,1.38501779604343e-05,3.77972720229757e-05,4.00562086040736e-05,2.01537436582946e-05,1.97247864228859e-05,2.81150996591311e-05,2.21815374806188e-05,"v_4474",87,3.45769510044604e-05,4294.89799399709
"Panacibacter_ginsenosidivorans",6.62370050070031e-05,7.40589826692651e-05,3.64669332561215e-05,5.73778123247541e-05,0.000111885551981992,7.11334817455256e-05,4.98242272440298e-05,3.96137433352171e-05,"v_5577",40,3.45697790991116e-05,6929.73863472974
"Streptomyces_sp._WA6-1-16",9.00308805920431e-05,9.09231889941463e-05,0.000129355881271178,9.63514206962852e-05,0.000105717502321446,0.00011617433263243,0.000108901525261951,0.000120946047430819,"v_3161",244,3.45685840707965e-05,22494.0633434044
"Fusarium_graminearum",4.13713332244388e-05,5.01620434940081e-05,1.59640652022506e-05,0,1.61373392281719e-05,3.23828186548954e-05,3.91476071203091e-05,1.82957206956929e-05,"v_6314",48,3.45661942620118e-05,29806.309101
"Pseudomonas_guangdongensis",0.000100463030247946,0.000110514373363051,0.000130216688708554,0.000162390034881379,0.000122572056626425,0.000140558517422927,7.97187635904477e-05,0.000111771202244189,"v_1254",282,3.4564999481525e-05,21663.8989399501
"Corynebacterium_sphenisci",8.40288218859069e-05,9.01338006129816e-05,0.00014046812273549,0.000133159828602731,0.000122213449088022,0.000124095309857369,0.00012242524408533,0.000144746675238491,"v_3578",333,3.45638047836306e-05,26114.3054231066
"Mycobacterium_marseillense",8.95307090331984e-05,7.52789465310651e-05,0.000107679184893612,0.000134242428835274,0.000164816024650395,0.000146926361858662,9.57336937760287e-05,0.000111015626758231,"v_3449",264,3.45518623453804e-05,12157.4648433049
"Parasynechococcus_marenigrum",1.02892434962335e-05,1.19125882975756e-05,1.80769561849014e-05,1.73216037206805e-05,1.5491845659045e-05,1.63855509260981e-05,1.03207327862633e-05,1.68385394013457e-05,"v_5275",116,3.45518623453804e-05,4539.63093970282
"Botrytis_cinerea",1.75060045595639e-05,2.07393856505985e-05,1.26773458959049e-05,1.51564032555954e-05,1.38422509823874e-05,1.80163403547619e-05,1.95738035601546e-05,2.05084774759979e-05,"v_6372",25,3.45482812230092e-05,8251.28087945139
"Salinimonas_marina",6.14496486580611e-06,7.53507091111709e-06,5.08658940267789e-06,0,7.96108735256479e-06,1.0328333048204e-05,7.82952142406183e-06,7.93354260255709e-06,"v_1989",241,3.45447008428907e-05,21829.1361858112
"Aspergillus_luchuensis",1.4290615966991e-05,1.88017959877398e-05,0.000217940792099353,9.2021019766115e-05,7.42317604495906e-05,6.56198603438527e-05,5.48066499684328e-05,3.70231988119331e-05,"v_6374",60,3.45423143350605e-05,273.464430408021
"Pseudomonas_extremorientalis",6.6451364246508e-06,1.70077314850929e-05,5.63437595373551e-06,0,1.07582261521146e-05,1.09495861638855e-05,0,1.14415716445041e-05,"v_1225",153,3.45399281569494e-05,20162.4792922549
"Acidithiobacillus_ferridurans",1.12181335340879e-05,1.85147456673163e-05,1.04079444700948e-05,0,1.41291370131105e-05,9.31879673522169e-06,0,1.27368439061461e-05,"v_3064",59,3.45399281569494e-05,10456.4497245419
