degrees , closeness , betweenness      
77038, 9, 5.54363673657193e-06, 3730.47257947399 
85011, 9, 5.54363673657193e-06, 3730.47257947399 
861045, 9, 5.60629250270504e-06, 146961.209591348 
870484, 13, 5.56117852495301e-06, 23892.5352924301 
871006, 7, 5.51788069238367e-06, 29224.074318995 
880162, 20, 5.53587245349867e-06, 142977.684134302 
90060, 16, 5.55666688893334e-06, 89286.889439915 
906669, 16, 5.18561924072163e-06, 6487.1158587083 
94290, 11, 5.52327508119214e-06, 9162.4142839487 
515417, 3, 6.31090018680265e-06, 25807 
53953, 2, 6.84833003472103e-06, 1394.57537994684 
543886, 3, 7.59393700069864e-06, 1330433.45515583 
548914, 3, 8.43938831313506e-06, 3049.24214334039 
558314, 7, 9.06749845852526e-06, 706137.709282883 
563177, 4, 8.64192196344467e-06, 949847.088017124 
57372, 10, 9.1755746203606e-06, 54070.045845386 
680118, 2, 8.3196751998802e-06, 1316.80107300136 
68298, 1, 6.79020309497457e-06, 0 
728003, 3, 7.65181194906954e-06, 33475.0194625596 
76887, 5, 7.81445361340335e-06, 82782.8658682604 
776, 1, 4.47805974627313e-06, 0 
83554, 1, 6.42776795757673e-06, 0 
866790, 1, 6.86553842985136e-06, 0 
90243, 7, 8.72585120678522e-06, 40560.0698554927 
909929, 3, 6.29837942697344e-06, 64506 
93973, 3, 8.99968501102461e-06, 6627.92543382689 
106578, 2, 6.46935144751739e-06, 75922.0350723697 
1081, 2, 7.05029681749602e-06, 41392.9247722756 
1089121, 1, 5.61387750519284e-06, 0 
1109712, 4, 7.82264499272494e-06, 241709.205384082 
1131315, 2, 4.66009282904915e-06, 25806 
1194088, 1, 6.26515384085256e-06, 0 
1198980, 3, 7.36925106301447e-06, 9914.67362544224 
1211641, 2, 3.38614592257239e-06, 12904 
123, 2, 7.43345202078393e-06, 46768.556232474 
125593, 5, 7.00913290016892e-06, 45530.0790248049 
126740, 1, 8.13934559661403e-06, 0 
1283076, 2, 5.0401447529573e-06, 19904.4686178168 
1340830, 4, 7.90626334181939e-06, 30981.05278006 
137779, 3, 5.81020388005415e-06, 51607 
1434042, 1, 6.74718305107618e-06, 0 
1434046, 3, 7.84830790481572e-06, 18447.1641721585 
150055, 2, 6.14760397135217e-06, 0 
1514074, 1, 6.8220735010199e-06, 0 
1542963, 3, 8.22476641663377e-06, 116064 
1603038, 1, 3.95746516441289e-06, 0 
1652133, 2, 6.57578925910582e-06, 25806 
1656823, 2, 6.91429045551346e-06, 13501.741051208 
1660074, 3, 3.71028602594974e-06, 64504 
171285, 3, 6.71339187411048e-06, 64504 
1720526, 3, 4.99119054868158e-06, 97.6678032771832 
1840301, 1, 3.59041932507298e-06, 0 
1887649, 1, 5.76441969586922e-06, 0 
1887657, 3, 7.86918270668408e-06, 198710.457166658 
1910991, 3, 6.51627112900914e-06, 18834.1037458966 
1937005, 3, 7.85311533085175e-06, 14202.8969447303 
1982091, 3, 7.25947543030541e-06, 31795.1371491721 
1982095, 1, 6.82528632076116e-06, 0 
1982102, 2, 5.72226418549292e-06, 12904 
1982153, 2, 4.4958368550722e-06, 8316.30729820437 
1982375, 2, 5.40321491287316e-06, 56472.3906721534 
1982902, 3, 7.34031152282103e-06, 214671.579417195 
1982903, 5, 8.78688294114546e-06, 3693971.30406212 
1983106, 1, 4.72393333585276e-06, 0 
1993630, 2, 5.36287922259703e-06, 25806 
1993879, 1, 5.12368577459882e-06, 0 
200667, 2, 5.45113601674589e-06, 2735.48538538445 
2037915, 2, 8.29476268683953e-06, 12904 
2081631, 2, 3.9575278115267e-06, 25806 
2134, 3, 8.40449136018288e-06, 2159.04868364914 
2137, 1, 5.77070673845426e-06, 0 
2169613, 3, 6.68301778351032e-06, 12904 
2267, 3, 7.86546901791754e-06, 20684.0867187631 
229545, 2, 5.13732057907878e-06, 24447.3636412191 
2303507, 1, 6.2974275008659e-06, 0 
2336, 2, 3.94941588139114e-06, 1933.57451069078 
235899, 4, 6.85443241872357e-06, 12999.3333333333 
2382163, 2, 7.41190945611408e-06, 12904 
2509666, 1, 4.75264841332833e-06, 0 
2528203, 1, 6.77662876272312e-06, 0 
255248, 2, 7.21792354775378e-06, 11602.1378250691 
2560334, 2, 4.4929483176155e-06, 0.5 
2560502, 4, 6.78044249167701e-06, 58853.4663702593 
2560595, 1, 6.8285487968097e-06, 0 
2560596, 2, 4.9412485546848e-06, 12904 
2560700, 2, 6.24512099921936e-06, 0 
2560848, 3, 6.78412243984179e-06, 38708 
2563669, 2, 7.6524560557711e-06, 2233.6412469027 
2565304, 2, 6.28049967655427e-06, 12904 
2565781, 4, 8.34390227621654e-06, 276836.978987616 
2588512, 1, 5.41779311615207e-06, 0 
2601632, 2, 4.01651591343605e-06, 12904 
2601695, 5, 8.20795679331544e-06, 68261.3790401788 
2675787, 5, 8.24049047399301e-06, 375289.155212003 
2675790, 2, 7.02054914735431e-06, 7443.00948584295 
2681265, 3, 5.15389531407838e-06, 0 
2686228, 5, 7.61110307716897e-06, 94947.2978692252 
2719231, 2, 6.68216929944137e-06, 12904 
2731208, 2, 5.03058596265293e-06, 12904 
2732368, 1, 4.1598375999401e-06, 0 
2733095, 2, 4.87600323766615e-06, 0 
2733152, 2, 4.87854853424009e-06, 6451.5 
2733153, 3, 5.84952677328404e-06, 96346.2300565088 
2733340, 4, 4.93157440512884e-06, 4155.22432968388 
2734238, 4, 7.78391842453491e-06, 16136.5726689796 
2734239, 3, 7.49069281417838e-06, 6221.02783930795 
2734263, 4, 8.21442946680138e-06, 13434.9866271931 
2734266, 2, 7.39174785269725e-06, 154716 
2740427, 1, 7.15829861558505e-06, 0 
2742627, 1, 6.09559105898703e-06, 0 
2742641, 3, 6.49481389110795e-06, 96897.050139832 
2755560, 2, 4.58707179684776e-06, 557.583179835065 
2768133, 2, 7.52213387893878e-06, 12904 
2770776, 3, 7.9635587551365e-06, 28870.9609027515 
2781608, 1, 4.67078006697899e-06, 0 
2787706, 3, 7.47317131497922e-06, 147390.319642761 
2806008, 3, 8.58597566734496e-06, 2359.89309920724 
2810196, 1, 5.44546637696786e-06, 0 
2819104, 2, 4.62675932523342e-06, 1310.0214275042 
2843352, 1, 4.39962691163789e-06, 0 
2843722, 4, 6.82477392936359e-06, 116087 
2844121, 2, 5.38694420203196e-06, 10728.7734675268 
2844671, 2, 6.7924169457218e-06, 179507.141284054 
2844673, 1, 5.83566760037348e-06, 0 
2845498, 3, 5.03486645016741e-06, 2366.10443638213 
2845592, 2, 6.27254194762427e-06, 25806 
2845650, 5, 7.96089607846259e-06, 170052.287078888 
2846408, 2, 4.75269358909162e-06, 12904 
2849865, 1, 4.24296939970469e-06, 0 
2856338, 3, 7.36306539138374e-06, 1105758.33569785 
2883075, 3, 6.899501855966e-06, 25806 
2896845, 3, 6.74909562118676e-06, 141862 
2897335, 4, 4.83551979420028e-06, 3691.28125459916 
2910755, 3, 7.02943223275856e-06, 42193.3679263982 
2933796, 1, 6.71921089587239e-06, 0 
2945587, 6, 7.69378726678207e-06, 83616.9326193707 
2946834, 2, 4.88309861905971e-06, 19369.0711372031 
2948710, 4, 8.35142809420411e-06, 21956.2002758335 
2948712, 2, 3.6187305493233e-06, 51604 
2948781, 10, 9.09454690967296e-06, 1194773.56379164 
2948963, 4, 8.73065069539633e-06, 2002713.62901011 
2955343, 4, 8.21706190734441e-06, 100130.013621367 
2955363, 1, 5.0264390695056e-06, 0 
2955378, 4, 7.53818088618854e-06, 81287.2985484036 
2955509, 1, 6.90216866139341e-06, 0 
2955539, 1, 5.98594500113733e-06, 0 
2955564, 1, 7.64128740410184e-06, 0 
2955567, 2, 6.21956301350267e-06, 12904 
2955862, 2, 3.89652391101898e-06, 4937.78157617125 
2955983, 6, 8.52224305437191e-06, 1538581.99441915 
2956256, 3, 5.0217693702199e-06, 6405.10424897845 
2956319, 11, 8.85637614800776e-06, 9443921.05526842 
2956429, 4, 7.425999910888e-06, 33321.3304733469 
2956433, 1, 4.96268064157535e-06, 0 
