"","Ia7iM2MAIPOOB100245","P0ZQM2MAIPOOA100240","qU3SM2MAIPOOM070605","B7zTM2MAIPOOA070610","c5isM2MAIPOOA070615","TgLUM2MAIPOOM070620","pse1M2MAIPOOA100685","AJwcM2MAIPOOA100700","nodos","degrees","closeness","betweenness"
"Halotalea",0.000109048839883167,0.000122436147970863,0.000120912714237816,0.000164093016072536,0.0001344781080966,0.000152434173506413,0.000102501970236833,0.000138814040384689,"v_375",148,0.000129550459904133,7061.82699021264
"Desulfomicrobium",6.98426754458005e-05,9.33154238489119e-05,0.00010933762904558,0.000136207928373935,0.000123438860417028,0.000143120476550828,8.72508120355047e-05,0.000111299403542019,"v_710",147,0.000135025654874426,11873.2555307919
"Bradymonas",0.000110762770568954,0.000144025650337137,0.000152978828621713,0.000190905600398113,0.000197702890261419,0.000203426664338242,0.000130876218053257,0.000169997295473049,"v_728",146,0.000126662444585181,5643.85856933455
"Methylacidimicrobium",6.07731255668469e-05,7.76074470442142e-05,0.000100343475011073,0.000121192881151611,0.000119137854827585,0.00012286318567243,9.04429149148524e-05,0.000104393769197191,"v_1420",146,0.000134318334452653,7999.48150703867
"Sulfidibacter",0.000100693427789958,0.000139650369126696,0.000143515414376709,0.000173745546429744,0.00017999708391821,0.000191318858295982,0.000118817162731277,0.000159153291540938,"v_1615",146,0.000128982329420869,6129.21026624226
"Erwinia",0.000163466139156889,0.000177163026062116,0.000170810716620563,0.0002552558027795,0.000210677590456241,0.000229893086520364,0.000148610122938522,0.00019335776165516,"v_321",145,0.000123456790123457,6250.44443265645
"Acidiferrobacter",0.000114262045719101,0.000119208481504144,0.000135616200833359,0.000178035559921836,0.000153187482410679,0.000183169373459844,0.000104630038823065,0.000137842935554948,"v_462",145,0.000129265770423992,4532.60009054021
"Thiodictyon",0.000158538588435253,0.000194233795374983,0.000208507953530413,0.000259545816271592,0.000243651966641974,0.000272968934939946,0.000164215959237556,0.00021671822783727,"v_354",144,0.000120845921450151,3993.82261317153
"Roseibacterium",6.80573309814396e-05,7.86116099449712e-05,8.52489382401162e-05,9.43802968260335e-05,8.76688305981566e-05,9.70952907619768e-05,7.90932157882827e-05,8.96653459461148e-05,"v_210",143,0.000138811771238201,19914.7421705219
"Guyparkeria",0.00013597183440573,0.000146679509431995,0.000139292072482245,0.000204848144247414,0.000171251705886342,0.000198071288588781,0.000120590553219803,0.000164548318372834,"v_368",143,0.000126630365961758,3818.9662632794
"Raoultella",0.000118046975983546,0.000137928947011113,0.000159939521744071,0.000174818049802767,0.000183294521536784,0.000201641539088422,0.000111723600777171,0.000161796854688567,"v_280",142,0.000128303823453939,7422.07082840346
"Leclercia",0.000137400109977219,0.000192942728788296,0.000166822004831347,0.000305663461311586,0.000201072011306484,0.000231134912781109,0.000147546088645406,0.000179114890818954,"v_285",142,0.000122925629993854,6395.4553465996
"Dickeya",0.000184961686507795,0.000217759897621289,0.000218831678161326,0.000327113528772048,0.000255981515998379,0.00026435376525603,0.000204294584278255,0.000231932203503218,"v_325",142,0.000118008024545669,4412.37854067026
"Candidatus_Promineofilum",0.00013468638639139,0.000202912631874383,0.000250428532334727,0.000313170984922748,0.000287952324213242,0.000289035062188331,0.000206067974766781,0.000254591316197182,"v_1335",142,0.000118021952083087,4957.63871701996
"Thiocystis",0.000100693427789958,0.000118132592681905,0.000115438011782029,0.000167310526191605,0.00013641356061185,0.000152201331082523,9.00882368171471e-05,0.000122521059352363,"v_358",141,0.000129651238169325,5599.66560207747
"Faecalibacterium",0.000107906219425976,0.000126596251416856,0.000174486588269449,0.000198413124009275,0.000199853393056141,0.000209170110794187,0.000152866260110986,0.000179222791355592,"v_1106",141,0.000125612360256249,4533.31182033999
"Mycetohabitans",7.43417434959901e-05,8.21979060191031e-05,8.47014679945375e-05,0.000126555398016727,0.000113331497281836,0.000107029900847934,7.51917567135244e-05,8.99890475560286e-05,"v_562",139,0.000135189941868325,7186.36754622262
"Sulfuritortus",0.000182247962921966,0.000245230925549139,0.000202329360758881,0.000330331038891117,0.000300998707834554,0.00033172283990143,0.000224511235847457,0.000290899846775843,"v_623",139,0.000116822429906542,8684.00147022328
"Sulfuriferula",0.000127902077426819,0.000158442560555147,0.000112231400343639,0.000193050607144159,0.000166735650017426,0.000184255971437996,0.000136905745714247,0.000161203401737058,"v_624",139,0.00012923235978289,4638.73887103575
"Collinsella",9.14096365752808e-05,0.000107158526695061,0.000137727871780591,0.000160875505953466,0.000148169642556328,0.000155926809864757,0.000117753128438161,0.000157750584564645,"v_985",139,0.000130276185513288,10378.468209468
"Cronobacter",0.000129544594334031,0.000148544383390543,0.000161112672270311,0.000210210661112529,0.000182434320418895,0.000197527989599705,0.000138679136202774,0.000149010641096973,"v_283",138,0.000126198889449773,3996.8922334444
"Pluralibacter",7.71982946389676e-05,8.972912777478e-05,9.02543804854075e-05,0.000121192881151611,0.00011770418629777,0.000116654054368706,7.69651472020509e-05,0.000106605730198269,"v_287",138,0.000134246207544637,6644.00601291956
"Gluconobacter",0.000141542109134536,0.000149835449977231,0.000160799832129981,0.000174818049802767,0.000175409344622804,0.00018999941789394,0.000153575616306396,0.000164008815689644,"v_127",137,0.000125502008032129,2488.35997888381
"Kosakonia",0.000115404666176292,0.000128317673532439,0.000119426723571245,0.000146932962104166,0.000167739217988296,0.000207540213826959,0.000105339395018475,0.000131638654698267,"v_284",137,0.000128882587962366,5148.60296255202
"Mixta",9.62657735183426e-05,0.00011827604452487,0.000111605720062978,0.000123337887897657,0.000128241649991907,0.000142344335137862,9.32803396964949e-05,0.000121765755595897,"v_322",137,0.000131856540084388,11330.1254189069
"Immundisolibacter",0.000197244856422598,0.000247382703193618,0.000233535164756869,0.000321751011906932,0.000259924104455369,0.000328074975260492,0.000191171494663159,0.000260148193834035,"v_494",137,0.000117357117709189,6017.81633473032
"Crenobacter",0.000196673546194003,0.000243007421983177,0.000212496665319629,0.000290648414089262,0.000281285765549605,0.000312474532859887,0.00020464926237596,0.000268024933008603,"v_658",137,0.00011761938367443,4674.64912387862
"Syntrophobacter",7.44131572745646e-05,0.000107445430380992,0.000125918156483107,0.000143715451985097,0.000135911776626414,0.000154917826027902,8.58320996446835e-05,0.000119391943789863,"v_729",137,0.000129165590286748,6300.03177106504
"Cedecea",6.64148140742275e-05,7.42363287345302e-05,7.25007025216401e-05,9.54528001990566e-05,8.74537803186844e-05,9.11966160234395e-05,6.80981947594183e-05,7.50987734999951e-05,"v_289",136,0.0001383700013837,15153.5694423173
"Pectobacterium",0.000120617872012226,0.000144958087316411,0.000124432165816537,0.000164093016072536,0.00015820532226503,0.000161282185614219,0.000112432956972581,0.000143507713728439,"v_326",136,0.000128155837498398,3895.72356320989
"Cyanobium",0.000123974319605225,0.000146894687196442,0.000201234420267724,0.000211283164485552,0.000200641910747539,0.0002178628946194,0.00015712239728345,0.000209758643224124,"v_1266",136,0.000125203455615375,9449.27160791221
"Akkermansia",7.70554670818188e-05,9.45347645141168e-05,8.97069102398287e-05,0.000109395344048357,0.000124514111814389,0.000133263480606166,9.2216305403379e-05,0.000106174128051717,"v_1412",136,0.000134770889487871,6518.7378220624
"Treponema",5.7702333088146e-05,6.96458697596414e-05,7.37520630829629e-05,9.54528001990566e-05,9.45504395412662e-05,0.000100587927120321,6.13593109030175e-05,8.18965073081843e-05,"v_1621",136,0.000138274336283186,15211.9135182915
"Edwardsiella",0.000108191874540274,0.000143093213357863,0.00013389558006154,0.000157657995834397,0.000160499191912733,0.000188447135068009,0.000122718621806035,0.000171561853254299,"v_337",135,0.00012929919834497,5977.55295498759
"Thermochromatium",7.47702261674367e-05,9.05181129110891e-05,8.37629475735454e-05,0.000123337887897657,9.52672738061735e-05,0.000110910607912762,7.16449757364713e-05,9.38195166066749e-05,"v_359",135,0.000135538086202223,8025.56221549322
"Sulfuricella",5.98447464453792e-05,7.34473435982212e-05,6.09256173294042e-05,0.000116902867659519,8.21492067583708e-05,9.39907251101151e-05,6.59701261731865e-05,8.13030543566757e-05,"v_626",135,0.00013846579894766,11727.3361225415
"Sodalis",7.77696048675631e-05,8.29151652339294e-05,8.82991296083406e-05,9.65253035720797e-05,9.73460931744045e-05,0.000101364068533287,8.58320996446835e-05,9.34958149967611e-05,"v_340",134,0.000136332651670075,16687.2464382734
"Aquisalimonas",0.000114190631940527,0.000139650369126696,0.000120990924272899,0.000151222975596258,0.000142936752422506,0.000169276442167763,9.61177644781373e-05,0.000138706139848051,"v_350",134,0.000128008192524322,4914.37839097785
"Paludibacterium",0.000195316684401088,0.000251112451110715,0.000207100172898925,0.000306735964684609,0.000269888100737579,0.00030634301569746,0.000213161536720888,0.000259231039272612,"v_648",134,0.000117233294255569,2738.40439204451
"Desulfurispirillum",1.9067478879375e-05,2.10874209158955e-05,2.71388821736884e-05,3.11025978176701e-05,3.29743761857335e-05,3.30636241923278e-05,2.05713296669076e-05,3.09674540150842e-05,"v_1679",134,0.000139997200055999,13879.2785576195
"Methylomagnum",0.000107620564311678,0.000131186710391745,0.000111449299992813,0.00014478795535812,0.000139567631377441,0.000159885131070881,0.000106403429311591,0.000128833240745681,"v_408",133,0.000127599846880184,4400.82886759415
"Sutterella",0.000119975148005056,0.00014574707245272,0.000125683526377859,0.000182325573413928,0.00018881414537657,0.000184100743155403,0.000129102827564731,0.000155862325173481,"v_608",133,0.000128584287000129,5593.79642933698
"Vogesella",0.000150397417677767,0.000190862677065299,0.000153369878797127,0.000214500674604622,0.000198849825085271,0.000205522246153249,0.000141161882886711,0.00017776613411098,"v_649",133,0.00012298610257041,3032.3829322245
"Desulfoglaeba",4.28482671446629e-05,6.23298257684124e-05,7.52380537495338e-05,9.65253035720797e-05,8.88157654220082e-05,8.99547897626948e-05,6.7743516661713e-05,7.93068944288741e-05,"v_730",133,0.000138638569249965,14109.4526331929
"Selenomonas",0.000117761320869249,0.000147396768646821,0.000202563990864129,0.000229515721826945,0.00022745151225507,0.000227021363292392,0.000165634671628377,0.000209219140540935,"v_1238",133,0.000124084874053853,9828.73001990332
"Tuwongella",9.71227388612359e-05,0.000148114027861647,0.000176598259216681,0.000212355667858575,0.000205731434028381,0.000220657003706075,0.000129812183760141,0.000168864339838351,"v_1361",133,0.000124953142571536,3908.35448500913
"Pararhodospirillum",7.19850888030337e-05,9.51085718859779e-05,0.000114655911431202,0.00012762790138975,0.000115266949797086,0.000135824747268952,0.000102147292139127,0.000113727165616372,"v_147",132,0.000132961042414573,10252.2550503226
"Magnetospira",4.96325761092345e-05,6.09670332602422e-05,7.39084831531283e-05,9.43802968260335e-05,7.47658138298261e-05,9.43011816753012e-05,6.59701261731865e-05,7.65014804762881e-05,"v_153",132,0.000137797988149373,14466.4639242474
"Sinimarinibacterium",8.56251205107513e-05,9.25981646340855e-05,7.26571225918055e-05,0.000124410391270681,9.94249125426355e-05,0.000131866426062829,6.73888385640077e-05,9.60854278760713e-05,"v_404",132,0.000133280021324803,7043.10179277156
"Zobellella",7.69840533032443e-05,9.10201943614675e-05,8.66567188716044e-05,0.000125482894643704,9.56256909386271e-05,0.000125113995770029,7.51917567135244e-05,9.40892679482697e-05,"v_416",132,0.000133636242148871,3517.10667180844
"Geoalkalibacter",7.42703297174157e-05,9.61844607082175e-05,0.000108555528694754,0.000138352935119981,0.000113546547561308,0.000150881890680482,8.22853186676304e-05,9.92145434385711e-05,"v_694",132,0.000133868808567604,5919.10829409001
"Caproiciproducens",1.55682037292275e-05,1.9222546957347e-05,2.31501703844719e-05,2.89575910716239e-05,2.79565363313827e-05,2.90276888449075e-05,2.02166515692023e-05,2.65435320129293e-05,"v_1112",132,0.00013798813302056,5220.56266196368
"Rhodothermus",0.000170536103235758,0.000221417919616903,0.000289533549876064,0.000345346086113441,0.00033418813429976,0.000352290587345014,0.000231959475899269,0.000293543409923472,"v_1589",132,0.000116904372223521,9280.10328057008
"Acidisarcina",6.67718829670997e-05,9.76907050593528e-05,0.000112231400343639,0.000153367982342304,0.000200140126762104,0.0001459921997788,8.86695244263259e-05,0.000129696445038785,"v_1612",132,0.000128650456709121,2790.7741819075
"Brenneria",7.31991230387991e-05,7.88267877094191e-05,8.13384364859824e-05,8.58002698418487e-05,9.57690577916085e-05,0.000102373052370142,6.52607699777759e-05,8.30294629428825e-05,"v_327",131,0.000138236107271219,14830.0169205686
"Casimicrobium",0.000167536724535632,0.000225291119376966,0.000172453127357299,0.000282068387105077,0.000281429132402586,0.000276306343015697,0.000201102481398907,0.000238244384896536,"v_671",131,0.000117508813160987,3741.72263471304
"Truepera",8.50538102821558e-05,9.36740534563251e-05,0.000144219304692454,0.000161948009326489,0.000154477784087512,0.000148475852300289,0.000131940252346373,0.000145611774192878,"v_1329",131,0.000128865979381443,3938.33920523522
"Anaerohalosphaera",1.4996893500632e-05,2.22350356596178e-05,2.24462800687279e-05,3.11025978176701e-05,3.16123910824097e-05,3.22874827793624e-05,1.66698705921493e-05,2.43855212801708e-05,"v_1405",131,0.000138561729250381,7200.09914916948
"Laribacter",0.000125616836512437,0.000148042301940165,0.000123415435360462,0.000231660728572991,0.000162362961001492,0.000198847430001746,0.000136905745714247,0.000165573373470894,"v_653",130,0.000126774847870183,7488.05801160946
"Salinibacter",9.9907876225639e-05,0.000126667977338339,0.000176520049181598,0.000190905600398113,0.000184011355801691,0.000198925044143043,0.000143999307668353,0.000176471327671325,"v_1590",130,0.000125391849529781,3008.67009674521
"Gordonibacter",8.13402937962851e-05,9.66865421585959e-05,0.000140230592903237,0.000155512989088351,0.000154047683528568,0.000142111492713972,0.000106758107409296,0.000140432548434258,"v_970",129,0.000128650456709121,3032.80542960816
"Allochromatium",0.000235236986624199,0.000266533524229482,0.000260674046930557,0.000352853609724603,0.000305944864262414,0.00036315656712653,0.000236570291169438,0.000284695565919162,"v_353",128,0.000116211504938989,6572.50242291924
"Levilactobacillus",1.73535481935885e-05,2.51757984404059e-05,2.78427724894325e-05,3.32476045637164e-05,3.24009087738077e-05,3.0657585812135e-05,2.02166515692023e-05,2.94028962338343e-05,"v_1073",128,0.00013550135501355,3676.97363177767
"Christensenella",4.55619907304915e-05,5.59462187564576e-05,8.32154773279667e-05,0.000104032827183241,9.26866704525074e-05,9.35250402623358e-05,5.35563927535009e-05,7.90371430872793e-05,"v_1184",128,0.000138197899391929,15890.3607953914
"Megasphaera",4.49192667233216e-05,5.55875891490444e-05,6.62438997150261e-05,8.58002698418487e-05,7.44073966973725e-05,7.66827716009857e-05,5.46204270466168e-05,7.40197681336158e-05,"v_1244",128,0.000137570504883753,8299.49135097089
"Caldilinea",9.06954987895365e-05,0.000110816548690676,0.00013592904097369,0.000185543083532998,0.000155839769190836,0.000155771581582164,0.000138679136202774,0.000152085806391154,"v_1336",128,0.000128783000643915,3718.36172433715
"Acetobacter",0.000193602753715302,0.000218118527228702,0.000237914926721499,0.000282068387105077,0.000255336365159962,0.000290199274307779,0.000197201022324149,0.000230583446795243,"v_125",127,0.000117178345441762,4048.77484341323
"Granulibacter",7.89836391033286e-05,8.35606985272732e-05,8.915943999425e-05,0.000113685357540449,0.000108026923721523,0.000101829753381066,8.79601682309153e-05,9.04745999708992e-05,"v_129",127,0.000134916351861846,6873.46498739397
"Maricaulis",6.57720900670575e-05,6.69202847433012e-05,6.97633512937465e-05,8.15102563497562e-05,7.13250093582713e-05,7.90888099811786e-05,5.88765642190804e-05,7.380396706034e-05,"v_228",127,0.000137969094922737,9911.93707501339
"Niveibacterium",0.000153682451492191,0.000206283750184067,0.000155481549744359,0.000219863191469737,0.000260425888440804,0.000249995149116169,0.000163506603042145,0.000204687318002142,"v_638",127,0.000122010736944851,3305.06738988738
"Pelobacter",6.68432967456741e-05,9.23829868696376e-05,0.000112778870589218,0.000135135425000912,0.000165803765473047,0.000142732405844345,7.69651472020509e-05,0.000115669375275854,"v_697",127,0.000131734949282045,5784.51864710057
"Desulfolutivibrio",6.41295731598455e-05,8.57124761717523e-05,0.000103941136624876,0.000106177833929288,0.000124227378108426,0.000125424452335215,7.73198252997562e-05,0.000108008437174562,"v_704",127,0.000134156157767642,5144.01290879478
"Desulfosarcina",0.000148469245656257,0.000199254609878768,0.000254495454159026,0.000285285897224147,0.000266375612839534,0.000298193530861323,0.000186206001295284,0.000246660626754294,"v_712",127,0.000117178345441762,3813.32199373125
"Leptospirillum",1.44255832720365e-05,1.92942728788296e-05,2.83902427350112e-05,3.86101214288319e-05,2.96052551406694e-05,3.24427110619555e-05,1.73792267875599e-05,2.77304379159465e-05,"v_1618",127,0.000134048257372654,2310.76842525694
