degrees , closeness , betweenness
186828, 9, 9.43405126463457e-06, 3742.24108349794 
187217, 48, 9.90736612671521e-06, 1175743.35441277 
1887657, 150, 1.11896875839227e-05, 149380.64045959 
1892404, 142, 1.10078816432566e-05, 105288.563752579 
1897640, 1, 5.92350387100978e-06, 0 
1922657, 5, 8.78125027441407e-06, 189.554707576586 
1955558, 30, 9.9965012245714e-06, 81449.1213905273 
1982088, 57, 9.59619223092277e-06, 2068.03214227408 
1982096, 14, 8.35603389207347e-06, 19250.2141797658 
1982108, 1, 9.19455682236116e-06, 0 
1982567, 124, 1.09937225844043e-05, 151835.184026218 
1982570, 97, 1.06528038179649e-05, 27192.6625880751 
1982745, 179, 1.10321698071577e-05, 134671.296457745 
1982755, 25, 1.02632524246934e-05, 31474.089247917 
2041859, 36, 9.60780922733998e-06, 48246.1214691729 
2049890, 30, 1.02265173595132e-05, 61069.4779382879 
2079257, 12, 9.78914188382246e-06, 74358.7012570187 
2169731, 5, 9.16506278068005e-06, 2178.50665764721 
2232, 34, 9.42613679209713e-06, 49697.6006461219 
2267655, 128, 1.10422808935414e-05, 21083.810358658 
2337, 112, 1.0347146774277e-05, 82198.049077211 
2341050, 59, 1.04712041884817e-05, 39538.6939933745 
2501961, 56, 8.57309420115908e-06, 24199.0744305539 
2502431, 112, 1.08273151506621e-05, 41999.0299973585 
2560132, 23, 9.24316929788886e-06, 4928.56506914265 
2560406, 96, 1.11040785280434e-05, 54548.0449201601 
2560407, 93, 1.1211767871558e-05, 432986.833732383 
2560499, 43, 1.07587037913672e-05, 39738.3115662697 
2560505, 29, 1.06714474751355e-05, 35681.7589364192 
2560514, 139, 1.07944732297064e-05, 16624.6763700275 
