"","SRR5829603","SRR5829609"
"209",99,92
"2490858",48,99
"2590015",49,99
"2714941",32,99
"2731756",99,49
"2778876",99,95
"2799680",99,15
"2807512",80,99
"2904121",99,40
"2918170",26,99
"2946699",99,80
"2954078",8,99
"2964669",24,99
"2966586",99,53
"345198",56,99
"424188",69,99
"56146",99,18
"762833",99,49
"82135",90,99
"985052",99,44
"1085644",98,38
"114",98,68
"135727",98,52
"1457153",98,28
"1470067",98,45
"1675036",87,98
"1696",67,98
"1795630",31,98
"2096",98,75
"2496866",98,84
"2675774",98,20
"2726185",65,98
"281362",87,98
"2843215",76,98
"2863583",72,98
"2896845",98,30
"2949629",2,98
"35753",37,98
"539813",98,50
"589437",98,98
"661488",53,98
"710111",50,98
"76758",98,96
"81682",98,50
"876",46,98
"1049",55,97
"1338368",97,85
"137591",97,76
"155194",97,78
"169402",97,50
"1842537",38,97
"1918945",85,97
"194424",97,61
"2039166",97,95
"2066",53,97
"2184575",97,41
"2507160",97,29
"254758",97,50
"2592653",73,97
"2707174",97,92
"2745510",49,97
"2806347",6,97
"2894755",97,55
"2919598",97,31
"2967300",97,54
"2980554",97,97
"332410",92,97
"33992",97,37
"39775",26,97
"67267",34,97
"683846",97,34
"1005039",46,96
"1032",35,96
"10497",96,21
"1072463",53,96
"135622",71,96
"1494608",57,96
"1532905",96,21
"187303",7,96
"196118",36,96
"2005884",47,96
"249567",77,96
"2594883",96,61
"2719911",96,50
"2766537",96,55
"2820710",96,75
"285983",80,96
"2864204",52,96
"2864208",96,60
"2908843",96,68
"400061",46,96
"661481",34,96
"69964",96,61
"758802",53,96
"135577",73,95
"1569",95,83
"1750719",54,95
"1882749",27,95
"1897061",36,95
"191610",95,65
"2202",82,95
"2233542",95,90
"2589797",22,95
"2735563",56,95
"274537",95,81
"2750011",13,95
"280145",95,47
"2822842",76,95
"2934161",25,95
"29485",95,87
"2976983",64,95
"3015996",70,95
"3030492",95,89
"309805",95,87
"43057",40,95
"467976",62,95
"483547",24,95
"651666",53,95
"69655",95,28
"735",95,50
"1281578",94,41
"136094",78,94
"1391654",94,83
"170651",37,94
"1714845",73,94
"1731",94,62
"1920749",94,32
"2054316",94,80
"2066024",94,13
"2249302",94,53
"244787",94,74
"258255",53,94
"2606450",94,69
"265976",94,6
"2689102",62,94
"2728853",61,94
"2735134",33,94
"2810562",65,94
"496014",20,94
"571913",49,94
"693153",94,83
"715179",94,39
"74329",94,28
"762",58,94
"879",94,30
"113107",91,93
"1173101",79,93
"1411117",28,93
"141451",41,93
"1457141",84,93
"152331",93,25
"1644130",93,30
"1751286",93,23
"2589987",93,77
"2719987",93,79
"2745514",50,93
"2774189",39,93
"2937790",29,93
"2945589",93,14
"3004096",93,50
"3031803",93,35
"37637",6,93
"44930",93,65
"563",93,19
"708126",93,32
"744515",93,40
"1031538",92,55
"1085647",92,43
"116085",58,92
"1387353",53,92
"1422",59,92
"1488356",43,92
"160799",23,92
"163359",30,92
"1752064",63,92
"1774216",38,92
"2591003",92,82
"2663859",36,92
"2737",92,33
"2782168",51,92
"2902623",41,92
"2943497",92,41
"3036300",92,49
"59",92,60
"85701",83,92
"1249",91,43
"132604",91,46
"142",91,21
"1658672",66,91
"1815583",52,91
"1906744",91,39
"2072642",74,91
"208223",91,40
"2224",74,91
"2487929",91,32
"2584940",58,91
"2588449",91,42
"2675776",91,46
"2791037",91,89
"2925843",70,91
"2931390",46,91
"332158",75,91
"47735",91,66
"498374",86,91
"651822",59,91
"716816",91,86
"94254",91,64
"104628",90,59
"1177213",90,17
"1268",74,90
"1448929",26,90
"1549858",39,90
"1861",90,88
"2293",90,62
"2487344",14,90
"2527968",90,52
"2708348",90,21
"2709784",90,67
"2736757",39,90
"2778082",49,90
"2816248",40,90
"2917725",12,90
"2944933",33,90
"2953881",49,90
"3039392",90,88
"386874",90,34
"398736",90,52
"404011",90,74
"55213",90,59
"592316",55,90
"1076596",43,89
"118000",89,61
"1218495",89,37
"1649453",89,58
"1789672",71,89
"1855883",89,46
"1857843",38,89
"198119",89,77
"244566",31,89
"2844358",56,89
"2844380",89,36
"2845712",41,89
"292691",89,35
"2983232",89,43
"3026425",89,36
"3042299",89,78
"34018",89,82
"347",54,89
"386487",89,53
"398053",89,79
"414371",81,89
"46228",87,89
"68200",26,89
"83683",89,54
"110163",29,88
"1186",86,88
"1302411",88,8
"1322",88,61
"1660",38,88
"1743162",64,88
"182640",22,88
"1853276",88,20
"1866326",34,88
"2052056",44,88
"2128",88,20
"2133959",88,33
"227942",88,25
"2518645",57,88
"2583851",88,83
"2675773",88,50
"2782163",68,88
"2810513",2,88
"2855502",88,53
"2861279",37,88
"288004",82,88
"2908839",71,88
"293091",88,59
"2937774",71,88
"300181",88,30
"3075627",71,88
"337004",38,88
"33964",88,28
"524884",54,88
"57494",23,88
"69218",39,88
"86332",88,28
"1034015",47,87
"1151742",87,79
"1239415",87,51
"1328770",87,67
"137545",33,87
"1526412",87,83
"1655500",87,36
"1715989",47,87
"1836",46,87
"1906272",87,45
"2036206",87,55
"2305987",40,87
"2426",87,26
"2599305",57,87
"2601122",87,19
"2666025",87,77
"271098",87,66
"2726122",87,74
"274539",18,87
"2804761",24,87
"2806210",58,87
"2835041",87,85
"2886352",74,87
"2924034",87,59
"2970906",87,82
"2973512",51,87
"2978474",83,87
"3025190",78,87
"3052209",87,34
"333965",87,30
"488730",87,19
"521720",7,87
"56464",37,87
"57975",25,87
"673",87,80
"83291",36,87
"97393",87,15
"1085",39,86
"1163",86,23
"125",41,86
"157779",33,86
"160791",42,86
"2093857",27,86
"2175091",86,31
"2509458",86,10
"2518973",86,78
"2589076",25,86
"261825",86,77
"2666127",86,32
"2698679",41,86
"2742",64,86
"2768161",59,86
"2880932",86,17
"2983842",86,34
"3075197",86,55
"37482",86,40
"37928",34,86
"39777",86,12
"414771",49,86
"459858",50,86
"571915",13,86
"583357",86,23
"61435",86,66
"624186",86,42
"669502",86,26
"76629",86,69
"914153",65,86
"1076588",85,32
"1222016",85,72
"1413221",25,85
"1472345",85,45
"1531429",46,85
"154",29,85
"1748",12,85
"1891675",85,82
"227945",85,43
"2498452",45,85
"2675054",85,79
"2684469",10,85
"2706126",85,74
"2710596",79,85
"2746232",85,34
"2751478",3,85
"2782686",85,38
"2855441",31,85
"2867012",38,85
"2961994",54,85
"2969308",50,85
"3004093",18,85
"3050340",85,5
"417368",85,74
"434008",77,85
"546874",72,85
"657",75,85
"76887",85,34
"985043",85,28
"1006005",84,57
"1288495",57,84
"1400864",32,84
"157268",84,50
"1629",84,38
"1825069",84,71
"1858656",57,84
"185951",40,84
"1941349",84,32
"2065312",84,84
"246273",38,84
"247333",84,35
"2527990",41,84
"2576903",84,35
"2720720",84,57
"2752316",27,84
"2772254",84,47
"2847045",52,84
"2935863",84,81
"2938948",34,84
"29518",84,15
"2993314",84,65
"3064892",84,33
"40990",62,84
"521689",35,84
"76335",84,36
"80865",38,84
"80867",84,73
"81408",84,71
"83681",30,84
"99000",84,61
"1042156",83,51
"1184",69,83
"1526572",41,83
"1631871",83,70
"1660063",83,36
"1804",33,83
"1833852",83,76
"1883414",41,83
"1909699",55,83
"1933044",12,83
"2047966",37,83
"2054",33,83
"2060",83,52
"2060066",83,65
"2293862",57,83
"241368",32,83
"2653850",15,83
"265960",83,43
"2758573",17,83
"2778370",83,45
"2780922",83,35
"2811422",39,83
"2929157",38,83
"2949664",8,83
"2983836",83,82
"2993455",82,83
"3031330",52,83
"319706",56,83
"373540",83,19
"418223",13,83
"444612",83,58
"487",66,83
"556259",83,73
"58290",83,29
"76731",35,83
"774",73,83
"844",39,83
"1046043",23,82
"1165090",82,44
"1442555",54,82
"173480",39,82
"1922659",31,82
"2083300",82,28
"2448483",38,82
"2527976",82,77
"2589818",82,44
"2597659",48,82
"2600596",48,82
"2837508",80,82
"2898431",49,82
"2972479",22,82
"3026424",21,82
"3034648",40,82
"377615",47,82
"481",82,53
"59754",22,82
"693075",82,35
"74313",79,82
"113562",22,81
"1318743",81,35
"1329",81,51
"1416614",81,45
"1420916",45,81
"1471761",81,31
"1648",66,81
"1796613",81,44
"1898474",81,18
"1922246",81,50
"2023229",67,81
"2079536",38,81
"2133944",81,35
"2487074",81,58
"254246",81,50
"2662363",81,53
"2714928",61,81
"2731681",40,81
"2867023",34,81
"2867410",11,81
"2983233",44,81
"3021011",73,81
"3049075",54,81
"340345",46,81
"355243",30,81
"35786",31,81
"367190",81,35
"400065",81,72
"438",81,57
"496056",81,72
"539",81,36
"67780",81,47
"748247",62,81
"83561",69,81
"115808",27,80
"1484116",51,80
"1579316",44,80
"1582",30,80
"1632",52,80
"1678309",80,52
"1689",80,36
"1776741",74,80
"1886670",59,80
"1914871",80,38
"1921565",80,23
"2004650",80,54
"2527775",80,37
"2704462",25,80
"2719119",13,80
"2743001",80,52
"2745561",80,53
"2769067",80,59
"2893471",80,61
"2992242",33,80
"2994078",69,80
"3003393",80,61
"323284",30,80
"34067",80,24
"49319",24,80
"650378",80,41
"697331",80,20
"755175",43,80
"883811",80,34
"1030",49,79
"1318",79,71
"1441386",45,79
"1472767",79,55
"166935",79,73
"1774",30,79
"1805933",79,39
"1873716",56,79
"231049",64,79
"2571750",79,70
"2572577",79,16
"2596915",34,79
"2675777",79,14
"2748098",53,79
"2878098",27,79
"2881052",79,25
"2932253",49,79
"2955956",16,79
"3015156",14,79
"307580",79,44
"36746",79,70
"373687",79,49
"470565",79,46
"487184",21,79
"505341",79,60
"66892",25,79
"1084719",78,34
"12914",78,65
"1335757",78,56
"138074",63,78
"1395974",22,78
"1514105",48,78
"1636609",24,78
"1710",34,78
"172713",78,63
"1810504",45,78
"1841651",78,21
"1908198",39,78
"2068655",78,33
"2077090",23,78
"230709",78,13
"2507582",39,78
"2597518",78,38
"260552",46,78
"2724",39,78
"2821543",32,78
"2908842",75,78
"3015999",9,78
"3019969",78,62
"3020832",21,78
"3029055",78,30
"3057550",78,26
"3070661",78,52
"359110",15,78
"387093",78,34
"46506",78,45
"465797",78,28
"553982",78,47
"63745",32,78
"656179",78,16
"82983",78,11
"157592",68,77
"1654",27,77
"171404",37,77
"2099693",7,77
"2290923",43,77
"2561898",56,77
"2866810",49,77
"2925830",77,71
"2986919",15,77
"316279",77,54
"362830",77,59
"546367",77,34
"577469",1,77
"60217",77,72
"67825",71,77
"78331",77,15
"916",38,77
"999183",18,77
"114527",76,35
"114686",45,76
"1178515",57,76
"1236179",76,36
"1249101",76,31
"128944",76,41
"132920",76,55
"1461582",76,28
"1474867",55,76
"1505596",76,55
"1510150",43,76
"153493",64,76
"1561924",76,44
"160796",76,25
"1694",41,76
"1727164",76,57
"1902136",76,21
"1940636",72,76
"2283318",76,38
"2355",76,36
"2560849",76,33
"2608999",15,76
"2614538",3,76
"2716227",37,76
"2759660",76,33
"2761623",76,35
"2806552",76,57
"2811415",44,76
"2822368",21,76
"2838850",43,76
"3002900",76,53
"3015152",51,76
"3034675",76,1
"3036945",76,44
"33914",76,53
"34",36,76
"36818",8,76
"38308",76,47
"389348",76,59
"39778",48,76
"453816",76,45
"482957",41,76
"558017",76,29
"576131",76,21
"72360",72,76
"75692",35,76
"84566",42,76
"885040",76,76
"1179664",75,24
"1549850",34,75
"1903704",75,52
"2174846",29,75
"227866",39,75
"269259",75,53
"2743089",12,75
"2745558",75,53
"2747268",74,75
"2763068",16,75
"2763670",50,75
"28049",30,75
"2822844",17,75
"2829597",75,71
"28448",51,75
"2854260",12,75
"2856608",75,57
"2907205",42,75
"29370",55,75
"2964606",75,55
"3020899",21,75
"3075825",32,75
"33045",75,51
"33936",75,62
"380021",58,75
"398049",32,75
"42684",19,75
"47883",54,75
"511745",62,75
"59748",75,38
"651143",65,75
"84980",75,58
"95641",46,75
"106578",74,62
"1268041",49,74
"1428684",31,74
"182709",74,35
"1881069",69,74
"1903409",74,66
"192073",74,65
"216142",43,74
"2177",34,74
"2587862",74,60
"2696560",74,37
"2709396",74,56
"2743090",23,74
"2769490",73,74
"2865832",5,74
"2872648",74,22
"2937801",61,74
"2952525",17,74
"3035453",46,74
"3049073",22,74
"33900",21,74
"33903",57,74
"39640",74,17
"417574",74,58
"640205",46,74
"70864",52,74
"100177",73,36
"1156431",73,33
"1218315",26,73
"1219491",73,67
"136468",73,42
"1411902",37,73
"164451",73,62
"1663591",3,73
"1689834",68,73
"1719132",3,73
"1827144",70,73
"2051906",73,10
"233055",71,73
"2598861",73,68
"2609258",20,73
"2614693",16,73
"2666100",73,50
"2689109",73,23
"2732594",68,73
"2745196",71,73
"2770551",13,73
"2811778",73,52
"2866211",13,73
"2911539",42,73
"31",5,73
"320778",23,73
"324078",73,24
"44252",73,36
"481146",73,22
"51201",28,73
"54254",58,73
"564",73,57
"104609",72,37
"10683",72,20
"132473",53,72
"1334193",72,50
"1377",72,18
"1515612",72,71
"1564506",22,72
"1605",72,31
"17",72,15
"1741",65,72
"181663",72,53
"1936021",29,72
"2172103",72,59
"2291597",30,72
"2560506",25,72
"2653851",59,72
"266",21,72
"2678261",42,72
"2715209",60,72
"2829502",72,71
"2846435",48,72
"2851575",72,9
"2867011",22,72
"2895509",72,4
"3035288",72,27
"32052",44,72
"35554",42,72
"400092",67,72
"436",72,31
"459529",72,27
"649196",69,72
"683737",72,53
"712310",72,19
"73010",15,72
"747548",37,72
"81468",66,72
"100716",71,66
"147709",71,35
"159743",49,71
"1821960",71,38
"1844051",18,71
"1930277",12,71
"194924",37,71
"1971488",71,10
"2184083",71,33
"2282397",30,71
"228602",52,71
"2527979",27,71
"2590869",71,31
"2606626",71,48
"2724468",26,71
"2742601",71,67
"2819100",71,53
"2870860",40,71
"2956830",0,71
"2980099",69,71
"327575",66,71
"36813",36,71
"38300",15,71
"392734",25,71
"410",20,71
"47760",71,65
"635",62,71
"742013",54,71
"758782",66,71
"863",71,29
"911045",11,71
"1215089",70,34
"1402",70,68
"1536771",70,32
"162209",70,69
"167964",44,70
"1682490",2,70
"1868794",70,11
"1930058",53,70
"255475",34,70
"2562285",56,70
"2608402",11,70
"2609668",70,45
"2653189",14,70
"2675784",70,26
"2734053",12,70
"2846402",70,55
"292800",70,61
"2948946",27,70
"2955552",70,69
"2975055",36,70
"2981135",66,70
"299262",70,62
"3069118",27,70
"3075121",70,51
"33940",70,32
"35",53,70
"491950",37,70
"502",68,70
"53336",70,35
"665914",70,61
"873",44,70
"1138822",69,67
"1190813",16,69
"1295642",69,67
"131568",43,69
"1444684",55,69
"1573676",69,21
"1582356",22,69
"1609966",69,67
"1850238",16,69
"1945512",58,69
"1972134",69,12
"2108399",69,60
"2175646",37,69
"2547601",34,69
"2588534",32,69
"2603215",69,44
"2675775",69,46
"2734118",38,69
"2832500",30,69
"2940302",69,68
"29461",39,69
"2973088",62,69
"3017361",39,69
"3032001",69,19
"324767",69,54
"334543",69,33
"348043",19,69
"41675",69,42
"55583",57,69
"56812",69,35
"571800",69,46
"577",69,52
"656",69,66
"664683",69,58
"95485",48,69
"97477",45,69
"1282863",51,68
"1608957",56,68
"1653476",54,68
"1674922",38,68
"1689272",44,68
"1724",37,68
"1769",17,68
"1795631",16,68
"1821625",26,68
"1871022",15,68
"1871025",45,68
"1950",29,68
"1980966",68,5
"2059672",68,55
"2235",35,68
"2335",23,68
"2502781",52,68
"2560418",68,52
"2576930",27,68
"2664091",68,66
"2665646",38,68
"2675785",68,8
"2708079",10,68
"2749086",14,68
"2773709",33,68
"2778070",17,68
"28091",68,15
"2840180",44,68
"28449",68,59
"2864217",68,44
"2872754",28,68
"2883127",31,68
"2884875",68,55
"2911537",14,68
"2923362",50,68
"29379",68,39
"2940297",68,10
"2950245",68,66
"29570",24,68
"298",68,68
"2986424",35,68
"3075824",18,68
"34029",68,59
"35755",47,68
"36821",34,68
"568766",54,68
"59610",68,61
"60137",53,68
"658666",68,8
"698828",68,60
"722417",68,2
"72803",28,68
"755272",38,68
"762210",65,68
"80679",11,68
"95300",20,68
"1160721",67,35
"1173757",13,67
"1400387",14,67
"1400865",67,56
"1431246",26,67
"1579979",35,67
"1615494",67,33
"1730",35,67
"1765219",30,67
"190323",31,67
"192149",67,31
"194196",67,66
"2042057",59,67
"204891",6,67
"2161677",63,67
"219572",14,67
"2211140",20,67
"249188",67,43
"2500546",17,67
"2506452",65,67
"2591606",67,26
"2614638",66,67
"2742204",67,50
"2766470",67,48
"28172",64,67
"2878915",67,31
"3027470",67,44
"3058394",35,67
"34061",67,50
"36854",67,62
"37326",32,67
"43767",67,32
"449461",27,67
"507626",10,67
"51161",67,46
"516051",55,67
"529731",52,67
"84112",35,67
"96773",15,67
"1214604",37,66
"1267766",66,30
"1374",66,54
"1522312",66,59
"1562974",28,66
"159346",32,66
"1664560",17,66
"1748965",36,66
"1763828",23,66
"1870819",47,66
"2219696",6,66
"2508726",66,64
"2527983",28,66
"2563668",66,18
"2582830",66,6
"2653203",66,29
"2714358",66,37
"2726989",66,18
"2769486",66,52
"28127",66,34
"2862880",22,66
"2904120",66,31
"2938695",20,66
"29542",40,66
"3070815",66,62
"319947",25,66
"34071",42,66
"34072",25,66
"345370",66,61
"363952",59,66
"366522",66,52
"45398",58,66
"483937",66,31
"52022",24,66
"53442",66,43
"589873",66,23
"676208",66,10
"815",66,53
"10663",65,17
"1149953",65,32
"1203471",39,65
"141",65,29
"1479",62,65
"1507808",36,65
"1508644",65,8
"160453",65,62
"1647",53,65
"1852390",37,65
"2026189",65,15
"204039",65,44
"2072936",53,65
"2093824",45,65
"2099786",65,36
"2246",31,65
"256326",65,42
"2567937",65,17
"2569540",63,65
"2580412",47,65
"2590021",65,21
"2598457",65,11
"2691571",11,65
"2697563",20,65
"2714943",27,65
"2737173",65,39
"2815577",41,65
"2857060",10,65
"2878390",59,65
"2908650",65,41
"2918516",65,59
"293388",65,27
"300825",39,65
"3028709",38,65
"3047030",65,24
"3064139",65,65
"392610",65,37
"41899",28,65
"46021",65,6
"463192",25,65
"73919",21,65
"755307",11,65
"89153",65,55
"105219",29,64
"1109412",38,64
"1183412",34,64
"1401",64,45
"1500254",64,54
"1609531",64,23
"1614",64,37
"1636618",64,17
"172042",64,38
"1737446",46,64
"1773489",49,64
"1825023",14,64
"1945584",64,0
"2059884",64,28
"2138101",23,64
"2203724",64,44
"2303538",64,61
"2508882",51,64
"2558918",16,64
"2714036",64,56
"2742639",41,64
"2787706",64,5
"2794344",64,48
"28119",64,40
"2866808",29,64
"2867238",64,58
"2893469",53,64
"2956048",64,26
"2966453",30,64
"336988",64,33
"35701",15,64
"43768",58,64
"446374",64,53
"48664",21,64
"563177",64,45
"71655",64,32
"945844",17,64
"1092",63,10
"11",21,63
"114880",63,38
"1178516",40,63
"1344094",63,25
"1503055",40,63
"1521117",16,63
"1524258",34,63
"1591088",63,19
"1609559",43,63
"1641",63,46
"165694",63,42
"1842533",10,63
"1854",37,63
"1892404",63,5
"1930622",63,0
"2222",43,63
"2268024",37,63
"2597515",63,5
"2675788",63,56
"2710756",32,63
"2762277",63,16
"2763669",51,63
"2904242",9,63
"2926710",63,8
"3035452",63,45
"3037654",63,23
"400946",63,62
"421",63,60
"445930",16,63
"506",24,63
"519081",13,63
"54299",21,63
"57372",59,63
"575",63,29
"693750",7,63
"699433",17,63
"96241",63,51
"10288",62,36
"1115757",25,62
"1208324",10,62
"1267768",58,62
"146785",62,45
"1473598",40,62
"1632865",37,62
"1648182",19,62
"1720343",62,20
"172045",60,62
"182337",47,62
"1827580",11,62
"1853682",51,62
"1920883",28,62
"1921086",18,62
"1933929",62,27
"193462",18,62
"1936990",10,62
"1945585",62,0
"2014076",59,62
"217",62,46
"252966",62,47
"254839",32,62
"2587856",59,62
"2587865",62,51
"2650471",62,44
"2734618",11,62
"2811788",62,30
"2815309",31,62
"2946555",62,8
"3003392",62,33
"305",62,61
"33008",51,62
"33888",62,49
"431057",57,62
"44012",13,62
"493",53,62
"556288",48,62
"77022",62,57
"93218",62,62
"1188319",14,61
"1548547",58,61
"1632019",15,61
"164393",61,40
"1644131",50,61
"1647283",11,61
"1778",42,61
"1802984",61,14
"195522",33,61
"1971485",61,8
"2017482",61,32
"2094021",61,43
"2173853",61,60
"2479367",38,61
"2485784",38,61
"2516557",61,57
"251749",61,15
"2585119",40,61
"2592049",61,36
"2652721",38,61
"2675232",61,18
"2678688",15,61
"269673",61,34
"2735795",56,61
"2763107",61,58
"2796927",20,61
"28097",61,61
"2895490",61,17
"2902624",25,61
"2976241",61,7
"2987689",30,61
"3048891",61,40
"321984",23,61
"370777",29,61
"393921",25,61
"399736",45,61
"435912",49,61
"44013",58,61
"53360",14,61
"54120",61,37
"565",61,60
"661191",61,9
"84110",60,61
"98228",61,32
"101192",58,60
"1138587",33,60
"1197717",60,35
"1331910",25,60
"1356852",42,60
"136241",27,60
"1399115",60,7
"1406512",60,30
"1525",22,60
"1536775",56,60
"158327",29,60
"1619153",52,60
"1697",60,59
"172049",45,60
"1795043",60,55
"1819725",22,60
"1827285",60,24
"1884905",25,60
"1984776",8,60
"2067960",28,60
"2072025",60,39
"2086585",60,27
"209247",11,60
"2211106",58,60
"248026",35,60
"2575699",60,28
"2653857",11,60
"2692134",46,60
"2698673",26,60
"2704413",60,14
"2772557",51,60
"2813744",60,14
"2866384",60,23
"286727",23,60
"296199",42,60
"2963433",20,60
"2969431",60,6
"2995154",27,60
"3047478",60,45
"3068324",19,60
"3070658",37,60
"340268",44,60
"453230",23,60
"488",60,22
"570267",60,47
"573569",60,13
"576611",60,58
"73029",16,60
"813",60,52
"912630",4,60
"1050370",37,59
"1325112",23,59
"1503054",59,58
"1653478",59,28
"1778675",59,16
"1848399",59,5
"1874",25,59
"1917441",59,32
"1930274",37,59
"200254",5,59
"2107709",41,59
"2290922",59,49
"2447890",17,59
"2505979",54,59
"2530390",29,59
"2594496",30,59
"2598453",59,20
"2614639",29,59
"2735868",59,13
"2736",59,58
"2763672",56,59
"2778550",59,10
"2795384",59,53
"2813577",43,59
"2817475",10,59
"2823902",59,33
"2835787",59,29
"2871826",56,59
"2878388",14,59
"28874",59,39
"2904243",59,21
"29471",59,46
"3009078",59,46
"3019889",59,40
"3020900",16,59
"3032592",17,59
"3047709",9,59
"3068275",30,59
"3072790",59,53
"33991",59,11
"388640",59,41
"497726",59,5
"52",38,59
"589436",58,59
"643674",59,31
"66428",29,59
"75682",23,59
"1094342",13,58
"1175445",58,20
"1408191",58,39
"1421430",58,18
"1642646",34,58
"1932881",58,30
"199591",32,58
"203491",58,14
"2055",57,58
"2097",58,15
"212",58,21
"216572",33,58
"2233998",58,16
"2265",28,58
"231439",38,58
"238800",58,50
"245876",35,58
"2608254",58,8
"2681470",31,58
"2692234",32,58
"2697043",24,58
"2703789",58,49
"2905569",58,1
"2911527",34,58
"2924888",58,7
"29324",58,58
"2981134",9,58
"2984142",58,35
"3030011",17,58
"3048270",6,58
"3048335",37,58
"33046",58,33
"338565",47,58
"387092",58,35
"391290",58,21
"394751",49,58
"39691",48,58
"68288",58,22
"69666",10,58
"768507",58,31
"85015",5,58
"914150",29,58
"129338",45,57
"1436133",18,57
"1481914",44,57
"1522758",7,57
"1661694",2,57
"1758390",35,57
"1851395",57,2
"1931275",57,13
"198620",35,57
"214851",10,57
"2590020",57,33
"2719588",20,57
"2766982",57,51
"283811",18,57
"2861288",56,57
"2983211",57,45
"2995143",40,57
"389480",57,5
"55211",57,35
"574697",57,31
"590652",55,57
"607711",57,20
"69710",57,43
"1124597",31,56
"1188228",39,56
"128",9,56
"1330547",45,56
"1442558",13,56
"1494466",56,40
"1532350",56,54
"1572644",6,56
"169480",46,56
"1758395",39,56
"1763535",12,56
"1936029",11,56
"195253",56,55
"2144175",56,43
"2163011",56,48
"2163605",56,19
"238749",56,37
"241244",56,39
"2495582",56,46
"2500533",24,56
"2560286",56,31
"2707525",21,56
"273251",33,56
"273677",56,52
"2748316",56,16
"2774461",19,56
"2781735",9,56
"286104",56,3
"2929493",17,56
"2931975",56,46
"2939437",10,56
"2976335",56,32
"2992843",56,7
"35757",16,56
"359408",56,34
"41276",24,56
"43771",56,47
"470076",11,56
"486",29,56
"53410",56,27
"53635",8,56
"54911",33,56
"58231",56,26
"59310",56,22
"618",36,56
"670052",34,56
"67082",56,12
"682798",21,56
"685565",56,43
"715451",56,42
"931100",55,56
"1163710",55,53
"1175444",55,29
"1415568",19,55
"1442553",55,41
"1442556",27,55
"1458492",55,19
"147206",15,55
"1481665",55,9
"1481672",55,50
"148813",43,55
"149715",55,6
"1592790",55,39
"169435",55,50
"186171",55,20
"1901",24,55
"1911929",55,19
"2003316",33,55
"2025492",55,17
"2025949",55,54
"2099789",55,26
"2182",55,5
"2231055",24,55
"2252",39,55
"2358187",19,55
"2565366",14,55
"263819",55,47
"2675878",55,46
"2714932",55,27
"2732487",35,55
"2743575",55,22
"2761580",55,36
"2811108",39,55
"2819979",14,55
"2897342",21,55
"2953748",32,55
"2963940",55,47
"2972784",55,19
"3047764",13,55
"3047810",55,17
"3064001",55,13
"33865",55,28
"591154",23,55
"76760",33,55
"82976",26,55
"85683",34,55
"860235",14,55
"115561",54,52
"1158459",54,15
"1288970",14,54
"1316941",54,30
"135735",54,26
"1379910",40,54
"1572712",54,8
"1623275",30,54
"1743165",33,54
"1778262",54,13
"1851514",12,54
"194197",54,35
"1968839",54,38
"1986146",21,54
"2004644",54,22
"2282849",46,54
"2292766",44,54
"2364787",54,20
"2486273",36,54
"2516559",22,54
"256701",4,54
"2601668",54,26
"2605424",4,54
"2719912",54,38
"2742137",30,54
"2745490",9,54
"2817385",18,54
"2837506",54,26
"2839759",47,54
"2851567",17,54
"2931399",10,54
"29459",37,54
"2978973",10,54
"3025665",54,26
"3026967",54,27
"3036374",21,54
"3050384",35,54
"3056647",27,54
"3072977",54,38
"339617",54,53
"370524",54,50
"414996",54,39
"861299",32,54
"92490",54,16
"96472",54,14
"1462996",37,53
"1623305",53,19
"1630135",11,53
"164516",53,40
"1662285",49,53
"1670831",13,53
"1729695",22,53
"1736046",27,53
"182141",33,53
"190897",53,25
"2079535",19,53
"2708301",16,53
"2716225",14,53
"2730915",35,53
"2731643",0,53
"2770786",53,11
"2856555",16,53
"2861285",9,53
"2880008",53,40
"2905871",13,53
"2911495",41,53
"29489",53,27
"2983299",53,18
"2984146",53,15
"2986947",39,53
"2991499",20,53
"353800",53,39
"39444",53,15
"53358",42,53
"53451",53,49
"55510",53,2
"564064",53,52
"65058",23,53
"680279",20,53
"712528",52,53
"714067",21,53
"810",53,48
"98668",19,53
"104336",16,52
"1048396",52,32
"1071078",44,52
"1299",30,52
"1365176",52,51
"1385715",45,52
"1415657",52,18
"1567014",52,40
"1581680",9,52
"176102",52,42
"1796620",31,52
"1852",52,41
"1865",8,52
"1871034",27,52
"1940789",52,44
"2003121",44,52
"2030797",52,36
"2099695",14,52
"214856",52,20
"2182432",12,52
"234827",52,39
"2579935",51,52
"2714937",33,52
"2749040",52,39
"2778064",7,52
"2781599",52,28
"2823905",23,52
"2829569",52,38
"2842456",19,52
"2846775",13,52
"2883107",52,8
"2886505",52,7
"2933293",52,47
"2979330",52,17
"2983213",52,51
"2983229",50,52
"3039386",28,52
"311400",11,52
"314722",37,52
"337479",52,30
"37448",26,52
"410837",26,52
"42838",13,52
"454171",49,52
"53362",41,52
"550984",16,52
"57320",27,52
"65958",43,52
"71997",15,52
"93973",52,7
"1027273",40,51
"1076124",51,50
"1404864",10,51
"1416627",26,51
"1473",51,11
"1590041",41,51
"1637869",36,51
"1674923",50,51
"1699624",51,23
"1708",38,51
"1910968",51,0
"1967783",51,38
"2056231",42,51
"2338327",27,51
"2508289",51,26
"2678259",18,51
"2686304",27,51
"2714930",51,33
"2745495",51,24
"2760705",31,51
"2806989",51,30
"2841303",43,51
"2932247",14,51
"29484",51,25
