"","SRR14320323","SRR14320322","SRR14320321"
"2599600",2993,2905,2051
"1138587",2979,2991,2325
"2528009",2985,2991,1547
"32002",2991,2940,2145
"2565366",2989,2484,1318
"2983246",2889,2989,2887
"2930091",1984,2244,2986
"2949093",2425,2829,2985
"3031126",2984,2933,2071
"2813577",2014,2983,1506
"2937788",2593,2960,2981
"2979467",1291,1525,2981
"3049070",2375,2981,2673
"471",2384,294,2978
"76731",2496,2978,2104
"3015152",2793,2975,1739
"180282",2614,2974,2124
"121428",2073,2470,2972
"2897772",2972,2801,1329
"2589974",2971,2736,2122
"219314",2809,2969,1737
"2590775",2964,2290,1332
"2978392",1499,1223,2961
"39695",2535,2526,2960
"131568",2958,2900,1941
"2995170",1935,2956,1708
"2949090",2604,2955,2066
"83637",2679,2955,2317
"2968500",2340,2852,2954
"2051553",2747,2953,1914
"36813",2927,2909,2948
"2769491",2907,2947,2199
"2136401",2595,2945,1707
"150203",2220,2688,2941
"1072463",2420,2940,2618
"37928",2936,2677,2019
"125216",2662,2934,2116
"2018025",2834,2934,1808
"180957",145,2933,168
"3019602",2891,2933,2334
"1427356",2932,2919,2356
"39692",2274,2658,2931
"1797",2929,2574,1926
"2861750",2884,2929,2079
"1670831",2844,2924,1433
"171437",2881,2924,1728
"1882757",2662,2923,1949
"1286180",2605,2921,2750
"2558931",2854,2921,1224
"44255",2571,2918,2078
"40566",2424,2917,1491
"2483401",2405,2916,2881
"95486",2668,2916,1802
"2865839",2915,2562,1975
"2057",2522,2912,1354
"2762748",2387,2852,2911
"2768068",2808,2911,1610
"2684469",2617,2910,1694
"1759059",2906,2173,701
"2865838",2706,2900,1805
"2862866",1979,2898,1649
"186817",2896,2312,831
"2972485",2300,2852,2896
"307121",2730,2890,1682
"2908837",2549,2888,2742
"238749",2156,2878,1862
"3039159",2551,2878,2265
"2789327",1970,2421,2870
"370764",2324,2868,2594
"2917725",2695,2867,1991
"1312183",2223,2865,1807
"2740185",2863,2297,903
"2502843",2250,2708,2862
"3075627",2624,2862,1596
"199683",2603,2861,1817
"1210884",2465,2857,1811
"2493676",2855,2559,1876
"2675222",2690,2843,1620
"661481",1378,2842,1262
"538381",2836,2840,1812
"2908642",2674,2833,1635
"3057122",2577,2831,1749
"588673",2449,2830,1329
"57704",2828,2469,1984
"2899220",2297,2827,2500
"1589",1160,2825,2469
"3053466",2695,2825,1598
"2704468",2434,2824,1692
"1082851",2547,2823,1962
"1391653",2750,2821,1287
"2890321",2361,2740,2818
"28077",2687,2816,1979
"31958",2147,2816,1564
"2589797",2700,2815,1778
"80880",2469,2811,1860
"3028735",2765,2810,1900
"49546",1916,2808,1419
"2184053",2671,2807,1688
"632569",2337,2805,1350
"2944128",2484,2802,1491
"249586",2780,2800,1956
"257708",2587,2800,2107
"1642299",2646,2798,1755
"2184519",2100,2798,2356
"2283195",2461,2796,1883
"2861282",2796,2599,2105
"2528022",2715,2795,1421
"208224",167,278,2793
"292913",2219,2725,2789
"364317",2609,2787,1751
"2743470",2503,2779,1927
"2079793",2460,2772,1620
"56454",2772,2495,1955
"666685",2749,2766,1708
"2742137",2633,2761,1699
"675864",2489,2761,1737
"2609808",1899,2760,1494
"653931",2305,2758,2754
"1896961",2282,2755,1465
"2061",2618,2754,1620
"2697569",2751,1950,1189
"1552759",2403,2748,2174
"1038928",2472,2747,1653
"2589976",2747,2622,2044
"547188",2452,2746,1286
"321985",2521,2745,2368
"2585135",2540,2744,1680
"2892996",2711,2744,1695
"60920",2744,2676,1992
"1849967",2560,2741,1727
"34018",2519,2741,1630
"1335061",1733,2307,2740
"1798193",2242,2737,2652
"53246",943,2735,585
"3028804",2375,2732,1550
"2877941",2240,2728,1745
"57043",2426,2726,2243
"864828",2555,2726,2377
"2815358",2725,424,1190
"47989",2716,2725,1575
"1670830",2684,2722,1478
"1386",2717,2176,1218
"66871",2483,2715,1520
"2493672",2712,2355,1800
"1827580",2711,2565,2077
"2911495",2114,2501,2711
"2072936",2094,2303,2710
"1892",2236,2708,1340
"67267",2632,2708,2058
"2320867",2707,2029,1074
"255045",2494,2702,2112
"2851650",2085,2702,2081
"912630",2258,2271,2702
"117207",2028,2378,2700
"2006",2604,2700,1490
"65496",2160,2695,1313
"1711",2587,2692,1870
"29448",2539,2691,2051
"11",2672,2688,2223
"47",1511,2688,1340
"29405",2138,2684,1760
"3062449",2465,2682,1590
"488447",2585,2682,1738
"1813879",2178,2681,2648
"2493673",2678,2558,1751
"146017",2053,2033,2676
"2657486",2189,2676,1948
"307486",2429,2676,1502
"2729175",2675,2075,1537
"1736691",2481,2673,1586
"296544",1825,2200,2673
"1436133",2414,2669,1654
"2171623",2564,2669,1711
"2744518",2669,2407,1860
"318424",2300,2668,2394
"85085",2667,2315,1254
"356852",2414,2666,1549
"2770322",2665,2352,2151
"43767",2665,2625,1555
"53458",2388,2661,1560
"2493675",2659,2360,1760
"49",1733,2658,1802
"37921",2652,2656,1713
"2816956",2628,2654,1936
"67581",2652,2199,1376
"2292766",2490,2649,1350
"2987751",2404,2646,1325
"2305220",2642,2529,1437
"2654248",2641,2444,1826
"1950",2639,2542,1454
"2763006",2376,2637,1538
"67305",1877,2635,1765
"528244",2303,2633,1999
"1842533",1947,2631,2073
"1906274",2324,2620,2621
"2613770",2233,2621,2437
"2907154",1997,2338,2619
"3015151",2291,2618,1467
"2109913",2238,2617,1654
"2968085",2587,2614,1953
"407020",1852,2091,2605
"45398",2533,2605,1656
"2589903",2601,2347,1763
"13689",2214,2464,2600
"2860336",1978,2599,1843
"3075199",2478,2599,1644
"185951",2183,2597,2441
"2653850",1979,2400,2596
"1149133",2589,2069,1251
"1911175",2042,2589,1394
"3062779",2540,2589,1684
"163604",2588,2534,1365
"2020",2425,2588,1381
"1775910",2539,2586,1706
"212765",2249,2583,2022
"3051092",2582,2539,1540
"682998",1617,1891,2582
"1333996",2423,2581,1772
"466153",2331,2581,1492
"1654",2439,2580,1474
"388357",2367,2580,1641
"529",2580,1785,2301
"71433",2579,2312,1798
"2589076",1863,2065,2578
"2282738",2387,2577,1565
"2493633",1409,1219,2575
"3075824",2484,2575,1547
"53399",2575,2463,1755
"193",1178,1552,2570
"2968084",2546,2568,1903
"2579971",2463,2564,1543
"1658671",2409,2563,1583
"1901",2455,2559,1501
"2984843",2352,2559,1978
"47763",2381,2559,1315
"2662028",2338,2558,1575
"2847991",2556,2163,841
"1488356",2417,2555,1502
"1630693",2266,2555,1583
"1888",2501,2555,1574
"2781962",2407,2553,1712
"29549",2538,2552,1066
"1482074",2120,2549,1779
"2608402",2441,2549,1757
"36861",2545,2285,1221
"1492898",1424,2544,1486
"96773",2543,2455,1069
"46351",2415,2542,2240
"1330547",487,2541,2241
"3061627",2370,2538,1387
"700274",2078,2538,1413
"2802975",2536,1836,772
"455344",2150,2532,1303
"530584",1969,2531,1226
"1176649",1666,1878,2530
"2933290",2348,2529,2344
"2768162",2423,2528,2003
"2547601",1908,2279,2527
"2777475",2525,2452,1738
"2720714",2323,2524,1476
"2705012",2281,2522,1440
"1385",2392,2517,1096
"1982042",1928,2330,2516
"56464",2435,2342,2516
"1806508",2458,2512,1094
"3043734",2378,2512,1398
"633392",2441,2512,1336
"2483799",2294,2509,1677
"60550",2337,2506,1441
"2964669",2505,2407,1502
"3061628",2433,2505,1767
"1877",2300,2504,1379
"1323731",2379,2503,1498
"134623",1989,2503,1339
"2500546",2199,2502,1720
"1874061",1873,2369,2500
"2717324",2301,2500,1516
"2880934",2500,2404,1765
"392593",2273,2500,1702
"2182432",2496,2407,1241
"1855519",1924,2129,2495
"1348774",1744,2109,2492
"2109914",2199,2492,1634
"2049881",2449,2490,1677
"285578",2330,2490,1561
"3075605",2089,2490,2463
"2547399",2484,2489,1478
"85693",2244,2489,2476
"83681",2270,2488,1250
"1494466",2321,2486,1355
"2923272",2387,2486,1471
"2970906",2277,2484,1704
"571913",2194,2482,1478
"1447062",2059,2478,1634
"47872",2235,2478,1414
"2771361",2234,2477,1866
"2812896",1827,2471,1161
"72763",2267,2471,1444
"991904",2352,2470,1552
"2969247",2316,2469,1506
"1353891",2307,2468,1777
"553814",2026,2468,1849
"2970464",2055,2467,1856
"261654",2164,2464,1390
"2233851",2375,2463,1644
"2782654",2019,2462,1970
"2493669",2460,2179,1748
"47865",2362,2460,1334
"2528026",2320,2457,1257
"3004093",2223,2454,1554
"463040",2385,2454,1629
"1800",2258,2443,2453
"1634516",1887,2258,2452
"2742136",2372,2452,1591
"1764",2348,2448,1766
"728066",2448,2252,1249
"299152",2254,2447,1344
"65741",2446,2219,1322
"51671",1881,2445,2229
"2026624",2086,2443,2145
"76947",1901,2139,2442
"1333528",2315,2440,1456
"2684468",2439,2358,1502
"424800",2054,2286,2436
"104663",1101,1612,2432
"119219",2417,2432,1575
"1267766",1866,2205,2432
"2527989",2160,2432,1248
"1535768",2411,2431,1584
"399736",2336,2428,2044
"2819979",2325,2427,1823
"29303",2107,2427,1422
"2054227",1821,2290,2426
"3064901",1923,2425,1641
"2508722",2424,2367,1507
"2981134",2367,2424,1645
"2843330",2335,2422,1313
"768507",1764,2422,1148
"2789216",2379,2419,1872
"1042",1912,2200,2418
"3030210",2316,2418,1415
"1890",2319,2415,1649
"3003272",2412,2314,1979
"1841249",2331,2410,1441
"2903629",2410,2331,1444
"182639",2056,2409,1572
"446860",2407,2358,1428
"1881",2276,2405,1302
"2067960",2405,2293,1156
"2060726",2006,2337,2404
"1885",2298,2402,1485
"273678",1470,1649,2402
"2066",2246,2400,1323
"1893",2399,2201,1191
"2057741",2350,2398,1971
"3050384",1892,2398,2071
"3039384",2396,2378,1839
"3015996",1549,1984,2395
"543877",1866,2191,2393
"138118",2392,2069,1305
"630515",2386,2231,1435
"2493680",2382,2243,1822
"28450",2248,2381,1327
"410",2073,2379,1809
"445710",2375,2377,1492
"347",2375,2211,1607
"2995141",2274,2372,1966
"1003110",1991,2369,1251
"480035",2319,2366,1611
"2072505",2171,2364,1616
"1517554",1873,2280,2363
"2811111",2176,2363,1322
"3047871",2361,948,271
"2811423",2358,2303,1679
"2968083",2188,2358,1622
"1176198",2254,2357,1700
"2763257",1958,2357,1933
"1226757",2116,2352,1481
"1470176",1945,2350,1234
"2824561",1815,2350,1310
"85025",2204,2350,1441
"337",2285,2349,1323
"1582356",2068,2348,2136
"68214",2212,2347,1470
"2082949",1865,2346,1840
"2986949",2245,2346,1665
"2107713",2251,2345,1454
"2782662",1487,1905,2345
"223390",2047,2343,1947
"2596911",2342,1796,1077
"2585716",2244,2341,1347
"216929",2224,2336,2158
"1532023",1843,2335,2245
"362257",2310,2333,1446
"2806346",1972,2147,2330
"1715720",2036,2327,2146
"2487344",1862,1383,2326
"156977",2259,2323,1981
"47875",1934,2321,1218
"2282523",2224,2174,2319
"2003551",2120,2318,1646
"1842540",2317,2309,1380
"2826993",2128,2317,1578
"2950605",1782,2089,2316
"1379903",1983,2314,1793
"34070",1941,2311,1628
"1395951",2310,2128,1683
"346",2308,2026,1583
"2798724",1807,2038,2306
"3075430",2305,2284,1523
"1804624",2168,2303,1560
"2561924",1390,1492,2302
"2608999",2106,2302,1452
"150026",2205,2301,1544
"2751189",2281,2301,1403
"40988",2039,2299,1125
"2578107",2298,2083,1169
"2940492",1943,2294,1587
"2995138",1934,2294,1731
"43668",2244,2294,1734
"1977088",2149,2292,1296
"2202827",2068,2292,1449
"2600159",2292,2056,1208
"121292",2290,1691,1030
"3039156",1900,2289,1734
"710111",2156,2289,1336
"2497863",1623,2288,1139
"2909587",2037,2287,1838
"39645",2287,2165,1614
"2833628",2156,2286,1338
"3004092",2161,2286,1419
"39688",2125,2286,2077
"3031124",2283,2203,1370
"2498135",2129,2281,1295
"2991972",2091,2281,1613
"1792",1970,2280,2081
"33903",2202,2279,1592
"1911",2116,2278,1483
"2714844",2196,2276,1326
"121719",2210,2274,1716
"2565555",1982,2257,2272
"463025",2225,2270,1465
"2749844",2046,2269,1315
"3055080",2268,2191,1778
"93217",2264,2239,1290
"2847989",2262,1862,732
"2651583",2261,1986,787
"1349819",2171,2260,1742
"2755382",2257,2032,1303
"3043847",2257,1730,1032
"33959",2253,98,102
"67081",1643,1625,2253
"1855416",1617,1986,2251
"2746961",1748,2250,1697
"3049069",1665,2250,1948
"84292",1787,2250,1992
"767452",1983,2246,1574
"545619",2245,2090,1694
"515350",1970,2243,1291
"1593482",2011,2242,1683
"1871086",2111,2018,2241
"2268461",1759,2241,1865
"7",2114,2241,1467
"2499145",2046,2240,1277
"1828",2236,2145,1637
"748811",2236,2150,1122
"709879",2002,2234,1221
"1914461",2122,2232,1245
"1335043",1873,2230,1555
"2981135",2094,2230,1409
"1914",2031,2226,1216
"36818",2114,2225,1417
"173860",2028,2224,1190
"2782659",1204,1712,2221
"60035",2221,1957,715
"51201",2210,2220,1372
"2949637",2043,2216,1341
"189381",2214,1049,373
"2759526",1867,2192,2211
"2721173",2185,2209,1500
"2984338",2117,2207,1566
"2040",2117,2206,1240
"228602",2205,2187,1445
"2654249",2205,1842,1530
"2909588",1849,2205,1864
"2932247",2202,2118,1470
"2070347",2126,2201,1538
"2014",1955,2200,1254
"2571746",2200,2131,1291
"582680",2128,2200,1811
"2304600",2038,2198,1469
"67367",2147,2198,1335
"2116657",1957,2197,1554
"59405",2197,2072,958
"39694",1972,2196,2141
"2714931",2126,2192,1501
"3039153",1919,2191,1766
"1988",1828,2190,1116
"66425",2190,2179,1346
"285665",2055,2189,1307
"321984",2066,2189,1574
"2220096",2171,2187,1350
"225194",2187,1940,704
"2026199",2175,2185,1391
"56455",1891,1861,2182
"1907",2015,2172,1339
"3032592",1665,2171,2150
"2985506",1978,2170,1282
"1267217",1830,2169,1363
"2048898",1505,2167,1655
"169176",1511,1860,2164
"1331682",2162,1918,1641
"68200",2054,2162,1305
"2909673",1666,2161,2153
"2879846",2064,2160,1371
"367477",1726,2159,1992
"134601",1995,2158,1946
"3075825",2080,2158,1326
"269660",1945,2157,1488
"2750011",2023,2155,1508
"2570229",2034,2154,1555
"351604",2152,1917,755
"94624",2148,2101,1617
"1325102",1070,1665,2146
"2861279",2146,1786,1009
"2838850",1982,2143,1283
"53362",1943,2143,1223
"2871170",2125,2142,1619
"2991074",1703,2089,2141
"1889",2125,2140,1399
"2742132",1935,2139,1226
"433",2020,2138,1352
"710705",1914,2136,1311
"1914471",2135,1900,1114
"2528010",2133,2114,1133
"2728021",1868,2133,1478
"1967",2083,2132,1219
"2721244",2044,2132,1393
"114686",1994,2131,1385
"2996782",1470,2129,1140
"3023370",1984,2129,1910
"2072590",1915,2128,1495
"3034358",2128,2069,1241
"2942449",2112,2125,1350
"398",1801,2124,1488
"565",2121,1067,664
"1823",2073,2115,1341
"299146",1910,2112,1167
"74313",1685,2109,1932
"1288636",1968,2106,1422
"36805",1714,2106,1880
"1758194",2066,2104,1399
"47421",1738,2104,1486
"1517551",1732,2061,2103
"2829500",1815,2093,2103
"3075198",2017,2103,1234
"2782568",1585,2031,2102
"2925841",947,2102,1216
"1166950",2099,2085,1185
"3028709",2099,2099,1286
"190721",2070,2098,1262
"904291",1966,2096,1924
"2866715",1944,2095,1219
"152480",1967,2091,1239
"2202826",1960,2090,1459
"2126346",1880,2089,1270
"2963431",1909,2089,1315
"2528021",2088,2078,1353
"1850374",1916,2086,1794
"2761578",1880,2086,1964
"2742135",1992,2084,1216
"3032282",2083,2033,1215
"2571748",2057,2081,1245
"75105",1987,2081,1172
"1619308",2034,2080,1365
"2847992",2080,1761,637
"1914233",1919,2078,1309
"1047172",2005,2077,1167
"280236",1957,2077,1196
"38300",1917,2077,1303
"439387",1685,2075,1512
"2825844",2050,2074,1294
"1404888",1531,2030,2073
"1463165",854,574,2073
"2419774",1944,2073,1315
"3049073",1655,2073,1887
"37330",1953,2070,1425
"67287",1884,2069,1424
"202862",2068,1915,1215
"2759943",1825,2063,1292
"348043",2000,2063,1444
"1758689",1880,2061,1325
"1932",2060,1875,1198
"1678",2013,2059,1073
"1810504",2059,1954,1089
"1420889",1790,2058,1157
"2931399",2058,1560,917
"40567",1654,2058,1146
"48664",2054,1869,1344
"137722",1927,2052,1602
"2782167",1664,2051,1822
"1162966",1899,2050,1185
"3034022",1551,2050,1023
"2940488",1615,2049,1467
"2898793",1951,2048,1269
"3033811",2043,2019,1247
"3068324",2043,1977,1612
"1298",2042,1952,988
"1079",2015,2038,1479
"1859",1901,2036,1140
"1572644",1789,2034,1797
"354",2032,1589,810
"209247",1864,2030,1284
"1805827",1940,2029,1300
"1050370",2027,1961,1117
"37927",1969,2025,1217
"1812480",2024,1862,1007
"2918527",893,976,2022
"40318",1883,2022,1276
"1960",1886,2021,1160
"2213200",2021,1932,1344
"2692234",1984,2018,1333
"2604537",1575,1830,2017
"2782166",1730,2017,1787
"158899",1837,2015,1211
"2927875",1773,2015,1511
"3004094",2014,1967,879
"615",1271,2008,972
"92647",2001,2004,1255
"2714937",1910,2003,1185
"2768161",1822,2001,1653
"2811415",2000,1911,1057
"1416806",1999,1994,1317
"1571470",1790,1999,1735
"3020843",1999,1644,1016
"33051",1647,1963,1999
"40989",1577,1999,909
"317",1998,1831,1342
"758826",1482,1998,1338
"110937",1873,1995,1299
"2735133",1962,1994,1372
"2867012",1981,1994,1291
"1138189",1763,1992,1718
"2478662",1428,1992,1569
"2676871",1987,1992,1177
"2715678",1992,1700,1189
"2861283",1810,1991,1356
"329",1945,1991,1264
"3028316",1665,1989,1568
"3025315",1633,1872,1988
"39956",1874,1988,1468
"42197",1741,1986,1144
"1077946",1981,1985,1182
"85030",1582,1984,933
"68223",1840,1983,1210
"122277",687,1978,557
"2831000",1976,1800,960
"661488",1418,1976,1755
"3064286",1881,1975,1783
"42253",1850,1975,853
"374432",1830,1974,1360
"2203205",1869,1971,1093
"2744474",1969,1821,1318
"352858",1969,1004,290
"1862145",1968,1901,1062
"2597701",1968,1897,1182
"160699",1714,1712,1967
"28047",1806,1966,1809
"2201350",1435,1963,1734
"684552",1781,1962,1375
"1906742",1784,1960,1760
"93220",1890,1959,1162
"2716812",1866,1958,1107
"2596828",1955,1750,1122
"80866",1823,1955,1462
"2831967",1479,1952,1063
"75697",1856,1952,1235
"2976822",1262,1806,1949
"53412",1947,1648,961
"2541726",1575,1946,1618
"1742992",1945,1788,1077
"862751",1870,1945,1188
"2744522",1944,1886,1313
"2589967",1943,1891,1391
"340345",1660,1942,1027
"1538644",671,1941,1007
"2820278",1806,1941,1355
"2609253",1675,1939,1117
"645517",1518,1838,1938
"2724914",1764,1937,1237
"2099693",1864,1936,1868
"2499144",1535,1936,1399
"1736046",1918,1935,1264
"2589888",1931,1842,1372
"482462",1835,1930,1589
"1810",1762,1925,1919
"544",1471,1924,979
"1896196",1487,1621,1922
"67345",1922,1707,1070
"113",1759,1921,1159
"2035",1850,1921,1211
"56460",1921,1716,1367
"2744523",1918,1807,1319
"3031712",1470,1917,955
"553510",1876,1917,1193
"2055889",1912,1915,1182
"66892",1888,1912,1157
"1542730",1830,1911,1160
"42881",1853,1911,1194
"2014887",1707,1909,1160
"248026",1842,1909,1214
"41899",1810,1908,1089
"3017325",1555,1904,1590
"1746199",1898,1903,1357
"3074430",1831,1901,1232
"2976680",1511,1899,1501
"1768242",1668,1896,1301
"2901164",1895,1710,1363
"665007",1651,1895,1129
"2614639",1706,1893,1521
"55518",1624,1893,1182
"2603276",1892,1853,1336
"2739433",1470,1836,1891
"2675523",1507,1440,1890
"463014",1829,1890,1212
"2991545",1668,1889,1122
"53335",1163,1267,1887
"67296",1886,1833,1093
"1851544",1810,1885,1210
"3075197",1885,1794,1100
"43057",1754,1884,1175
"213422",1883,1630,580
"2810513",1810,1881,1291
"2837956",1748,1881,1149
"2974023",1629,1881,767
"1852022",1837,1880,1208
"2674997",1287,1878,1458
"3058426",1878,1872,1173
"3049071",1536,1876,1680
"2771430",1496,1874,1579
"2918765",1684,1824,1873
"2778082",1871,1853,1134
"2853439",647,1871,950
"1416803",1867,1859,1160
"1620215",1867,1764,843
"1967501",972,1866,1181
"1269",1721,1865,1096
"2010829",1814,1865,1106
"1697043",1864,1752,1176
"1061",1733,1863,1194
"426",1862,1829,1195
"2963432",1861,1712,940
"379684",1691,1857,1666
"53408",1856,1603,1034
"1325120",1645,1855,1443
"2174846",1828,1855,1046
"2760308",1754,1855,1184
"2853163",1698,1855,1155
"1969821",1852,1851,1462
"2979461",1371,1632,1852
"1442032",1719,1851,1106
"80679",1809,1851,941
"1325112",1518,1850,1545
"2867233",1450,1688,1850
"285450",1712,1849,1104
"3028710",1818,1848,1124
"2797167",1713,1847,1133
"2765360",1831,1846,1219
"1229164",1558,1845,1689
"2596916",1766,1844,1186
"2857060",1721,1843,1710
"3068634",1753,1839,1306
"3068893",1729,1838,849
"186650",1392,1836,1579
"2654547",1794,1835,1114
"2665642",1566,1835,868
"56453",1835,1759,1355
"2714924",1662,1834,1341
"2976459",1539,1833,1482
"28894",1797,1832,1051
"2930049",1831,1271,739
"2911537",1781,1830,1123
"1112",1422,1671,1829
"1854057",1829,1829,1194
"2734618",1501,1829,1564
"3016086",1626,1827,1028
"2059884",1767,1826,1113
"53437",1711,1825,934
"1229727",1780,1824,1146
"2662397",1626,1823,1138
"75294",1532,1822,847
"1390395",1536,1713,1820
"410837",1820,1743,896
"709883",1669,1820,1032
"451876",1521,1496,1819
"652764",1704,1819,1519
"1904616",1721,1817,1106
"1981880",1817,1706,1025
"2686304",1742,1817,1154
"2382165",1714,1815,1173
"1078471",1790,1814,1264
"2839983",1646,1814,1134
"2919322",1417,1811,1040
"2614638",1492,1809,1490
"2714923",1513,1809,1168
"85017",1809,1526,1572
"2774137",1418,1806,1691
"37487",1780,1805,954
"2603206",1759,1804,1127
