"","SRR4142418","SRR4141180"
"2749086",375,946
"1421430",240,945
"2049",256,945
"2844358",945,101
"1883414",322,943
"2939437",297,943
"638849",354,943
"2590016",410,942
"2709392",278,942
"2721245",324,942
"3033390",312,942
"33071",328,942
"2835869",941,183
"413810",360,941
"2856338",939,54
"682956",939,519
"2501295",380,938
"2879622",147,938
"2886352",938,432
"1667168",293,937
"2806263",358,937
"2682776",360,936
"163202",289,935
"1632780",384,935
"2876194",342,935
"894",326,935
"2175149",313,934
"487698",809,934
"984",285,934
"3042026",310,933
"2593652",932,101
"81479",299,931
"869888",305,931
"302485",381,930
"2730359",359,929
"171163",323,928
"2496837",380,928
"2583823",366,928
"2931974",317,928
"1457250",324,927
"1821625",521,927
"507626",428,927
"512763",299,927
"1173025",339,926
"1860122",372,926
"2830842",347,926
"200450",317,925
"1499308",924,331
"2909671",924,658
"31993",382,924
"336820",188,924
"81408",924,170
"72274",371,923
"1385664",246,922
"1678128",284,922
"1198456",283,921
"2015348",921,532
"239759",316,921
"2772253",291,921
"2932257",921,134
"171549",365,920
"75293",301,920
"2734634",314,919
"370111",438,919
"648",359,919
"77635",284,919
"2572921",317,918
"2597515",307,918
"2861284",289,918
"2909339",309,918
"163359",314,916
"2875539",288,916
"2983233",255,916
"198618",322,915
"255984",296,915
"1526412",242,914
"2583989",914,45
"2714934",237,914
"2792015",418,914
"2758563",913,270
"2321394",263,912
"413497",912,875
"1338368",911,213
"2867022",349,911
"1980674",910,71
"465541",258,910
"640205",339,910
"2804761",218,909
"2508880",262,907
"2908839",907,394
"1619153",523,906
"2094021",414,906
"1306526",905,503
"2725558",341,905
"274537",378,905
"375489",905,530
"2585118",354,904
"2876190",281,904
"3033388",277,904
"336203",265,903
"1108",382,901
"2878535",316,901
"1502",900,351
"310783",330,900
"1505757",899,708
"2743000",899,186
"2682091",247,898
"2877939",327,897
"2911520",325,897
"683737",897,103
"1871022",310,896
"2715209",895,55
"2699430",410,894
"2759525",342,894
"2818390",894,126
"38286",281,894
"63745",343,894
"2745490",328,893
"496057",293,892
"2729421",891,137
"1174501",890,389
"3032584",321,890
"323450",347,890
"392011",548,890
"416273",284,889
"3034025",248,888
"56459",380,888
"2175667",228,886
"245188",320,886
"285091",358,886
"3045157",382,886
"401472",245,886
"47878",286,886
"980251",399,886
"29581",279,884
"446660",302,884
"1912215",214,882
"2608254",882,27
"133924",322,881
"375286",270,881
"141948",402,879
"2910984",307,879
"487184",335,879
"2904242",371,878
"2666185",362,877
"2490851",876,328
"1968839",273,875
"2750620",250,875
"1155739",550,874
"582",646,874
"231439",326,873
"68239",325,873
"2878680",263,872
"2350",302,871
"2898794",328,870
"33995",284,869
"2585119",285,868
"649841",356,868
"9",867,848
"2675231",866,100
"2883100",323,866
"2961597",309,866
"481",348,866
"2986947",325,865
"2055947",256,864
"198467",863,84
"2175641",217,862
"2874284",862,30
"1499686",365,861
"33907",230,861
"472181",286,861
"1162",522,860
"1940",296,860
"81",799,860
"147322",305,859
"2600596",354,856
"2898795",241,855
"36746",186,855
"3031916",327,852
"379347",349,852
"1379910",290,851
"2774562",388,851
"2789857",287,851
"545501",851,120
"3019098",313,849
"1834519",261,847
"739141",183,847
"2590869",260,846
"2740163",307,845
"32003",395,845
"35701",275,845
"556257",390,845
"2843765",844,289
"56450",349,844
"106633",383,843
"1701090",284,843
"3034024",266,843
"2749906",255,842
"155894",355,841
"2859228",841,695
"2867516",515,841
"313985",289,841
"2742129",274,840
"92947",285,840
"2086585",300,837
"1379040",277,836
"214856",282,836
"3053904",301,836
"715179",836,466
"947919",329,836
"156453",308,835
"2944234",331,834
"1331910",404,832
"172827",262,832
"2745947",240,831
"2879620",128,831
"702114",328,829
"1930622",277,827
"2822760",254,827
"361111",336,826
"2933779",281,825
"2731681",340,824
"388950",327,824
"84096",248,824
"277",293,823
"472693",823,467
"83219",293,823
"1462996",822,299
"1898733",208,822
"2028345",315,821
"427923",259,821
"485898",303,821
"2842356",306,820
"3051614",820,23
"1282",819,354
"208224",819,222
"2599399",288,819
"511062",276,819
"2678688",278,818
"2722825",226,818
"2975049",350,818
"1930277",371,817
"204038",415,817
"2201271",205,817
"555573",293,817
"1990687",242,816
"2842355",299,816
"2185142",308,815
"2560335",815,8
"2675219",238,815
"204461",287,813
"95300",298,811
"2916397",286,809
"2918528",279,809
"2992441",207,808
"179637",260,807
"741759",281,806
"2681547",347,804
"169760",802,693
"651822",281,802
"265960",283,801
"28097",268,800
"2830999",105,800
"2886045",236,800
"2978973",309,800
"2987533",473,800
"3047872",800,145
"355249",299,800
"706438",246,799
"152260",275,798
"1457",325,797
"1531429",272,797
"1632865",327,797
"244566",270,797
"2876193",285,797
"169292",268,796
"2881234",371,796
"168934",300,794
"52773",268,794
"1906738",406,792
"2044521",274,792
"1648404",271,791
"2697027",420,791
"36745",791,188
"1288121",284,790
"2527968",375,790
"2731552",301,790
"3059027",248,790
"1916917",206,789
"3025190",501,789
"359110",307,788
"43770",245,788
"106",277,787
"1436290",262,787
"33059",284,787
"2728853",786,109
"1094342",329,783
"218936",327,783
"2494701",781,401
"2796139",262,780
"2603215",276,779
"59843",779,86
"2806252",269,778
"2986803",273,778
"2599296",273,777
"44742",248,776
"959",283,776
"1710539",255,775
"2691417",471,775
"42906",535,775
"133926",283,773
"118613",108,772
"145458",207,772
"1916956",218,772
"2545455",249,772
"2735906",307,772
"430522",218,772
"2978474",298,771
"2098",770,46
"2747817",260,770
"421628",361,770
"53374",240,770
"1496080",200,769
"2913412",440,769
"348826",239,769
"2837508",768,111
"2884875",279,767
"1148509",268,766
"1231",362,766
"1442136",271,766
"2576902",391,766
"186188",214,765
"2498848",299,765
"2831149",556,765
"1703338",237,764
"2054919",242,764
"218284",764,137
"434",272,764
"1646340",763,654
"2003188",276,762
"2931977",255,762
"2571030",246,761
"86185",264,761
"897",207,761
"2610902",243,760
"2754725",228,760
"2961570",238,760
"2008795",290,759
"2115968",759,78
"2518644",256,759
"2718",296,759
"2874213",312,759
"225992",262,758
"2796366",251,758
"368607",254,758
"68209",267,758
"297",276,757
"158627",188,756
"1618207",213,756
"298596",756,76
"3016342",196,756
"84993",315,756
"2880651",285,755
"1891787",304,754
"2583374",194,752
"2707525",253,752
"2231055",308,750
"39791",246,750
"1499392",291,749
"2175644",203,749
"2303505",749,26
"2565554",206,746
"2706126",294,746
"2779361",239,746
"848",746,298
"3041098",259,744
"702115",257,744
"1532555",302,743
"1536771",742,240
"1821621",330,742
"34008",292,742
"2175674",170,740
"2493633",227,740
"1775880",199,739
"1909299",278,739
"2071710",739,360
"1243",738,456
"2862866",286,738
"210",484,737
"2509456",737,368
"71655",414,737
"119977",286,736
"2730847",249,736
"364197",284,735
"387341",267,735
"636",463,735
"91915",232,734
"2026885",250,733
"92490",733,246
"2005456",417,732
"3074204",732,11
"2049589",253,731
"265606",366,731
"29571",272,731
"3021710",328,730
"3058393",730,187
"1385663",220,729
"1902",410,729
"2259622",280,729
"2813727",154,729
"1134435",275,728
"154",249,728
"2055893",242,728
"2810347",728,284
"2810514",728,91
"483937",728,339
"3028314",281,727
"2763540",188,726
"370324",210,726
"471827",273,726
"61652",518,726
"1334193",578,725
"2726956",293,725
"1214604",318,724
"1426",724,208
"1696072",164,724
"188932",161,723
"1541",722,71
"1120045",249,720
"2711328",198,720
"2758573",238,720
"402384",720,100
"1603886",234,718
"1176257",231,717
"1984801",264,717
"2576356",717,43
"2803845",336,717
"2954086",205,717
"29570",269,717
"1353147",231,716
"2764185",304,715
"496056",281,715
"262324",407,714
"2731680",243,714
"2823518",232,714
"131081",205,712
"1925550",204,712
"2320270",266,712
"1411316",183,711
"2762577",221,711
"2781021",308,711
"2895486",274,711
"2884220",245,710
"2986928",255,710
"38288",246,710
"3022676",290,709
"2700081",708,92
"986",118,708
"2505977",234,707
"2742134",460,707
"74030",305,706
"44675",258,705
"1297617",242,704
"2518176",704,133
"44012",268,704
"2798804",245,703
"3074822",71,703
"2016196",316,702
"2710758",337,702
"2781022",281,702
"333367",260,702
"2073078",305,701
"81412",258,701
"1898738",201,700
"1842535",261,698
"1336740",227,697
"1470347",235,697
"2924031",697,90
"224402",252,696
"33958",696,406
"2813778",263,695
"2984842",175,694
"321846",193,694
"67825",694,371
"208216",245,693
"2153354",693,476
"255475",347,693
"2584944",263,693
"2746321",254,693
"2871694",256,693
"2954094",248,693
"2911514",692,103
"55209",692,401
"2035811",311,691
"1736226",309,690
"2684212",266,690
"3059080",193,690
"1808979",279,689
"3017784",315,689
"2785627",237,688
"2954092",243,688
"2979863",344,688
"1280948",292,687
"258",283,687
"712411",230,687
"1283291",275,686
"2093857",230,684
"2692233",332,684
"3028878",262,684
"89053",203,684
"190893",296,683
"1980001",228,683
"2866592",257,683
"2953881",195,683
"306",262,683
"588898",187,683
"2866381",228,682
"2963939",282,682
"122",310,681
"2560058",264,681
"3017781",276,680
"3022697",680,205
"227319",229,679
"2579248",79,679
"2665156",165,679
"2815360",270,679
"2831673",679,112
"328814",228,679
"2680004",144,678
"2751",677,94
"3075619",178,677
"2161747",290,676
"483547",280,676
"1046043",263,675
"1510150",273,675
"2823875",606,675
"2901380",199,674
"3075620",168,674
"2953747",234,671
"1332080",216,670
"2789740",163,670
"38284",176,670
"1177712",210,669
"3057114",248,669
"46677",267,669
"102134",668,257
"53501",255,668
"940557",153,668
"1765219",220,667
"241244",667,33
"59282",342,667
"1680",235,666
"271420",204,666
"2979861",289,666
"32046",227,666
"580459",666,22
"679663",187,666
"1478019",242,665
"2678259",225,665
"641107",665,175
"84110",242,665
"1785161",269,664
"1866326",288,664
"202907",171,664
"2579977",236,664
"2924034",662,81
"136857",221,661
"1685",220,661
"2172098",129,661
"222819",250,661
"2730848",239,661
"3074146",265,661
"2894778",660,2
"1550024",276,659
"2714933",182,659
"2830994",85,659
"2995155",236,658
"186818",657,49
"2961571",220,657
"545",657,147
"1288494",327,656
"1397264",263,656
"2954096",220,656
"353800",207,656
"1536775",655,113
"2866382",235,655
"45401",490,655
"67260",222,655
"121872",209,654
"2741301",654,365
"3021811",236,654
"86265",532,653
"1231000",191,651
"2907205",208,651
"2785056",264,650
"426114",259,650
"2650975",201,649
"633404",649,128
"2153485",257,648
"2815309",243,648
"2979870",343,648
"1459637",248,647
"3051119",245,647
"1197717",208,646
"256701",220,646
"43768",176,646
"167964",193,645
"90964",645,87
"1678028",179,644
"181663",240,644
"2932259",643,135
"2953753",212,643
"417367",643,115
"53413",203,643
"2478464",642,199
"3017361",207,642
"930805",245,642
"1931241",289,641
"253239",207,641
"454171",216,641
"2806553",218,639
"651740",229,639
"2782643",195,638
"2980100",232,638
"2259595",257,637
"2563602",491,637
"3022791",251,637
"441209",223,637
"1537400",239,636
"292414",250,636
"3062598",635,360
"388463",190,635
"2682228",242,634
"558537",196,634
"1484898",425,633
"203263",158,633
"2714932",159,633
"44930",205,633
"1506334",569,632
"1618022",280,632
"2020313",239,632
"3034675",173,631
"13769",242,630
"1590",298,630
"1068",367,629
"1543721",266,629
"1795874",211,629
"2916802",629,145
"2973088",245,629
"1188319",238,628
"463024",251,627
"2600177",247,626
"102116",215,625
"1550728",202,625
"1844971",216,625
"2683680",625,10
"84111",211,625
"1277350",255,624
"929813",400,624
"2069255",623,72
"46679",276,623
"156976",165,620
"3004129",217,620
"437900",221,620
"1472767",619,113
"2126281",175,618
"2364787",224,618
"1580596",212,617
"913107",217,617
"3068341",204,616
"2898151",168,615
"658644",229,615
"1712516",614,239
"2482728",126,613
"253",379,613
"2886046",246,613
"2997337",219,613
"1132836",249,612
"1178482",223,612
"1536770",611,159
"1705310",534,611
"200452",178,610
"592316",610,388
"2594459",248,609
"657387",230,609
"83986",196,609
"1985873",250,608
"2527691",222,608
"1449",607,55
"1290",606,312
"1351",606,162
"2505979",551,606
"55079",606,247
"2259620",248,605
"3035471",262,605
"73918",221,605
"3067903",268,604
"294699",603,120
"69527",196,603
"1335746",263,602
"2749999",219,602
"33871",216,602
"1096868",140,601
"1573719",229,600
"2173831",282,600
"2785785",202,600
"232348",191,599
"2842349",200,599
"2871487",423,599
"2953746",190,598
"463192",220,597
"1664033",233,596
"1715691",236,596
"239934",209,596
"2768834",186,596
"264686",224,595
"2724121",237,595
"2954091",212,594
"1007105",184,593
"1853130",222,593
"1986146",207,593
"321327",207,593
"2608981",229,592
"746691",592,81
"1637837",297,591
"2027919",591,287
"2724123",215,591
"2775159",227,591
"69525",199,591
"2048283",262,590
"2108523",197,590
"430914",208,590
"1566351",195,589
"2233542",589,125
"2495430",180,589
"2726989",221,589
"517398",190,589
"56957",225,589
"1178",371,588
"2602067",240,588
"1881022",447,587
"1930274",264,587
"218208",229,587
"2692425",587,71
"2724468",587,468
"145357",141,586
"2558360",201,585
"683042",160,585
"1916",349,584
"1115757",219,583
"1573718",250,583
"2496867",169,583
"2822844",216,582
"2496028",125,581
"252514",198,581
"1163710",580,325
"1420917",216,580
"2682541",580,82
"2796143",342,580
"2919578",186,580
"3034020",213,579
"2942204",578,226
"365617",578,424
"1769779",255,577
"3062685",314,577
"699041",169,577
"1261031",253,576
"1863",136,576
"265426",576,92
"2796470",322,576
"2956832",244,576
"114707",227,575
"2724122",262,575
"872",197,575
"1080068",220,574
"1190508",207,574
"129338",574,574
"1803177",178,574
"3041497",231,574
"1954171",573,302
"2070369",208,573
"2743",224,573
"2175673",140,572
"2745482",223,572
"37929",161,571
"45989",194,571
"98228",571,183
"2692235",226,570
"2983267",63,570
"92942",294,570
"1215089",569,57
"2592345",211,569
"2434",218,567
"2678261",195,567
"2694930",192,567
"476157",184,567
"712710",216,567
"3051171",206,566
"33986",566,418
"48074",251,566
"899",187,566
"1935",209,565
"2719588",132,565
"2980026",565,70
"1295642",564,131
"1325724",254,564
"2762563",564,218
"2855502",164,564
"447020",211,564
"1492",563,122
"2916755",199,563
"1752063",300,560
"2305221",428,560
"3058963",227,560
"556325",131,560
"76335",382,560
"3058903",191,559
"406552",188,559
"98671",164,559
"28151",498,558
"2956823",208,557
"1501",556,208
"2268026",161,556
"2866588",157,556
"1125",222,555
"1178515",555,282
"2785907",176,555
"29542",206,555
"394733",191,555
"1263550",386,554
"271",190,554
"2895494",478,553
"626119",148,553
"2500532",196,552
"278153",192,552
"650",190,552
"1778678",551,236
"2795293",197,551
"529",230,551
"797277",220,549
"875171",204,549
"2052056",548,310
"2946605",196,548
"3068314",200,548
"1922327",547,5
"2171755",234,547
"2933562",192,547
"1076550",546,260
"2744520",217,546
"405",210,546
"435905",219,546
"698828",234,546
"2994661",215,545
"3027225",229,545
"1003114",304,544
"146939",185,544
"2018065",123,544
"241425",237,544
"318683",201,542
"77021",188,542
"154116",115,541
"2939494",541,29
"472569",165,541
"2662363",191,540
"2996051",164,540
"648794",196,540
"274539",177,539
"1283",538,110
"2600320",148,538
"1111069",176,537
"1809410",164,537
"1844999",537,48
"2267833",269,537
"2738410",198,536
"629",477,536
"70411",155,536
"2782686",137,535
"1500254",534,134
"2488819",178,534
"2587846",225,534
"302484",183,534
"1561",533,125
"1758466",143,533
"2162713",120,533
"2878678",152,533
"55212",533,434
"1265399",217,532
"1936003",170,532
"225422",191,532
"239935",190,532
"29510",194,532
"2999116",532,135
"1097",171,531
"1765049",209,531
"2303528",208,531
"2495582",531,456
"60847",198,531
"1724",148,530
"2592655",195,530
"2807626",180,530
"2924033",530,132
"32062",180,530
"312285",152,529
"2709410",208,528
"2745199",213,528
"29489",183,528
"393662",202,528
"400092",173,528
"199592",170,527
"2219057",202,527
"2257",169,527
"360422",527,138
"2949630",117,526
"2995161",143,526
"65700",526,162
"644652",194,525
"157779",203,523
"2816357",143,523
"2866626",207,523
"3020907",191,523
"2070348",142,522
"1748242",218,521
"1769",157,521
"3015983",219,521
"310575",169,521
"565",521,371
"59505",168,521
"1516059",189,520
"2175639",139,520
"332411",198,520
"419475",281,520
"55211",520,454
"1932004",179,519
"219572",188,519
"3029061",244,519
"1030",295,518
"2201",181,518
"2810562",219,518
"403",222,518
"1788301",176,517
"1904944",244,515
"214851",218,515
"2490858",188,515
"712528",181,515
"2072405",198,514
"2681984",514,212
"2698458",244,514
"577",412,514
"2201356",210,513
"2894755",200,513
"1209493",231,512
"1811807",236,512
"2763056",139,512
"2769486",201,511
"2778064",172,511
"2795687",203,511
"41295",258,511
"56956",153,511
"704125",511,140
"1679444",173,510
"53460",106,510
"1691904",196,509
"2756133",288,509
"875328",158,509
"1333845",508,266
"2562282",229,508
"2866573",197,508
"914",186,508
"2741953",163,507
"2842354",186,507
"447471",206,507
"1537274",171,506
"181487",134,506
"2043170",230,505
"2282475",181,505
"2867025",171,505
"2970818",505,357
"86173",205,505
"2579935",504,403
"3051120",257,504
"1538644",254,503
"169435",291,503
"2138101",166,503
"225971",181,503
"2903900",236,503
"3076685",184,503
"638619",143,503
"2812759",502,11
"1076596",172,501
"2872311",127,501
"2980556",208,501
"721785",175,501
"1379909",209,500
"2527973",193,500
"2707299",184,500
"2507162",174,499
"2601894",188,499
"1178537",498,13
"1565605",191,498
"995",172,498
"1206777",196,497
"187145",192,497
"2895286",168,497
"129817",211,496
"441",157,496
"161879",177,495
"2163011",146,495
"2743001",495,139
"885040",495,138
"480418",159,494
"2850559",168,493
"2884805",46,493
"590",493,444
"1525371",192,492
"1985254",192,492
"2487892",157,492
"3032586",492,173
"556",283,492
"2714936",193,491
"281093",172,491
"61858",152,491
"3004095",133,490
"51173",490,76
"52227",181,490
"81947",490,83
"1710541",185,489
"1827469",203,489
"204042",308,489
"3058398",489,155
"712435",176,489
"118126",159,488
"2495645",151,488
"1344094",202,487
"1778675",173,487
"1855823",486,140
"2175091",162,486
"349221",181,486
"1302659",485,53
"158327",214,485
"2983230",172,484
"618",410,484
"1389004",163,483
"1912216",119,483
"2488665",211,483
"3003260",81,483
"395598",141,483
"45462",431,482
"47884",195,482
"2041036",181,480
"2964670",156,480
"1699371",171,479
"2794344",174,479
"2815936",160,479
"85072",238,479
"2292447",194,478
"2738883",224,478
"2871095",158,478
"299308",169,478
"570278",477,69
"1921709",476,13
"2764720",168,476
"2784880",181,476
"524",141,476
"154046",277,475
"2707174",114,475
"2562582",182,474
"2587850",197,474
"2603598",128,474
"83263",213,474
"2528019",192,473
"2801033",169,473
"2871174",117,473
"2895493",179,473
"1076926",214,472
"2582913",200,472
"2728023",328,472
"626932",157,472
"1112103",197,471
"1182568",156,471
"2724135",243,471
"2782629",149,471
"713887",175,471
"876364",183,471
"1203471",169,470
"132132",163,470
"1570",470,96
"2559073",124,470
"2860286",155,470
"44008",469,104
"1979344",88,468
"28028",146,468
"2920387",189,468
"2976335",170,468
"1239307",216,467
"1304",467,86
"2304594",172,467
"48073",213,467
"2956833",164,466
"1538553",193,465
"272131",253,465
"69223",221,465
"173559",136,464
"2979868",134,464
"1573712",124,463
"2954093",144,463
"1510225",177,462
"1873524",145,462
"2697043",176,462
"2907159",147,462
"2961896",179,462
"2654218",188,461
"2793010",190,461
"1628392",231,460
"2492438",116,460
"72276",208,460
"1033",203,459
"2598458",432,459
"267212",174,459
"614",359,459
"1880678",166,458
"1930",226,458
"2500533",201,458
"2817025",157,458
"1689",152,457
"3062782",258,457
"65551",149,457
"302167",456,71
"302406",166,456
"712116",122,456
"2795031",84,454
"93681",173,454
"204039",259,453
"2527971",216,453
"146827",141,452
"42838",162,452
"437505",167,452
"794846",181,452
"2606626",196,451
"2895473",159,451
"2956834",160,451
"67376",245,451
"2664893",176,450
"2813843",450,154
"539",156,450
"1942",164,449
"252307",160,449
"2527976",198,449
"285473",166,449
"2917832",155,449
"45972",449,62
"46680",177,449
"1126",213,448
"195250",171,448
"742013",153,448
"1332188",103,447
"161899",161,447
"1985177",447,8
"43769",158,447
"551989",447,276
"120831",132,446
"1628086",161,446
"1921421",446,329
"2609808",206,446
"2980027",446,88
"454601",210,446
"1548602",100,445
"1590041",184,445
"1911929",445,27
"300825",445,79
"44013",187,445
"1160973",133,444
"2971798",151,444
"1100",169,443
"2666139",218,443
"2675216",127,443
"2718875",170,443
"54913",443,83
"2742639",442,142
"2745510",136,442
"1457365",171,441
"1954172",441,429
"301375",164,441
"927",148,441
"1683",145,440
"2077136",440,11
"2994951",126,440
"54911",440,377
"2722756",249,439
"2742676",439,192
"2952228",153,439
"1604004",155,438
"2283194",438,67
"256319",148,438
"47877",116,438
"2483033",159,437
"285107",191,437
"3031919",437,300
"42443",190,437
"29494",240,436
"135619",204,435
"1650",435,65
"2857077",162,435
"45655",166,435
"50741",158,435
"1049583",112,434
"2698900",134,434
"1076588",174,433
"1612551",141,433
"2026255",137,433
"269673",433,177
"818",202,433
"1434072",167,432
"2213015",146,432
"33936",432,40
"515393",167,432
"2853257",161,431
"35798",121,431
"2077137",430,9
"2487928",430,76
"300019",157,430
"907",173,430
"12960",161,429
"169134",126,429
"2529408",143,429
"2751170",150,429
"2904245",170,429
"43765",120,429
"2528007",172,428
"2678257",356,428
"2938232",129,428
"459526",106,428
"938406",299,428
"1911573",130,427
"373687",427,263
"648802",427,45
"1646",122,426
"421",177,426
"1743",110,425
"2175635",91,425
"2787629",55,425
"2878542",134,425
"2994555",253,425
"3020832",203,425
"61646",425,343
"120961",132,424
"1358",424,177
"2294119",95,424
"2735563",158,424
"53946",168,424
"655307",147,424
"1525",139,423
"2923366",308,423
"403957",423,48
"1050174",118,421
"2109593",280,421
"2745519",169,421
"2867010",182,421
"2878545",126,421
"489632",143,421
"970",149,421
"1681",127,420
"2605747",108,420
"370405",161,420
"418701",161,420
"135622",297,419
"192421",419,226
"2762320",419,317
"2781024",149,419
"2956824",137,419
"1852381",137,418
"1981174",165,418
"2072412",162,418
"221352",143,418
"3039160",234,418
"670",305,418
"146826",145,417
"160808",160,417
"2011015",191,417
"1624",416,170
"33905",158,416
"57706",416,163
"84996",118,416
"1513468",226,415
"1642",415,87
"2956836",162,415
"2986829",99,415
"1510841",123,414
"1639133",414,231
"2175632",95,414
"2686360",163,414
"2911172",114,414
"2911367",148,414
"29533",104,414
"54298",204,414
"607712",138,414
"1380685",413,130
"2005046",161,413
"2263",137,413
"2371",148,413
"2986823",116,413
"367743",413,74
"47917",355,413
"121871",128,412
"2036",119,412
"2527994",209,412
"418719",154,412
"82801",412,60
"122355",109,411
"575",411,366
"643214",411,32
"1987723",204,410
"283734",410,102
"38301",152,410
"2219225",160,409
"2927876",166,409
"111781",141,408
"1173263",218,408
"2979862",197,408
"428712",154,408
"519081",141,408
"1008152",130,407
"1842536",180,407
"19",152,407
"196013",115,407
"266809",155,407
"2718620",135,407
"1646377",237,406
"664426",154,406
"1528099",101,405
"216572",224,405
"126734",126,404
"2679963",143,404
"2709394",127,404
"2841662",159,404
"401471",136,404
"41202",268,404
"1307",403,199
"37448",121,403
"1839801",168,402
"365349",402,124
"1179675",212,401
"2900738",152,401
"29379",401,50
"502558",140,401
"1172565",211,400
"2899122",166,400
"1727164",117,399
"259",126,399
"2735795",141,399
"161896",147,398
"2175622",88,398
"2576904",209,398
"2774460",148,398
"2058625",142,397
"224012",162,397
"2420135",115,397
"2774459",134,397
"2971912",142,397
"2683591",124,396
"42353",157,396
"981384",157,396
"120",187,395
"3070658",165,395
"1014",130,393
"1973486",219,393
"308354",393,85
"42239",133,393
"446",393,354
"151895",142,392
"1884263",125,392
"2594455",164,392
"1422",384,391
"157",308,391
"2789424",108,391
"414778",391,62
"1842532",140,390
"2980557",390,266
"36839",390,137
"672",182,390
"817",206,390
"1428684",144,389
"1906945",388,107
"2502979",282,388
"2714355",151,388
"2745518",134,388
"2909669",148,388
"585455",160,388
"985",276,388
"1287736",162,387
"2213202",387,177
"2976983",154,387
"3039400",120,387
"55779",151,387
"1265445",176,386
"1504",386,89
"182337",386,263
"1851514",386,292
"28231",153,386
"407217",106,386
"1281",385,53
"2059875",112,385
"2861281",111,385
"2055160",190,384
"2932253",89,384
"3056445",281,383
"657",185,383
"392733",122,382
"70863",382,87
"1265601",127,381
"2785909",182,381
"2914041",381,352
"2249",122,380
"2528020",153,380
"2994319",79,380
"714067",236,380
"986106",172,380
"1380432",137,379
"171404",379,297
"579",379,359
"67824",379,254
"2358",156,378
"73029",164,378
"40545",134,377
"570267",116,377
"574987",133,377
"241368",153,376
"2742624",376,185
"2895491",131,376
"76890",124,376
"1109412",227,375
"2730360",93,375
"2781023",150,375
"2906062",146,375
"2961994",119,375
"48076",138,375
"946435",375,61
"1357",374,132
"1704499",157,374
"2025658",127,374
"2527964",175,374
"3067902",153,374
"3074898",146,374
"552",374,213
"931531",132,374
"2748",373,64
"2836161",373,83
"85874",122,373
"2252",142,372
"245876",192,372
"299566",71,372
"155077",173,371
"2883127",128,371
"29382",371,262
"2946555",139,371
"1016",135,370
"1056",162,370
"153151",370,60
"1611770",115,370
"1653176",148,370
"367825",164,370
"576610",221,370
"1809",109,369
"2072407",156,369
"1620816",229,368
"1891279",148,368
"2052956",140,368
"2592382",368,90
"2738867",368,64
"2825975",125,368
"425",142,368
"79604",129,368
"915099",170,368
"1071078",367,28
"138074",367,253
"1434010",62,367
"1704307",92,367
"518898",166,367
"131110",129,366
"2841064",136,366
"60137",138,366
"2661630",148,365
"158892",272,363
"2103230",101,363
"2587853",146,363
"265175",151,363
"188786",109,362
"2608982",132,362
"658630",157,362
"1082930",147,361
"2572090",244,361
"2610895",132,361
"2749040",142,361
"2944933",113,361
"497726",106,361
"51288",361,295
"911",162,361
"1217908",133,360
"161895",97,360
"172042",107,360
"194",360,256
"2950604",348,360
"46355",138,360
"54736",360,213
"583",360,145
"865757",161,360
"1179672",153,359
"162209",348,359
"252130",139,359
"260552",148,359
"2968968",130,359
"3049799",98,359
"520734",130,359
"936456",145,359
"1389005",156,358
"2081702",111,358
"1073996",134,357
"38313",166,357
"42858",357,64
"1052",145,356
"1286",356,103
"1493",356,115
"1754",356,102
"2079234",118,356
"2751171",111,356
"2764711",356,347
"93378",165,356
"1855380",80,355
"2144175",165,355
"2320858",355,38
"2929493",103,355
"2933777",92,355
"323449",102,355
"1490",354,155
"2946593",127,354
"45663",124,354
"60893",137,354
"659243",354,68
"158877",353,308
"2713573",117,353
"2906798",145,353
"63612",179,353
"1902580",352,31
"2714947",352,41
"2785908",167,352
"2986280",134,352
"33959",352,161
"1295327",110,351
"1871047",130,351
"338565",351,244
"651561",175,351
"312279",145,350
"349971",180,350
"1389192",109,349
"2015076",76,349
"2782609",155,349
"2851642",98,349
"2895490",148,349
"2922394",138,349
"2954079",159,349
"535744",328,349
"984207",276,349
"1505",348,154
"1526927",348,48
"2093824",100,348
"2966586",348,123
"53407",130,348
"1349409",130,347
"1898042",157,347
"254250",92,347
"3070997",347,103
"431306",111,347
"2758572",94,346
"375288",163,346
"576131",139,346
"1259973",345,334
"1678129",113,345
"1930593",113,345
"2754044",137,345
"2772483",125,345
"1778540",176,344
"2102",231,344
"2320868",344,339
"2895522",288,344
"2917990",81,344
"2998079",112,344
"3031408",90,344
"2005462",123,343
"28132",166,343
"542",125,343
"28449",88,342
"911045",162,342
"3073561",186,341
"37482",341,228
"563",335,341
"69966",341,58
"930972",112,341
"161360",340,62
"1874317",151,340
"2956798",135,340
"3025669",110,340
"2870750",115,339
"416213",138,339
"85336",86,339
"898",126,339
"1249552",148,338
"1649877",141,338
"1751150",136,338
"218673",106,338
"2867023",131,338
"3070999",338,123
"321332",135,338
"61648",338,253
"135079",171,337
"2419841",337,47
"2558361",110,337
"2666127",337,41
"2704140",93,337
"2986281",115,337
"57495",73,337
"68043",132,337
"1125966",139,336
"2426",104,336
"28025",136,336
"1173032",158,335
"1921713",335,22
"2614538",136,335
"28026",142,335
"3035454",153,335
"3050898",158,335
"78258",102,335
"676",113,334
"67780",334,279
"395922",165,333
"1284",332,56
"1853278",123,332
"2609415",135,332
"2725288",146,332
