"","SRR4140275","SRR4140276"
"561",506,408
"93681",506,460
"1778675",505,481
"2126281",454,505
"2697043",505,439
"2794344",495,505
"1265399",428,504
"2707299",504,483
"2866588",503,504
"2995161",356,504
"1930",416,503
"2488819",422,503
"2782686",503,434
"156976",502,493
"1628086",502,457
"2011015",459,502
"1190508",478,501
"1538553",501,499
"2781023",501,497
"2072412",424,500
"29494",436,500
"1109412",499,387
"2774460",498,416
"3025190",498,169
"42838",498,408
"128574",497,109
"2545798",497,286
"2907159",497,430
"2986280",497,367
"3058903",497,467
"1710541",462,496
"2483033",496,486
"2527964",496,414
"2853257",496,492
"2879621",496,484
"1513",120,495
"1537274",495,491
"2257",495,477
"539",495,437
"2603598",413,494
"936456",494,422
"2213015",493,481
"2482728",493,378
"2686360",493,479
"2782629",493,377
"129985",492,237
"2304594",492,475
"515393",478,492
"60847",492,488
"867076",492,68
"2817025",450,490
"2855502",420,490
"2927876",490,394
"63612",355,489
"204039",488,430
"254250",332,488
"2576902",488,207
"2719588",451,488
"1590041",487,486
"2601894",487,485
"472569",487,411
"158823",486,330
"1873425",486,398
"2763056",486,473
"2871174",486,344
"58169",486,347
"2600320",416,485
"47877",361,485
"2976335",484,423
"9",484,473
"714067",483,354
"73029",483,395
"1826864",410,482
"59505",427,482
"1873524",481,436
"2949630",481,368
"379893",481,359
"61648",481,373
"1295327",480,459
"2598458",479,393
"703",479,390
"666686",478,108
"1344094",442,477
"1434072",472,477
"53946",477,436
"2005046",393,476
"2891570",476,293
"655307",476,418
"160808",475,435
"2072407",420,474
"2867010",474,469
"216572",473,323
"3020832",472,473
"46680",473,472
"65551",473,349
"1525",472,370
"1705566",472,127
"2871095",471,472
"395598",472,459
"1513468",471,432
"1932004",455,471
"2665156",295,471
"2768834",471,459
"301375",453,471
"161879",470,461
"1742359",470,61
"132132",469,417
"1653176",400,469
"1785145",469,257
"208962",469,272
"2268026",469,469
"332999",469,464
"927",469,394
"1182568",450,468
"3062782",350,468
"425",407,468
"519081",468,405
"524",412,468
"1287736",427,467
"1880678",432,467
"2871688",67,467
"1852381",466,351
"2994951",466,416
"1689",465,434
"2698900",404,465
"2774459",465,387
"154046",464,425
"1805933",464,328
"2606626",447,464
"42353",464,443
"911",413,464
"1172565",463,432
"2175639",371,463
"299308",463,426
"1589",462,408
"1863",462,437
"664426",423,462
"195250",461,402
"122355",385,460
"1389005",460,433
"241368",460,369
"3041497",444,460
"715179",460,398
"2371",459,418
"2502979",411,459
"2895473",442,459
"2856523",457,363
"489632",444,457
"152053",430,456
"1724",428,456
"181487",456,393
"203557",456,323
"2495645",455,381
"2587853",455,421
"2784880",415,455
"2879622",455,416
"2899122",425,455
"2904245",444,455
"3070658",455,344
"41202",455,425
"61858",454,437
"1306526",453,293
"1891279",411,453
"2058625",452,370
"2819290",452,49
"658630",451,370
"1758466",450,399
"2175673",414,450
"37929",450,447
"418719",413,450
"2499213",449,16
"2916755",449,445
"556325",449,422
"672",449,387
"85",438,449
"907",449,425
"1126",447,324
"1870862",435,447
"2741953",447,436
"135735",59,446
"252130",446,350
"1178",445,121
"1219",445,380
"1884263",445,335
"2735317",445,209
"54911",445,317
"911045",444,445
"2594455",346,444
"2917832",444,366
"45462",444,443
"1510225",443,385
"1839801",443,372
"2528020",443,356
"2996051",409,443
"349971",308,443
"1261031",442,140
"2954080",442,401
"638619",441,442
"1082704",441,404
"1604004",435,441
"1827305",441,169
"2072406",379,441
"2487892",441,359
"28031",437,441
"40545",441,363
"2041036",405,440
"2883127",440,436
"2978683",372,440
"37448",440,365
"1499687",136,439
"875328",439,415
"135622",438,345
"2741301",438,336
"2751170",438,436
"2922394",370,438
"418701",438,437
"2952228",437,435
"3067902",437,402
"60137",437,432
"3050898",436,366
"401471",436,367
"118126",435,425
"1646377",435,435
"2703885",435,282
"2742624",435,204
"28231",435,393
"2855434",435,374
"33905",435,435
"1408",434,362
"1618022",434,165
"1678129",434,329
"2496028",419,434
"2895491",434,425
"495",434,385
"76890",431,434
"1536769",433,184
"1217908",432,379
"2872311",379,432
"392733",432,216
"421058",432,241
"221352",431,431
"2735563",431,310
"3004095",417,431
"395922",431,347
"518898",431,414
"2055160",430,364
"2983230",404,430
"3052091",430,82
"312285",429,429
"1855380",428,404
"2103230",332,428
"607712",428,425
"1249552",427,387
"1842532",427,320
"2678257",426,421
"585455",421,426
"169134",384,425
"2675216",425,393
"2785909",425,408
"2919914",343,425
"2976983",425,355
"60893",425,322
"742013",425,370
"2492438",403,424
"970",422,424
"986106",360,424
"1279",423,268
"2954079",373,423
"2971798",405,423
"2986281",423,324
"483937",423,149
"1179675",422,353
"28065",422,347
"3070678",422,114
"542",422,318
"67376",371,422
"1751150",420,314
"2578106",420,415
"2610895",420,364
"1096868",419,401
"146826",410,419
"2162713",419,370
"260552",419,390
"3041264",419,276
"50741",419,415
"1049583",351,418
"145357",418,409
"2895522",418,332
"1530123",417,300
"137584",416,340
"365617",416,384
"3056445",415,365
"2823904",414,16
"2867023",414,401
"2954093",352,414
"222819",413,336
"2559073",413,344
"2961994",386,413
"502558",413,333
"79604",413,356
"154116",388,412
"1898042",412,399
"2735795",412,389
"2900738",368,412
"576610",412,314
"1870819",411,305
"2252",383,411
"1981174",405,410
"33986",410,373
"2052956",389,409
"55779",409,349
"574987",409,397
"576131",409,353
"48076",394,408
"1683",407,373
"2707174",297,407
"670",407,330
"2906062",406,394
"1778540",404,405
"2175632",308,405
"407217",405,377
"116718",404,344
"121871",397,404
"1704499",404,357
"2058152",404,132
"2801033",404,375
"2841064",394,404
"1911573",403,394
"2709394",403,378
"2950108",403,387
"2026255",370,402
"2754044",402,369
"2971912",373,402
"93378",402,371
"138074",401,255
"2483402",401,388
"2529408",401,390
"2661630",396,401
"2714355",401,390
"2718875",388,401
"2785908",401,399
"45655",401,341
"657",401,350
"1428684",400,359
"2718620",400,324
"2909669",400,372
"2946555",400,346
"2911367",399,343
"2745519",367,398
"3025669",303,398
"2172098",397,396
"157",396,317
"2614538",393,396
"28028",396,380
"3070682",396,128
"1389192",394,359
"1499308",345,394
"2036",317,394
"2679963",283,394
"2911172",394,287
"53407",348,394
"135079",393,353
"188786",393,292
"2358",393,359
"2998079",333,393
"38313",376,393
"43769",351,393
"520",310,393
"995",393,382
"1160973",391,366
"1422",391,297
"1912216",391,364
"2867408",391,239
"2906798",391,273
"2997335",391,352
"1056",367,390
"2109593",342,390
"2938232",283,390
"3058394",131,390
"570267",390,323
"2608982",389,358
"264686",389,202
"428712",389,327
"161896",379,388
"271865",314,388
"478",41,388
"161899",352,387
"1646",387,335
"2100764",387,167
"2609415",387,383
"272131",387,168
"421767",387,63
"938406",387,278
"1399",386,161
"1611770",386,374
"2841662",386,367
"3024245",317,386
"90627",386,384
"1751046",385,284
"2683591",355,385
"55213",385,276
"2732163",384,272
"2879620",384,335
"1510841",383,361
"1920883",383,370
"2293862",383,377
"2830999",382,348
"43658",381,374
"1874317",359,380
"210",380,359
"285473",350,380
"1844006",379,362
"2249",325,379
"265175",379,321
"2870860",379,373
"146827",378,374
"173559",361,378
"1954172",378,348
"1538644",368,377
"2745511",377,363
"416213",377,279
"84565",377,321
"1052",375,374
"120961",358,375
"164759",375,284
"2211212",375,181
"2263",375,357
"2490452",375,296
"28025",375,348
"367825",375,375
"1769",367,374
"194197",374,328
"2810563",374,337
"29320",374,190
"2966453",348,374
"307580",374,323
"354349",322,374
"712116",342,374
"865757",374,369
"1491",373,353
"155077",373,358
"155925",373,365
"2729423",297,373
"2946593",373,290
"3039400",336,373
"920",373,330
"1008152",372,342
"2144175",372,353
"2749040",371,368
"2911176",275,371
"2932253",304,371
"162209",370,338
"172042",370,292
"1965282",370,307
"2576756",370,306
"2579248",268,370
"2933563",370,17
"1549855",369,364
"1942",369,362
"2015076",369,152
"221341",369,301
"413503",369,205
"58180",369,354
"1612551",275,368
"1930593",368,285
"198119",368,204
"2714594",368,354
"68043",263,368
"915099",353,368
"131110",367,298
"137545",367,239
"1397108",367,342
"2025658",333,367
"301",322,366
"54298",366,267
"85874",364,366
"1380432",365,332
"1420916",365,364
"233100",365,348
"2745518",322,365
"2800686",365,360
"2895490",357,365
"1050174",364,330
"1073996",318,364
"126734",364,302
"2923375",99,364
"54736",364,275
"1892404",363,9
"2509456",363,329
"480418",363,359
"1853278",362,328
"2994555",362,276
"3074898",362,344
"323449",362,347
"1686",361,287
"1921421",361,279
"1265445",340,360
"159743",360,90
"299566",172,360
"1536773",359,271
"2929493",329,359
"33074",327,358
"38301",358,345
"1548602",322,357
"1561005",357,299
"218673",357,357
"2725288",357,329
"46355",357,342
"931531",357,355
"373687",356,137
"453162",356,281
"2609807",288,355
"3035454",355,350
"43765",355,344
"279826",354,140
"2908839",354,260
"2933777",295,354
"2762320",353,274
"2897177",353,310
"2944933",353,313
"1349409",352,326
"2871826",352,278
"44577",352,259
"1459637",351,188
"151895",351,260
"1581038",351,83
"1609967",351,324
"1743",335,351
"2968968",343,351
"67780",351,263
"1612552",247,350
"2730360",350,349
"321332",350,335
"84996",283,350
"1306993",311,349
"2420135",307,348
"2895286",348,319
"1681",347,334
"818",347,311
"1125966",346,273
"2083206",290,346
"1649480",315,345
"898",345,303
"1450",344,267
"1796620",344,330
"2058624",344,338
"2081702",271,344
"2426",344,324
"2744519",344,337
"3069118",344,263
"431306",344,323
"1415568",343,299
"3031125",343,207
"45663",343,323
"53460",343,284
"1471761",342,273
"1903410",342,256
"2713573",254,342
"2870750",317,342
"2976431",342,169
"984207",342,231
"1148157",70,341
"2789424",341,332
"2851642",324,341
"1051",340,328
"1809",298,340
"2576904",340,230
"1265601",339,321
"1534110",339,194
"1945512",339,245
"2774873",316,339
"316277",339,297
"395631",113,339
"1689834",338,293
"1727164",296,338
"2175622",276,338
"2558361",338,319
"2609809",239,338
"280473",338,269
"2971264",337,139
"1173032",335,313
"1280380",335,239
"1620816",335,207
"2059875",335,306
"2303332",323,335
"257438",335,314
"3046383",335,267
"1973486",334,270
"2955313",316,334
"171404",332,307
"1921087",332,257
"2758572",332,256
"817",332,285
"92942",332,281
"1089444",331,276
"1184",331,224
"163011",331,319
"2714353",331,290
"2739061",331,283
"2750929",331,274
"2956798",331,319
"78258",331,282
"1178515",330,248
"1473112",330,249
"1871047",330,274
"2914041",329,177
"59932",329,312
"2562449",328,167
"2607911",328,27
"28132",328,274
"3020899",328,211
"1124597",327,274
"1664069",327,274
"1910952",118,327
"3058398",143,327
"3036945",326,246
"3057115",286,326
"375288",326,286
"676",312,326
"985",326,322
"1528099",325,300
"1647413",325,144
"352858",325,89
"456327",325,311
"212743",324,156
"2982533",235,324
"2590776",289,323
"2751171",299,323
"3073561",323,231
"174633",322,232
"2782609",322,308
"161895",312,321
"2565926",321,267
"2950604",321,261
"554344",292,321
"2962597",302,320
"35757",320,279
"82976",320,188
"1643824",307,319
"2175635",284,319
"259",285,319
"545",319,245
"838",319,240
"1332188",220,318
"1536771",318,177
"1986034",108,318
"2512235",303,318
"2814292",312,318
"394935",285,317
"518753",317,257
"2026240",316,209
"254246",316,288
"269261",316,275
"2883106",316,304
"497726",316,159
"1579316",315,292
"45404",315,265
"1125",314,262
"206662",273,314
"2094151",314,302
"2716226",313,314
"2782176",314,218
"1866325",308,313
"2866807",313,290
"390884",313,269
"3073271",312,86
"400634",312,181
"28026",311,301
"61592",291,311
"2605747",300,310
"79967",310,66
"1462996",309,267
"1481672",266,309
"1879049",309,243
"2547962",309,59
"2871175",309,13
"2894156",291,309
"3049799",309,300
"42239",304,309
"2008793",308,262
"2772483",308,286
"446",308,235
"930972",308,266
"2594457",307,289
"2816248",307,210
"3046382",283,307
"678932",307,249
"76761",306,296
"1034015",305,170
"28454",233,305
"3028807",221,305
"308865",305,238
"1129704",304,250
"1174501",304,196
"571256",304,302
"1282863",303,277
"397865",299,303
"81682",303,278
"1175445",292,302
"2762318",302,277
"554",302,239
"847",302,242
"258255",284,301
"2867024",301,295
"485880",254,301
"95641",301,238
"1444770",300,257
"487",280,300
"81028",300,229
"1909699",299,200
"1917421",299,273
"82995",299,203
"118323",298,201
"1452",298,287
"1619311",298,265
"2855441",263,298
"43674",298,287
"1016",297,253
"2217867",253,297
"569",297,204
"712157",297,280
"1851148",296,267
"2054914",269,296
"1499973",295,122
"1573711",287,295
"2684113",295,250
"35799",295,294
"485870",264,295
"168384",294,250
"38308",287,294
"475088",284,294
"651666",263,294
"29573",276,293
"2986929",174,293
"85336",293,285
"1050638",292,242
"1357",292,68
"1475485",292,193
"2594462",292,260
"2785911",261,292
"2961531",254,292
"33958",292,209
"1637975",291,126
"2740515",291,256
"2952525",278,291
"2993314",291,280
"905",291,238
"1536648",290,274
"2936507",290,266
"933080",290,238
"1336806",283,289
"3047030",289,262
"651561",289,233
"146825",288,253
"2666183",261,288
"2904246",280,288
"2992143",288,260
"3039392",288,208
"81462",288,284
"1397703",287,253
"2056231",224,287
"2605730",279,287
"2852117",287,262
"1445505",286,237
"28112",286,209
"459526",230,286
"1526571",285,251
"179",285,212
"2592814",285,252
"2758440",285,256
"2662033",269,284
"2822410",284,232
"335405",225,284
"2904247",283,259
"2975157",283,276
"564",283,141
"312279",282,241
"82987",282,204
"1448929",281,250
"1648923",281,221
"2377",281,232
"254247",281,224
"2896860",192,281
"95619",281,274
"107637",280,259
"2714358",280,261
"2934340",280,233
"304207",279,256
"2079234",278,274
"264697",278,142
"2931921",278,223
"57320",277,254
"57495",277,218
"1814290",276,239
"2798577",272,276
"2883512",276,251
"3045816",270,276
"536441",276,225
"586",276,246
"1168034",275,234
"2093824",192,275
"2743772",275,170
"2820002",193,275
"367298",275,242
"833",275,221
"1038856",274,239
"186826",274,157
"1908198",274,265
"2871169",259,274
"34037",274,200
"54291",274,196
"1458307",273,267
"328812",268,273
"33943",273,224
"44250",273,201
"1584",272,232
"1705",272,234
"1986204",272,224
"3037258",272,113
"69221",272,169
"84642",272,250
"1979344",271,181
"2881377",271,228
"2974039",271,177
"2040586",183,270
"267363",257,270
"2681766",270,219
"986",270,240
"1613",269,252
"2067959",269,98
"3031408",269,261
"3039851",269,256
"82977",269,181
"1898684",208,268
"2338073",268,247
"28108",268,224
"2986924",236,268
"271065",267,226
"33007",267,261
"631220",267,249
"1717",266,258
"2489010",266,178
"2809020",266,261
"100716",265,195
"1092",265,195
"1249553",265,260
"1272",239,265
"1777867",265,195
"2591634",265,257
"99807",261,265
"1486245",264,218
"2126553",264,256
"38875",264,69
"505",264,228
"626937",264,238
"2587861",263,238
"2993563",263,221
"3065396",263,165
"3074378",254,263
"1331736",176,262
"1333845",262,223
"158841",262,226
"254",262,235
"2830994",262,232
"3020900",262,158
"3059030",262,217
"797291",253,262
"1349410",261,252
"1610576",261,220
"1761012",261,190
"2705547",261,187
"355243",261,259
"47886",250,261
"99598",261,229
"2812647",254,260
"61434",260,165
"1921086",259,197
"224012",259,231
"2866278",236,259
"485447",259,241
"75612",259,246
"2047",258,231
"2291597",258,245
"2895352",255,258
"376805",258,229
"78543",258,240
"1807691",255,257
"2683272",257,82
"2929798",257,221
"1639108",256,175
"2812000",225,256
"76759",227,256
"773",256,235
"1795355",247,255
"2005456",255,199
"220697",255,232
"29471",255,177
"50340",247,255
"1102",254,171
"2809707",254,223
"2895471",249,254
"101564",232,253
"2335",253,116
"2813780",253,223
"33987",253,243
"484429",215,253
"1702043",217,252
"2005462",252,205
"2572090",252,99
"391613",252,236
"1085624",243,251
"2047767",251,249
"213115",251,227
"2565559",116,251
"1114970",250,228
"1869241",250,190
"2364271",250,132
"2508306",250,231
"2494548",249,234
"2917990",246,249
"3023076",249,219
"34038",249,209
"1070314",248,230
"1470434",248,245
"171",248,159
"2758724",247,248
"2809708",208,248
"29347",248,183
"2983220",230,248
"1173026",247,171
"568768",247,180
"133539",237,246
"1573676",246,112
"2259638",246,204
"2866279",246,230
"2983214",246,234
"1398",245,207
"155978",245,198
"1649468",245,225
"2576903",245,90
"2748320",227,245
"2867014",245,237
"1134405",244,176
"1442551",224,244
"1752063",244,209
"2355",244,151
"2739434",244,209
"2879116",199,244
"2996785",244,223
"1642647",243,215
"215743",243,232
"2559597",243,212
"2778058",243,207
"2829187",143,243
"2842348",243,183
"32207",243,222
"1815583",238,242
"3003351",225,242
"340146",242,212
"971",242,194
"2058175",241,198
"2781961",227,241
"2810512",241,229
"34062",241,164
"37637",235,241
"930",241,183
"1075398",240,236
"1236179",240,227
"1476754",240,202
"2296",240,189
"2508307",240,240
"1207075",239,232
"1389223",218,239
"142864",239,208
"1591409",239,224
"226",239,207
"238834",239,187
"2560057",239,229
"2707005",239,158
"2733484",239,208
"656",239,221
"1234143",238,167
"1436085",190,238
"1535304",179,238
"1636423",238,231
"1874277",238,228
"2864102",189,238
"1400866",236,207
"1465",236,164
"2213202",236,225
"1232428",235,183
"1752064",235,185
"1818004",199,235
"232346",235,177
"2685834",235,162
"2709403",235,209
"2789425",235,198
"2859768",225,235
"2866628",235,206
"1553431",234,182
"1612624",130,234
"2268024",234,197
"2823905",234,16
"3019933",152,234
"1159327",214,233
"137816",233,193
"192149",198,233
"208479",233,212
"2567937",233,195
"2764711",233,142
"2983229",209,233
"300181",233,231
"3036302",233,213
"447792",233,139
"53409",134,233
"585425",233,207
"2005388",232,195
"2047966",232,214
"2233998",232,11
"2724135",232,189
"2792224",232,193
"75787",232,200
"86304",232,181
"1532905",231,164
"2211160",160,231
"55079",231,155
"1218177",230,209
"1671721",230,202
"1954171",230,207
"29533",230,178
"301301",223,230
"837",230,187
"118163",229,179
"160825",229,194
"2979869",229,227
"46506",229,185
"2479392",224,228
"2819994",175,228
"2821536",228,160
"2871493",228,227
"2996035",228,201
"3060154",228,220
"671990",228,153
"1017270",227,123
"189426",227,149
"2547394",227,187
"2950541",197,227
"42817",215,227
"519",227,218
"595468",227,200
"641",227,201
"1163398",201,226
"2596890",226,164
"2907534",226,215
"37482",226,157
"46257",202,226
"1211807",225,221
"1274359",187,225
"1401",225,214
"1920191",225,212
"2715131",225,195
"2854257",224,225
"2875962",225,203
"2908210",225,166
"3003258",225,139
"3003262",225,168
"438",221,225
"67313",203,225
"823",225,214
"131111",224,194
"1408191",224,195
"1930071",224,196
"2597702",224,177
"487173",224,163
"76853",82,224
"89153",224,200
"133549",202,223
"1471",223,81
"1913578",223,192
"2483360",217,223
"2594913",209,223
"2834768",208,223
"75588",179,223
"79883",223,112
"84999",223,184
"102134",222,192
"1166130",222,114
"1436084",185,222
"1442555",215,222
"1727163",211,222
"1862358",222,200
"2547598",219,222
"29330",222,125
"323284",222,182
"40214",222,218
"1282",221,139
"1471400",221,196
"1718",221,180
"192421",209,221
"2033033",221,219
"2935040",206,221
"3016636",221,199
"318147",221,190
"630",221,176
"291644",217,220
"29438",157,220
"317660",118,220
"59753",220,219
"1033922",219,175
"1493872",196,219
"1678728",176,219
"2758563",219,152
"2904129",219,205
"2913614",219,198
"2983222",219,215
"1784713",122,218
"2303750",218,166
"251701",190,218
"2518177",218,151
"2587856",206,218
"2853439",169,218
"2867015",218,205
"2961941",200,218
"2979464",205,218
"916",218,182
"1173586",217,199
"1476025",217,57
"1571",217,149
"186803",217,151
"2837504",217,146
"3024248",103,217
"1642646",193,216
"2599305",216,181
"2795973",216,194
"63186",216,170
"260364",215,187
"28129",214,215
"289435",215,165
"661191",215,152
"69541",215,169
"85683",171,215
"1259844",149,214
"2420306",214,177
"2732161",214,172
"2831891",214,86
"2983212",206,214
"550984",214,210
"859144",214,79
"238",213,199
"29382",213,211
"2986823",213,168
"447237",154,213
"79880",213,160
"1563222",212,116
"1833852",212,123
"1910969",78,212
"2080757",212,173
"2557994",204,212
"2745509",212,168
"2795738",212,197
"2859001",209,212
"2908843",212,190
"3002643",212,184
"316068",212,209
"641148",212,176
"756892",212,205
"1225337",180,211
"2698672",201,211
"2810535",170,211
"3003261",211,202
"3043332",211,96
"131318",210,169
"2705471",210,148
"2745514",210,184
"2792013",186,210
"2829502",210,188
"2878915",210,148
"2929800",210,156
"2980554",210,159
"1502",209,169
"1590",193,209
"2099387",209,170
"2267264",209,163
"2596949",209,97
"2823109",191,209
"317936",209,158
"666",204,209
"712538",209,189
"88058",209,153
"96472",209,198
"1442554",208,169
"1737446",208,181
"2233542",118,208
"2782006",208,165
"2810347",208,153
"2895475",208,199
"3029399",194,208
"307249",193,208
"36739",208,191
"767892",208,184
"857252",208,195
"1279031",103,207
"190893",197,207
"2518989",207,183
"104",206,175
"1796646",206,152
"2597518",206,176
"2614693",206,202
"2895489",205,206
"2949629",206,109
"2977320",206,206
"324767",206,144
"367188",206,205
"664683",194,206
"1338368",205,141
"135577",205,173
"1763998",194,205
"2041044",205,119
"2082587",177,205
"266009",205,199
"2705473",205,184
"2749808",205,180
"3009078",205,180
"3031802",205,187
"1055101",181,204
"1761794",204,199
"2569540",204,186
"3003260",204,155
"492",203,167
"502",203,202
"114529",197,202
"1218801",195,202
"1426",202,130
"1882918",202,166
"250",202,144
"2518994",202,165
"2795724",155,202
"2854036",150,202
"29486",202,158
"365349",202,90
"1407",201,83
"1504981",182,201
"2819999",168,201
"2854186",201,179
"2893885",201,165
"339617",201,182
"561061",201,196
"616991",201,162
"674",201,168
"1129264",200,146
"1974213",200,164
"2842350",182,200
"2934937",196,200
"3022697",200,113
"1306519",199,155
"1573720",193,199
"1697",173,199
"52959",199,146
"258224",198,179
"320787",186,198
"34102",198,127
"40576",198,152
"141451",197,164
"150829",197,157
"28131",197,133
"481743",139,197
"1706369",166,196
"1712516",196,140
"194",196,166
"2546350",196,129
"2886359",196,148
"3020906",193,196
"3073092",196,124
"452",196,132
"62322",196,168
"67827",196,149
"1173101",195,194
"1441095",195,111
"2487074",195,148
"2885633",195,177
"2912855",195,186
"3059078",195,160
"45668",195,148
"485448",195,183
"101385",194,154
"1050635",194,169
"1201031",194,152
"129958",194,106
"1689272",194,178
"1778678",194,176
"1987356",194,188
"28072",194,144
"2996112",194,135
"3073902",194,136
"38290",183,194
"1229",193,173
"199",193,128
"2027857",193,143
"2183582",189,193
"2653858",193,184
"2706887",193,188
"2739063",193,176
"525917",193,190
"839",193,171
"1032",192,152
"108007",192,184
"1232427",164,192
"158483",192,120
"1784714",192,164
"2735554",192,173
"1400864",191,153
"160386",168,191
"2907623",191,161
"3024242",125,191
"379899",191,130
"473531",191,185
"516051",191,175
"55601",171,191
"178899",190,143
"1922217",190,135
"200254",190,145
"2183896",190,157
"34090",190,126
"46503",190,177
"49338",190,170
"585423",190,185
"587",190,167
"887061",190,181
"1027273",152,189
"2033032",180,189
"2107708",189,176
"2832500",184,189
"2991053",189,124
"398743",189,184
"88190",189,136
"1179672",188,157
"1481665",188,155
"1827300",143,188
"185300",188,146
"241425",188,164
"2697023",188,174
"2811425",188,152
"3003256",188,188
"3031997",188,112
"35787",188,179
"388413",188,181
"497",188,143
"1117645",164,187
"1324352",187,162
"2585771",187,186
"2591606",187,183
"2835869",187,154
"2839024",187,148
"2893469",161,187
"314275",187,155
"371142",187,164
"445",187,157
"45065",187,144
"558152",187,122
"568",187,128
"649161",187,174
"82654",173,187
"1486991",186,185
"1963025",186,155
"232259",186,146
"2724",186,145
"2759736",186,144
"2856519",126,186
"3048891",129,186
"52972",186,132
"184117",168,185
"2010992",185,155
"2026",185,146
"219574",157,185
"2715679",185,104
"282402",156,185
"28449",185,172
"2879114",185,173
"2908842",185,165
"2926907",183,185
"44260",185,100
"54006",182,185
"649196",185,161
"948519",185,134
"1150",184,134
"1310418",184,118
"1749259",178,184
"1868325",184,163
"203192",178,184
"2750995",184,153
"278132",137,184
"291645",184,150
"2954078",182,184
"2956784",184,157
"890",184,177
"1069494",183,171
"1118202",183,152
"1217282",183,166
"1307",183,166
"1455",183,83
"1702221",183,163
"1925020",183,117
"2081477",183,176
"521520",183,166
"53419",183,170
"106654",182,145
"1750598",182,138
"2051",182,123
"2070463",149,182
"2494375",182,167
"2820280",164,182
"2998559",182,174
"54304",182,167
"1492737",181,167
"1564",181,166
"2499157",181,169
"2683822",181,6
"2739062",181,150
"2782013",164,181
"2886505",148,181
"48461",181,93
"882104",181,160
"933262",181,134
"111501",180,157
"2583587",180,159
"260554",154,180
"53336",180,118
"2246",176,179
"255519",179,88
"2829809",179,127
"3051121",179,110
"673",179,153
"713030",179,151
"79885",179,62
"2161677",178,134
"266805",178,177
"2980108",167,178
"61435",178,142
"914153",178,146
"993689",178,156
"1597",177,129
"1769012",177,119
"204",177,127
"2675298",175,177
"2742796",177,177
"2903536",177,149
"2976884",177,157
"1004303",176,87
"1871021",176,142
"2072408",154,176
"2502784",175,176
"2507935",176,90
"2661553",163,176
"3032582",176,155
"43948",176,145
"1307761",175,143
"158481",171,175
"1905730",175,157
"28111",162,175
"281120",175,144
"2872754",170,175
"2908645",175,129
"2978283",142,175
"373672",174,175
"729",175,129
"105751",136,174
"1130723",174,116
"143223",174,127
"1727196",148,174
"1936021",174,117
"2918516",174,134
"3027472",174,169
"1161942",149,173
"169669",147,173
"1717717",173,137
"178440",159,173
"2072409",124,173
"2283318",173,113
"2966625",173,69
"2986424",157,173
"38303",163,173
"66228",173,167
"1615674",172,140
"2202721",172,153
"2530390",171,172
"2587854",171,172
"2681307",172,67
"291990",172,155
"331648",172,137
"373994",172,121
"485",172,141
"70799",172,139
"1096",171,130
"1434010",171,135
"191579",171,120
"246787",171,163
"2814293",162,171
"29495",171,147
"553611",171,129
"658666",171,25
"1008",170,133
"1124835",170,148
"1637831",170,169
"2217832",170,13
"2779359",170,138
"3044166",170,142
"43657",170,154
"457083",170,119
"712",170,106
"76885",170,146
"81408",170,132
"89373",137,170
"2364272",169,78
"2665645",169,152
"2709784",169,115
"3059026",169,141
"3060215",169,128
"371601",169,135
"777",169,158
"109266",168,138
"2715212",168,136
"2745498",157,168
"3034146",168,135
"1508419",167,129
"153265",167,144
"1620392",161,167
"1852377",167,158
"2320",167,148
"2588534",161,167
"2709302",167,151
"3058432",167,143
"511745",167,66
"1033846",166,149
"1776384",166,104
"2039166",166,134
"2516557",166,153
"2675233",166,159
"269673",166,147
"2780922",166,157
"2853432",166,134
"2867013",166,139
"47715",166,126
"1017",140,165
"187493",165,141
"2042057",165,104
"2518971",165,148
"2609256",145,165
"2662364",165,133
"2872157",165,142
"296745",165,130
"3073816",165,59
"34085",165,140
"879567",165,124
"146474",164,149
"1795053",157,164
"2058136",152,164
"2291",149,164
"253245",164,154
"2704140",164,119
"361177",164,156
"37734",164,41
"999",164,142
"1442556",163,152
"2282310",163,70
"2686077",163,142
"2865840",163,126
"2942204",163,112
"2986827",163,126
"396015",158,163
"820",163,128
"152161",135,162
"2478552",162,99
"2569541",162,119
"2705548",162,132
"2778876",162,142
"2879939",162,116
"2979332",120,162
"38293",162,135
"398041",162,110
"60478",157,162
"84406",162,88
"1004301",161,105
"1006",161,144
"1104324",161,148
"2497436",161,66
"2675230",161,78
"279359",161,115
"2881428",148,161
"2913616",155,161
"2968831",161,126
"298",161,134
"33934",161,67
"880",161,130
"935199",161,142
"135616",160,144
"1736",160,134
"1737359",127,160
"2528593",160,108
"2662448",160,148
"2665646",160,143
"2709303",142,160
"2731755",160,146
"2761580",160,145
"41170",160,132
"889453",160,122
"1353138",157,159
"2293",159,120
"2594454",116,159
"28251",159,149
"2907624",159,152
"3048493",159,155
"3051123",147,159
"376490",159,145
"387661",159,154
"674529",159,155
"86795",107,159
"1871076",158,156
"1940790",158,81
"2781952",136,158
"2867026",158,156
"2961619",158,119
"2986835",158,136
"1566358",157,80
"169480",157,112
"1758730",130,157
"2107709",135,157
"2759528",157,121
"2813843",139,157
"2893883",157,132
"2987521",154,157
"458033",157,127
"633415",155,157
"670486",157,97
"687",157,123
"712471",157,111
"1112103",156,126
"1170699",156,109
"1721091",156,153
"257984",143,156
