"","1ayWM2CHIPOOB100705","oAVVM2CHIPOOB051360","3xfYM2CHIPOOA051365","jYxWM2CHIPOOB051110","hoQoM2CHIPOOA051115","eBCjM2CHIPOOBXX1180","j1iWM2CHIPOOBXX1561"
"Polaribacter_sp._L12M9","66","20","0","0","0","0","0"
"Polaribacter_sp._SA4-12","44","0","0","0","0","0","0"
"Polaribacter_sp._BM10","84","0","0","0","0","0","0"
"Polaribacter_vadi","80","21","0","0","39","24","0"
"Polaribacter_litorisediminis","70","18","0","0","25","20","0"
"Polaribacter_reichenbachii","68","11","0","0","0","17","0"
"Polaribacter_haliotis","62","0","0","0","0","16","0"
"Polaribacter_sejongensis","69","25","0","0","0","0","0"
"Capnocytophaga_sp._oral_taxon_878","68","39","19","0","25","15","0"
"Capnocytophaga_sp._FDAARGOS_737","46","26","0","0","0","20","0"
"Capnocytophaga_sp._oral_taxon_902","73","0","62","0","58","48","0"
"Capnocytophaga_sp._oral_taxon_323","43","0","0","0","37","0","0"
"Capnocytophaga_sp._H2931","47","0","0","0","0","0","0"
"Capnocytophaga_sp._oral_taxon_864","33","0","0","0","0","0","0"
"Capnocytophaga_canimorsus","145","41","31","17","44","42","27"
"Capnocytophaga_haemolytica","101","78","39","15","91","50","19"
"Capnocytophaga_sputigena","113","68","49","24","102","38","0"
"Capnocytophaga_gingivalis","87","79","33","41","113","50","31"
"Capnocytophaga_stomatis","76","40","16","0","31","27","0"
"Capnocytophaga_cynodegmi","67","18","15","20","0","0","0"
"Capnocytophaga_endodontalis","52","19","23","0","21","16","0"
"Capnocytophaga_leadbetteri","50","33","17","0","29","18","0"
"Capnocytophaga_ochracea","67","31","0","0","54","34","0"
"Gramella_sp._GC03-9","192","52","33","29","80","45","16"
"Gramella_sp._MT6","124","23","27","21","29","15","0"
"Gramella_sp._MAR_2010_147","107","17","16","0","31","15","0"
"Gramella_fulva","173","96","50","31","95","30","22"
"Gramella_flava","193","89","43","30","112","52","22"
"Gramella_echinicola","122","31","22","11","48","19","0"
"Gramella_forsetii","114","30","23","15","44","50","0"
"Gramella_salexigens","88","29","23","17","18","14","0"
"Muricauda_aquimarina","338","126","62","29","188","55","38"
"Muricauda_sp._SCSIO_65647","120","65","38","21","77","35","19"
"Muricauda_sp._SCSIO_64092","79","55","28","14","69","33","0"
"Muricauda_ruestringensis","172","70","52","21","82","39","15"
"Muricauda_lutaonensis","166","78","62","35","125","36","0"
"Muricauda_oceani","206","64","50","46","123","90","29"
"Muricauda_aurantiaca","91","37","18","14","31","16","0"
"Myroides_odoratus","194","38","35","0","36","28","16"
"Myroides_fluvii","186","40","35","22","30","18","0"
"Myroides_phaeus","181","20","0","0","0","0","0"
"Myroides_odoratimimus","333","0","0","0","0","0","0"
"Myroides_profundi","34","0","0","0","0","0","0"
"Myroides_sp._A21","53","0","0","0","0","0","0"
"Winogradskyella_sp._HaHa_3_26","117","16","0","0","29","0","0"
"Winogradskyella_sp._MH6","81","27","0","0","0","12","0"
"Winogradskyella_sp._PC-19","86","0","0","0","13","17","0"
"Winogradskyella_sp._J14-2","67","29","18","0","14","17","0"
"Winogradskyella_sp._PG-2","58","0","16","0","0","26","0"
"Winogradskyella_forsetii","155","51","28","22","33","48","24"
"Winogradskyella_schleiferi","108","26","19","0","20","0","0"
"Winogradskyella_helgolandensis","81","14","0","0","16","16","0"
"Winogradskyella_sediminis","76","24","22","0","14","13","0"
"Nonlabens_sp._Hel1_33_55","83","35","14","0","40","28","0"
"Nonlabens_sp._Ci31","60","31","17","0","0","20","0"
"Nonlabens_sp._MB-3u-79","57","21","13","0","0","15","0"
"Nonlabens_sp._SY33080","51","0","0","0","0","0","0"
"Nonlabens_sp._MIC269","72","0","0","0","0","0","0"
"Nonlabens_spongiae","138","28","33","25","51","52","40"
"Nonlabens_ponticola","92","24","13","12","65","24","0"
"Nonlabens_dokdonensis","64","20","16","0","24","0","0"
"Nonlabens_marinus","63","23","27","0","24","24","0"
"Tenacibaculum_sp._SZ-18","132","26","0","0","0","29","0"
"Tenacibaculum_jejuense","88","12","0","0","14","10","0"
"Tenacibaculum_maritimum","81","0","0","0","21","0","0"
"Tenacibaculum_dicentrarchi","85","15","0","0","15","21","0"
"Tenacibaculum_mesophilum","87","26","0","0","34","0","0"
"Tenacibaculum_todarodis","66","0","22","0","32","0","0"
"Tenacibaculum_singaporense","48","0","0","0","0","18","0"
"Cellulophaga_sp._HaHaR_3_176","78","17","0","0","12","12","0"
"Cellulophaga_sp._L1A9","113","19","0","0","23","21","0"
"Cellulophaga_lytica","118","23","17","0","22","28","0"
"Cellulophaga_baltica","116","20","20","0","18","0","0"
"Cellulophaga_algicola","81","16","13","0","12","13","0"
"Maribacter_sp._HTCC2170","95","25","19","0","29","15","16"
"Maribacter_sp._MJ134","94","23","21","14","32","13","0"
"Maribacter_sp._1_2014MBL_MicDiv","63","0","0","0","0","0","0"
"Maribacter_cobaltidurans","154","62","36","32","58","32","0"
"Maribacter_hydrothermalis","86","27","17","0","22","15","0"
"Maribacter_dokdonensis","41","0","0","0","25","24","0"
"Formosa_sp._Hel1_31_208","94","17","0","0","13","0","0"
"Formosa_sp._Hel1_33_131","83","22","22","0","24","20","0"
"Formosa_sp._L2A11","90","0","21","0","18","16","0"
"Formosa_sp._Hel3_A1_48","51","22","0","0","42","0","14"
"Formosa_agariphila","107","19","18","15","15","0","0"
"Formosa_sediminum","71","0","0","0","13","0","0"
"Antarcticibacterium_arcticum","159","49","35","26","69","41","0"
"Antarcticibacterium_flavum","157","44","25","40","84","55","22"
"Antarcticibacterium_sp._1MA-6-2","139","40","29","20","61","27","17"
"Salegentibacter_salegens","141","39","20","0","40","24","0"
"Salegentibacter_mishustinae","232","62","24","29","65","35","0"
"Salegentibacter_sp._T436","237","63","56","0","57","39","0"
"Aequorivita_sp._H23M31","164","40","42","16","54","48","24"
"Aequorivita_sublithincola","219","85","56","33","94","66","0"
"Robiginitalea_biformata","362","296","196","104","517","197","80"
"Aquimarina_sp._TRL1","92","16","18","0","19","31","0"
"Aquimarina_sp._BL5","78","18","11","0","13","14","0"
"Aquimarina_sp._AD1","78","26","0","0","19","12","0"
"Aquimarina_sp._AD10","69","25","14","0","0","0","0"
"Algibacter_sp._L3A6","124","18","18","0","24","0","0"
"Algibacter_sp._L1A34","101","0","0","0","20","0","0"
"Algibacter_alginicilyticus","123","21","14","0","18","20","0"
"Sinomicrobium_sp._HD2P242","265","98","77","56","160","93","33"
"Lacinutrix_sp._WUR7","88","14","15","0","0","12","0"
"Lacinutrix_sp._Bg11-31","67","21","0","0","23","22","0"
"Lacinutrix_sp._5H-3-7-4","74","0","0","0","0","0","0"
"Lacinutrix_venerupis","94","14","0","0","0","0","0"
"Kordia_antarctica","142","76","50","22","107","35","12"
"Kordia_sp._SMS9","124","28","21","10","18","32","0"
"Zunongwangia_sp._SCSIO_43204","220","64","32","24","36","26","25"
"Zunongwangia_profunda","224","58","28","22","45","31","0"
"Dokdonia_sp._PRO95","46","0","0","0","16","0","0"
"Dokdonia_sp._Dokd-P16","51","0","0","0","0","0","0"
"Dokdonia_sp._4H-3-7-5","49","39","23","0","35","0","0"
"Dokdonia_sp._MED134","45","0","0","0","0","0","0"
"Dokdonia_donghaensis","37","0","0","0","23","0","0"
"Flagellimonas_sp._CMM7","107","35","20","0","31","18","12"
"Flagellimonas_sp._HMM57","96","39","20","12","29","19","0"
"Leeuwenhoekiella_sp._ZYFB001","124","28","0","0","32","36","0"
"Leeuwenhoekiella_palythoae","104","27","0","24","24","25","0"
"Lutibacter_sp._A64","67","17","0","0","0","12","0"
"Lutibacter_sp._A80","62","13","0","0","12","12","0"
"Lutibacter_profundi","63","21","0","0","17","14","0"
"Mariniflexile_sp._TRM1-10","175","40","21","24","62","24","0"
"Tamlana_carrageenivorans","99","24","0","0","14","19","0"
"Tamlana_sp._s12","80","16","19","0","0","16","0"
"Zhouia_spongiae","177","43","28","23","63","19","20"
"Seonamhaeicola_sp._ML3","75","21","14","0","13","0","0"
"Seonamhaeicola_sp._S2-3","82","0","0","0","24","17","0"
"Psychroflexus_sp._ALD_RP9","80","20","13","0","18","21","0"
"Psychroflexus_torquis","63","18","11","0","25","16","0"
"Zobellia_galactanivorans","139","43","33","17","81","26","18"
"Arenibacter_algicola","169","37","39","14","73","24","24"
"Mesoflavibacter_sp._SCSIO_43206","142","28","0","0","23","0","0"
"Aggregatimonas_sangjinii","127","43","32","28","78","43","14"
"Amniculibacterium_sp._G2-70","169","64","32","0","76","26","38"
"Olleya_sp._HaHaR_3_96","97","0","0","0","0","0","0"
"Olleya_sp._Bg11-27","82","0","0","0","0","0","0"
"Olleya_aquimaris","65","0","0","0","16","0","0"
"Gilvibacter_sp._SZ-19","123","31","26","17","51","27","0"
"Siansivirga_zeaxanthinifaciens","130","20","15","0","19","0","0"
"Muriicola_soli","106","51","13","18","42","22","0"
"Euzebyella_marina","161","48","29","27","78","42","31"
"Constantimarinum_furrinae","101","41","20","0","57","26","16"
"Galbibacter_sp._BG1","101","37","16","16","33","32","16"
"Pukyongia_salina","96","38","23","11","52","21","11"
"Sediminicola_sp._YIK13","100","21","14","17","32","16","0"
"Marixanthomonas_sp._SCSIO_43207","112","24","15","0","35","14","0"
"Flavivirga_eckloniae","90","15","10","0","24","0","0"
"Bizionia_sp._M204","98","20","0","0","16","20","0"
"Changchengzhania_lutea","90","33","28","0","28","24","0"
"Aegicerativicinus_sediminis","81","25","23","0","20","18","10"
"Urechidicola_croceus","122","24","18","0","23","21","0"
"Wenyingzhuangia_fucanilytica","87","16","0","0","19","16","14"
"Sabulilitoribacter_sp._BrNp1-15","90","14","11","0","0","12","0"
"Costertonia_aggregata","90","45","26","0","71","23","14"
"Gillisia_sp._Hel1_33_143","97","36","15","0","13","17","0"
"Flavobacteriaceae_bacterium_10Alg115","75","18","0","0","15","14","14"
"Oceanihabitans_sp._IOP_32","94","37","17","0","19","18","0"
"Croceibacter_atlanticus","71","21","11","0","41","27","0"
"Psychroserpens_sp._NJDZ02","98","0","0","0","0","0","0"
"Blattabacterium_cuenoti","397","150","93","83","220","151","30"
"Blattabacterium_sp._(Mastotermes_darwiniensis)","17","0","0","0","0","0","0"
"Fluviicola_taffensis","284","101","60","26","45","86","91"
"Crocinitomix_sp._GM2_3_6_6","77","49","36","18","40","25","0"
"Owenweeksia_hongkongensis","137","51","34","26","66","37","18"
"Croceimicrobium_hydrocarbonivorans","115","65","34","19","66","45","16"
"Candidatus_Sulcia_muelleri","49","20","18","0","41","34","0"
"Candidatus_Walczuchella_monophlebidarum","22","17","0","0","21","18","0"
"Ichthyobacterium_seriolicida","29","14","11","0","17","0","0"
"Pseudocnuella_soli","16566","1509","746","439","974","615","259"
"Chitinophaga_sp._XS-30","1636","669","562","358","918","407","235"
"Chitinophaga_sp._KRA15-503","948","488","255","203","477","274","158"
"Chitinophaga_filiformis","2124","499","638","241","516","251","281"
"Chitinophaga_oryzae","1012","587","409","292","855","441","172"
"Chitinophaga_pinensis","928","270","249","156","340","155","118"
"Chitinophaga_agri","754","280","225","109","298","167","117"
"Chitinophaga_alhagiae","601","283","231","167","422","172","86"
"Chitinophaga_caeni","430","186","110","81","191","109","71"
"Niastella_koreensis","4024","1399","1486","750","1840","3614","1532"
"Flavisolibacter_tropicus","1997","1505","713","366","830","570","271"
"Flavisolibacter_ginsenosidimutans","1757","995","482","343","739","703","440"
"Pseudobacter_ginsenosidimutans","1862","663","575","356","671","530","248"
"Flavihumibacter_sp._IMCC34838","846","726","389","214","505","270","132"
"Flavihumibacter_sp._IMCC34837","833","470","218","157","359","205","101"
"Paraflavitalea_soli","1573","744","598","439","845","607","460"
"Lacibacter_sp._S13-6-6","1364","618","448","159","259","316","212"
"Niabella_soli","732","326","213","170","336","216","141"
"Niabella_ginsenosidivorans","606","380","233","153","295","215","126"
"Arachidicoccus_sp._BS20","354","164","90","96","165","128","124"
"Arachidicoccus_sp._5GH13-10","264","131","78","61","140","94","34"
"Arachidicoccus_sp._B3-10","182","65","53","27","35","64","34"
"Arachidicoccus_soli","257","89","63","37","103","76","40"
"Arachidicoccus_ginsenosidivorans","252","126","88","40","108","66","40"
"Ferruginibacter_sp._KIS38-8","573","233","134","77","116","188","148"
"Ferruginibacter_lapsinanis","492","172","97","74","106","151","88"
"Panacibacter_ginsenosidivorans","995","366","244","149","236","1190","468"
"Phnomibacter_ginsenosidimutans","848","437","277","170","344","265","110"
"Filimonas_lacunae","717","369","222","129","278","184","116"
"Sphingobacterium_sp._DR205","993","104","33","21","71","48","95"
"Sphingobacterium_sp._CZ-2","918","44","67","20","65","23","0"
"Sphingobacterium_sp._dk4302","628","39","27","11","34","12","13"
"Sphingobacterium_sp._SRCM116780","631","40","19","15","29","27","13"
"Sphingobacterium_sp._PCS056","691","24","17","14","35","15","0"
"Sphingobacterium_sp._UDSM-2020","668","39","32","13","48","31","0"
"Sphingobacterium_sp._ML3W","603","37","18","24","38","24","16"
"Sphingobacterium_sp._G1-14","453","0","0","0","0","0","0"
"Sphingobacterium_sp._B29","172","0","0","0","0","0","0"
"Sphingobacterium_mizutaii","2262","649","27","19","57","25","13"
"Sphingobacterium_spiritivorum","1909","212","132","104","167","125","64"
"Sphingobacterium_psychroaquaticum","1310","40","28","18","79","19","15"
"Sphingobacterium_daejeonense","1059","36","24","13","59","24","0"
"Sphingobacterium_hotanense","817","82","51","17","76","51","0"
"Sphingobacterium_thalpophilum","1081","226","189","114","266","123","100"
"Sphingobacterium_multivorum","1782","189","95","77","161","110","97"
"Sphingobacterium_lactis","914","109","86","74","124","63","49"
"Sphingobacterium_paramultivorum","299","0","0","0","38","37","0"
"Sphingobacterium_siyangense","508","0","0","0","0","0","0"
"Pedobacter_sp._PACM_27299","767","67","41","48","70","42","21"
"Pedobacter_sp._HDW13","589","66","57","26","65","48","34"
"Pedobacter_sp._G11","551","59","29","17","45","36","16"
"Pedobacter_sp._Q8-18","434","47","28","10","41","31","20"
"Pedobacter_sp._SW-16","465","45","43","18","57","60","23"
"Pedobacter_sp._KBS0701","549","83","28","32","112","57","24"
"Pedobacter_sp._D749","456","77","73","25","78","51","19"
"Pedobacter_ginsengisoli","1078","50","32","18","50","38","24"
"Pedobacter_cryoconitis","931","53","40","13","59","46","24"
"Pedobacter_heparinus","927","108","61","42","107","56","45"
"Pedobacter_schmidteae","879","78","60","28","87","47","23"
"Pedobacter_aquae","759","194","35","12","29","131","18"
"Pedobacter_steynii","747","81","43","33","76","48","17"
"Pedobacter_endophyticus","485","74","60","39","136","63","40"
"Pedobacter_suwonensis","544","69","47","32","81","59","27"
"Pedobacter_roseus","619","61","51","32","74","55","41"
"Mucilaginibacter_sp._14171R-50","446","147","92","46","181","110","57"
"Mucilaginibacter_sp._F39-2","417","76","57","43","96","69","37"
"Mucilaginibacter_sp._SMC90","414","119","95","40","174","96","52"
"Mucilaginibacter_sp._21P","378","98","77","46","138","81","40"
"Mucilaginibacter_mali","608","191","155","99","290","170","71"
"Mucilaginibacter_daejeonensis","550","235","137","100","325","145","76"
"Mucilaginibacter_ginsenosidivorax","512","130","93","50","162","103","80"
"Mucilaginibacter_ginsenosidivorans","500","177","123","64","267","119","84"
"Mucilaginibacter_paludis","505","133","94","60","176","95","47"
"Mucilaginibacter_gotjawali","457","168","142","79","189","134","80"
"Mucilaginibacter_celer","456","125","73","59","195","99","63"
"Mucilaginibacter_xinganensis","396","120","78","44","149","93","58"
"Mucilaginibacter_mallensis","372","88","57","44","106","70","59"
"Mucilaginibacter_rubeus","1445","369","235","179","431","259","160"
"Mucilaginibacter_ginkgonis","326","113","64","53","110","60","49"
"Mucilaginibacter_gossypii","378","89","49","34","99","57","99"
"Olivibacter_sp._SDN3","368","64","45","30","126","53","26"
"Olivibacter_sp._LS-1","336","68","60","24","120","53","270"
"Solitalea_sp._S2-8","279","65","48","24","72","50","38"
"Solitalea_canadensis","255","104","41","33","80","61","22"
"Pseudopedobacter_saltans","738","96","67","51","102","78","32"
"Anseongella_ginsenosidimutans","384","193","129","119","355","140","76"
"Alistipes_onderdonkii","1206","1079","630","496","1789","1021","393"
"Alistipes_dispar","693","485","377","240","1075","560","176"
"Alistipes_communis","859","867","552","357","1541","784","321"
"Alistipes_megaguti","548","436","241","172","747","363","147"
"Alistipes_finegoldii","884","743","508","388","1303","727","316"
"Alistipes_senegalensis","590","514","345","192","943","462","172"
"Alistipes_shahii","616","508","314","186","854","517","162"
"Alistipes_sp._dk3624","461","434","273","203","685","386","103"
"Alistipes_indistinctus","436","322","251","144","630","299","121"
"Bacteroides_sp._CBA7301","119","55","36","36","113","70","19"
"Bacteroides_sp._M10","107","40","40","0","44","0","33"
"Bacteroides_fragilis","417","202","133","101","241","173","76"
"Bacteroides_cellulosilyticus","187","87","61","47","111","78","19"
"Bacteroides_thetaiotaomicron","190","88","85","85","126","89","41"
"Bacteroides_eggerthii","192","105","83","49","180","129","45"
"Bacteroides_nordii","158","54","47","29","68","35","0"
