"","Ia7iM2MAIPOOB100245","P0ZQM2MAIPOOA100240","qU3SM2MAIPOOM070605","B7zTM2MAIPOOA070610","c5isM2MAIPOOA070615","TgLUM2MAIPOOM070620","pse1M2MAIPOOA100685","AJwcM2MAIPOOA100700"
"Colwellia_sp._PAMC_20917","34","26","10","0","33","28","0","40"
"Colwellia_sp._Arc7-635","33","16","25","0","41","21","0","30"
"Colwellia_sp._MT41","26","21","0","0","19","23","0","31"
"Colwellia_sp._Arc7-D","27","40","21","0","17","13","0","35"
"Colwellia_sp._20A7","18","18","10","0","17","18","0","17"
"Colwellia_psychrerythraea","30","20","0","0","20","21","0","26"
"Thalassotalea_sp._PS06","53","58","31","0","54","52","0","66"
"Thalassotalea_sp._HSM_43","27","49","17","0","48","41","14","56"
"Thalassotalea_sp._LPB0316","31","40","28","0","42","44","0","55"
"Thalassotalea_crassostreae","23","16","11","0","24","27","0","17"
"Cognaticolwellia_beringensis","33","18","11","0","23","14","0","29"
"Litorilituus_sediminis","19","24","13","0","19","20","0","38"
"Idiomarina_sp._OT37-5b","105","113","81","14","112","135","34","143"
"Idiomarina_sp._X4","34","55","50","0","74","47","0","52"
"Idiomarina_abyssalis","46","54","31","0","59","53","0","71"
"Idiomarina_loihiensis","38","41","34","0","43","54","0","55"
"Idiomarina_piscisalsi","33","27","31","0","25","45","0","45"
"Moritella_sp._24","49","42","0","0","37","37","0","50"
"Moritella_yayanosii","42","42","40","0","61","34","0","56"
"Moritella_marina","26","22","16","0","23","26","0","24"
"Psychromonas_ingrahamii","59","45","59","0","68","93","0","84"
"Psychromonas_sp._CNPT3","18","24","18","0","22","22","0","24"
"Sulfurifustis_variabilis","5049","6267","6098","650","8075","8653","1170","9854"
"Sulfuricaulis_limicola","2701","3288","2352","276","3502","3729","516","4306"
"Acidiferrobacter_sp._SPIII_3","839","857","973","90","1166","1272","161","1419"
"Acidiferrobacter_thiooxydans","761","805","761","76","973","1088","134","1136"
"Vibrio_parahaemolyticus","218","212","191","0","242","302","38","336"
"Vibrio_alginolyticus","203","168","137","0","182","265","0","254"
"Vibrio_diabolicus","59","88","38","0","75","90","0","99"
"Vibrio_campbellii","118","150","117","0","165","231","51","164"
"Vibrio_owensii","74","81","69","0","93","112","0","153"
"Vibrio_harveyi","52","79","57","0","89","90","0","69"
"Vibrio_rotiferianus","53","36","30","0","52","52","0","69"
"Vibrio_natriegens","91","81","65","0","84","106","0","141"
"Vibrio_azureus","24","30","23","0","39","20","0","33"
"Vibrio_sp._OG9-811","128","129","123","16","143","199","24","170"
"Vibrio_sp._HDW18","59","52","40","0","46","53","0","53"
"Vibrio_sp._B1FLJ16","58","60","47","0","47","50","0","69"
"Vibrio_sp._VB16","32","33","19","0","36","28","0","39"
"Vibrio_sp._THAF190c","32","44","37","0","50","47","0","32"
"Vibrio_sp._SS-MA-C1-2","28","18","14","0","26","13","0","28"
"Vibrio_sp._SCSIO_43132","35","47","50","0","41","39","0","52"
"Vibrio_sp._Scap24","26","44","21","0","47","24","0","26"
"Vibrio_sp._ED004","25","59","33","0","32","36","0","40"
"Vibrio_sp._B1REV9","24","0","0","0","29","0","0","0"
"Vibrio_fluvialis","265","317","226","27","323","340","66","443"
"Vibrio_vulnificus","261","281","276","21","279","300","52","385"
"Vibrio_furnissii","282","327","241","37","324","379","60","443"
"Vibrio_cholerae","318","386","240","53","294","303","43","338"
"Vibrio_sinaloensis","52","82","53","0","86","75","13","68"
"Vibrio_tubiashii","43","33","23","0","49","49","0","59"
"Vibrio_europaeus","32","44","41","0","59","41","0","36"
"Vibrio_navarrensis","150","135","106","0","154","180","32","156"
"Vibrio_cyclitrophicus","134","91","51","0","109","93","0","156"
"Vibrio_alfacsensis","117","79","59","0","62","102","27","111"
"Vibrio_coralliilyticus","101","85","96","0","112","129","26","154"
"Vibrio_mimicus","74","179","106","0","127","116","0","128"
"Vibrio_penaeicida","58","33","43","0","44","55","0","50"
"Vibrio_mediterranei","55","45","34","0","62","57","0","70"
"Vibrio_metoecus","77","103","50","0","75","78","31","87"
"Vibrio_nigripulchritudo","70","58","58","0","86","108","21","80"
"Vibrio_astriarenae","51","42","42","0","43","49","12","61"
"Vibrio_zhugei","55","44","26","0","67","63","0","60"
"Vibrio_algicola","50","45","30","0","53","49","0","73"
"Vibrio_ponticus","46","28","36","0","43","44","0","52"
"Vibrio_breoganii","44","86","32","0","44","33","0","75"
"Vibrio_splendidus","60","54","51","0","81","68","0","99"
"Vibrio_scophthalmi","44","51","43","0","60","70","12","44"
"Vibrio_gazogenes","40","44","30","0","51","56","0","66"
"Vibrio_metschnikovii","42","28","35","0","64","45","0","59"
"Vibrio_spartinae","40","48","41","0","63","64","0","59"
"Vibrio_maritimus","37","49","37","0","40","59","11","49"
"Vibrio_bathopelagicus","42","32","20","0","29","17","0","25"
"Vibrio_crassostreae","53","51","49","0","48","41","0","56"
"Vibrio_anguillarum","42","98","100","0","164","161","32","158"
"Vibrio_ziniensis","32","31","22","0","36","29","0","34"
"Vibrio_tritonius","32","41","21","0","33","33","0","53"
"Vibrio_tapetis","30","43","26","0","64","52","0","51"
"Vibrio_atlanticus","39","41","38","0","39","35","0","33"
"Vibrio_chagasii","32","43","43","0","26","37","0","36"
"Vibrio_taketomensis","29","26","29","0","62","59","0","61"
"Vibrio_panuliri","29","35","40","0","47","38","0","51"
"Vibrio_cincinnatiensis","26","31","36","0","58","42","0","59"
"Vibrio_cidicii","35","53","36","0","48","36","0","71"
"Vibrio_neptunius","24","20","53","0","53","52","0","57"
"Vibrio_kanaloae","26","44","25","0","27","28","0","44"
"Vibrio_rumoiensis","29","58","16","0","54","63","0","33"
"Vibrio_casei","23","25","21","0","32","28","0","38"
"Vibrio_aquimaris","19","31","20","0","22","30","0","34"
"Vibrio_aphrogenes","15","12","22","0","24","27","0","30"
"Vibrio_gigantis","18","25","25","0","33","43","0","27"
"Photobacterium_sp._GJ3","129","143","124","15","149","163","28","190"
"Photobacterium_sp._TLY01","133","215","145","17","143","174","30","186"
"Photobacterium_ganghwense","201","193","126","0","166","197","27","272"
"Photobacterium_gaetbulicola","161","152","154","16","185","201","47","227"
"Photobacterium_damselae","101","126","85","0","140","178","48","205"
"Photobacterium_profundum","27","31","19","0","29","29","0","40"
"Salinivibrio_kushneri","66","84","99","0","84","84","24","137"
"Salinivibrio_sp._YCSC6","57","43","61","0","53","68","0","71"
"Salinivibrio_costicola","45","65","0","0","56","37","0","65"
"Grimontia_hollisae","96","129","116","0","136","148","20","140"
"Thaumasiovibrio_subtropicus","59","84","49","0","80","61","16","81"
"Aliivibrio_fischeri","25","26","29","0","31","25","0","35"
"Aliivibrio_salmonicida","15","33","26","0","24","19","0","25"
"Paraphotobacterium_marinum","12","13","0","0","14","17","0","18"
"Acinetobacter_baumannii","2449","1770","3692","146","3267","1309","390","1755"
"Acinetobacter_pittii","77","328","431","53","345","358","0","114"
"Acinetobacter_seifertii","44","123","41","0","38","33","0","37"
"Acinetobacter_calcoaceticus","29","6177","40","0","39","36","11","46"
"Acinetobacter_nosocomialis","21","38","30","0","20","24","0","41"
"Acinetobacter_sp._WCHAc010034","237","270","185","18","220","258","44","391"
"Acinetobacter_sp._CS-2","37","35","44","0","37","38","0","55"
"Acinetobacter_sp._10FS3-1","35","144","29","0","40","62","0","49"
"Acinetobacter_sp._TGL-Y2","22","19","13","0","31","21","0","23"
"Acinetobacter_sp._ASP199","27","18","0","0","17","26","0","28"
"Acinetobacter_sp._TTH0-4","22","23","18","0","19","24","0","28"
"Acinetobacter_sp._LoGeW2-3","17","37","20","0","35","31","0","37"
"Acinetobacter_sp._Marseille-Q1620","16","18","12","0","19","18","0","27"
"Acinetobacter_sp._NyZ410","25","0","0","0","0","0","0","0"
"Acinetobacter_sp._NCu2D-2","15","12","0","0","0","17","0","15"
"Acinetobacter_sp._AS23","30","29","0","0","0","0","0","0"
"Acinetobacter_sp._WCHAc010052","15","0","0","0","18","29","0","35"
"Acinetobacter_indicus","212","245","168","24","167","223","40","268"
"Acinetobacter_johnsonii","128","132","93","0","134","179","34","203"
"Acinetobacter_lwoffii","106","187","69","0","113","159","0","265"
"Acinetobacter_schindleri","92","91","58","0","119","71","0","74"
"Acinetobacter_haemolyticus","69","116","42","0","52","60","0","58"
"Acinetobacter_soli","46","37","107","0","68","39","0","38"
"Acinetobacter_radioresistens","39","47","29","0","40","56","0","52"
"Acinetobacter_guillouiae","40","24","0","0","16","17","0","0"
"Acinetobacter_larvae","31","23","16","0","31","39","0","47"
"Acinetobacter_variabilis","61","78","34","0","65","52","0","72"
"Acinetobacter_cumulans","30","39","24","0","52","43","0","42"
"Acinetobacter_bouvetii","25","46","22","0","30","35","0","50"
"Acinetobacter_junii","29","62","21","0","52","33","0","57"
"Acinetobacter_baylyi","22","26","15","0","17","28","0","30"
"Acinetobacter_lanii","22","30","16","0","23","26","0","29"
"Acinetobacter_wuhouensis","27","29","18","0","41","31","0","49"
"Acinetobacter_towneri","55","77","31","0","60","64","0","54"
"Acinetobacter_tandoii","19","33","16","0","33","17","0","24"
"Acinetobacter_shaoyimingii","17","0","16","0","12","0","0","25"
"Acinetobacter_wanghuae","16","0","0","0","17","0","0","17"
"Acinetobacter_defluvii","21","20","0","0","21","18","0","41"
"Acinetobacter_piscicola","16","18","0","0","27","18","0","29"
"Acinetobacter_pseudolwoffii","34","144","0","0","0","0","0","62"
"Acinetobacter_gyllenbergii","10","576","12","0","12","16","0","23"
"Acinetobacter_equi","10","11","0","0","22","12","0","22"
"Acinetobacter_ursingii","17","24","0","0","0","0","0","38"
"Acinetobacter_chinensis","16","20","18","0","17","21","0","19"
"Psychrobacter_sp._DAB_AL43B","23","54","36","0","41","33","0","34"
"Psychrobacter_sp._28M-43","44","34","37","0","0","40","0","28"
"Psychrobacter_sp._P11F6","65","65","68","0","27","48","0","53"
"Psychrobacter_sp._WY6","64","65","40","0","19","29","0","26"
"Psychrobacter_sp._P11G3","38","29","31","0","19","28","0","29"
"Psychrobacter_arenosus","25","31","31","0","47","49","0","52"
"Psychrobacter_urativorans","25","31","28","0","17","26","0","41"
"Psychrobacter_arcticus","21","20","42","0","27","25","0","32"
"Psychrobacter_sanguinis","19","18","38","0","43","17","0","23"
"Psychrobacter_cryohalolentis","63","60","0","0","102","80","0","88"
"Moraxella_osloensis","134","131","112","0","140","130","31","166"
"Moraxella_bovis","40","34","22","0","31","34","0","46"
"Moraxella_cuniculi","24","46","30","0","39","39","0","38"
"Moraxella_catarrhalis","24","36","22","0","39","22","0","49"
"Moraxella_bovoculi","62","96","78","0","59","95","0","122"
"Moraxella_nonliquefaciens","22","14","14","0","31","0","0","16"
"Moraxella_sp._ZY201115","11","16","20","0","30","27","0","20"
"Aquirhabdus_parva","104","82","72","0","104","116","15","123"
"Candidatus_Endoriftia_persephone","766","859","733","76","1005","1029","137","1125"
"Candidatus_Vesicomyosocius_sp._SY067_SCS001","32","0","39","0","17","43","0","0"
"Bathymodiolus_thermophilus_thioautotrophic_gill_symbiont","20","25","18","0","17","33","0","37"
"Bathymodiolus_septemdierum_thioautotrophic_gill_symbiont","22","19","18","0","19","18","0","18"
"Candidatus_Ruthia_magnifica","14","13","0","0","0","0","0","0"
"Sedimenticola_thiotaurini","515","553","501","53","616","638","96","773"
"Candidatus_Reidiella_endopervernicosa","459","449","316","37","484","555","81","527"
"Thiolapillus_brandeum","385","337","277","24","372","436","76","507"
"Pseudohongiella_spirulinae","221","250","174","14","235","276","41","309"
"Gallaecimonas_mangrovi","140","155","144","0","158","140","37","211"
"Candidatus_Thioglobus_autotrophicus","28","22","0","0","19","20","0","34"
"Candidatus_Thioglobus_sp._NP1","28","27","0","0","15","0","0","29"
"Ignatzschineria_sp._HR5S32","37","32","29","0","37","39","0","55"
"Celerinatantimonas_diazotrophica","31","32","64","0","65","53","0","43"
"Candidatus_Pseudothioglobus_singularis","40","18","19","0","29","25","0","22"
"Candidatus_Steffania_adelgidicola","13","10","14","0","17","0","0","16"
"Legionella_sp._MW5194","155","128","105","15","128","163","31","207"
"Legionella_sp._PC997","59","33","36","0","102","86","0","104"
"Legionella_sp._PC1000","52","56","49","0","151","79","0","89"
"Legionella_pneumophila","335","319","168","30","328","351","104","547"
"Legionella_geestiana","157","165","95","0","181","169","23","206"
"Legionella_spiritensis","98","118","105","14","119","146","18","168"
"Legionella_fallonii","88","66","23","0","66","87","16","109"
"Legionella_antarctica","79","89","18","0","66","105","21","137"
"Legionella_sainthelensi","78","56","39","0","106","94","21","115"
"Legionella_israelensis","67","77","35","0","85","107","12","105"
"Legionella_waltersii","62","69","29","0","114","66","15","147"
"Legionella_oakridgensis","55","53","38","0","70","66","12","91"
"Legionella_clemsonensis","55","53","31","0","54","49","11","90"
"Legionella_hackeliae","56","38","33","0","72","65","18","105"
"Legionella_adelaidensis","50","31","15","0","39","33","0","55"
"Legionella_longbeachae","55","88","41","0","110","100","0","136"
"Legionella_cherrii","48","49","24","0","99","59","15","77"
"Legionella_jordanis","50","59","39","0","51","72","0","82"
"Legionella_lansingensis","42","56","55","0","57","51","0","87"
"Legionella_anisa","32","77","54","0","218","116","16","114"
"Tatlockia_micdadei","56","42","32","0","40","57","0","67"
"Fluoribacter_dumoffii","49","60","27","0","112","73","0","92"
"Aquicella_siphonis","274","306","177","14","362","260","37","343"
"Aquicella_lusitana","251","215","131","19","339","236","34","280"
"Coxiella_burnetii","232","187","177","18","263","274","43","297"
"Coxiella_endosymbiont_of_Amblyomma_sculptum","28","37","0","0","28","22","0","52"
"Coxiella_endosymbiont_of_Amblyomma_nuttalli","20","25","15","0","35","39","0","37"
"Candidatus_Coxiella_mudrowiae","33","49","31","0","69","53","0","65"
"Candidatus_Rickettsiella_viridis","72","54","19","0","56","52","0","57"
"Rickettsiella_endosymbiont_of_Dermanyssus_gallinae","36","45","14","0","41","39","0","51"
"Immundisolibacter_cernigliae","2766","3457","2994","303","3661","4240","542","4847"
"Thiomicrospira_cyclica","72","37","34","0","47","49","15","50"
"Thiomicrospira_sp._S5","122","132","73","0","128","123","0","122"
"Thiomicrospira_microaerophila","66","42","33","0","73","48","0","47"
"Thiomicrospira_aerophila","50","66","37","0","56","46","0","84"
"Thiomicrorhabdus_xiamenensis","77","92","87","0","122","131","26","136"
"Thiomicrorhabdus_aquaedulcis","55","52","45","17","66","56","0","81"
"Thiomicrorhabdus_sediminis","55","50","30","0","58","61","0","53"
"Thiomicrorhabdus_sp._Am19","28","21","21","0","37","24","0","33"
"Thiomicrorhabdus_indica","26","21","17","0","23","28","0","27"
"Methylophaga_sp._TMB456","92","66","64","0","79","91","15","96"
"Methylophaga_nitratireducenticrescens","74","72","55","0","99","95","13","117"
"Methylophaga_frappieri","92","115","94","0","110","126","20","164"
"Hydrogenovibrio_thermophilus","121","148","106","0","152","168","0","184"
"Hydrogenovibrio_marinus","44","36","39","0","42","43","0","62"
"Hydrogenovibrio_crunogenus","35","32","24","0","25","44","0","35"
"Piscirickettsia_salmonis","78","65","53","0","75","64","11","87"
"Thiosulfativibrio_zosterae","58","39","31","0","44","51","0","49"
"Thiosulfatimonas_sediminis","54","62","51","0","86","87","19","86"
"Thiothrix_litoralis","253","236","221","24","259","277","37","333"
"Thiothrix_sp._CT3","200","234","165","30","216","211","36","266"
"Thiothrix_subterranea","184","179","150","0","234","193","31","218"
"Candidatus_Thiothrix_anitrata","143","107","125","0","154","148","15","177"
"Thiothrix_unzii","127","136","130","0","160","185","24","164"
"Beggiatoa_leptomitoformis","61","46","63","0","103","82","16","103"
"Francisella_tularensis","58","224","44","0","55","271","0","147"
"Francisella_philomiragia","37","14","27","0","30","14","0","15"
"Francisella_orientalis","29","0","0","0","0","0","0","19"
"Allofrancisella_guangzhouensis","30","31","25","0","20","27","0","49"
"Salinisphaera_sp._LB1","1793","1950","1538","146","1981","2280","280","2644"
"endosymbiont_of_unidentified_scaly_snail_isolate_Monju","1564","1809","1353","135","1855","2070","268","2322"
