"","degrees","closeness","betweenness"
"76335",399,3.00075018754689e-05,2939.3257595876
"345632",639,2.7268017342459e-05,4869.61162326548
"548",456,3.01232039039672e-05,3519.0439849914
"29543",644,2.8866693608914e-05,5059.72183040522
"54911",442,3.04590173920989e-05,2832.01060239714
"1826864",480,3.05268941937847e-05,1988.80411024134
"1851514",440,3.00815209216978e-05,3570.28635640733
"3064288",600,2.83085633404105e-05,4435.59998113718
"173479",679,2.79743754720676e-05,3995.4787542977
"1605838",465,3.01823010986358e-05,4639.19419261636
"2560010",608,2.7753878604535e-05,4681.77006379611
"1134435",424,2.99186213499282e-05,4274.64440593337
"2691354",785,2.81033077593233e-05,4583.56799729233
"167964",717,2.8791063253966e-05,3682.64131623506
"656366",425,2.79649878352303e-05,4866.75480950198
"2691417",628,2.93875631832608e-05,5097.83615847345
"2079791",486,2.94351396697377e-05,3382.95109471746
"2978474",652,2.97885016383676e-05,4842.81819328102
"1234",706,2.90267336216656e-05,1990.94528025475
"152794",481,2.97893890196312e-05,4359.83636094462
"1758466",509,3.00978179082017e-05,4677.37883808207
"1126833",540,2.97335870599429e-05,4638.26873422997
"1852390",524,2.99733237418697e-05,3720.32856144008
"2714934",419,2.9956263854772e-05,3141.34806353536
"1773",510,2.97548202808855e-05,4080.7314245901
"1263550",410,2.99114620722661e-05,3928.01359463641
"2750620",424,2.95168098231943e-05,3282.52770414832
"186802",533,2.83294144310037e-05,4455.84972059061
"126",692,2.74258131753606e-05,4900.98190178378
"873",551,2.70885253006826e-05,1306.63941203465
"60035",552,2.71547276380818e-05,1965.27683455219
"1463165",567,2.78040371461936e-05,2483.48923127309
"225194",557,2.73089737287673e-05,2245.61567747108
"213422",535,2.73777583091496e-05,1844.80432639089
"413497",535,2.92551635363642e-05,2786.36739033998
