"","degrees","closeness","betweenness"
"2715212",55,1.16164256258349e-05,7468.42051300142
"2494373",79,1.16383273395948e-05,7701.89860465293
"754429",86,1.17442570582985e-05,3683.19827845395
"889453",71,1.17638754911418e-05,5580.83590213959
"2010992",50,1.15382840263996e-05,2005.22023246194
"573501",82,1.14692051840807e-05,2232.15714443239
"363408",51,1.15774240231548e-05,7567.02549847893
"2878534",99,1.15232596997039e-05,7783.02220973199
"1848904",95,1.15548160473285e-05,1020.52049715342
"2966625",59,1.11793048708231e-05,7972.79527139191
"2895522",51,1.18313791838715e-05,7084.42515946401
"55213",45,1.14150038811013e-05,7631.47206511153
"2610902",50,1.17197571666315e-05,5682.67434454087
"2872648",65,1.15675137942602e-05,6071.82331176284
"1598",48,1.19974565392137e-05,5664.39541393818
"2875539",59,1.13081237561064e-05,4448.68900827354
"328813",48,1.12186858431403e-05,668.090509234389
"182710",42,1.1159842423025e-05,5750.99953385468
"320497",110,1.136841626593e-05,8509.6351952348
"2754694",71,1.11968290580108e-05,5897.19958497768
"876",126,1.13591185324019e-05,5055.297432867
"387343",80,1.13216946312524e-05,7560.22629222607
"3068275",64,1.12417654068395e-05,8425.0832931707
"2796139",58,1.13295190619158e-05,2281.32786178826
"38304",76,1.14073212187582e-05,7576.43308246039
"2039234",132,1.14311842706904e-05,8413.85346466927
"465797",43,1.15991787781425e-05,6772.01843502718
"3025666",49,1.1069416309678e-05,7525.79446580791
"352",76,1.10625587698435e-05,4314.50179352011
"1267768",103,1.07469102632993e-05,7976.88065612782
"1765967",186,1.07004515590558e-05,8510.03762432721
"244596",100,1.07106517431586e-05,5007.73784904711
"2596890",42,1.17767597423245e-05,7809.10515289227
"329854",65,1.16345359565334e-05,2670.51310332771
"2518989",53,1.12875735103225e-05,7154.31854116394
"271065",47,1.19414391822502e-05,6002.22878346357
"1336795",52,1.15184814034118e-05,5981.11254961743
"316068",47,1.07862065990012e-05,6260.98988259082
"2733571",54,1.14142221207625e-05,6523.98036035312
"2487074",44,1.11824301657236e-05,6979.4124358866
"1214604",46,1.11973305563954e-05,2209.29933245685
"471827",62,1.12649401268432e-05,7336.02619090732
"2883100",68,1.13712602767765e-05,3679.32881352238
"1619313",47,1.12242263701974e-05,7239.08000515941
"313603",133,1.15661758752704e-05,3513.06258758627
"172827",65,1.14603985926631e-05,6896.60192813233
"2745199",64,1.16087390587634e-05,4530.83329581173
"143223",136,1.1503243914784e-05,5525.32354994751
"436",45,1.14228273782327e-05,721.861539918429
"2615203",64,1.15709938326603e-05,7684.98016560626
"29542",45,1.13975700380679e-05,1921.03458062533
"463192",56,1.15390828736932e-05,7327.43025457715
"2562449",43,1.1360667098372e-05,2046.33989814585
"634157",74,1.1526181721781e-05,7350.55803309399
"2980554",55,1.13905595042829e-05,2413.61939332805
"10",86,1.13018614165753e-05,1583.80279207094
"2171755",49,1.15924556298761e-05,3031.96137138674
"2605989",128,1.06879856353473e-05,5328.48900753893
"186192",179,1.07099634790245e-05,7478.89868505229
"328692",51,1.08463399025999e-05,6216.55374159796
"1385715",44,1.07461018515533e-05,7328.61777145335
"308754",55,1.06690565353306e-05,1844.56805372909
"2528017",58,1.07311105626321e-05,1799.34999042758
"2674991",125,1.08609472918228e-05,5292.5394683423
"1564506",62,1.06697395516575e-05,4185.84211859553
"1883416",99,1.0877013607144e-05,4861.55833243592
"2847989",136,1.06794250197569e-05,5267.63193004303
"2723776",83,1.08722832882134e-05,8269.20695936697
"2909283",63,1.09048875706091e-05,8179.46517686852
"2881056",55,1.09782739957624e-05,8359.75987943336
"1694",127,1.09629889493071e-05,6259.40891057581
"2691359",42,1.07931916547042e-05,4710.02596384945
"564064",45,1.09776714163392e-05,1353.76266980913
"2602067",60,1.13926358002187e-05,5892.72628985145
"1566351",43,1.13458440173364e-05,5141.23268847441
"1639133",55,1.15354889316984e-05,1083.41294570278
"2038776",72,1.14398151325875e-05,4921.87080980513
"1632780",43,1.15784964164554e-05,6876.9575658136
"63186",44,1.14246544042043e-05,3460.79763266085
"1646498",55,1.15172874484601e-05,3711.16942738222
"1761453",89,1.14483279716997e-05,1317.35094326652
"42906",73,1.15466774435656e-05,7907.16968864544
"712710",63,1.17011069247151e-05,3580.13808594094
"2304594",47,1.1600793494275e-05,2197.18742939588
"3031919",74,1.14931960279515e-05,7519.64999029539
"55211",74,1.14458382931966e-05,4185.07354632234
"2884875",84,1.1952000764928e-05,8213.91323550594
"1774273",126,1.13952322348329e-05,4187.34921502641
"1241982",56,1.11969544283955e-05,1170.07437370043
"3058420",48,1.07956385620209e-05,1133.5882494965
"60890",76,1.09898563625773e-05,8368.32973295302
"122",47,1.08485755820261e-05,1858.13763640188
"2020716",44,1.10049742483603e-05,3145.44950444204
"1949083",75,1.1000132001584e-05,1569.20244366563
"44252",58,1.10186766569335e-05,2093.1899716825
"641491",108,1.10422808935414e-05,6869.69842514078
"2496837",97,1.11801797772908e-05,5409.10367658799
"2830842",84,1.10821743226021e-05,5350.54413116819
"2953890",78,1.10400865542786e-05,6947.73136415397
"158787",104,1.11840560097525e-05,3792.2755008498
"1758178",53,1.09830970136959e-05,1855.99598115809
"754397",84,1.14164373865492e-05,7662.92688708838
"2747817",43,1.13925060095469e-05,1311.60942355097
"754417",63,1.12517580872011e-05,5850.01166382804
"2976335",59,1.16667055556852e-05,6621.48478022106
"899",72,1.1602274045713e-05,6548.28817916828
"583",60,1.14718366410462e-05,4788.73517995681
"375288",51,1.17472922491366e-05,6141.94913495884
"296745",49,1.14548849356808e-05,5837.27938529515
"2982524",103,1.16833348911113e-05,6228.74676451865
"1685",42,1.15263145761774e-05,3611.62330201715
"3074898",46,1.19039116253601e-05,7312.57730821075
