"","degrees","closeness","betweenness"
"191494",675,1.16825159466343e-05,8197.54127551971
"1193713",297,1.16930344593726e-05,5765.69171183244
"2795383",433,1.27325277887419e-05,3601.55497109847
"1470067",412,1.28615709122712e-05,3301.47926759643
"569",221,1.27417751841187e-05,3882.2060883175
"199441",274,1.28895877909824e-05,6239.47508277358
"1510466",501,1.29428057414286e-05,6659.6258878648
"2764711",567,1.30160878846254e-05,7224.13792129091
"41202",364,1.2409411297528e-05,8338.75137959795
"665913",244,1.22853141354824e-05,5155.73271845868
"2587853",222,1.23877361412202e-05,2417.40445449274
"338191",463,1.26924492619341e-05,4070.02044738941
"576131",444,1.25143915502828e-05,8722.36449091428
"1846278",364,1.25882752804038e-05,982.227116930861
"2903900",298,1.23848211631824e-05,4518.61303942112
"3020907",348,1.24506642429374e-05,7194.10563958123
"338190",226,1.26351966036592e-05,7009.28057786919
"1349410",241,1.29578997836031e-05,7772.14555649442
"184117",213,1.28789635010174e-05,8186.9426677533
"2993563",210,1.27877237851662e-05,7867.82423815209
"2614693",258,1.28183764244421e-05,8257.62216307172
"338192",475,1.29087224237417e-05,7796.04525025842
"2750995",209,1.28157479911315e-05,5730.466527019
"1761012",300,1.2571342367938e-05,9399.09688016989
"2769486",441,1.2260160608104e-05,8966.02567631575
"2500532",331,1.23568154015347e-05,8063.15406413962
"1748242",253,1.22454477547972e-05,7869.91263341387
"436516",345,1.27422622612419e-05,1746.94941400848
"1137095",394,1.27784095991413e-05,8322.02319177145
"1619313",343,1.21499301379017e-05,8855.29311817744
"3015983",290,1.22177695239957e-05,6408.04718147616
"392733",281,1.24313169737202e-05,9333.17292717558
"1903411",247,1.21074170036564e-05,1933.30802140982
"84032",399,1.27401518626102e-05,2210.92637479872
"35841",582,1.28405968309407e-05,6668.63508968714
"86664",273,1.26901942868745e-05,3959.53847805123
"367743",264,1.27612873586687e-05,4622.28567758725
"1476025",602,1.28587593868944e-05,5860.39511413058
"1379870",257,1.20777322849862e-05,7163.61204115144
"208216",367,1.18776130748765e-05,5120.39893238824
"2769067",337,1.16964536352578e-05,4059.20948298567
"2745199",313,1.203021991242e-05,4373.95909633809
"1178516",365,1.20363014852796e-05,5622.53193103491
"3028314",465,1.20796289137998e-05,6746.70082328656
"463024",446,1.21124031007752e-05,6660.66208268085
"254247",261,1.20641814452889e-05,4123.80734092761
"576610",222,1.19763347625093e-05,1734.51812915558
"2979868",441,1.20810882644309e-05,8856.37994996466
"2268026",280,1.23655249165327e-05,9192.37320961574
"646637",356,1.23213405618531e-05,4878.34000882023
"519081",465,1.20826939574448e-05,7617.9590129361
"2567941",338,1.27380421629196e-05,5067.05230634198
"1751046",217,1.21050720251785e-05,1913.73833049856
"2808963",232,1.28246232766912e-05,6143.78573791225
"171438",221,1.28349933258035e-05,4822.73648212678
"2870860",211,1.25415438640497e-05,3330.91945659733
"59893",419,1.29147240769201e-05,7096.34898886464
"55213",360,1.26948661961103e-05,5790.87138638004
"1879049",353,1.26749138105861e-05,8641.69862943672
"2268024",412,1.27632418634333e-05,9234.32450222122
"258255",346,1.26935770500127e-05,8523.88862377209
"1826864",341,1.27590078595488e-05,930.822447011098
"2813780",365,1.27977066509681e-05,9332.88872859098
"3031114",550,1.17028871022481e-05,8950.31824370083
"165301",265,1.18113956345082e-05,2769.22796576677
"2508726",421,1.29090557025754e-05,6038.95232635442
"2420306",301,1.28925790315095e-05,6737.78554468165
"1410606",458,1.29730290725582e-05,7723.65672282944
"1898749",424,1.28894216516505e-05,7104.64241274805
"2592815",224,1.28733264675592e-05,6062.00233893251
"2733484",237,1.29366106080207e-05,7373.82351374169
"2881052",254,1.2954710332677e-05,6825.346205734
"2048283",462,1.17123448114312e-05,7483.40410628611
"2731552",247,1.1880999904952e-05,3145.11849294795
"3022676",302,1.17681671079729e-05,4795.30801585237
"2726989",320,1.17799505242078e-05,3779.01543023153
"349221",383,1.20550191072053e-05,8423.13407303771
"1931241",325,1.17726004497133e-05,5329.80049089224
"2710596",208,1.18860837731184e-05,3349.57347809261
"1306526",279,1.18618333649649e-05,4548.65674988461
"1198456",447,1.18016380673638e-05,7514.60004872179
"228899",303,1.16388691674717e-05,2167.06108983425
"83986",509,1.1849323996066e-05,6133.64072601334
