"","degrees","closeness","betweenness"
"41673",1013,1.17242915596825e-05,6137.38229986236
"640030",999,1.18126513495954e-05,4278.62071948402
"3018314",1003,1.17499148131176e-05,8380.23244203579
"39486",1056,1.18587387045514e-05,7887.46340723066
"640330",881,1.26163861623477e-05,4532.67769363214
"29394",991,1.17299300896167e-05,9100.20189367188
"31979",1008,1.21084432174555e-05,3802.10338906914
"137816",1211,1.24172699390312e-05,8577.49255101567
"2023057",976,1.16949489515478e-05,4587.76434524785
"58049",1317,1.21995852141027e-05,8517.62099770936
"712357",1042,1.1765121121922e-05,5871.89013249363
"1348",1089,1.18218680915958e-05,8497.95286304585
"1390",1021,1.19817876827223e-05,8010.61239624577
"54005",960,1.16831983923919e-05,4162.16091111038
"248039",1080,1.18151635809398e-05,9485.84153170627
"2908646",1038,1.16957696401212e-05,9215.96550799022
"2126985",1053,1.17998277225153e-05,6258.44572426911
"214473",1051,1.17931481809069e-05,6438.09753759892
"28229",1162,1.19981762772059e-05,8942.23541838053
"1547445",1072,1.18709861228172e-05,5328.6257343721
"2682810",1090,1.18656335655042e-05,5286.67021164316
