"","vcXtM2TOMPOOB050180","iYASM2TOMPOOA050195","XR8LM2TOMPOOB051125","TECcM2TOMPOOA051310","FvY2M2TOMPOOB051329","abKIM2TOMPOOA051320","cuu6M2TOMPOOB051315","s9OmM2TOMPOOB051285","Nm8MM2TOMPOOA051300","IGpcM2TOMPOOB051290","a50wM2TOMPOOB051350","OeS0M2TOMPOOA051355","dSz8M2TOMPOOA051340","aFJgM2TOMPOOM090325","cSObM2TOMPOOM080315","wQqUM2TOMPOOA080335","X0n7bM2TOMPOOA100365","X1qGgM2TOMPOOM080340","X9JUZM2TOMPOOB100355","AYtCM2TOMPOOA100360","DYZgM2TOMPOOB100370","nG3jM2TOMPOOA051345","nodos","degrees","closeness","betweenness"
"Oscillatoria",2.58308289595937e-05,3.13302613733034e-05,2.36198290993405e-05,3.13419611258032e-05,3.5630419306229e-05,3.10178695459521e-05,3.44366680595983e-05,3.00062987690139e-05,2.94207557132403e-05,2.53397521414803e-05,2.77841045845388e-05,2.66206861142563e-05,2.6747243362231e-05,1.49511700191213e-05,2.67917777093772e-05,1.99722479240973e-05,0.000182753565659622,1.74398782517933e-05,1.53388642721421e-05,2.16305965653641e-05,2.58381576283088e-05,2.0728312965545e-05,"v_1320",68,0.000148104265402844,572.700547433719
"Dehalococcoides",2.35846699196291e-05,3.20477482749821e-05,3.09152503196261e-05,3.34211575641243e-05,3.13977276510564e-05,2.96561094195445e-05,2.85556431537846e-05,2.70695120809828e-05,2.98654018953044e-05,2.51482678683709e-05,2.45533947491273e-05,2.24448922139808e-05,2.73096853955489e-05,1.53114391762085e-05,2.60349478305812e-05,2.52415218444974e-05,2.45888447868475e-05,1.89576833556183e-05,2.30082964082132e-05,2.33177830974625e-05,2.58381576283088e-05,2.38375599103767e-05,"v_1362",40,0.000145666423889294,259.305947596986
"Rubinisphaera",0.000102424852222389,0.000116790923439922,8.95675476549916e-05,0.000159790096648751,0.000173729881369024,8.54882746022582e-05,0.000104420864438782,0.000141987252047419,0.000142509101351539,0.000117571343689186,0.000106694192314464,9.48569546210308e-05,0.000141360431040576,8.1781098658808e-05,9.75553713767999e-05,8.83878206002604e-05,0.00013634715982215,0.000107615357949632,9.4429883175375e-05,9.21030801753203e-05,0.000138297072921722,8.42457862671077e-05,"v_1418",37,0.00015255530129672,408.964664575589
