"","degrees","closeness","betweenness"
"1898749",410,1.30463144161774e-05,4720.15701699635
"1470066",440,1.29973095569217e-05,3412.2947980472
"35786",551,1.31549521817488e-05,10670.0396981275
"329857",436,1.29389540149574e-05,5718.53520382448
"718286",514,1.32858585321783e-05,9629.45113135548
"1335745",384,1.29996750081248e-05,12459.8459149189
"649776",416,1.2958907304936e-05,6530.2355016822
"155925",852,1.23565100273079e-05,4063.95910569715
"2675229",710,1.25700781858863e-05,1297.22784392224
"1549855",419,1.2609863435179e-05,7793.22654026384
"133539",578,1.271132579128e-05,9817.1039562
"1407",523,1.28531400221074e-05,10773.2901915938
"1643824",859,1.2779552715655e-05,12358.6041455647
"2897177",416,1.25832064526683e-05,3230.47217148787
"215743",383,1.26427045273525e-05,6543.83306866591
"437897",456,1.25908112259673e-05,11772.7338388276
"85",460,1.27562409909048e-05,10335.1057194668
"2102",513,1.28657077425829e-05,12894.5808820964
"2948573",382,1.2867032090378e-05,5181.1669906428
"2590785",957,1.22974003295703e-05,5619.46664911698
"2299",776,1.32027144780967e-05,12847.6161046087
"32064",513,1.30517632932209e-05,3351.26716784479
"213118",562,1.30677957242172e-05,2467.80855027444
"1230533",437,1.28970684963308e-05,11887.319767205
"1912871",401,1.27903407346772e-05,7332.58167249693
"1903276",626,1.27313930690296e-05,7551.63991135485
"300181",507,1.29720193542529e-05,6747.22644855223
"2592653",390,1.28577673772726e-05,12681.6053538107
"367743",582,1.31936564899596e-05,12817.6002738921
"69541",903,1.31570291428196e-05,8298.77565404623
"2026193",464,1.29743756081739e-05,2860.95684232496
"754397",419,1.27414504867234e-05,10316.0384728612
"2563896",395,1.26425446913955e-05,9945.3700819532
"160825",406,1.28705098008932e-05,12324.826643028
"1849015",494,1.28359818242497e-05,12890.1452841702
"2872157",482,1.30298252700431e-05,11133.4142414494
"2141",434,1.26452624524222e-05,8378.63282084976
"2806551",458,1.24618356283881e-05,11281.0796373334
"877500",543,1.27998361620971e-05,11278.1901328055
"827",447,1.26473415288106e-05,11322.6014347623
"2795973",730,1.30071148918458e-05,3448.41126567184
"2714594",505,1.24705383531407e-05,758.732336745998
"395922",705,1.22983077528532e-05,12097.937897062
"278153",629,1.23029982406713e-05,10128.1901589715
"911",817,1.24800319488818e-05,7230.96705316763
"742013",541,1.24398223593367e-05,12321.8179349366
"517398",382,1.22863707289504e-05,4546.61174551769
"2956836",468,1.2488136270543e-05,9930.8346274746
"851",421,1.27645451992546e-05,10810.7421734067
"93681",585,1.26569461320373e-05,11378.7970076388
"2883512",840,1.27030906619581e-05,7021.68651063827
"3031919",496,1.25776670943073e-05,8625.47595535207
"1196095",382,1.26415857605178e-05,8008.79539025427
"1573711",438,1.26680094756711e-05,8170.35633642939
"47886",454,1.27432365272132e-05,9371.9712039928
"59600",476,1.24497341981749e-05,12724.5349619002
"3046369",438,1.28600823045267e-05,3541.54270353956
"51669",454,1.29993370338113e-05,11464.8282992309
"2715679",593,1.30171044752805e-05,11870.7007884901
"1790137",400,1.26305685018883e-05,5153.4790017784
"2866628",471,1.29689911421791e-05,12451.9906449497
"44260",625,1.30006890365189e-05,5947.14263190216
"2895471",439,1.29344353472249e-05,11824.221189606
"291048",391,1.26267409119032e-05,8902.26194466009
"2587854",433,1.3064893325146e-05,9585.14584148158
"890",569,1.30505709624796e-05,6862.87580919145
"69966",386,1.28834434867751e-05,6168.97739617719
"28135",387,1.27408011415758e-05,10282.9233133291
"2986951",625,1.30623334552484e-05,7205.237316194
"2782643",802,1.22989127761106e-05,2377.20065672456
"2597515",435,1.21574634668223e-05,4745.04878970073
"83263",461,1.22179187997117e-05,9316.31536386491
"3050898",799,1.22661760196259e-05,1984.08231143727
"1459637",875,1.21927428794382e-05,7128.36606689022
"3020907",509,1.22408010380199e-05,6322.27216175064
"1207075",785,1.23971040364971e-05,3996.95988872934
"1132836",423,1.22761143642814e-05,8507.49001866631
"370405",588,1.22385538924721e-05,10449.7435996158
"2724123",602,1.22732516752989e-05,9691.39726583512
"1034015",1037,1.24138787164049e-05,6011.30956653721
"12960",427,1.22393028493097e-05,3766.41458255977
"2745482",460,1.22382543354016e-05,7323.56952839957
"794846",398,1.22738542357071e-05,4429.46285112129
"94869",489,1.25472088733861e-05,8698.98157127119
"2883127",413,1.23632317487791e-05,10355.6656006474
"72276",568,1.24806549847736e-05,4254.1900960082
"1649480",846,1.24892280408148e-05,3900.5703481984
"395598",571,1.23369974215675e-05,10541.8910120508
"2956834",533,1.2352999308232e-05,7551.0828759443
"2015348",468,1.21633785000122e-05,6883.24567551194
