"","degrees","closeness","betweenness"
"1550024",210,2.83881224095838e-05,2196.95146938708
"2675219",250,2.79407655769768e-05,2876.26899042863
"2721245",206,2.78955590270029e-05,1652.25425630825
"1680",210,2.80355490762287e-05,2912.76734384416
"2763540",202,2.77231016606138e-05,3026.33716731835
"2732163",305,2.87067604420841e-05,3951.88132423687
"2682228",280,2.78504985239236e-05,2139.61643681187
"2805590",301,2.75330396475771e-05,3908.60329579304
"310783",246,3.02087424100535e-05,3956.54900959083
"2994972",328,2.88650271331255e-05,2725.27227973202
"85017",238,2.72806634657355e-05,1573.24337524058
"1481672",274,2.778318006279e-05,3942.90831520992
"2202000",380,2.78318953520735e-05,3119.57936467706
"110539",253,2.85038337656415e-05,2754.7280541187
"3033809",219,2.70848568565315e-05,3667.96861679949
"2714934",299,2.76235463108754e-05,3692.03328055359
"1353147",320,2.97814044910358e-05,3983.60944739947
"2758573",210,2.71252644713286e-05,3855.5529029071
"370524",422,2.79415462851714e-05,3587.85415606647
"1742989",202,2.77515679635899e-05,1098.06115809375
"652",207,3.04952427421322e-05,3086.78290368666
"1652545",286,2.79649878352303e-05,1513.16830481672
"2886935",264,2.73837559559669e-05,2792.70434120052
"2816454",224,2.82055621368534e-05,1118.37775400418
"204286",243,2.90689224150461e-05,3863.93484849558
"2606451",285,2.6905588290688e-05,2596.86676466847
"47853",606,2.75474504834578e-05,3479.43435448091
"1881061",267,2.7466490881125e-05,3805.72357726341
"3016006",224,2.80812108618124e-05,3409.34492082047
"120962",247,2.81309778327895e-05,3746.64274037692
"1936029",506,2.74891417889933e-05,2325.83471163041
"2807096",197,2.80135585623442e-05,1492.17226968911
"3040935",202,2.84754257076143e-05,1913.07739298642
"1335048",290,2.79392042914618e-05,2068.79736698503
"1461694",309,2.88583631536419e-05,2779.80172656906
"89184",231,2.91587694999271e-05,1662.15742334312
"34002",291,2.91002211616808e-05,2920.70801038094
"1549850",260,2.8724901617212e-05,1604.03242337165
"2886352",311,2.74378532623608e-05,477.685021968841
"2867011",227,2.8534741047225e-05,879.498281114354
