"","SRR17036901","SRR17036899","SRR17036897","SRR17036898","SRR17036900","SRR17036904","SRR17036902","SRR17036903","nodos","degrees","closeness","betweenness"
"196914",0.0108082737831602,0.00826672663664786,0.0166843841441362,0.0125830067358311,0.0152325278490346,0.00899764589683656,0.0122755716887276,0.0104364671176232,"v_1",32,0.00335570469798658,5.91654984815728
"649831",0.0112104164876305,0.00879766387614621,0.016667945247515,0.012813480969809,0.0162730493165967,0.00903101376591439,0.0127109840012711,0.0109294539065253,"v_2",32,0.00335570469798658,5.91654984815728
"1219491",0.0118725747489638,0.010429365901993,0.0159007967385229,0.0168423478676147,0.0158212245774997,0.00995697213282414,0.0140340263264034,0.0128650590873108,"v_4",34,0.00337837837837838,9.79996457404101
"2053",0.0144330669275636,0.0128371831919473,0.0163939636371607,0.0167880534567257,0.0175725973446834,0.0129200389069353,0.0151233209890123,0.0145905128484682,"v_7",33,0.00336700336700337,8.81683564133975
"1836",0.0116808683638191,0.0105967633118986,0.0141001895952744,0.0156534110740653,0.0151250906960897,0.00999200839535586,0.0125291802637529,0.0117495184688336,"v_20",35,0.00338983050847458,10.967266694035
"56438",0.0112412657909872,0.00853050437346869,0.0151402237881793,0.0125442250137675,0.0154370999621762,0.0086589620256966,0.012689595326269,0.0103242810214307,"v_33",32,0.00335570469798658,4.90895505734528
"3040509",0.00944649739213211,0.00764109995316254,0.0134327703924513,0.0109563905075641,0.0136386314567153,0.00794989480779273,0.0112458597636246,0.00947103465602321,"v_65",33,0.00336700336700337,9.34381762025666
"1865",0.0083777893829919,0.0065859890058792,0.0130908413427291,0.0104821454491865,0.01269524494935,0.00664354273339573,0.00989226218848923,0.00839183601236891,"v_74",32,0.00336700336700337,11.8607789239979
