"","SRR25582257","SRR25582262","SRR25582261","SRR25582258","SRR25582263","SRR25582255","SRR25582259","SRR25582254","SRR25582260","SRR25582256","SRR8921820","SRR8921819","SRR8921825","SRR8921818","SRR8921821"
"182709",10,24,21,18,25,6,38,2,12,5,0,0,0,1,0
"1847728",5,22,24,38,15,14,19,5,9,0,0,0,0,0,1
"1884916",15,38,31,20,17,6,16,9,27,4,0,2,0,0,1
"188709",1,27,38,29,18,11,23,7,11,2,0,0,0,3,1
"194195",20,23,38,21,24,7,12,6,10,4,0,0,0,0,1
"2268451",13,38,21,21,33,11,13,7,16,1,0,0,1,0,0
"2304606",9,24,29,38,15,5,21,5,14,0,3,0,0,1,0
"2508687",10,35,28,38,22,15,19,7,12,3,2,0,0,0,0
"2681470",3,29,23,38,17,14,11,4,9,1,2,0,0,0,1
"2848886",10,19,5,4,19,38,6,15,1,1,0,0,0,0,0
"2886822",2,14,38,16,7,2,11,7,7,3,2,1,0,1,1
"291048",17,38,38,37,31,17,18,16,24,5,0,0,1,1,0
"2944914",21,37,32,38,26,24,15,10,31,4,0,0,1,3,0
"2955347",11,14,38,19,10,11,14,5,4,1,1,0,0,0,1
"313590",20,38,36,26,25,20,21,11,20,2,2,0,0,1,1
"34021",6,30,26,38,19,13,27,9,17,3,2,0,3,2,4
"387092",8,26,31,38,18,14,17,6,16,2,2,1,2,1,0
"39486",21,35,37,38,28,23,20,16,17,0,0,1,1,0,2
"399320",3,23,37,38,14,7,20,8,30,2,1,1,0,3,3
"44009",14,38,26,35,15,24,22,10,28,11,2,0,0,0,0
"483",9,32,36,38,28,25,22,17,9,2,5,1,0,1,1
"522262",11,26,38,29,18,12,23,13,14,3,0,0,3,0,1
"595671",25,17,19,12,20,38,18,35,9,1,0,0,0,0,0
"942",10,38,36,34,35,19,25,18,21,1,1,4,0,2,4
"106649",8,27,37,31,35,10,14,8,14,2,0,1,1,1,2
"1269201",8,30,37,27,21,20,18,17,18,1,0,1,2,0,0
"1377",3,10,7,6,12,8,10,3,37,0,0,0,1,0,0
"160795",2,18,20,37,22,10,24,1,17,2,1,0,0,0,1
"164451",4,15,19,20,17,37,11,17,3,0,0,0,0,0,0
"170673",21,31,34,37,30,12,25,14,19,1,0,0,0,1,1
"1737405",4,15,5,13,13,15,15,7,37,1,1,0,0,0,0
"174587",7,25,22,37,24,7,14,4,25,0,0,0,0,0,0
"1755811",11,30,33,33,37,18,16,15,28,2,4,0,2,1,3
"1890438",5,28,37,22,19,23,14,27,11,3,1,0,1,1,1
"190895",19,37,35,37,31,18,17,9,8,1,0,0,1,0,0
"1970093",19,37,20,22,16,15,18,5,28,3,0,0,0,1,1
"200615",15,37,30,37,34,25,37,19,14,6,3,1,1,2,3
"2180",5,27,37,20,24,8,19,5,12,1,1,0,0,0,0
"2233998",3,4,37,5,6,2,25,0,5,1,0,0,1,0,0
"2275",6,27,22,37,18,12,18,14,5,4,0,1,0,0,1
"243899",21,36,37,34,35,15,26,14,33,0,1,0,1,0,1
"2560786",0,2,37,0,0,1,1,8,8,0,0,0,0,0,0
"2704655",18,24,37,25,21,19,21,10,16,3,0,0,1,0,0
"2734195",4,36,22,37,17,14,25,7,10,1,0,0,0,0,1
"2761623",8,15,6,13,5,6,8,4,37,1,0,1,0,0,0
"2831891",5,30,27,15,37,9,22,10,10,3,1,0,1,1,0
"2849641",22,23,29,37,20,13,18,6,11,2,0,0,0,1,2
"2886510",11,37,30,26,10,16,14,20,16,1,2,0,0,1,1
"2933293",37,15,15,15,12,3,10,3,8,2,1,0,0,0,1
"29419",9,31,37,25,22,12,28,15,9,3,0,0,0,0,4
"2955497",15,21,30,35,22,23,37,13,12,1,1,1,0,0,0
"295596",7,27,18,14,12,4,8,5,37,1,0,0,0,0,0
"2956212",10,37,27,31,11,10,22,8,13,0,0,0,0,0,1
"2956395",1,5,37,0,0,1,1,2,7,0,1,0,0,0,0
"3050362",6,33,23,37,33,15,30,11,12,5,1,0,1,1,0
"308354",18,37,30,32,21,15,18,16,20,1,2,1,3,0,1
"34020",11,30,36,37,24,19,15,5,20,0,1,0,0,1,2
"342948",11,37,34,33,16,26,26,28,14,0,0,0,1,3,0
"45851",18,32,28,25,31,13,18,9,37,0,3,1,2,2,0
"45972",18,28,27,37,30,20,16,8,20,2,0,0,1,0,2
"46127",8,25,37,26,34,10,19,5,28,1,1,1,2,0,0
"59512",8,37,19,9,34,28,12,7,10,0,0,0,0,0,1
"665099",16,26,27,37,20,10,29,10,20,1,0,0,0,0,0
"71997",13,24,32,37,25,11,24,11,8,3,0,0,0,0,1
"856",20,30,37,26,28,18,18,11,21,0,0,0,0,0,1
"111770",19,33,33,36,25,8,23,2,10,2,0,0,1,0,0
"1129",1,19,36,21,10,10,17,9,12,0,1,0,0,1,0
"1138822",5,36,35,19,23,28,19,20,19,6,0,0,1,1,1
"1218493",5,27,26,36,23,12,16,8,10,2,0,1,1,0,1
"1224749",5,34,23,36,11,6,6,3,4,5,1,2,0,0,0
"1231049",10,26,30,36,19,13,28,9,12,2,3,1,0,3,1
"1244531",8,26,34,34,20,36,19,15,13,4,1,0,0,1,1
"1329841",9,36,23,31,23,17,17,6,12,6,0,0,0,1,1
"1442159",11,20,25,36,21,10,16,22,24,3,1,2,0,1,2
"1535204",24,29,36,33,18,13,20,6,19,2,0,0,0,0,1
"155866",10,28,36,31,24,12,21,6,16,1,2,0,2,1,0
"157692",16,23,27,36,22,12,12,9,28,1,1,2,1,0,0
"1636607",8,36,25,26,20,31,24,18,15,3,0,0,1,0,1
"165779",8,36,21,31,22,10,12,9,15,5,0,0,0,1,0
"1852374",18,26,34,36,34,25,19,19,33,2,3,0,0,1,2
"1854498",8,36,32,28,28,23,14,19,17,1,3,1,0,1,1
"1927128",4,30,36,31,21,16,18,5,20,1,2,0,1,2,1
"198832",9,36,31,20,16,8,16,8,3,2,1,0,0,0,2
"2014541",14,35,27,36,25,7,25,16,17,3,4,1,1,0,2
"2029986",7,29,36,22,27,16,25,11,12,3,2,0,0,1,1
"2081052",7,29,29,36,25,12,26,11,15,5,2,1,3,1,2
"2173",2,21,8,20,22,8,4,5,36,0,0,0,1,0,0
"2226",20,27,27,25,20,23,36,15,13,3,0,0,0,0,1
"2315",8,24,36,26,16,13,11,10,5,0,0,1,0,0,0
"246875",3,23,21,9,12,9,7,7,36,0,0,0,1,0,3
"247481",5,31,29,36,15,23,10,14,9,0,3,0,2,0,1
"2560790",1,1,19,2,0,0,3,36,1,0,0,0,0,0,0
"2579250",14,33,34,36,21,10,15,4,21,2,0,0,1,0,1
"2582914",31,19,19,21,13,36,6,33,3,2,0,2,0,0,1
"2706014",23,26,34,36,27,12,26,10,24,2,1,0,3,0,0
"2714947",6,30,21,36,15,13,16,11,18,2,2,0,0,1,0
"2726954",13,30,29,36,24,9,25,13,31,1,0,1,2,0,3
"2740404",18,30,14,36,22,13,18,4,11,1,1,0,0,0,1
"2772254",16,23,36,29,15,15,27,9,20,2,2,1,1,1,0
"2809031",9,30,36,36,24,15,24,13,25,2,0,0,1,0,1
"294671",10,23,12,17,21,13,13,8,36,1,0,0,0,1,0
"2956463",5,36,11,30,17,17,20,11,10,2,0,1,0,1,0
"2992244",12,28,27,36,22,5,16,5,15,1,0,2,0,0,0
"301953",11,36,29,28,33,10,25,6,18,4,0,1,1,0,0
"3034674",9,27,25,36,19,12,23,13,9,2,0,0,1,1,0
"3047716",36,5,8,8,7,6,9,1,3,0,0,0,0,0,1
"33865",9,28,36,19,22,15,18,13,9,0,0,0,1,0,1
"347209",10,10,10,9,13,30,8,36,3,0,0,0,0,0,0
"365348",3,24,36,32,20,7,20,7,19,0,0,1,0,1,0
"39777",6,30,26,27,21,26,17,12,36,3,0,0,1,0,0
"54254",5,27,36,24,17,10,19,7,14,4,0,1,2,0,1
"54261",8,28,36,23,22,12,20,7,8,2,1,3,1,0,2
"573570",10,23,23,36,23,10,14,13,20,3,0,0,0,0,1
"67575",11,30,29,36,26,9,14,7,9,1,2,0,1,0,0
"803",18,30,36,36,23,7,19,9,24,2,1,0,1,0,3
"1008460",17,30,30,35,34,12,23,16,10,2,1,0,2,1,0
"1176482",13,29,35,31,16,8,21,7,16,2,0,0,0,0,0
"1285600",9,35,34,32,32,14,33,16,12,1,0,0,0,0,0
"1294262",3,30,34,22,35,16,19,6,2,4,0,0,2,0,0
"134813",4,27,35,31,26,13,23,5,7,0,0,2,0,1,0
"1349",9,31,35,24,20,8,17,6,17,3,1,0,0,1,2
"1388755",18,33,35,27,17,16,15,14,11,4,2,2,0,0,1
"14",4,24,25,35,18,10,7,10,13,1,1,1,1,2,1
"1424653",12,31,31,35,21,17,14,8,10,0,0,1,1,1,1
"1548",24,35,30,30,32,7,23,8,34,2,1,0,2,0,0
"1579506",5,34,35,19,10,5,7,4,24,1,2,2,1,1,1
"1604335",9,26,35,34,19,16,30,4,18,0,2,1,2,0,2
"164393",8,20,35,29,34,17,16,9,12,1,0,0,1,0,1
"1660063",1,11,35,27,18,11,12,17,7,0,0,0,1,0,0
"1868734",11,17,22,16,31,14,35,9,22,4,0,0,1,0,1
"1884915",14,35,27,24,17,18,19,11,16,2,0,0,0,1,0
"1903686",0,9,10,7,7,12,6,11,35,1,0,0,0,0,0
"1980925",35,8,8,9,3,7,5,2,1,1,0,0,0,0,0
"2099789",35,20,20,14,19,18,15,10,9,2,0,0,0,0,1
"2370",35,17,21,20,18,22,21,15,21,0,0,1,1,2,1
"2419610",2,0,2,2,6,35,3,25,3,1,0,0,0,0,0
"2482769",9,20,35,21,17,5,8,6,12,0,3,0,2,2,1
"2714928",8,28,19,23,22,9,18,6,35,0,1,0,0,1,1
"2880989",13,25,35,26,26,17,30,15,20,1,1,1,1,2,1
"29348",14,23,19,35,24,10,9,10,33,1,0,0,0,1,0
"29378",11,31,27,22,24,35,18,14,26,1,1,0,0,1,0
"2948936",7,35,8,24,6,7,9,3,16,0,0,1,0,1,0
"3035289",11,31,28,35,33,13,25,18,15,1,0,0,1,0,0
"3072978",4,35,25,34,32,12,17,8,20,2,0,0,0,1,0
"3074148",14,35,29,17,14,12,18,12,20,1,0,1,0,1,1
"417368",8,35,30,26,31,20,14,7,13,0,0,0,1,0,1
"44674",9,35,20,27,19,9,17,7,9,0,2,0,0,0,1
"484",10,32,35,34,24,18,20,18,14,2,0,0,1,1,1
"513223",5,35,31,20,31,12,27,6,4,3,0,0,0,0,2
"53344",7,23,32,35,27,18,28,12,12,0,3,0,0,1,1
"588",14,15,17,35,17,9,21,7,7,1,2,7,0,2,1
"589873",17,29,35,30,23,24,23,6,15,0,0,0,2,1,0
"591154",19,35,31,33,33,26,20,17,14,4,2,1,1,1,0
"712357",18,30,35,33,21,16,17,10,19,3,0,0,0,0,1
"71237",13,35,25,12,23,9,18,10,17,0,0,0,0,0,2
"83816",4,22,17,27,24,1,19,5,35,3,0,0,1,0,1
"1118",13,34,27,31,27,34,29,14,20,2,1,2,0,0,0
"1152",6,19,34,26,29,24,20,19,9,0,2,1,0,1,0
"118883",7,27,18,34,18,10,20,16,7,1,0,0,0,1,0
"1587",9,23,28,34,33,17,23,6,10,2,1,0,1,1,0
"1802984",12,19,30,34,15,8,28,9,11,5,2,4,1,1,2
"182141",3,24,25,34,27,12,18,1,4,3,2,0,1,1,1
"1930764",3,34,28,21,22,4,13,8,15,1,0,0,1,0,1
"1933904",2,16,34,19,16,17,6,12,12,0,0,0,0,4,2
"2024608",17,34,24,25,21,15,13,8,7,3,1,0,0,3,1
"2026191",25,34,31,21,27,13,22,5,10,0,0,0,1,1,0
"2036037",32,21,34,27,8,29,23,13,7,0,0,0,0,0,0
"2096",6,34,13,17,27,8,6,3,19,0,0,0,1,2,0
"214",6,34,25,27,32,11,23,7,22,0,0,0,0,0,0
"2163644",2,26,22,34,27,21,20,7,23,1,0,0,1,1,1
"235",10,27,34,27,23,16,23,11,11,2,1,1,2,3,1
"2557993",17,30,30,34,23,15,25,12,8,0,1,0,1,1,0
"2589990",4,32,34,27,24,8,14,14,17,2,3,0,0,1,0
"2594042",10,32,34,23,20,12,19,11,8,2,0,0,0,1,1
"2666127",8,13,8,15,6,8,3,2,34,0,0,0,1,1,1
"2695882",7,27,33,34,15,11,15,11,11,2,1,0,0,0,4
"2733866",13,26,34,23,17,8,16,7,4,1,0,1,0,1,1
"2762286",0,12,34,23,9,2,11,1,7,0,1,0,0,1,0
"2776706",13,34,28,30,33,15,17,15,7,2,0,3,0,0,0
"2795384",3,29,27,34,21,13,13,8,21,2,0,1,0,0,0
"2856180",3,12,34,21,12,8,11,7,7,0,0,0,1,1,0
"28898",5,16,34,34,12,8,16,3,9,0,0,0,1,0,0
"2893471",30,22,28,34,20,25,14,30,19,3,0,0,1,0,0
"2904119",25,31,32,34,20,27,27,19,13,4,3,0,1,1,2
"2937985",18,34,34,31,17,16,14,16,8,0,0,0,1,1,1
"2939731",10,21,27,34,26,13,23,7,16,2,1,1,0,1,1
"29465",19,33,32,34,24,11,15,11,28,1,0,0,1,0,1
"2956529",0,34,24,28,24,13,31,10,7,2,0,0,0,0,0
"3050324",7,34,26,24,14,15,13,17,12,2,0,0,0,1,0
"33043",10,22,18,31,34,14,11,10,19,1,1,1,0,0,0
"33968",15,34,20,25,16,10,14,4,9,0,0,1,1,0,0
"374982",9,16,34,33,12,20,8,9,10,2,1,1,1,1,2
"468911",12,25,21,34,24,13,15,5,16,4,0,0,2,0,0
"489",6,26,34,31,16,26,24,19,8,3,2,0,2,0,0
"5761",15,11,7,10,11,4,10,34,5,9,0,0,1,0,0
"61635",14,34,26,25,14,21,22,13,30,1,3,1,0,0,0
"754",13,34,30,30,17,13,16,6,11,3,1,0,0,2,2
"755175",32,29,33,29,34,17,26,13,18,7,1,2,0,1,1
"946435",17,34,19,20,7,28,18,11,20,1,2,0,0,1,1
"994692",10,32,34,26,16,13,14,10,2,0,1,0,0,1,1
"1182",8,27,32,13,20,15,9,33,3,1,1,1,0,2,0
"1193095",12,33,22,26,17,14,13,8,14,0,0,0,0,1,0
"1218315",23,31,22,33,27,19,25,13,16,0,0,3,2,3,1
"1281",7,33,25,14,17,10,15,5,14,1,2,1,0,0,0
"129728",5,10,29,33,23,10,20,5,13,4,0,0,0,0,0
"1318743",5,33,28,29,15,18,23,11,10,1,1,0,0,1,0
"1345",10,21,33,25,13,13,23,4,23,2,0,0,2,0,0
"1353",4,31,33,21,17,16,20,9,13,3,0,2,0,0,0
"1353277",6,31,33,33,22,24,23,26,16,4,1,0,0,0,0
"1395624",6,21,23,33,11,8,10,11,19,2,0,0,0,1,0
"1406512",14,30,27,33,19,11,15,9,9,3,0,0,3,0,1
"1574269",10,20,33,26,24,16,5,7,14,0,1,0,0,1,0
"159191",4,33,33,26,29,13,20,23,14,2,4,0,0,2,4
"1605",16,23,28,33,30,14,17,6,30,2,0,1,0,3,0
"1763363",9,19,33,29,17,17,21,11,20,1,1,0,0,0,2
"2003121",33,18,28,25,28,17,17,15,12,3,1,2,1,2,0
"2018305",19,33,28,31,22,26,15,10,11,2,2,1,1,1,2
"2027290",15,31,32,33,27,14,15,8,25,2,0,1,1,0,0
"2093",23,26,33,15,15,8,19,11,19,2,3,1,2,0,1
"2204145",13,28,33,26,24,14,20,11,10,6,4,2,0,1,1
"2249302",1,11,25,33,11,4,11,0,6,1,0,0,0,0,0
"233181",6,33,29,14,11,3,7,5,9,1,0,0,1,0,0
"2487929",5,22,33,30,25,9,31,11,16,1,0,1,1,1,2
"267818",9,26,33,22,17,16,15,10,13,2,0,0,0,2,0
"28035",17,33,29,30,29,28,30,20,30,4,0,1,0,2,2
"2820817",15,20,33,24,19,11,11,11,8,1,0,1,1,0,1
"2864101",7,32,27,33,16,21,21,11,7,5,2,0,1,0,0
"2894082",7,31,26,33,16,8,8,15,5,2,0,0,0,1,0
"2940301",12,18,30,33,22,9,17,4,10,3,1,2,0,3,0
"2956352",6,33,21,20,15,11,26,2,5,2,0,0,0,0,0
"3074145",8,23,23,20,7,33,7,14,12,1,1,0,0,3,1
"332101",33,29,21,25,24,21,26,18,25,1,1,0,1,1,1
"33941",3,24,14,33,17,8,13,11,12,1,2,1,0,1,0
"347208",12,14,6,3,10,33,10,30,1,1,0,0,0,0,0
"377315",3,14,33,15,10,8,19,9,10,4,3,0,0,0,1
"39496",17,33,24,22,29,19,14,19,27,0,3,3,1,1,0
"549298",3,33,21,26,14,11,10,5,13,3,2,0,1,0,0
"556287",5,21,29,33,9,6,12,4,11,10,1,1,0,2,4
"718217",13,17,33,18,14,5,10,7,14,0,0,0,2,2,3
"770",6,28,32,20,33,16,18,8,14,0,3,0,1,0,1
"77022",12,33,33,19,24,20,11,26,9,1,0,0,1,1,1
"92793",33,21,29,14,17,6,13,4,14,0,0,0,0,0,1
"10",3,32,16,12,14,10,10,5,17,1,0,0,1,1,2
"1163",2,32,19,21,30,7,19,14,2,2,0,2,0,2,4
"1186",6,31,20,23,28,15,19,32,11,2,1,0,1,0,3
"1232667",4,27,32,24,13,11,18,9,5,0,1,1,0,2,1
"1287055",14,22,25,32,18,14,7,10,11,2,0,1,1,0,2
"1346",4,25,14,32,15,8,15,6,11,1,0,0,0,0,1
"147709",32,18,30,31,15,18,20,13,24,1,0,0,0,0,1
"1648",10,18,22,14,20,5,12,9,32,2,0,0,0,0,1
"1720083",5,25,23,32,13,12,10,4,19,2,1,2,1,0,1
"1794699",10,32,29,27,21,10,26,5,17,2,2,1,0,0,1
"1870984",15,24,17,23,15,17,12,7,32,3,1,0,0,0,0
"1982880",12,29,31,32,24,23,21,12,11,1,0,0,2,0,0
"2102",22,21,24,32,17,20,16,9,16,0,0,0,1,0,1
"2126985",9,18,14,32,22,14,12,5,10,4,1,0,1,0,0
"244582",19,28,16,32,19,9,20,10,9,2,0,0,2,0,0
"2584467",4,32,26,24,20,19,23,10,10,0,0,0,1,0,0
"2587597",9,32,23,22,16,19,14,8,5,1,0,1,0,1,0
"2593672",13,32,29,15,22,12,20,3,10,2,1,0,0,0,1
"2609418",17,19,18,32,18,7,14,9,3,2,1,0,1,1,0
"2705458",15,24,32,21,12,8,16,7,11,1,0,1,0,0,0
"2714930",17,24,24,32,19,9,21,6,21,1,3,0,0,1,1
"2719987",4,21,23,22,14,4,7,4,32,0,0,0,1,0,0
"2738852",7,24,32,26,12,16,20,10,12,1,0,0,0,0,0
"2751179",4,32,23,11,11,13,14,2,7,1,0,1,0,0,0
"2773264",9,24,20,14,8,32,18,24,11,2,0,0,0,2,0
"2773709",9,31,32,26,22,12,24,12,22,4,1,0,2,0,1
"2785124",4,32,26,32,23,18,21,4,11,2,1,1,1,1,2
"2811091",7,32,27,26,17,8,11,5,11,0,0,0,0,1,0
"2914443",4,6,32,2,3,7,2,6,4,1,0,0,0,0,0
"29382",11,31,32,29,20,14,16,7,20,3,4,0,3,2,2
"2948772",23,26,14,28,32,15,12,7,10,1,0,1,0,0,0
"2954097",4,26,32,6,9,13,6,7,1,0,2,0,1,1,0
"2956343",10,25,23,23,32,13,14,7,22,0,1,0,0,1,1
"2983836",5,27,25,32,29,11,19,13,8,3,1,0,1,1,1
"3061989",16,17,32,29,26,12,17,5,21,5,0,0,0,0,0
"33028",11,25,29,32,30,14,24,9,21,2,0,0,0,2,1
"47466",11,32,17,17,13,11,9,7,11,0,0,1,1,1,2
"65553",7,32,17,21,21,15,15,9,22,3,0,0,0,1,1
"715451",4,30,30,32,18,10,29,10,9,0,0,1,2,1,0
"76517",12,27,32,24,23,11,16,7,13,0,0,0,0,1,0
"81852",1,23,32,30,18,4,14,6,8,0,2,1,2,0,2
"849",10,21,32,28,18,23,17,15,15,2,2,3,2,0,1
"1155388",12,31,18,21,27,18,17,9,29,3,0,0,2,0,0
"1249",3,22,29,23,19,13,31,9,11,1,0,0,0,0,0
"1253",9,31,28,28,21,10,16,15,10,1,2,0,1,0,0
"138563",14,22,31,28,23,11,11,8,11,0,0,0,2,2,0
"159",10,31,19,28,23,19,12,16,24,2,1,0,0,0,1
"1600",5,20,31,22,19,14,17,8,19,3,0,1,1,0,1
"1623280",6,30,21,31,16,19,22,9,11,0,0,0,0,0,0
"169402",12,19,31,27,18,11,16,7,11,2,1,1,2,2,2
"1805431",16,31,26,17,21,6,19,4,15,3,0,0,1,0,0
"189834",6,30,31,26,21,7,23,5,13,1,0,3,0,0,2
"1917158",2,24,31,28,10,10,15,3,12,3,1,2,2,0,0
"1955013",5,31,20,23,17,3,10,5,12,2,0,1,2,1,0
"2003316",5,31,30,27,15,10,18,4,9,3,0,0,0,1,1
"208596",14,27,31,22,14,11,14,3,15,3,1,0,1,0,1
"2212991",27,27,31,19,18,7,11,4,27,0,1,0,1,0,0
"228229",19,23,25,31,18,14,18,9,25,2,1,0,1,0,3
"233316",5,17,31,25,20,9,17,5,2,2,0,1,0,1,2
"2497436",4,29,31,25,19,8,13,8,4,2,2,1,0,1,2
"254955",14,31,25,19,18,14,19,13,19,1,1,0,0,2,2
"2686311",0,1,0,0,1,1,0,31,0,0,0,0,0,2,0
"2708340",11,31,20,29,19,8,15,8,11,2,2,2,1,0,1
"2719911",11,25,20,31,17,3,10,11,7,4,1,0,2,0,2
"2733954",2,4,1,0,0,2,0,31,0,0,0,0,0,0,0
"2742598",4,18,12,31,14,5,12,4,18,2,0,1,1,1,1
"2745512",10,31,27,24,21,19,22,5,9,2,0,0,0,0,2
"2764326",11,31,29,31,29,9,21,10,31,2,0,0,1,2,0
"2846401",0,4,31,2,0,2,1,1,5,0,0,0,0,1,0
"2864103",11,31,24,16,20,17,19,11,11,7,0,0,1,0,0
"2890407",11,31,22,20,26,15,19,5,10,2,0,0,1,1,1
"2899121",7,27,25,31,14,10,19,10,26,2,1,1,0,1,1
"2930198",31,17,9,13,8,11,12,8,9,0,2,1,0,0,1
"2948708",9,30,30,29,31,17,19,12,9,0,1,0,1,1,0
"2951104",0,2,6,4,6,2,5,0,31,2,2,0,0,1,0
"2953752",6,23,31,22,24,13,24,14,14,1,1,1,0,0,1
"3002962",6,23,31,25,23,7,25,10,14,3,0,0,2,0,1
"302167",16,31,22,25,24,23,22,4,17,0,2,1,1,0,0
"3072977",11,24,27,17,31,15,14,7,26,1,0,2,1,1,1
"3074822",4,31,17,26,12,10,16,6,8,0,1,0,1,0,0
"33951",4,28,29,31,24,19,18,21,30,2,0,1,1,1,0
"361101",8,29,22,31,22,11,15,3,25,2,0,0,0,1,1
"52133",10,22,29,31,19,15,30,7,16,2,2,0,1,1,1
"59195",12,27,31,30,17,4,23,6,21,2,0,0,1,1,1
"603050",21,23,31,25,22,23,16,13,17,1,3,0,1,2,1
"621",17,19,22,31,25,10,27,9,13,2,0,0,0,0,0
"665568",31,26,27,15,30,18,15,20,20,1,1,0,0,0,1
"762833",31,31,22,28,21,14,20,14,13,4,1,1,0,0,0
"76936",7,28,23,31,20,28,17,11,10,1,1,2,1,1,2
"81466",7,31,22,30,26,7,18,5,25,2,0,0,1,0,1
"931101",20,29,31,28,17,13,17,14,13,3,0,0,1,1,1
"985043",31,28,28,18,22,28,8,15,14,1,1,0,1,1,1
"106648",11,30,19,18,14,12,19,10,11,0,1,0,2,0,2
"1235990",8,19,30,23,23,6,24,7,14,4,1,0,1,2,0
"1338",8,28,19,30,17,9,27,4,13,0,1,0,0,1,0
"1340",23,30,22,19,14,19,12,8,12,2,0,0,0,0,0
"1415657",12,30,22,12,13,13,6,9,10,1,0,2,0,2,2
"1583098",30,28,22,24,19,19,19,10,22,0,0,0,0,0,1
"1618",10,29,30,20,15,24,14,13,20,3,0,0,0,0,1
"1702250",5,25,30,17,13,10,18,5,9,3,1,1,0,0,0
"173566",3,30,23,22,14,9,17,5,1,0,0,0,1,1,0
"1778263",11,30,23,30,16,6,18,14,14,0,0,0,0,1,0
"1869339",30,14,21,9,10,11,11,4,7,1,0,1,1,1,0
"2021971",8,30,18,18,13,8,19,3,7,1,1,0,1,0,0
"2060094",8,4,9,4,3,4,3,1,30,0,1,0,0,0,0
"206042",4,30,26,27,8,9,11,9,8,1,1,0,0,0,0
"218144",23,30,25,17,24,7,15,16,11,1,3,0,1,2,0
"2483366",6,20,30,27,27,12,14,9,8,2,0,1,1,0,1
"2571750",6,22,30,16,11,15,12,9,10,4,1,0,0,1,2
"2601575",15,23,27,30,24,21,19,13,23,1,2,3,2,2,4
"2654280",0,3,0,0,1,30,1,18,0,10,0,0,0,0,0
"2672570",18,27,30,20,17,9,13,11,8,0,0,0,0,2,1
"2715209",8,30,27,20,26,6,20,10,20,1,1,0,0,0,1
"2737",29,18,30,16,19,5,8,7,25,0,1,0,0,0,0
"2748316",1,19,30,17,13,5,18,7,6,2,0,0,0,2,0
"2815775",2,23,21,22,17,20,30,18,14,2,0,0,2,3,0
"2897333",16,20,25,30,27,14,24,8,12,5,1,0,1,0,0
"29324",6,19,30,26,22,3,19,4,18,0,1,0,0,0,0
"2956575",0,6,4,12,13,30,11,8,5,6,0,1,0,0,0
"2962659",11,28,30,24,25,11,11,6,12,1,0,0,1,0,0
"2976343",7,26,30,22,17,7,13,9,13,0,1,0,0,0,0
"3003229",19,24,24,30,9,9,18,8,5,0,0,0,1,3,0
"3031803",3,26,30,23,18,25,16,8,16,1,1,1,0,0,0
"3031999",8,30,22,18,15,30,23,21,14,2,0,0,0,2,0
"3047866",5,11,29,30,18,7,20,5,14,4,1,0,2,0,1
"3050334",7,30,16,17,25,14,23,12,7,0,0,1,2,0,0
"32049",5,19,23,30,18,26,16,10,8,2,1,0,0,0,2
"33045",11,30,23,24,7,8,8,4,10,0,0,1,0,2,1
"348824",9,30,21,26,13,22,16,10,13,1,0,2,2,0,1
"446372",13,30,25,28,21,6,21,11,15,0,0,0,0,1,0
"46541",9,30,18,23,21,14,16,10,29,0,2,0,0,0,0
"594679",6,26,30,16,22,17,22,11,14,2,1,0,0,1,0
"68892",11,30,28,23,21,13,19,9,8,1,0,1,1,1,3
"70255",12,30,26,21,18,17,19,6,9,0,2,1,0,0,0
"766224",3,29,27,30,16,8,14,2,3,1,0,0,2,2,0
"841",3,23,30,14,12,10,18,7,22,3,0,0,0,0,1
"10279",6,29,15,23,14,7,8,10,4,3,0,1,0,0,1
"1032072",16,24,27,29,16,9,19,7,9,3,0,0,0,0,1
"111844",5,22,23,25,29,14,24,5,11,0,1,0,0,0,0
"113107",2,29,17,29,16,17,13,9,10,0,0,0,0,0,0
"1222016",4,26,29,28,23,8,16,8,11,0,0,0,0,0,1
"129727",6,29,15,26,22,4,14,7,7,0,0,0,2,0,0
"1327989",13,29,23,29,17,13,15,13,14,1,2,2,0,0,1
"133925",2,17,29,24,23,18,12,14,9,1,0,0,4,0,0
"1379908",16,27,29,21,25,20,21,19,11,0,1,0,0,1,1
"1457153",4,20,15,29,11,8,12,8,12,0,0,0,0,1,0
"1623306",7,29,29,18,17,10,19,11,5,0,0,1,1,0,0
"165694",5,14,18,29,9,3,18,5,9,0,0,0,0,2,1
"1750535",11,26,29,20,20,12,16,5,26,1,0,0,1,0,2
"213421",10,11,29,13,14,6,19,5,10,0,1,0,0,1,1
"2194",9,17,23,29,22,20,29,12,21,2,0,1,1,0,1
"2223",10,24,29,28,20,18,24,5,11,2,0,0,0,0,0
"2267891",9,23,9,29,13,9,14,5,4,2,0,0,1,0,0
"2277",5,29,28,26,24,12,12,10,9,3,0,0,0,0,0
"254785",5,27,29,29,25,13,19,9,12,1,1,0,1,0,0
"2579791",3,26,29,26,26,6,20,14,5,1,0,0,0,0,0
"2583989",4,13,29,17,21,13,12,4,8,3,1,1,0,0,1
"2656554",2,14,8,11,7,29,4,11,7,5,0,0,0,0,0
"2709685",18,24,24,18,29,16,23,27,15,4,0,1,0,0,1
"2732590",12,17,29,24,18,11,16,4,15,2,0,0,0,0,0
