"","SRR5829600"
"2742195",83
"2758563",83
"2792978",83
"33936",83
"376490",83
"39766",83
"418699",83
"446683",83
"79967",83
"863",83
"116092",82
"120682",82
"1389020",82
"139438",82
"1643951",82
"168384",82
"2036206",82
"2078691",82
"2280",82
"2571030",82
"2662363",82
"2678688",82
"2698686",82
"2762577",82
"2767887",82
"2801029",82
"2806609",82
"28107",82
"2883238",82
"2884482",82
"2897342",82
"2949093",82
"2983214",82
"2983836",82
"3019098",82
"3069118",82
"33038",82
"370526",82
"453162",82
"551",82
"572511",82
"592316",82
"650",82
"699433",82
"92947",82
"1138822",81
"118968",81
"123841",81
"1400866",81
"1404864",81
"160386",81
"1702238",81
"1813880",81
"1851148",81
"1869285",81
"1884905",81
"189834",81
"2099789",81
"2292766",81
"2358187",81
"269258",81
"2782231",81
"2841528",81
"2984142",81
"3004105",81
"326319",81
"413889",81
"472569",81
"491950",81
"90964",81
"935293",81
"111500",80
"1134405",80
"1177712",80
"134034",80
"136468",80
"1404244",80
"1743159",80
"182262",80
"1884915",80
"1921565",80
"1938605",80
"233316",80
"2527978",80
"2547601",80
"261964",80
"2690837",80
"2763062",80
"2778550",80
"2851598",80
"2908842",80
"29543",80
"2972784",80
"3072977",80
"307580",80
"310037",80
"373540",80
"52764",80
"53336",80
"56426",80
"61435",80
"641148",80
"66269",80
"75658",80
"135569",79
"145260",79
"1655500",79
"1750719",79
"1751150",79
"180",79
"1817405",79
"1884634",79
"2100821",79
"2293862",79
"2320858",79
"2501295",79
"2589818",79
"274591",79
"2825845",79
"2925318",79
"2925844",79
"2956119",79
"316068",79
"47989",79
"69218",79
"83461",79
"99",79
"1236179",78
"1522758",78
"1591088",78
"1632019",78
"170673",78
"1852",78
"2234",78
"2518322",78
"256326",78
"2587856",78
"2742137",78
"28129",78
"2820710",78
"2829809",78
"2838156",78
"29379",78
"2945587",78
"357794",78
"37331",78
"375175",78
"393662",78
"39768",78
"400946",78
"432329",78
"47760",78
"515256",78
"658666",78
"1338",77
"146937",77
"1474867",77
"166935",77
"1703",77
"1812111",77
"1882757",77
"2004650",77
"228602",77
"233181",77
"2479392",77
"2508882",77
"265606",77
"2696560",77
"2714855",77
"2816475",77
"2918516",77
"3058393",77
"404386",77
"649841",77
"683737",77
"69896",77
"76758",77
"881",77
"940",77
"994692",77
"114880",76
"119484",76
"1333845",76
"1475485",76
"164450",76
"1736226",76
"1778540",76
"1802984",76
"1827144",76
"1846278",76
"1903410",76
"1933929",76
"207949",76
"2136182",76
"24",76
"2497989",76
"2735134",76
"2762331",76
"2782660",76
"2852098",76
"2881056",76
"296199",76
"2983222",76
"298596",76
"321327",76
"36344",76
"438033",76
"983548",76
"1210884",75
"1316444",75
"138074",75
"138853",75
"1450",75
"1751286",75
"176292",75
"1850093",75
"1882749",75
"2017482",75
"2070",75
"2259672",75
"227945",75
"233055",75
"2358",75
"2478954",75
"2576917",75
"2610896",75
"2675793",75
"2745196",75
"2819096",75
"2879618",75
"2956650",75
"2978473",75
"2980026",75
"3026433",75
"332410",75
"33964",75
"37931",75
"392734",75
"40990",75
"420402",75
"49338",75
"51364",75
"552509",75
"556548",75
"758802",75
"813",75
"815",75
"860235",75
"940614",75
"964",75
"108080",74
"1131707",74
"128574",74
"1442555",74
"1630141",74
"1813595",74
"1826607",74
"2006",74
"2079535",74
"2086584",74
"225148",74
"2508726",74
"2518973",74
"2547970",74
"2749961",74
"2767842",74
"2777983",74
"2866627",74
"2907534",74
"2949637",74
"2983267",74
"2994078",74
"3026418",74
"321846",74
"331648",74
"33996",74
"370038",74
"45610",74
"51197",74
"59277",74
"708126",74
"73919",74
"80850",74
"1008",73
"1050635",73
"1294262",73
"141",73
"1462996",73
"1603606",73
"1644130",73
"1649877",73
"1679449",73
"1760988",73
"1827580",73
"2692134",73
"2732593",73
"2770788",73
"2825975",73
"2844380",73
"2952228",73
"2974023",73
"3003393",73
"3036714",73
"313985",73
"326522",73
"36818",73
"393005",73
"470565",73
"575",73
"657323",73
"696485",73
"1028416",72
"1229",72
"1513458",72
"1697053",72
"1749074",72
"1802",72
"1855880",72
"2034",72
"204",72
"2115978",72
"2267",72
"2650158",72
"2719119",72
"2761623",72
"2771012",72
"2801030",72
"2829499",72
"2880221",72
"2949995",72
"2950074",72
"2966192",72
"3032287",72
"3070661",72
"323284",72
"323450",72
"45495",72
"651457",72
"665914",72
"113267",71
"119219",71
"1298",71
"1457153",71
"1553431",71
"1907575",71
"2153385",71
"215591",71
"2590884",71
"2599297",71
"2662028",71
"2704655",71
"2715232",71
"2780091",71
"2879107",71
"2917832",71
"2931400",71
"2961619",71
"3053655",71
"33046",71
"33962",71
"359370",71
"375286",71
"392011",71
"40577",71
"413403",71
"45667",71
"76761",71
"83555",71
"916",71
"129338",70
"1410383",70
"1458307",70
"146826",70
"1868793",70
"193462",70
"2203210",70
"2675792",70
"2676868",70
"2782004",70
"2838157",70
"285450",70
"2865840",70
"2871826",70
"2875729",70
"2897773",70
"2901380",70
"296842",70
"298656",70
"33900",70
"391953",70
"400065",70
"401619",70
"423477",70
"43767",70
"46354",70
"472181",70
"54736",70
"59779",70
"689",70
"82985",70
"1005665",69
"1149953",69
"1345117",69
"1472",69
"1686",69
"1850254",69
"221352",69
"233100",69
"2601575",69
"2685834",69
"2716225",69
"2760089",69
"2781390",69
"28125",69
"2820817",69
"2866810",69
"2867024",69
"28898",69
"2893471",69
"2902623",69
"2952525",69
"3022676",69
"3061628",69
"32052",69
"33059",69
"34037",69
"433296",69
"53442",69
"55213",69
"573501",69
"1082930",68
"109790",68
"118000",68
"122358",68
"1316941",68
"1436290",68
"1603555",68
"1641",68
"1750598",68
"1803865",68
"1824638",68
"184755",68
"1967666",68
"1986204",68
"2596949",68
"262209",68
"2737",68
"2763672",68
"2766470",68
"2779518",68
"2800818",68
"2803850",68
"28119",68
"2856519",68
"2881052",68
"3014784",68
"3073902",68
"331278",68
"341027",68
"386487",68
"390988",68
"396015",68
"481146",68
"518898",68
"59",68
"83191",68
"117207",67
"1176533",67
"1193095",67
"1459637",67
"148447",67
"1545835",67
"160799",67
"1608473",67
"1741",67
"1835",67
"1917421",67
"1926868",67
"1930277",67
"199592",67
"2004644",67
"2072025",67
"2173853",67
"2231053",67
"2490858",67
"2498451",67
"2609415",67
"271098",67
"2726117",67
"2740837",67
"2782163",67
"2939494",67
"2992244",67
"3029084",67
"3031114",67
"3037654",67
"3049799",67
"308754",67
"438",67
"497967",67
"61592",67
"676208",67
"67827",67
"693153",67
"82801",67
"83559",67
"10683",66
"1118202",66
"114883",66
"1325112",66
"1796646",66
"1814128",66
"1868794",66
"1914461",66
"2675789",66
"2689102",66
"280145",66
"2829569",66
"2864208",66
"2932258",66
"2953890",66
"301585",66
"34038",66
"413888",66
"502394",66
"50741",66
"553981",66
"712368",66
"86185",66
"1074311",65
"1090615",65
"1138587",65
"1160721",65
"1208324",65
"1458492",65
"1582",65
"1582439",65
"1608957",65
"1612150",65
"1819725",65
"1857843",65
"1892259",65
"1933904",65
"2133959",65
"2479767",65
"2499213",65
"254839",65
"2548456",65
"258224",65
"2601646",65
"2675797",65
"2682091",65
"2697363",65
"2715735",65
"2719987",65
"2778064",65
"2813577",65
"2896845",65
"29465",65
"29485",65
"2951137",65
"2975157",65
"3055080",65
"391290",65
"39950",65
"428712",65
"497727",65
"498374",65
"51049",65
"55208",65
"712036",65
"785",65
"1076124",64
"1219491",64
"1252",64
"1288121",64
"1481665",64
"1524258",64
"1715720",64
"1756150",64
"195250",64
"2134",64
"2562285",64
"2575361",64
"2675794",64
"2714933",64
"2747268",64
"2909671",64
"2913495",64
"34067",64
"35791",64
"35795",64
"397865",64
"491948",64
"511745",64
"54254",64
"550984",64
"655307",64
"665913",64
"712710",64
"949",64
"1380685",63
"1561023",63
"16",63
"172049",63
"1842532",63
"1873425",63
"2005262",63
"2107999",63
"248903",63
"2575374",63
"2597769",63
"2701",63
"2704463",63
"2705012",63
"2714926",63
"2756107",63
"2778070",63
"2802971",63
"282217",63
"2867238",63
"2884455",63
"2886940",63
"2932244",63
"296591",63
"2983299",63
"358220",63
"39664",63
"52227",63
"62088",63
"63561",63
"67385",63
"70258",63
"715179",63
"887464",63
"931100",63
"936476",63
"103731",62
"1302376",62
"1408281",62
"1457",62
"164514",62
"1763535",62
"1788301",62
"1813599",62
"1912216",62
"1965282",62
"2044912",62
"2058136",62
"227866",62
"2599399",62
"2745563",62
"2763669",62
"2865832",62
"2942996",62
"46125",62
"473531",62
"482957",62
"546367",62
"574727",62
"57665",62
"59893",62
"63612",62
"659012",62
"671126",62
"714067",62
"74426",62
"744515",62
"99000",62
"100716",61
"1076255",61
"1326",61
"1609531",61
"1639108",61
"1653476",61
"182210",61
"1862358",61
"2163605",61
"2419842",61
"2488639",61
"2496866",61
"2528027",61
"2547598",61
"2561924",61
"2563668",61
"2743001",61
"2751478",61
"2835041",61
"2878390",61
"2934937",61
"296745",61
"2968490",61
"298654",61
"2987701",61
"3067275",61
"3073561",61
"348826",61
"39777",61
"573737",61
"754477",61
"100886",60
"108150",60
"1286181",60
"1437453",60
"161899",60
"1653478",60
"1853690",60
"1934253",60
"195522",60
"2058624",60
"2066024",60
"2175091",60
"2219696",60
"224467",60
"2338327",60
"2479367",60
"249586",60
"266",60
"2709396",60
"2732590",60
"278153",60
"2843630",60
"2893469",60
"2908006",60
"29518",60
"3067902",60
"340146",60
"416213",60
"483545",60
"53362",60
"56438",60
"58169",60
"661191",60
"669357",60
"680279",60
"887061",60
"89153",60
"1241978",59
"1364945",59
"1400387",59
"1561924",59
"1622",59
"1660074",59
"169760",59
"1710",59
"1715806",59
"1742993",59
"1743168",59
"182141",59
"2013",59
"204891",59
"2172103",59
"2259638",59
"2268449",59
"237609",59
"2490851",59
"261284",59
"2662362",59
"2666025",59
"2675298",59
"270",59
"2708020",59
"2735563",59
"2758573",59
"2782686",59
"2823693",59
"2886375",59
"2887345",59
"2891570",59
"291990",59
"2946699",59
"3021011",59
"31993",59
"40567",59
"407035",59
"504",59
"914153",59
"994695",59
"1186051",58
"1345",58
"1564114",58
"1610576",58
"1679444",58
"1684",58
"1884914",58
"2079575",58
"2107708",58
"2109915",58
"227388",58
"2527996",58
"2601122",58
"2661583",58
"2708084",58
"2719911",58
"2720714",58
"2864202",58
"2991499",58
"2995155",58
"2997333",58
"300181",58
"3059027",58
"3074147",58
"476157",58
"496",58
"501023",58
"61635",58
"883811",58
"915099",58
"1288495",57
"1415657",57
"1536771",57
"1582259",57
"1709477",57
"1758374",57
"1823",57
"1868325",57
"1888195",57
"1993630",57
"2051906",57
"232346",57
"2364787",57
"2422",57
"249188",57
"2666127",57
"267375",57
"2732587",57
"2739061",57
"2796927",57
"2799326",57
"2871170",57
"2931974",57
"2935863",57
"2994661",57
"3031727",57
"3032582",57
"3058394",57
"321332",57
"391036",57
"394751",57
"46234",57
"507626",57
"56146",57
"579",57
"583357",57
"585425",57
"614",57
"640030",57
"86102",57
"1056",56
"1229164",56
"136094",56
"137545",56
"142",56
"1420917",56
"1471761",56
"1594731",56
"1605",56
"1636152",56
"178339",56
"1827285",56
"190895",56
"1972846",56
"200",56
"2025949",56
"2070347",56
"212",56
"212663",56
"2213202",56
"242606",56
"2496266",56
"2516559",56
"2792977",56
"2835869",56
"2880990",56
"2937787",56
"29483",56
"2954079",56
"3029061",56
"3047947",56
"39444",56
"51288",56
"51664",56
"528191",56
"664643",56
"76887",56
"83560",56
"1144748",55
"1196056",55
"1301280",55
"1306787",55
"1476",55
"152331",55
"1583100",55
"162496",55
"1632",55
"1716143",55
"1789672",55
"1823759",55
"1921407",55
"1938841",55
"2163644",55
"2596913",55
"2654547",55
"2675231",55
"2763498",55
"2778054",55
"2817475",55
"2817656",55
"2856338",55
"3075197",55
"383750",55
"41202",55
"434014",55
"435905",55
"54262",55
"669502",55
"679663",55
"78327",55
"89154",55
"905",55
"1005039",54
"103816",54
"1073531",54
"1073996",54
"1121358",54
"1126833",54
"1382",54
"1483604",54
"1537400",54
"1547898",54
"164452",54
"1714845",54
"1867",54
"1936003",54
"1972068",54
"2184053",54
"2423",54
"2675784",54
"2691571",54
"2714946",54
"2763257",54
"2781978",54
"2795974",54
"2801918",54
"2813727",54
"2864206",54
"2917725",54
"2946555",54
"3018929",54
"387090",54
"40318",54
"412690",54
"53451",54
"535712",54
"60552",54
"683047",54
"786",54
"82976",54
"85874",54
"879567",54
"915",54
"1085644",53
"1249480",53
"1647",53
"1842533",53
"1884263",53
"198618",53
"2010829",53
"206042",53
"2080419",53
"2092",53
"2233999",53
"2652721",53
"2675796",53
"2703788",53
"2743",53
"2824561",53
"2884022",53
"2940297",53
"3031916",53
"3050384",53
"3052209",53
"337243",53
"444103",53
"57493",53
"82983",53
"875808",53
"98228",53
"1259973",52
"1295642",52
"1384459",52
"1494466",52
"1510150",52
"1538553",52
"1841651",52
"1854498",52
"1945662",52
"1977088",52
"2003316",52
"2033032",52
"2039166",52
"2217832",52
"2496837",52
"252130",52
"2527968",52
"2689109",52
"2767358",52
"2777577",52
"28137",52
"2834276",52
"2876190",52
"2883106",52
"2918170",52
"2951988",52
"3016419",52
"3032281",52
"46351",52
"490759",52
"626",52
"69666",52
"716",52
"76731",52
"85693",52
"857417",52
"861299",52
"884684",52
"1104324",51
"1230341",51
"1232428",51
"1329402",51
"1365176",51
"1522312",51
"1536775",51
"1646340",51
"1699623",51
"1866",51
"1871034",51
"194196",51
"2014",51
"203491",51
"205844",51
"2596915",51
"2600596",51
"2728853",51
"2746233",51
"2771430",51
"2931976",51
"29489",51
"29495",51
"2995143",51
"3026424",51
"3026967",51
"3040509",51
"3075824",51
"39775",51
"398736",51
"39948",51
"44742",51
"508451",51
"69221",51
"94122",51
"980427",51
"1007676",50
"1042877",50
"1076626",50
"110164",50
"1109412",50
"113107",50
"1156431",50
"1263550",50
"1325724",50
"1532350",50
"1660076",50
"1678309",50
"178899",50
"1796652",50
"184117",50
"1938607",50
"1968839",50
"2003121",50
"2057798",50
"2067958",50
"2249302",50
"246273",50
"2527867",50
"2675773",50
"2675878",50
"2704462",50
"2762563",50
"2766784",50
"2766982",50
"2878915",50
"2911526",50
"2974039",50
"3017361",50
"3044187",50
"353",50
"483",50
"488731",50
"53952",50
"879",50
"1009682",49
"113653",49
"119206",49
"1296540",49
"1422",49
"1444684",49
"1573676",49
"164516",49
"173480",49
"1758390",49
"1903704",49
"191026",49
"1940790",49
"2077090",49
"2136401",49
"2651583",49
"2735868",49
"2774461",49
"278860",49
"279058",49
"2795384",49
"28123",49
"2822137",49
"28885",49
"2903629",49
"3012344",49
"3047431",49
"323273",49
"340320",49
"370764",49
"57320",49
"626940",49
"651143",49
"666685",49
"797277",49
"841",49
"95641",49
"1084719",48
"114707",48
"116085",48
"1163",48
"1177213",48
"1390395",48
"1452732",48
"1453760",48
"1481672",48
"1563703",48
"1603886",48
"1619313",48
"1623300",48
"182709",48
"1829",48
"1878942",48
"1949083",48
"2004646",48
"2058625",48
"238800",48
"2560286",48
"2651972",48
"2704651",48
"2743772",48
"2763667",48
"2782166",48
"2835648",48
"2850559",48
"2867410",48
"288",48
"2890317",48
"2983213",48
"2991054",48
"3028709",48
"35757",48
"456",48
"46677",48
"475088",48
"573600",48
"582702",48
"62099",48
"67258",48
"1441386",47
"155077",47
"1636603",47
"1705617",47
"171404",47
"1742989",47
"1825069",47
"187493",47
"1940690",47
"2047",47
"2093857",47
"2176",47
"228229",47
"2291",47
"2303",47
"2486272",47
"2495582",47
"2499145",47
"2588299",47
"2675777",47
"2724322",47
"2728827",47
"2734576",47
"274",47
"274539",47
"2762748",47
"2806262",47
"2809020",47
"283811",47
"2843318",47
"2906514",47
"2983210",47
"2993314",47
"3038773",47
"3069708",47
"311182",47
"330734",47
"33871",47
"33989",47
"35786",47
"69655",47
"702114",47
"894",47
"95300",47
"100177",46
"1042156",46
"1176646",46
"1217908",46
"1399115",46
"1432792",46
"1434103",46
"154",46
"1644061",46
"1720343",46
"172042",46
"181083",46
"1815583",46
"184914",46
"1944646",46
"206403",46
"2080742",46
"219314",46
"2494701",46
"2502779",46
"252966",46
"2590015",46
"2681469",46
"2726185",46
"2839744",46
"2845027",46
"2866384",46
"2929512",46
"2929514",46
"2983220",46
"2998080",46
"3003265",46
"3023936",46
"3034024",46
"3049086",46
"356851",46
"390846",46
"413497",46
"421628",46
"490",46
"497725",46
"553239",46
"589873",46
"624315",46
"70864",46
"83262",46
"10486",45
"1145276",45
"1307761",45
"13373",45
"1421430",45
"1431246",45
"1572644",45
"1652028",45
"1746199",45
"1758189",45
"1811807",45
"1853682",45
"1855380",45
"2055955",45
"2099788",45
"2220095",45
"2571749",45
"2652803",45
"2653851",45
"2675786",45
"2692234",45
"2739063",45
"2766537",45
"2871175",45
"29539",45
"2955956",45
"2961948",45
"2968083",45
"2970818",45
"2973512",45
"3049075",45
"33994",45
"404589",45
"419435",45
"43661",45
"446374",45
"485",45
"58231",45
"60519",45
"768507",45
"1183377",44
"128",44
"1413221",44
"167957",44
"170651",44
"1858656",44
"187303",44
"1941349",44
"1985304",44
"209247",44
"2223",44
"234612",44
"2478662",44
"2565556",44
"2590021",44
"2656761",44
"265960",44
"2697565",44
"2710758",44
"2724",44
"2763540",44
"2767885",44
"2768068",44
"2775420",44
"2778056",44
"2787629",44
"2806347",44
"283699",44
"2842349",44
"2849779",44
"292800",44
"2962676",44
"2973072",44
"2973088",44
"2991715",44
"300231",44
"33932",44
"34",44
"34008",44
"545",44
"562959",44
"67304",44
"68249",44
"69395",44
"69968",44
"93220",44
"102684",43
"1102",43
"1148157",43
"1209493",43
"1215089",43
"133448",43
"1379909",43
"1526572",43
"1549855",43
"1578720",43
"1674923",43
"1699624",43
"1855883",43
"2199",43
"2291597",43
"2488819",43
"2527973",43
"2560849",43
"2656760",43
"2681265",43
"2746232",43
"2800128",43
"2851575",43
"2917724",43
"2932253",43
"293388",43
"2961896",43
"2994664",43
"301301",43
"3015983",43
"3033387",43
"3064286",43
"3064892",43
"34095",43
"342949",43
"348043",43
"36822",43
"51366",43
"596095",43
"68280",43
"691437",43
"712528",43
"74969",43
"758782",43
"94138",43
"948519",43
"1124597",42
"1136497",42
"1224749",42
"1283076",42
"1357916",42
"1392877",42
"1394",42
"1414719",42
"1420889",42
"1598147",42
"1705399",42
"1736306",42
"186822",42
"1897729",42
"1898474",42
"1967782",42
"1980674",42
"1985873",42
"2014920",42
"2065312",42
"2100422",42
"2138101",42
"2319844",42
"2426",42
"2492396",42
"2562282",42
"2592652",42
"2675218",42
"2714358",42
"2718876",42
"2738142",42
"2742134",42
"2749996",42
"2774015",42
"2799680",42
"2842453",42
"2851567",42
"2866201",42
"2883107",42
"2893890",42
"2933293",42
"29433",42
"29487",42
"2981138",42
"3068889",42
"3071081",42
"32",42
"402297",42
"419479",42
"44013",42
"62140",42
"649831",42
"65958",42
"869886",42
"985052",42
"990268",42
"10276",41
"1179664",41
"1190813",41
"1211807",41
"125593",41
"1542730",41
"1555112",41
"158841",41
"1881069",41
"1908",41
"202951",41
"2060066",41
"251749",41
"252514",41
"2527972",41
"2697033",41
"2707525",41
"2749809",41
"2767581",41
"2795293",41
"2819100",41
"2866570",41
"2867022",41
"29419",41
"2966552",41
"2983212",41
"300825",41
"3023370",41
"3026425",41
"3047762",41
"3052206",41
"33045",41
"37448",41
"414",41
"42253",41
"42353",41
"483937",41
"5761",41
"576131",41
"624186",41
"67287",41
"759620",41
"79604",41
"880",41
"971",41
"1045776",40
"1131703",40
"117157",40
"150055",40
"1510841",40
"1689",40
"1798224",40
"1804624",40
"1811193",40
"1930764",40
"1936029",40
"196162",40
"200991",40
"2175",40
"2202141",40
"2293838",40
"2478464",40
"254247",40
"260552",40
"2608982",40
"2615203",40
"2675781",40
"2721246",40
"2734140",40
"2754044",40
"2789776",40
"2810563",40
"2831967",40
"2879617",40
"2933959",40
"2937800",40
"2955559",40
"3015152",40
"3027472",40
"3049073",40
"3051137",40
"3059030",40
"33070",40
"33951",40
"345195",40
"364197",40
"457921",40
"47493",40
"478174",40
"518",40
"52022",40
"53953",40
"55518",40
"56459",40
"60893",40
"659243",40
"71667",40
"73010",40
"74329",40
"76936",40
"78398",40
"85015",40
"863643",40
"881260",40
"1082704",39
"119",39
"1249552",39
"135079",39
"135616",39
"1397108",39
"1411117",39
"143222",39
"1470176",39
"1484116",39
"1705",39
"1778264",39
"1789224",39
"1803177",39
"1851514",39
"1871021",39
"1903694",39
"198251",39
"2005884",39
"206351",39
"207745",39
"2079596",39
"2175864",39
"2500546",39
"2508880",39
"252970",39
"255519",39
"2576923",39
"2587850",39
"2588487",39
"2594494",39
"2600159",39
"2606626",39
"2675795",39
"2712979",39
"2723402",39
"2725684",39
"283735",39
"2877939",39
"2884832",39
"2904790",39
"2944810",39
"2962671",39
"2982615",39
"2995145",39
"3009077",39
"3041098",39
"3048335",39
"3073064",39
"31",39
"37929",39
"38290",39
"38322",39
"392593",39
"417127",39
"43659",39
"47671",39
"511746",39
"51668",39
"547188",39
"551760",39
"59843",39
"78526",39
"795750",39
"82989",39
"1006972",38
"101534",38
"104628",38
"1089444",38
"1175444",38
"1324959",38
"1434191",38
"1501226",38
"1509244",38
"159743",38
"160825",38
"1609977",38
"1660",38
"1743165",38
"1763883",38
"1844051",38
"1909395",38
"2011159",38
"2215",38
"2277",38
"2506452",38
"2565558",38
"2587865",38
"2589990",38
"2594496",38
"2599927",38
"2722756",38
"2762729",38
"2764705",38
"2789208",38
"28321",38
"2841064",38
"2904523",38
"3004092",38
"3048007",38
"3061627",38
"3071082",38
"334715",38
"379097",38
"478807",38
"53408",38
"57975",38
"585423",38
"607711",38
"712623",38
"715451",38
"108486",37
"1230998",37
"1355015",37
"1385591",37
"1415568",37
"1457365",37
"1586232",37
"160233",37
"1759399",37
"182640",37
"1847",37
"1853276",37
"1903266",37
"197614",37
"1988",37
"2008440",37
"2203724",37
"225194",37
"2252",37
"231992",37
"2545797",37
"256839",37
"2587853",37
"2590785",37
"2698458",37
"2728024",37
"2737173",37
"2781735",37
"28026",37
"2811421",37
"2823317",37
"2849642",37
"2856522",37
"2878388",37
"2883100",37
"29320",37
"2963128",37
"2983842",37
"2995304",37
"299583",37
"3022126",37
"3051616",37
"3053466",37
"310783",37
"366522",37
"376",37
"406020",37
"413503",37
"480418",37
"589382",37
"61646",37
"627624",37
"648794",37
"650377",37
"739",37
"82380",37
"971279",37
"10242",36
"1178540",36
"1285901",36
"135735",36
"1382803",36
"140098",36
"1420916",36
"1503041",36
"1542737",36
"155177",36
"1563222",36
"1719132",36
"1791",36
"1874",36
"1917990",36
"2003188",36
"2027919",36
"2053287",36
"2254",36
"242703",36
"2487928",36
"2502781",36
"254955",36
"2608981",36
"2689107",36
"2692125",36
"2708110",36
"273528",36
"2742129",36
"2745558",36
"2749086",36
"2767877",36
"282402",36
"2829501",36
"2865112",36
"2886821",36
"290335",36
"2916633",36
"2931975",36
"29389",36
"29501",36
"3015177",36
"3026162",36
"3046382",36
"321983",36
"34019",36
"35817",36
"386874",36
"390844",36
"420952",36
"43675",36
"444612",36
"563",36
"568",36
"10264",35
"105751",35
"116598",35
"1183412",35
"1263",35
"1288494",35
"135719",35
"136241",35
"1500687",35
"1615494",35
"1623275",35
"1671721",35
"167964",35
"1736046",35
"1855895",35
"189425",35
"200450",35
"2006110",35
"2202828",35
"2203219",35
"2320431",35
"2419772",35
"2496847",35
"2497436",35
"2508722",35
"2563662",35
"257758",35
"2596916",35
"2664899",35
"2714932",35
"2714944",35
"2724527",35
"2731755",35
"2755382",35
"2772401",35
"2778078",35
"2785124",35
"2799564",35
"2837508",35
"2846393",35
"2853257",35
"2867005",35
"2884875",35
"2884876",35
"2904243",35
"2919598",35
"2944128",35
"2956100",35
"2968086",35
"2976241",35
"2986951",35
"3002962",35
"3016343",35
"3032001",35
"3048268",35
"33040",35
"33940",35
"34090",35
"363952",35
"39765",35
"40989",35
"411483",35
"43348",35
"47865",35
"595468",35
"683292",35
"683846",35
"68892",35
"71999",35
"748197",35
"79263",35
"85991",35
"1046043",34
"1172565",34
"1197717",34
"134601",34
"135727",34
"1385664",34
"1387353",34
"1481923",34
"1487865",34
"1532905",34
"1639348",34
"1641402",34
"1695218",34
"1712654",34
"1830",34
"1855619",34
"1911175",34
"1967783",34
"2057791",34
"208216",34
"2202000",34
"221345",34
"2251",34
"2303528",34
"2545799",34
"2591108",34
"2596828",34
"2682776",34
"2759692",34
"2767888",34
"2771436",34
"2778911",34
"28112",34
"2823904",34
"2835787",34
"2849865",34
"2853432",34
"2915130",34
"2951804",34
"2953748",34
"2953881",34
"2987751",34
"2993563",34
"3025663",34
"3034020",34
"36873",34
"46255",34
"496056",34
"54259",34
"651740",34
"657445",34
"67082",34
"712122",34
"755272",34
"87097",34
"872",34
"1002689",33
"1008460",33
"10288",33
"1249553",33
"1330330",33
"1331910",33
"1416614",33
"148813",33
"1504981",33
"156977",33
"1696072",33
"176652",33
"1855910",33
"1859",33
"1930546",33
"198832",33
"2072405",33
"2108523",33
"2220073",33
"2500559",33
"2587851",33
"2597518",33
"265570",33
"2664091",33
"2674991",33
"2725560",33
"2740163",33
"2742601",33
"2745498",33
"2751176",33
"2760705",33
"2785123",33
"2830842",33
"2879427",33
"2894755",33
"2908648",33
"2929157",33
"2930131",33
"2931921",33
"2982531",33
"3016094",33
"3051123",33
"33007",33
"373543",33
"39640",33
"44449",33
"48076",33
"493",33
"516051",33
"52773",33
"53461",33
"56460",33
"566270",33
"570156",33
"571800",33
"58180",33
"656179",33
"78259",33
"83557",33
"93973",33
"1003110",32
"1287736",32
"1291540",32
"135619",32
"1364",32
"13689",32
"1374",32
"1390185",32
"1609559",32
"1659194",32
"1758395",32
"1884907",32
"1906272",32
"1932004",32
"2038343",32
"2074",32
"2083300",32
"2219057",32
"2305220",32
"2490633",32
"2560086",32
"2563897",32
"2583823",32
"2609255",32
"2661587",32
"2663857",32
"2725288",32
"2767878",32
"2802577",32
"2806008",32
"2810513",32
"28127",32
"2842816",32
"285091",32
"2886936",32
"2894202",32
"2899123",32
"2911527",32
"2929515",32
"2940301",32
"2955989",32
"2961570",32
"2979330",32
"2981135",32
"2991500",32
"299152",32
"301",32
"302485",32
"3048221",32
"320912",32
"38288",32
"394733",32
"39778",32
"513223",32
"545619",32
"59512",32
"618",32
"710111",32
"712310",32
"86331",32
"98671",32
"1158459",31
"1249101",31
"1333523",31
"133453",31
"1400864",31
"1448929",31
"1567487",31
"1593482",31
"1637862",31
"1690221",31
"1705394",31
"1827469",31
"1923355",31
"1938606",31
"1971364",31
"2020486",31
"2058133",31
"2094720",31
"223919",31
"2494234",31
"251542",31
"2557993",31
"2560269",31
"2576926",31
"2591633",31
"2597701",31
"2668067",31
"2675216",31
"2675782",31
"2704413",31
"2709394",31
"2715209",31
"2734109",31
"2745490",31
"2751171",31
"2815343",31
"2864211",31
"2866808",31
"2883169",31
"2898580",31
"2908837",31
"2920382",31
"2929802",31
"2934340",31
"2935861",31
"2950541",31
"2951138",31
"3033388",31
"3062598",31
"3075199",31
"3076685",31
"345199",31
"359408",31
"36809",31
"36874",31
"380393",31
"39694",31
"416273",31
"43669",31
"447199",31
"459858",31
"488729",31
"492",31
"652",31
"67376",31
"678932",31
"693999",31
"755307",31
"787",31
"873",31
"875171",31
"1032",30
"1389713",30
"1570339",30
"1577791",30
"164393",30
"1719",30
"1721",30
"1765967",30
"1783348",30
"1913686",30
"1978566",30
"2023772",30
"205899",30
"2060307",30
"2082386",30
"2185142",30
"218673",30
"2558931",30
"2560436",30
"2565368",30
"2586643",30
"2589790",30
"2592655",30
"2602067",30
"2654191",30
"2685869",30
"2722820",30
"2733571",30
"2749432",30
"2842456",30
"2844856",30
"2855434",30
