"","SRR5829600"
"856",451
"871694",451
"1685010",450
"3031131",450
"1882747",448
"2920939",448
"55209",448
"709879",448
"84377",448
"2527989",447
"283734",447
"2806551",446
"373672",446
"561",446
"1162633",445
"135740",445
"1379",444
"152268",444
"1936081",444
"208226",444
"2528010",444
"2986824",444
"3004093",444
"151895",443
"1674922",443
"1767",443
"2005460",443
"2995138",443
"215580",442
"2547399",442
"1911586",441
"29378",441
"2981136",441
"174",440
"2789740",440
"2913614",439
"2950108",439
"3060017",439
"664962",439
"1352",437
"1750",437
"2487072",437
"2995166",437
"3051121",437
"3058398",437
"353800",437
"83453",437
"197162",436
"2220096",436
"2730359",436
"2875706",436
"2918526",436
"1216932",435
"1243",435
"2024580",434
"2304594",434
"249567",434
"342113",434
"47466",434
"664683",434
"2545455",433
"2763022",433
"2937774",432
"2937786",432
"45972",432
"748770",432
"1325107",431
"2666185",431
"437897",431
"1529",430
"2997337",430
"32033",430
"2213200",429
"2763107",429
"668",429
"1462615",428
"1482",428
"1622118",428
"2587862",428
"1359",427
"2986835",427
"2807512",426
"2816908",426
"357808",426
"1354",425
"2976982",425
"453842",425
"926",425
"212767",424
"2742132",424
"544718",424
"1094892",423
"1229909",423
"1954171",423
"2598458",423
"674",423
"1076588",422
"1160",422
"1497",422
"2904246",422
"2924032",421
"33959",421
"445576",421
"2995170",420
"47880",420
"1324352",419
"2049305",419
"2944914",419
"203",418
"2663022",418
"66219",418
"1804986",417
"1812480",417
"2745198",417
"2879938",417
"1269",416
"1308",416
"291112",416
"2981137",416
"3025671",415
"2726954",414
"2741301",414
"3003256",414
"312279",414
"324057",414
"1389004",413
"1784714",413
"2686077",413
"2734145",413
"2843215",413
"518738",413
"1302",412
"2918171",412
"83455",412
"3052805",411
"376489",411
"826",411
"1241981",410
"1267217",410
"135621",410
"2918453",410
"3047343",410
"44008",410
"47716",410
"877500",410
"1513297",409
"1768242",409
"196",408
"1470434",407
"169480",407
"2594004",407
"626937",407
"1034889",406
"1108595",406
"1337936",406
"1725411",406
"1807358",406
"2949996",406
"1679721",405
"1789226",405
"2546359",405
"2714941",405
"69965",405
"2726956",404
"34029",404
"823",404
"2879116",403
"659",403
"74313",403
"157779",402
"28188",402
"2871095",402
"320787",402
"379347",402
"1399",401
"2895489",401
"2830667",400
"2895947",400
"375288",400
"2507161",399
"2795387",399
"29362",399
"29394",399
"43080",399
"1759089",398
"2061",398
"2116657",398
"2906078",398
"312277",398
"68214",398
"2839983",397
"2864201",397
"3029060",397
"54298",397
"84595",397
"126734",396
"1402861",396
"3028710",396
"2566013",395
"335929",395
"1970738",394
"2774875",394
"1177",393
"2607656",393
"255475",392
"2570586",392
"2683284",392
"283878",392
"293387",392
"1583098",391
"192812",391
"1494",390
"1742359",390
"1888915",390
"2282170",390
"2714943",390
"2802641",390
"2837969",390
"2875539",390
"33887",390
"583",390
"1441095",389
"2083206",389
"2547600",389
"2651974",389
"2986838",389
"3003262",389
"754397",389
"1935446",388
"246432",388
"2686078",388
"2984843",388
"333367",388
"1017",387
"29507",387
"545501",387
"69367",387
"1019",385
"1315211",385
"180957",385
"191495",385
"2893885",385
"53358",385
"57029",385
"93378",385
"1249",384
"1255",384
"45668",384
"853",384
"1927128",383
"2546351",383
"2932268",383
"3050071",383
"32003",383
"447588",383
"979",383
"1265445",382
"1546107",382
"1775881",382
"2770780",382
"2879846",382
"1736674",381
"2830782",381
"68175",381
"73913",381
"2893884",380
"2963092",380
"3040943",380
"111844",379
"1637975",379
"220687",379
"3039386",379
"109328",378
"558152",378
"146919",377
"1883414",377
"39960",377
"81947",377
"1885",375
"2304600",375
"2759528",374
"2984530",374
"343874",374
"59600",374
"784",374
"2749995",373
"2899220",373
"250",372
"2593973",372
"2849501",372
"3043734",371
"913109",371
"1714848",370
"2567941",370
"2995161",370
"3033811",370
"1476025",369
"1849015",369
"2086471",369
"2528026",369
"2904119",369
"384636",369
"2676077",368
"2760310",368
"2055",367
"2151",367
"2175149",367
"370622",367
"46867",367
"119977",366
"1850252",366
"206",366
"1174501",365
"1740721",365
"2591634",365
"2962858",365
"3067903",365
"151783",364
"1586287",363
"86664",363
"92942",363
"1176482",362
"405212",362
"665099",362
"754476",362
"1492898",361
"2487065",361
"2686361",361
"663364",361
"911092",361
"1720083",360
"3016000",360
"3044166",360
"580165",360
"651822",360
"1382466",359
"2665645",359
"2956784",359
"436114",359
"59739",359
"1082851",358
"352858",358
"1642299",357
"1871076",357
"2764325",357
"28035",357
"79885",357
"1702097",356
"2875764",356
"2991075",356
"41",356
"661481",356
"2708053",355
"2886352",355
"448181",355
"1225128",354
"2163011",354
"2714844",354
"2860286",354
"2861765",354
"488446",354
"155978",353
"1859475",353
"2557994",353
"2931922",353
"328814",353
"342950",353
"1549858",352
"1751056",352
"2035",352
"434008",352
"53345",352
"1278212",351
"1286",351
"1507512",351
"2136173",351
"2528023",351
"2707005",350
"354349",350
"484770",350
"2108365",349
"2731219",349
"1229727",348
"1413",348
"1715691",348
"216929",348
"2507159",348
"2739062",348
"2822760",348
"2864204",348
"3034674",348
"754516",348
"189426",347
"2748",347
"629680",347
"712362",347
"1678028",346
"2026624",346
"33958",346
"401471",346
"83771",346
"2212991",345
"2937788",345
"3031997",345
"54913",345
"569",345
"754409",345
"2724135",344
"2760713",344
"28199",344
"3070660",344
"1849967",343
"1855912",343
"2518177",343
"31909",343
"2840468",342
"2881234",342
"76831",342
"1179777",341
"1452",341
"214473",341
"2711221",341
"2733867",341
"459526",341
"65741",341
"803",341
"1532552",340
"241368",340
"3047875",340
"1173263",339
"1981880",339
"2500547",339
"326329",339
"674529",339
"754423",339
"827",339
"1293",338
"1513468",338
"1515612",338
"1721091",338
"3015996",338
"3017325",338
"313598",338
"55197",338
"2570561",337
"2736252",337
"2917691",337
"1419277",336
"1637853",336
"2795383",336
"2878152",336
"68192",336
"1549850",335
"2026255",335
"2609258",335
"403957",335
"1178825",334
"1323731",334
"1930058",334
"2014887",334
"2712223",334
"2713573",334
"3070815",334
"363852",334
"1155388",333
"1287055",333
"1478019",333
"1529069",333
"2859228",333
"82135",333
"1435347",332
"171632",332
"188932",332
"2527964",332
"2728023",332
"2978474",332
"2983246",332
"3034023",332
"2742683",331
"79328",331
"947919",331
"1796921",330
"182710",330
"2698679",330
"2895565",330
"409322",330
"444051",330
"77095",330
"885040",330
"142864",329
"2010992",329
"216937",329
"40566",329
"712",329
"712357",329
"2744520",328
"387093",328
"727",328
"1008152",327
"1115758",327
"2742676",327
"2878534",327
"372663",327
"519450",327
"981384",327
"1312364",326
"1600",326
"173",326
"199441",326
"2591463",326
"2681310",326
"2686366",326
"97138",326
"126385",325
"1517",325
"252967",325
"2576904",325
"3003259",325
"412384",325
"3035694",324
"649756",324
"1416806",323
"1526412",323
"2201271",323
"2983606",323
"2986927",323
"2653681",322
"2929796",322
"320324",322
"162209",321
"171282",321
"2138",321
"2875540",321
"41977",321
"2651167",320
"28450",320
"2901381",320
"2975482",320
"3003261",320
"3070814",320
"750",320
"486398",319
"563996",319
"74706",319
"996",319
"147802",318
"153491",318
"160674",318
"1795",318
"2597702",318
"29580",318
"1054034",317
"1427356",317
"2696063",317
"2948573",317
"568766",317
"69665",317
"1854492",316
"2599308",316
"2912315",316
"29391",316
"46126",316
"1620816",315
"185951",315
"2098",315
"2201181",315
"246787",315
"3031330",315
"1584",314
"171549",314
"3049071",314
"311180",314
"423349",314
"759811",314
"889453",314
"155322",313
"2083284",313
"208479",313
"208962",313
"33970",313
"111781",311
"1486034",311
"157692",311
"185300",311
"28229",311
"717609",311
"2686358",310
"2842355",310
"2895286",310
"46127",310
"183417",309
"185008",309
"238",309
"2904247",309
"29385",309
"3043848",309
"1147",308
"195",308
"2546356",308
"2602016",308
"42858",308
"1283291",307
"1677857",307
"1836467",307
"1897061",307
"2219043",307
"3003260",307
"3029174",307
"1334",306
"1336804",306
"2725268",306
"2746225",306
"2808900",306
"371036",306
"51173",306
"885581",306
"1261031",305
"1310418",305
"165695",305
"1904616",305
"2301",305
"160798",304
"198",304
"1981510",304
"2137",304
"239934",304
"291644",304
"2970906",304
"2996035",304
"859",304
"104268",303
"1263979",303
"1324350",303
"2005462",303
"2686094",303
"2816357",303
"2829187",303
"3058420",303
"312539",303
"1798225",302
"1839",302
"1970093",302
"224012",302
"2249356",302
"2745197",302
"361183",302
"38027",302
"47759",302
"76517",302
"954",302
"1305",301
"1773489",301
"2738844",301
"280473",301
"2924031",301
"1241979",300
"1328",300
"1650",300
"2507935",300
"2859768",300
"2892541",300
"2908645",300
"2938948",300
"29494",300
"2980107",300
"336820",300
"564137",300
"1652545",299
"2026193",299
"2686363",299
"2782168",299
"2590776",298
"2608402",298
"2912314",298
"2929799",298
"3070678",298
"314275",298
"59734",298
"702745",298
"2421",297
"2715131",297
"2782006",297
"2900152",297
"2986827",297
"3075627",297
"313603",297
"718217",297
"1816219",296
"215813",296
"2931382",296
"47763",296
"561879",295
"985",295
"1727163",294
"1839801",294
"2026188",294
"2725414",294
"2763071",294
"2778082",294
"2897181",294
"371601",294
"47960",294
"63745",294
"938406",294
"285729",293
"2911538",293
"3057122",293
"310581",293
"216946",292
"2293317",292
"2654325",292
"2818390",292
"2847045",292
"630",292
"1492737",291
"226",291
"2916754",291
"3009078",291
"2095",290
"2697010",290
"2997336",290
"3009083",290
"43",290
"512649",290
"642780",290
"698776",290
"754514",290
"1424294",289
"1497681",289
"1625",289
"1763998",289
"219572",289
"258255",289
"2862509",289
"2899121",289
"34021",289
"1727145",288
"1902580",288
"2576902",288
"2830983",288
"3045146",288
"51669",288
"69967",288
"2081970",287
"2283160",287
"2760307",287
"28447",287
"337004",287
"338645",287
"84135",287
"1191459",286
"1780362",286
"1790137",286
"2059672",286
"2662397",286
"28200",286
"2898431",286
"3047871",286
"3070215",286
"449520",286
"454171",286
"169430",285
"282676",285
"2892996",285
"3070659",285
"37734",285
"43658",285
"738",285
"810",285
"1284",284
"1397264",284
"1522432",284
"2575923",284
"683124",284
"953",284
"1177216",283
"188913",283
"1792",282
"2764720",282
"2810562",282
"2929803",282
"71237",282
"1660078",281
"2774151",281
"28095",281
"3034146",281
"328812",281
"445930",281
"585",281
"157592",280
"1592897",280
"1755811",280
"1816218",280
"1920883",280
"2571747",280
"2906076",280
"2930213",280
"3039116",280
"3054208",280
"3070995",280
"371142",280
"40520",280
"47678",280
"118883",279
"2070463",279
"2934315",279
"351052",279
"1550240",278
"2832500",278
"2843216",278
"2867011",278
"104264",277
"1435069",277
"1740163",277
"2705473",277
"2745560",277
"2929510",277
"946334",277
"1918946",276
"2571750",276
"2781961",276
"28454",276
"2894081",276
"465721",276
"1191912",275
"1678",275
"1844971",275
"2042961",275
"2583587",275
"2754694",275
"2930200",275
"33923",275
"61624",275
"1707785",274
"171288",274
"197482",274
"2058175",274
"2498704",274
"28118",274
"2861279",274
"301953",274
"1085",273
"1416779",273
"1903414",273
"2855394",273
"2861288",273
"2979467",273
"995",273
"1784713",272
"1798806",272
"2321114",272
"2478663",272
"2682810",272
"29497",272
"3031124",272
"53346",272
"537",272
"1275",271
"2979869",271
"3018314",271
"362837",271
"485448",271
"1114861",270
"1644131",270
"190323",270
"216938",270
"2483402",270
"2511069",270
"2547394",270
"2834768",270
"294671",270
"1426",269
"1638",269
"1715989",269
"256",269
"2782169",269
"289370",269
"3042300",269
"1304",268
"1535768",268
"1761012",268
"2497879",268
"3015997",268
"3047874",268
"1501392",267
"158899",267
"1621989",267
"2218628",267
"3020832",267
"34018",267
"571913",267
"985002",267
"1366",266
"1574161",266
"2283194",266
"2583452",266
"3039158",266
"617123",266
"1176721",265
"1221500",265
"1402135",265
"1660079",265
"166485",265
"1763538",265
"2341117",265
"2448483",265
"2692425",265
"3016103",265
"313588",265
"375929",265
"39491",265
"40269",265
"42879",265
"435897",265
"1074467",264
"2360",264
"2745514",264
"298",264
"39488",264
"128780",263
"1870884",263
"2785331",263
"2803864",263
"2893202",263
"3003258",263
"55601",263
"930166",263
"1967665",262
"2023229",262
"2898076",262
"33945",262
"365349",262
"563172",262
"762954",262
"1254",261
"1424653",261
"1508420",261
"154288",261
"29552",261
"1630406",260
"1874061",260
"2762323",260
"44674",260
"935222",260
"174633",259
"1898749",259
"216816",259
"2583851",259
"2969308",259
"3041765",259
"46541",259
"10652",258
"1462527",258
"2048654",258
"2897334",258
"40215",258
"273251",257
"289435",257
"586733",257
"713",257
"28251",256
"29375",256
"29556",256
"341045",256
"663",256
"746691",256
"930972",256
"1612",255
"163359",255
"1879050",255
"2068654",255
"28090",255
"2976824",255
"2983215",255
"34087",255
"433286",255
"92945",255
"1363",254
"1379270",254
"2202721",254
"2202827",254
"2672570",254
"2856823",254
"2864102",254
"3030210",254
"388413",254
"669359",254
"1336",253
"1503055",253
"2001",253
"2234087",253
"2267891",253
"227",253
"2867012",253
"3003263",253
"767892",253
"86265",253
"1521",252
"202746",252
"2605747",252
"2740405",252
"2746230",252
"2775246",252
"328515",252
"724",252
"972",252
"1597",251
"1851544",251
"1935204",251
"2067065",251
"2145",251
"2694930",251
"269660",251
"2745510",251
"2803858",251
"2936682",251
"446679",251
"636",251
"1765219",250
"2083786",250
"2744479",250
"3074145",250
"450378",250
"859143",250
"1464",249
"1535204",249
"1737490",249
"1955013",249
"2066",249
"2683272",249
"2880932",249
"2904245",249
"291048",249
"29521",249
"1332264",248
"2057808",248
"2708117",248
"2913616",248
"3070679",248
"488730",248
"550",248
"1006",247
"1230533",247
"1658616",247
"190897",247
"2932256",247
"3042315",247
"338565",247
"41170",247
"457083",247
"62322",247
"709883",247
"71452",247
"983544",247
"113562",246
"1285192",246
"2126984",246
"220697",246
"281093",246
"44010",246
"108981",245
"1341",245
"216935",245
"244366",245
"29559",245
"3042299",245
"1176587",244
"1234841",244
"1531429",244
"1646377",244
"2419841",244
"244787",244
"2774873",244
"2838877",244
"3073816",244
"75692",244
"960",244
"1564138",243
"1604",243
"2482728",243
"2614638",243
"291645",243
"359110",243
"718192",243
"1566358",242
"192389",242
"216932",242
"28131",242
"2817385",242
"2840457",242
"2875962",242
"377615",242
"118163",241
"151276",241
"1591409",241
"1888890",241
"2304606",241
"2590012",241
"264686",241
"28116",241
"2855841",241
"2907623",241
"3058426",241
"3059076",241
"321984",241
"357276",241
"374106",241
"468911",241
"49319",241
"1353260",240
"1542390",240
"1731",240
"191579",240
"2023057",240
"2560053",240
"2811422",240
"319706",240
"39441",240
"39669",240
"414371",240
"753",240
"1397703",239
"1515",239
"2004710",239
"251540",239
"38313",239
"661488",239
"118060",238
"1295",238
"163877",238
"1929246",238
"2057025",238
"247523",238
"2713414",238
"28151",238
"2953738",238
"3050072",238
"42443",238
"57706",238
"713030",238
"868131",238
"101385",237
"1833852",237
"2594269",237
"2683967",237
"28895",237
"2901142",237
"3058432",237
"107327",236
"1471",236
"1789762",236
"2305987",236
"2728021",236
"2837511",236
"2870839",236
"2883998",236
"2993455",236
"31998",236
"39496",236
"754515",236
"11",235
"1891675",235
"2589080",235
"2613965",235
"2731681",235
"28183",235
"2880933",235
"3059026",235
"505249",235
"536441",235
"60890",235
"691",235
"1587",234
"1908198",234
"2139",234
"2358479",234
"2486578",234
"2773454",234
"2977321",234
"34070",234
"1168034",233
"216934",233
"2173",233
"2781243",233
"2810347",233
"2810512",233
"2853439",233
"2917790",233
"29324",233
"708186",233
"80866",233
"89059",233
"1581038",232
"1694",232
"1891207",232
"2169540",232
"2562892",232
"2601894",232
"2893057",232
"35818",232
"651666",232
"104663",231
"1388755",231
"1734049",231
"2116",231
"266748",231
"2912228",231
"2916802",231
"564",231
"570278",231
"1716543",230
"1879049",230
"2015076",230
"2512240",230
"2714952",230
"2749040",230
"2763317",230
"29380",230
"476",230
"521689",230
"718286",230
"831",230
"1137606",229
"1281578",229
"1826872",229
"420336",229
"55211",229
"715473",229
"88431",229
"1048758",228
"1648923",228
"2120",228
"2209",228
"2371",228
"53344",228
"89586",228
"1099853",227
"1307839",227
"1501662",227
"171279",227
"279826",227
"28223",227
"29370",227
"715472",227
"13769",226
"2112",226
"421767",226
"511",226
"700220",226
"82688",226
"1658672",225
"1679497",225
"1778678",225
"1871111",225
"2781608",225
"28133",225
"2929481",225
"2998077",225
"451",225
"522485",225
"75682",225
"1279031",224
"1306519",224
"1890424",224
"3031802",224
"86106",224
"1123043",223
"2331",223
"2592345",223
"2608253",223
"261654",223
"2706887",223
"2864217",223
"2994319",223
"80865",223
"80867",223
"878220",223
"959",223
"992289",223
"1729720",222
"2099",222
"2704140",222
"2913621",222
"35",222
"418240",222
"45497",222
"455364",222
"53558",222
"2214",221
"2675331",221
"2743090",221
"281362",221
"1216297",220
"1581",220
"1796616",220
"2017486",220
"2498452",220
"28072",220
"622488",220
"1032623",219
"1170562",219
"1550579",219
"1609968",219
"1742992",219
"2672567",219
"3041619",219
"305",219
"362787",219
"398743",219
"43057",219
"1006576",218
"125216",218
"1267021",218
"158850",218
"2678260",218
"2963105",218
"1071983",217
"2282397",217
"837",217
"2018025",216
"216936",216
"2579935",216
"1055487",215
"1196083",215
"1983719",215
"2133",215
"225084",215
"2828763",215
"3070676",215
"324079",215
"40542",215
"417367",215
"76853",215
"260714",214
"2608247",214
"2734053",214
"539813",214
"748247",214
"1306274",213
"1473112",213
"150120",213
"267128",213
"3025667",213
"553",213
"114885",212
"1383885",212
"167642",212
"2190",212
"2494375",212
"343",212
"46165",212
"591197",212
"69499",212
"114186",211
"1165090",211
"1712516",211
"2282419",211
"2584940",211
"2811415",211
"2837504",211
"2879119",211
"2908646",211
"423351",211
"1179672",210
"1264",210
"2109558",210
"230361",210
"2827233",210
"29384",210
"2961893",210
"47715",210
"1273132",209
"1763534",209
"202747",209
"2126985",209
"2614441",209
"2983232",209
"3018315",209
